"","BR-Sa3","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-MA2","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CR-Fsc","CR-Lse","MX-EMg","MX-Lpa","PR-xGU","PR-xLA","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-BMM","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BZB","US-BZo","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-CZ2","US-CZ3","US-Dia","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-Ho1","US-HWB","US-IB1","US-IB2","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me5","US-Me6","US-Mo1","US-Mo3","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-NR3","US-Oho","US-ONA","US-Rls","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rws","US-SCd","US-SCf","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRM","US-SRS","US-Syv","US-Ton","US-Tw3","US-UC1","US-UC2","US-UiB","US-UiC","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xDL","US-xDS","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xNQ","US-xRN","US-xSB","US-xSE","US-xSJ","US-xSL","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN","US-xWR"
"BR-Sa3",0,2293.16361106837,2060.73817754704,2400.28384508321,1764.84057966187,2764.027848469,2252.98853916579,2768.14816771113,2323.39829307178,2998.03304814522,3076.15685083396,2814.26394007998,2795.42309304525,3077.01352341055,2446.14397468608,2723.17925041966,2495.02185053266,2813.03957858503,2643.72788245102,2369.19494426427,2432.67200316207,2455.42074685732,2401.58583613505,2270.33599595055,1159.29729314906,1015.6172559423,2116.18279369726,1953.19250438462,1661.35040295862,766.884671417164,2691.69868180153,1720.03978558624,2227.8706726812,1293.09014949992,2242.22314926253,1731.89307649808,1704.42104165639,1727.97356409396,1793.63159982039,2346.04224969462,2391.2809376645,3190.54409206845,2858.37834586214,2899.42248393454,1482.35392348509,2009.96747263721,1844.26849392585,1737.32595667613,2950.20139586345,3782.98042775137,1947.48720600792,2164.46921483841,2249.96004096774,2011.26261515816,2144.19108683538,1321.14744564572,2453.39621347978,2698.15536346536,1940.7100088673,2213.15685818052,2134.93463216001,2504.68623649714,2025.84438831331,2664.00028048823,1784.01482257505,2971.88263851189,1810.46233846599,2401.77830889742,1660.43997393092,1319.60637059562,1794.26513696162,1973.37652653778,2381.15698199921,2279.91427357341,2609.7150472427,2498.5877060537,1493.63971869153,1527.33471061433,1633.82635673632,3714.82911011782,2609.97221398675,2359.52304329831,1275.6939357319,1285.71621399419,1208.19938910668,2178.0813013123,2144.39046831099,2366.36531063109,2347.71320410484,2470.9772661182,1234.01501133014,1278.77282236904,1221.31354777479,1813.15401225796,2392.16083961832,1341.47933142639,1259.99967481707,1153.34788804379,2724.1677858408,3042.02277056404,1955.18587574091,1489.98308519966,2201.58320425339,2555.18023072009,1752.87881867862,1854.95538616967,1939.71764091586,2105.3088842687,2796.55872090528,2201.61658955282,2943.65497242894,2194.01580153212,1818.32773878567,1638.92351113792,2301.29110986646,2038.51553487125,1998.87944142529,2248.91162747684,1233.35944520432,1260.78704149485,2526.56414650223,2534.0764175472,2547.0697774864,2338.8933732209,2460.6632514487,2193.70064255013,2081.77280944491,1728.78262498289,1482.4629566328,1612.01669355256,1534.30278849166,1532.89512961777,1713.90112836423,2560.15921178787,2554.23489275921,2045.9605525977,1495.82969864309,1865.17364401407,2589.68004270295,1432.96969127524,1746.94921210836,1580.04285568783,2063.12205718198,1044.2751850304,2129.14043328596,1056.87284226961,866.30745760066,1505.48676610074,1196.54224163323,2304.4197021106,1551.9859573146,1422.07264609675,2552.07939488845,1506.77356070125,2367.42862435199,2329.1590512259,1589.43811821756,1346.53513322187,1229.31176550296,2385.51949959449,1869.19205657691,2572.7505869292,1880.35407939939,1505.03400133217,2108.87841902042,2219.20491290504,1197.7831787979,2107.56097413535,1636.02817506757
"CA-Ca1",2293.16361106837,0,421.914790230901,473.061274816023,873.329173422638,683.340799035263,992.171865730596,712.746329851899,1336.14852155984,1148.81003646873,1136.28769241446,1428.72658974171,1484.16560094935,1153.36810515582,1706.0067719242,799.366275882348,1212.2244616393,885.614328479935,950.870104421703,537.338229803476,563.911360363745,620.304940990328,606.338258695586,536.604777949607,2691.8573491245,2320.46243032571,1776.16566979127,2179.56773888427,2262.66358690455,2190.80209420305,1937.31342347966,1065.15394418055,1162.64810360063,1368.47868247675,1559.74298137128,1033.1749078195,897.135598493896,1459.74777112342,1163.59562856991,805.724867456599,952.616221040984,1091.81209535732,989.453957111354,992.100217726219,1024.44769300052,799.196017024706,1058.27996073367,1073.28111241518,1198.3157724711,2699.84014362943,1031.61782939159,766.167544413775,815.086436247605,825.171053674347,692.657608583291,1218.75626377906,1417.23400088357,930.561275513273,1791.59114555777,864.70055545064,1133.19358414549,1113.08964945934,1286.28981648495,4329.4332878951,3430.44843220462,1624.49231438956,1220.8685993519,914.926654017194,1376.62149794702,1550.58085962431,1218.66310312002,926.019428570008,983.729319530658,527.886660133107,1232.60992669994,699.909366966246,1109.96527419003,1165.58716914196,1386.56194866161,2260.34077184994,2062.25767103217,1796.74619331669,1382.32402317741,1630.99594894383,1361.36710365014,911.999708002489,578.896714633773,641.6164048306,573.039976984668,786.079045485781,1353.75302211512,1295.64829514939,1441.5349494573,756.412103372611,1154.68367705828,1144.77203540096,1218.78192977163,1327.62524141176,3371.13664576528,972.595192417051,657.984874919999,1865.79649377048,745.596793231088,753.090113581878,944.697387587947,1022.65548036319,1043.60032077273,882.642591001256,1089.38467243426,821.689130148554,3144.92918464734,1345.52632206177,1168.95232528875,1085.63122588837,1801.2363074882,750.05926177854,992.648261659929,895.969555996016,1609.34598917896,1386.69226136094,1774.83544885199,1845.46715633639,1806.94065550965,1964.17968740949,2245.54232498303,1944.13185986586,723.380978769944,1326.86496890284,1100.88215950953,929.945576062006,1232.94161685269,1081.54258498962,1057.70174269184,689.470615371504,645.475755658792,1130.34579336993,912.64142661857,1032.0184667568,862.956156792804,1491.42742953748,687.927549669637,916.668292071053,671.758344746508,1657.93647861867,798.639420803783,1530.07529252377,1883.77225826605,939.376175992133,1477.46092316758,1694.73158888023,1043.16383165186,1091.22781830565,1420.86216267968,1131.76702029154,682.027282555834,1152.42751413383,871.8562411471,1448.13994188632,1227.5983710064,1704.29897562344,1098.06534161123,2461.77564032179,923.133971980898,1075.26211924865,903.420334660064,655.146713424424,1388.38040348636,741.255031452323,966.014122087072
"CA-Ca2",2060.73817754704,421.914790230901,0,682.472593711562,690.589327897303,845.596587276435,944.347435886646,935.61692993195,1248.31855881323,1206.41603241258,1221.95500271744,1346.01264867153,1411.05717395096,1214.11111983658,1452.1650809924,890.71544390858,1134.8973430019,966.203008238907,878.155212655127,694.453200029452,753.452332235905,826.470920449158,836.038325868054,758.158462346602,2618.43218535964,2087.54198595891,1957.05135196525,2298.72438947122,2436.78694964823,1983.2301892891,1935.44134058988,974.334273008158,1244.22721633965,1148.08878798605,1683.99271101336,771.720971857455,827.713920485829,1365.67344930065,929.046272467383,929.583770772086,888.463469213088,1247.85516593916,1007.16404462128,1047.2012547729,785.931185840309,881.693638909537,969.755830900709,943.46715981316,1191.85758341626,2530.0756619114,787.01615750069,761.207454752585,891.433318679334,696.258575747601,696.257690384349,1009.7879854228,1419.29170706758,1175.9429531744,1555.7736197539,963.949830150149,1284.81532636325,1381.69259891183,1092.7240323826,4146.36859260293,3222.05181548691,1535.06571811293,1156.3359974704,933.533993110778,1503.14364144326,1548.6756120973,1148.61947074155,865.967455010874,1076.42884222593,624.051870365596,1320.82153063149,889.669472388365,891.245401801072,899.896096142223,1126.44161533903,2226.80373736064,2088.81365708144,1821.9487434688,1146.17150917686,1402.85490398352,1133.02481318162,840.280431864731,604.420161238583,792.241204969384,761.494098475154,962.852766417933,1122.23380847787,1071.31102589202,1245.01336253486,587.222761959683,1428.85424860286,927.014469036086,993.945038742614,1084.16617090361,3178.30763228765,1228.9501109873,690.508800747743,1923.59661867872,740.139775516355,909.679467692076,710.718287554144,832.339145532907,867.029529854102,735.766490307796,1074.34311768695,836.437638868725,3106.56936906942,1509.45456366437,1323.53268042946,1166.01054855402,1821.17547108858,721.028047855077,881.273986318062,1036.87205805094,1409.97508106492,1184.48523859739,1941.51469938188,2006.13369208164,1974.17871464638,2027.11955130036,2296.68775295437,1983.32984173177,595.54876176318,1127.1758022047,934.863640535267,665.096413413317,944.654494169238,898.029358376771,986.60862590574,902.678241066,859.630268556255,1041.42170548106,729.468971787978,846.280830319648,983.753853520028,1273.53673466523,457.566217567176,706.093656119576,682.36371671362,1446.65649933148,660.848137852373,1319.90643957028,1703.97617461146,802.600185756738,1316.69512167307,1719.54842097518,949.525552167091,920.462906640622,1485.73354987257,974.011467088657,809.427940262078,1106.30942203217,870.223742788922,1467.86851686661,1034.77740985189,1730.65679907615,1102.18820349337,2457.15275175454,698.830983615716,1115.93251010765,1027.45210734291,653.766828537236,1191.2102126741,659.412547239219,789.24760829701
"CA-Cbo",2400.28384508321,473.061274816023,682.472593711562,0,865.9742842763,480.276398913878,767.004633257041,486.445649875102,1140.80183884315,926.47081102647,891.759568311249,1227.82237354129,1265.61278381869,903.640106727555,1794.55515676985,617.599379811877,1068.19338327567,669.495100810824,750.800055111363,256.972234205601,260.060498814551,307.122809906119,284.582439031334,278.319866073532,2674.40020076352,2500.58306406364,1629.37202133458,2021.35648466076,2086.58236862826,2263.62860054971,1817.28846367768,1079.01643225838,947.028097388718,1417.37769320593,1375.25667433684,924.462840455195,980.615613973643,1535.58798693172,1074.95054826557,577.427778216445,860.004925545077,870.445333798194,734.417050419217,741.523451121753,1069.36062407009,580.446118114283,818.252380589982,848.177854931647,977.75538539123,2567.61252969056,1131.92598815332,841.009389399483,825.055442433684,924.379680934872,759.101727922215,1290.2300160956,1142.36849068116,651.373695926449,1776.61325224096,619.979578084188,1075.90822529507,1031.62912688491,1416.16373174869,4410.83179538919,3511.49858862703,1435.9468347229,1194.10571177312,654.409450349217,1349.08075878036,1589.89213566294,1219.07305040819,894.217179459315,905.362941637058,360.307783990371,1045.17683260748,328.875104624896,1093.99961942646,1116.66082792727,1328.40033766182,2123.92079925094,1877.56048201936,1631.75542505725,1399.05348125711,1642.95034938283,1377.89465197059,649.243692477515,650.498975502971,492.39725805404,460.02382918808,559.023058918006,1406.49971627894,1347.0930710513,1475.12203617981,1034.54747698983,1058.82760845649,1228.559045764,1294.45461363988,1428.7607856206,3442.7389146362,765.882694031916,511.25402235576,1678.84666331319,767.421977579459,598.453806444998,878.09128231584,848.816259048556,805.437777742501,646.499192356188,904.377189057236,826.904768233045,3002.45258964813,1256.91435323512,1071.08595661229,1143.0897497665,1685.15373940677,593.782888230107,759.547898974609,668.265505603931,1696.68762678696,1466.39056105057,1622.0953729547,1708.567546137,1671.70515733802,1859.14203552678,2108.09379926887,1847.9582826827,666.195229349032,1418.24509479465,1187.36515438583,982.271705448352,1277.77369717915,964.300222984899,844.060288081794,294.904963386947,265.481233780952,1235.57422873535,979.758813759725,1024.4421655725,577.699496920812,1526.54059396857,912.657498496627,963.578517032458,455.784358294635,1745.67887793849,716.296373030753,1603.05223376759,1943.08053062336,1031.22103079475,1528.46348161756,1467.16523775039,1039.52909039636,1096.68197014416,1139.67950121674,1217.00870697592,467.440257768255,1038.20297262529,947.204989066443,1391.79720672468,1309.48807702599,1624.15885153696,931.048027303154,2324.71978049591,828.581387076808,1117.10446241326,966.914530411895,478.545805274416,1419.9384916185,657.041490140618,1088.12521816123
"CA-Let",1764.84057966187,873.329173422638,690.589327897303,865.9742842763,0,1090.00583328116,719.678455047066,1180.80735079002,894.490761295888,1262.45226827604,1341.7384638433,1267.61538329088,1153.66611904364,1319.72863338737,1355.76570980465,1066.87237735612,977.00440142237,1110.56675581053,902.261725940167,900.643416559093,998.239605207398,1045.55352438651,1055.13207335287,988.045233205335,2270.66140782816,2031.74404565486,2085.3143212147,2445.4686621841,2561.22261466317,1791.32503543013,2144.88977327367,912.77591534976,1429.68957106722,823.051373209091,1804.16494211591,576.998194700889,1086.09601133428,1424.76738422303,672.099475953563,929.477097267535,721.239233055661,1484.10704617058,1013.45022222228,1135.19952031026,616.996743972531,970.03253565297,683.033067467929,613.127898355262,1267.5433703418,2348.82906622387,806.103373116792,971.474205097594,1038.37030693713,786.292103601431,871.117122217052,886.513180530267,1492.74384417489,1239.58806324762,1288.65394084543,931.553257661402,1562.39792210086,1633.78468305694,1388.05604065288,3839.29746245075,2934.9387194673,1376.71789869669,898.656053650888,793.51938356666,1606.35362190484,1369.00576330037,924.907368515918,825.593759948768,864.531361670924,756.433268456532,1469.68144671367,976.912681694047,654.000726279697,648.945171254256,855.726755756721,2028.11513973609,2230.77802586258,2005.05436375162,757.638560289967,990.852258604413,781.658142753573,757.695384243178,836.507401284738,885.892377298819,861.180263230763,1012.85852125601,826.405292389941,808.776020042749,872.501389576081,766.27549348857,1624.64365481907,839.363059679805,878.436092595631,928.760045992785,2906.39841935976,1449.1489243174,689.721592989751,1960.17523528428,941.83264136621,1008.82317276636,628.698929440488,580.086452523562,640.525539902514,635.788902647965,1002.13654408842,957.601083936804,3216.27140162502,1762.72072605166,1601.37080321502,1356.57791957194,2007.60478579736,638.198511473085,673.28281524016,1158.25846803037,1111.8716251498,986.994857018668,2098.50783091453,2166.62530627687,2152.85661900154,2206.7064464479,2485.77824201467,2138.34094303066,577.963095244297,1313.70546605773,1039.93259274989,616.415733824232,764.668680937959,555.374710463076,731.231933036027,1061.74905922489,1033.01649967067,1416.39878691405,860.481361605254,739.970074082592,987.567078566399,985.343115389278,606.798139617885,753.901796604826,613.422025231029,1057.05294834994,654.50961328184,1135.52540843641,1599.82475187969,844.539823469667,1286.11726257023,1797.21555845196,783.639819153357,724.160523339691,1559.19172927611,852.230562035015,876.204021559376,1169.61072396829,987.207158326629,1444.44054867536,821.609119641099,1964.12526986058,753.689707394438,2649.60687053339,574.98155725039,1243.17356867014,1164.58577715047,667.808689557623,869.463232797346,683.956843282051,696.030579697137
"CA-LP1",2764.027848469,683.340799035263,845.596587276435,480.276398913878,1090.00583328116,0,946.882151872901,426.149905257922,1222.40505786469,748.096212672693,700.01803162077,1034.78872356737,1067.26302503063,679.867494634715,1775.71512065293,600.036994247012,978.877432131519,557.058095277854,581.349086115156,521.386172270756,539.896607200755,455.157856407962,537.76638648564,645.144662523276,2987.44954265583,2857.88306707094,1693.73195788231,1954.61718060233,2214.6296815967,2656.82656469474,1493.04158939518,1356.18048902305,838.096913608701,1775.46558982634,1395.13382643621,1299.01320032704,1310.76776396771,1871.61068028694,1362.22798667113,667.90885827597,945.773111522548,480.236404744145,541.388231723532,565.575128108976,1417.25879145258,887.147782373634,1080.31926812338,1156.85142135566,746.377559087694,2360.67271573522,1417.45538031948,996.406121358487,927.370117905577,1121.64591742961,973.116015091239,1681.13592047205,1103.00693436263,541.999975955438,2167.1161857198,761.509377649946,1230.45149431014,962.44648153158,1530.93516844171,4824.44812148495,3928.58827269152,1196.62196621744,1471.7502022654,708.933175239452,1517.44078675344,1884.31276895766,1520.30757485756,1166.59939833794,1043.21668168806,658.919421031842,869.392568886523,384.71399810961,1462.43807067213,1456.18867359782,1676.5106299315,1811.25650405494,1588.69090497098,1387.86855566967,1739.96858182103,2007.9562249464,1750.90223449933,768.627468979747,935.202289292242,673.468832766668,610.947507269858,647.158782426544,1781.09135555382,1727.62820646358,1874.51536677332,1319.75153605361,1104.30099837947,1610.99449579312,1690.14946404145,1806.13527997157,3856.65323762388,482.591909197519,888.233968083905,1840.23885006704,926.704509157975,630.009481971326,1150.72748933479,1117.38355583018,1011.11045267352,805.819536823103,731.439132980163,953.747478374518,2753.66011955688,1322.15021104356,1341.64006089742,1545.18316438385,1549.53674601928,834.028850688106,971.477666004756,612.477180561904,2072.7183575103,1856.84218726778,1570.44561516453,1615.75457846174,1613.07130139743,1697.48890272419,1901.00583440013,1940.42507183809,873.418951492536,1690.03456070189,1556.37266312722,1332.4287913282,1611.78287301789,1313.83748604932,1081.58168231452,355.962732151826,357.458932251184,1413.71615902488,1378.14623690426,1264.93899041165,648.036607402767,1935.29087266958,1200.67214790085,1356.48670877035,800.051367678501,2137.55248711974,942.052871473322,2015.67986785437,2338.04565802118,1437.09170251848,1919.20864575075,1443.25910446789,1416.34794120733,1469.84161758973,961.360020960843,1592.9752440164,634.542618374421,1081.9446732614,1328.68281101803,1776.16220228141,1710.5289053434,1548.04835995338,1184.10150961112,2077.51658302035,1072.52248093253,1514.80422187629,1216.52857259114,719.750898530289,1815.16467551641,862.720959794682,1433.74642803056
"CA-MA2",2252.98853916579,992.171865730596,944.347435886646,767.004633257041,719.678455047066,946.882151872901,0,889.691788419903,668.179660263744,823.647679496624,903.540824383058,880.938373646065,784.87598121157,883.719892853669,1192.87134070409,722.878474411096,657.819871153793,739.187029898824,607.213892640178,841.918122011124,903.432526515491,971.691760198631,983.934964371058,969.927640325722,2611.98808874949,2298.08912468214,2271.04164684984,2693.0651487512,2694.98085187993,2130.5185793194,2374.21494405235,1154.57094502586,1530.90678924151,1140.52748176623,2011.91842707733,860.865593391719,1523.48983411044,1938.84619980761,737.104193877366,962.604144150802,835.123927649773,1152.11226270313,799.94932615578,819.436366377084,881.444965574886,1090.30592306786,609.921974003677,599.781200923321,850.689758240479,2059.5429256818,1083.58004069974,1372.89463099558,1338.34305768904,1236.31538573512,1217.55794200403,1219.01952165697,1671.66925666413,1181.6956529131,1583.35174786935,1061.7303453263,1756.13647404735,1683.70026633903,1840.18621368704,4275.13529645502,3349.16837155814,920.89590220797,1210.47377532546,702.224746870519,1880.76786655265,1677.90117332699,1282.02492282891,1156.75589089303,813.112510305492,754.68670376197,1630.08294491689,916.420934994672,849.713044086901,908.243800851453,1118.67787006208,1540.0936085164,2487.52770748697,2280.9725875781,1136.04576083609,1323.91681278226,1133.2025249748,719.430914475891,1112.59852251291,1074.60172162814,1072.95579234269,1173.88027312134,1186.86598260908,1123.06029714573,1250.03951497005,1063.69513509825,1729.48747147973,1204.16559398266,1279.43890727732,1237.9754314305,3304.58576734144,1163.56112699247,823.627339740101,1990.16011974181,1215.24804274748,1010.31352088582,714.532689836971,577.120361119606,576.741923647064,617.80308677716,694.385859307098,1158.96162984172,3603.21583402929,1938.36522953186,1743.43110062329,1711.73889218461,2323.27829783481,808.552316789865,491.45806564057,1300.14681870923,1433.16187689687,1450.69700943292,2281.5047527827,2351.71761048322,2338.63835079052,2473.25197923337,2769.49531889561,2435.86640160027,626.500670776581,1856.64825579002,1521.69098476488,903.283345622401,1076.87350655159,792.968958224009,818.208605539527,956.916785640384,915.991220003805,1815.91437976576,1203.72271526188,764.622697600506,943.809058387213,1393.62201662902,914.856244455554,1136.67424954193,712.149538765433,1434.57374130313,645.772249803668,1526.66723165011,1956.41104601339,1115.28392334711,1670.63017765497,2027.95293177615,1026.59724575014,988.14798152312,1678.82931167301,1068.6684739765,854.601211750676,1421.81589594058,1263.84151837288,1684.87635470689,1189.47945351976,2232.58763225301,925.803687091211,2940.08115079956,694.149742727744,1530.85040175249,1385.95408994206,638.963090424343,1179.37990520417,617.609086883429,1044.64436030003
"CA-Na1",2768.14816771113,712.746329851899,935.61692993195,486.445649875102,1180.80735079002,426.149905257922,889.691788419903,0,1199.35468445763,646.210942289191,585.924520327774,956.795528258917,1009.42522970586,607.807243183002,1776.5418630478,497.562197152252,942.019388499001,550.584377010158,598.747603233072,585.59302722153,548.595287165633,539.184753308511,557.608905368957,640.881846514609,2955.5991594272,2764.05875109312,1826.57093928284,2148.59147313415,2213.16943069935,2618.85103828221,1813.96522198826,1385.05139594811,1056.15164929918,1777.51875916238,1586.62916224914,1252.55062039367,1374.32865473957,1870.4933983285,1326.55683420665,662.476619318721,1000.36889861135,595.850088685256,622.337604932607,663.671473457433,1422.35272717717,948.120663876026,1062.09657550637,1153.10974545769,754.01468013607,2367.38705175871,1396.17686587507,1205.73369317336,1138.56752212112,1278.80194184567,1120.39239739412,1646.92343967684,1323.08443711756,616.210502825704,2169.54235202557,829.745163310086,1370.21852281242,1084.71321554526,1723.34043609331,4778.49928553084,3868.18718015035,1215.88033648405,1474.06520378189,759.495045276361,1615.20882134452,1899.88140772895,1503.85667398416,1208.56705847712,962.070268680556,619.499988537897,1138.65795006297,395.580438091419,1433.92550765655,1492.0393165579,1701.25826327033,1736.85827454696,1905.57812772715,1747.96428440609,1745.75795028631,1999.47481850396,1732.57101659701,810.314705134361,923.473618586935,838.798462976167,794.281563530706,822.317904081992,1790.87711674206,1727.94213062134,1848.13085143794,1280.60194537895,1254.88012687101,1561.58273114249,1646.73630677439,1758.79109824394,3814.22113019152,592.18938136804,889.809523565744,1850.36713870051,1052.187583547,739.837329282691,1170.48129675331,1124.41610060647,1012.79583409564,816.463017226946,737.830081816533,1088.20891218776,3062.88194689985,1491.14398279054,1367.63402894828,1505.0263475123,1892.5185701473,890.4812710958,944.963000713786,806.32853258844,2071.26629455271,1837.47584599499,1721.6384501827,1778.20522849045,1753.60526740739,1973.94019318973,2198.12587385973,2079.63361704746,833.288475317474,1783.23480126796,1555.08842510197,1341.1383087084,1632.85307642198,1314.76234229016,1093.53240116496,480.364242469935,480.745736455474,1584.43273731009,1346.2998155799,1180.34604712502,690.162770647229,1902.71793585598,1189.44338367254,1322.40718021432,796.263807099933,2103.54642353816,913.524521217991,1960.93722477386,2279.31808528043,1401.98770731126,1867.76557921226,1619.84533505426,1390.58102375493,1456.51500703873,1251.12572877162,1531.93645103961,693.838399844735,1238.72224787165,1319.57361430813,1718.09143949233,1684.2244597534,1803.76332363885,1214.36788545366,2368.35297135722,1039.18895603767,1492.50583542433,1220.22020855935,700.697100985554,1783.62166995967,834.627988520257,1420.80921737607
"CA-NS1",2323.39829307178,1336.14852155984,1248.31855881323,1140.80183884315,894.490761295888,1222.40505786469,668.179660263744,1199.35468445763,0,844.179844369138,930.440312885211,587.178581110009,619.465839017308,941.984608228105,1009.92187755316,845.588022361468,557.638647334344,928.267243986949,825.308821506164,1257.46652089094,1288.60635782054,1371.3284073859,1368.76151543775,1357.67036721094,2632.51107115518,2311.84137579449,2654.5613287701,3065.02000931531,3055.65186875463,2260.23070762321,2783.18922948344,1629.20021765547,1967.98311587606,1382.39813616161,2436.26627003319,1003.86618938794,1881.51496377869,2210.20059996914,713.473908381114,1327.35200566763,896.20490640688,1296.03301875259,1006.18370845653,1022.38143705869,1040.85624622033,1428.44563908057,825.787710761821,792.006690416454,949.361764188389,1748.22583298459,1328.62158693898,1667.08621945316,1704.1187745693,1504.41956600784,1527.37813194503,1572.58107279671,2011.44086408343,1433.99078216448,1545.7958048427,1482.76193730061,2156.55825801878,2053.13474750824,2192.29289709748,4259.42977676214,3359.55963332266,771.451531149892,1569.13016738746,1090.81084590833,2329.46577691595,2242.67745784009,1520.06984133008,1538.67940920173,952.01993539727,1064.93374685625,2001.98466454534,1271.3875659753,1016.92216000201,915.325324637722,1103.88311771087,1184.47252337013,2933.03390231722,2733.63498960778,1250.45416404081,1275.12575521643,1267.84603594965,1086.54007914616,1438.93354079662,1381.30431111331,1374.51305403892,1488.01313002658,1244.90744888621,1189.79101303726,1340.61905500224,1315.33085097659,2092.56792350754,1601.54135481191,1621.92573918161,1459.04270116504,3294.05565953894,1421.57982891197,1189.6463927102,2304.18545777483,1567.3331810628,1389.67947805786,987.310038121342,709.033515779844,770.226561783751,933.520505356853,881.993521843314,1597.37795141682,3928.89670322271,2336.46954013127,2181.86660411379,2120.11622227041,2689.07327026721,1226.79549557159,828.252678991644,1701.68079095971,1472.06715100509,1726.0117672393,2672.40299357078,2764.3958507105,2730.10296883243,2956.50107930248,3209.04049993492,2888.32740811141,796.994572799165,2241.78096087713,1883.62879527253,1155.2517861628,1115.55375824684,1041.0809082999,1125.26564410874,1295.56257134943,1266.87857281782,2230.28209166407,1617.09568073472,757.800815207308,1258.5316625278,1576.95941251454,1157.59717613495,1510.85287945273,1010.0537638115,1668.06672324453,910.407090102088,1800.29753936475,2123.84898168311,1538.39488587316,2050.19710125219,2471.34176374504,1394.61016372311,1313.9549071174,2049.59897379589,1096.53100522737,1170.07682893781,1769.68043183307,1710.37830118198,2095.7216167744,1415.36158630043,2564.76361307992,1314.41807079015,3377.41102335487,817.899779113523,1975.94417943828,1788.33423929981,881.796429834111,1282.18733006627,877.072915671863,1135.79351462003
