"BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Ca3","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-MA2","CA-MA3","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CR-Fsc","CR-Lse","MX-EMg","MX-Lpa","MX-Ray","MX-Tes","PR-xGU","PR-xLA","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-BMM","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-BZo","US-CaV","US-CdM","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-CZ2","US-CZ3","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-Ho1","US-HWB","US-IB1","US-IB2","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KL1","US-KL2","US-KL3","US-KLS","US-KM1","US-KM2","US-KM3","US-KM4","US-Kon","US-KUT","US-LL1","US-LL2","US-LL3","US-Me2","US-Me3","US-Me5","US-Me6","US-Mi1","US-Mi2","US-Mi3","US-Mo1","US-Mo3","US-MOz","US-MRf","US-MtB","US-MWA","US-NC1","US-NC2","US-NC3","US-NC4","US-NGC","US-NR3","US-Oho","US-ONA","US-Prr","US-Rls","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rws","US-SCd","US-SCf","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UC1","US-UC2","US-UiB","US-UiC","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xDL","US-xDS","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xNQ","US-xRN","US-xSB","US-xSE","US-xSJ","US-xSL","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN","US-xWR"
38,5.925,4.1,20.94,26.3975,26.515,17.7715,34.9625,10.3,19.7665,26.9175,22.078,8.425,16.088,6.364,5.168,4.48575,8.7725,3.844,42.823,13.5505,26.1885,12,18,12,14.425,16.475,12.9,14.2,18.575,10.15,32.5,5.12,2.728,1.7475,46.722712999,2.3725,34.41,4.4250173195,19.6525,10.281,33.22,12,46.945375,30,47.325,37.9,19,24.3,4.6,8.3,10.8,36,15,20.257,28.408,29.4020833333333,4.3982,6.3,37.5,8.145,19.381665,23.524995,22.693335,19.241665,29.65,13.383,11.824,49.31292,23.3505,16.48,8.8,26.826,39.7985,43.923,89.717,37.5275,7.323255,30.181,22.35,17.116,27.1,38.2795,26.112,19.4,21.55,3.03622045,12.74,33.182315,35.7,45.6,5.94338125,0.159583333333333,4.3,40.8895185,25.699155,32.29908,31.09964,42.12489,23.37767,15.368445,24.4798,33.19011,38.6904301,25.861,19.87,19.84,18.575,26.745,16.5215,17.031,13.418,56.7772,57.31015,58.0952,37.83237,36.251055,42,35.217,7.4,40.515,32.8,30.4,36.61705,85.7,11.7,9.3793,19.14144,1.98,13.396778,26.2,25.15,34.32788,33.4054,32.08,27.21,5.65,26.55,4.33,12.515,9.53,17.99,8.49,23.5,27.501,8.15,33.419,35.8827335,0.11,0.14,0.0705,5.855,2.92935,9.3,20.858,26.650055,35,34.48975,3.3465,32.6115,39.979425,32.275,22.2,11.0925,11.435,19.33,29,36.965165,19.613,36.15,29.374,29.075,31.28,18.42,35.1416666666667,25.4766666666667,31.7825,15.147,22.92,12.785,9.63333333333333,18.993,27.38,10.826,37.525,12.305,26.995,21.073,17.951,34.1275,12.2725,30.28,3.305,31.2954166666667,18.9595833333333,27.105,21.93,38.475,25.045,33.525
38,5.925,4.1,21.14,26.475,26.495,17.8867,35,10.3,19.7905,27.1925,22.0385,8.475,16.105,6.3655,5.168,4.49,8.779,3.79,42.772,13.8,26.187,12,18,12,14.4,16.4625,12.9,14.25,18.65,10.325,31.9005,5.13,2.813,1.74875,46.806625884,2.50958333333333,34.9333333333333,4.3906572485,19.6625,10.27,33.175,12.5,46.922875,29.8833335,47.325,38.05,18.5,24.3,4.6,8.3,10.7,36,15,20.5425,28.591,29.3968333333333,4.39924,6.3,37.4,8.21,19.391665,22.915,22.748335,19.285,29.55,13.399,11.831,49.39757,23.8,16.44,8.8,27.301,39.1195,43.8875,89.717,37.379,7.279202,30.0795,23.25,16.976,27.1,37.996,26.028,19.3742583571429,21.6,3.09175323333333,12.825,33.26336,35.7,45.6,5.95278425,0.284583333333333,4.4,40.74157165,25.862175,32.6634,31.353445,42.22111,23.430625,15.420305,24.49526,33.19511,38.68968803,25.984,19.855,19.86,18.585,26.76625,16.417,16.961,13.4256,55.9995,56.21585,57.1324,37.75,36.32886,42.00449,35.026,7.4,40.82,32.8113,30.2,36.73945,85.6,11.7333333333333,9.714908,19.14144,2.2,13.396778,26.2,25.125,34.49376,33.36432,32.11,27.32,5.65,26.7125,4.37,12.49,9.54,17.99,8.4,23.7,27.6,8.1,33.386,35.784118,0.11,0.14,0.071,5.955,2.7831,9.5,20.828,26.692,34.9,34.4485,3.34825,32.546575,39.9366,32.2,22.25,11.1,11.485,19.3025,29,36.78833,19.297,35.8,29.3,29.09,31.385,18.58,35.0866666666667,25.71,31.925,14.63225,23.0091666666667,12.275,9.94333333333333,19.034,27.34,10.895,37.52,12.3083333333333,27.255,21.211,18.0591666666667,34.0725,11.7525,30.75,3.431,31.15,19,27.4416666666667,21.31,38.67,24.05,33.51
38,5.85,4.1,21.22,26.52,26.44,17.8935,35.2125,10.3,19.7675,27.385,22.0545,8.475,16.1065,6.3645,5.1795,4.5175,8.9515,3.9405,42.7165,13.5,26.18675,13,17.1,12.5,14.4,16.3,12.8,14.25,18.75,10.375,32.301,5.145,2.7705,1.748,46.870901532,2.46333333333333,35.045,4.372627203,19.7125,10.268,32.91875,13,46.9643333333333,29.8166665,47.333333,38.1,19,24.3,4.6,8.3,10.7,36,15,20.55,28.336,29.3979166666667,4.400375,6.3,37.4,8.225,19.36666,22.373335,22.74333,19.22,30.3,13.429,11.836,49.480735,23.95,16.45,8.87,27.601,39.099,43.7895,89.717,37.453,7.296886,30.153,23.3,16.9245,27.2505,38.133,26.021,19.4,21.8,3.13778646666667,13.185,33.46528,35.5,45.6,5.96004625,0.322916666666667,4.5,40.59421895,25.98246,33.1578,31.226525,42.806145,23.6453,15.4418,24.4994,33.199335,38.648873425,26.2595,19.84,19.86,18.575,26.8525,16.351,16.892,13.36,55.33495,55.73515,56.71105,37.75,36.37232,42.01693,35.0045,7.4,40.915,32.85,30.35,36.7663,85.6,11.7333333333333,9.8701695,19.14144,2.235,13.396778,26.3,25.225,34.27848,33.32584,32.125,27.355,5.65,26.8875,4.37,12.48,9.55,17.99,8.4,23.8,27.6505,8.1,33.3875,35.5403465,0.11,0.14,0.071,6.025,2.6587,9.6,20.8305,26.693165,34.8,34.66575,3.35225,32.462175,39.832225,32.25,22.2,11.115,11.5775,19.2715,29,36.7,19.36,35.5,29.4035,29.215,31.38,18.58,35.0566666666667,26.805,30.559375,14.8775,23.2225,12.9083333333333,10.1816666666667,19.134,28.17,10.8875,37.395,12.6833333333333,26.48,20.974,18.88575,34,12.0125,31.17,3.506,31.3366666666667,19.1566666666667,27.4,21.5875,38.46,26.76,33.44
38,5.85,4.05,21.1325,26.425,26.41,17.91075,35.3125,10.3,19.7885,27.655,22.0625,8.475,16.108,6.3635,5.191,4.545,9.124,4.091,42.766,13.9005,26.18675,13,17.05,13,14.35,16.2625,12.9,14.35,18.75,10.2875,32.1505,5.285,2.685,1.74575,46.919777089,2.51375,34.8075,4.368763861,19.7475,10.213,32.8983375,13,47.13325,29.816667,47.3166665,38.3,19,24.3,4.6,8.3,10.75,36,15,20.4955,28.944,29.4305,4.40071,6.24,37.75,8.215,19.32333,22.00833,22.748335,19.126665,29.85,13.46,11.84,49.569155,24.05,16.4,8.835,27.7005,38.983,43.667,89.717,37.379,7.30005,30.22,25,16.7045,27.501,38.2905,26.015,19.4,21.8,3.15721808333333,13.06,33.302055,35.7,45.6,5.9541905,0.3725,4.5,40.52,26.165435,33.48962,31.3595,44.57428,23.75114,15.466105,24.68187,33.22994,38.625126755,26.3515,19.845,19.87,18.56,26.87625,16.34,16.892,13.352533,54.7106,55.5002,55.85395,37.598595,36.41003,42.027025,34.9675,7.45,40.975,32.7,30.3,36.8272,85.6,11.75,9.969386,19.14144,2.37,13.396778,26.45,25.475,34.32632,33.34248,32.14,27.41,5.65,27.025,4.37,12.45,9.55,18,8.4,23.8,27.6,8.1,33.396,35.4362425,0.11,0.14,0.0725,6.03,2.5639,9.8,20.8215,26.683555,34.7,34.652,3.35925,32.35285,39.68,32.225,22.05,11.125,11.73,19.244,29,36.777,19.278,35.2,29.3975,29.4766666666667,31.221,18.6475,35.14,27.85,31.9666666666667,14.9835,22.815,12.86,9.88333333333333,19.066,28.15,10.96,37.685,14.0875,26.27,21.1866666666667,18.155,33.9825,11.79125,31.59,3.49733333333333,31.3479166666667,18.8875,27.5,21.335,38.42,24.925,33.68
38,5.825,4.15,21.21,26.3575,26.343,18.0075,35.5375,10.3,19.807,27.667,22.0685,8.475,16.07225,6.36975,5.2685,4.638,9.426,4.103,42.802,13.5505,26.187,13,17.75,13.5005,14.35,16.375,12.925,14.375,18.725,10.1125,32.1,5.29,2.557,1.74125,46.944350104,2.35875,35.1825,4.4061655395,19.7455,10.1955,32.95415,13,47.403875,29.7333335,47.3,38.7,18,24.3,4.6,8.201,10.8,36,15,20.4115,29.1365,29.4221666666667,4.40706,6.125,38.1,8.2,19.271665,21.736665,22.748335,19.039995,29.7,13.476,11.843,49.63423,23.9,16.4,8.83,27.6505,38.8255,43.513,89.346,37.268,7.293139,30.124,26,16.6405,27.3005,38.366,26.044,19.4,21.9,3.16396241666667,13.12,32.97996,35.6,45.5,5.95575725,0.440416666666666,4.4,40.4474481,26.162,33.739805,31.349825,45.88731,23.79067,15.50899,24.68706,33.241245,38.5915103,26.158,19.825,19.86,18.54,26.90625,16.338,17.031,13.36556,54.4109,55.0148,55.3231,37.5964,36.415695,42.0109,34.96,7.45,41,32.6,30.3,36.9342,85.5,11.7666666666667,9.934269,19.14144,2.285,13.396778,26.35,25.55,34.26028,33.3872,32.185,27.46,5.65,27.25,4.37,12.45,9.58,18,8.4,23.8,27.5505,8.1,33.412,35.376168,0.11,0.14,0.074,5.985,2.5287,9.9,20.8705,26.68,34.6,34.63825,3.38275,32.272075,39.571225,32.275,22.525,11.245,11.81,19.183,29,37.032,19.217,35.05,29.45,29.2225,31.21,18.735,35.1533333333333,26.585,31.69125,14.69,23.145,12.73,9.66,18.924,27.7375,10.955,37.575,13.1266666666667,25.555,21.497,18.416,34.055,11.7275,31.87,3.6645,31.15,19.14625,27.42,21.4,38.5725,26.4,33.46
39,5.8,4.15,21.125,26.295,26.36,18.01,35.675,10.3,19.7895,27.664,22.065,8.475,16.0365,6.376,5.346,4.731,9.728,4.115,42.7725,13.601,26.18725,13,18,14.001,14.35,16.225,12.85,14.375,18.65,9.925,32.6505,5.35833335,2.386,1.73525,46.966081633,2.54791666666667,34.7966666666667,4.4587804415,19.685,10.21,33.1429,13,47.653,29.566667,47.3,38.9,18,24.35,4.6,8.201,10.8,36,17,20.217,29.132,29.4025833333333,4.413345,6.2,38.05,8.215,19.205,21.42333,22.745,18.935,29.35,13.505,11.845,49.724215,23.7,16.4,8.9,27.4005,38.609,43.5025,89.346,37.231,7.2940765,30.1105,26,16.825,27.4005,38.385,25.966,19.4,22,3.14144928333333,13.05,32.910165,35.8,45.5,5.95333525,0.476666666666667,4.3,40.302141,26.18512,33.980645,31.345405,46.6856625,23.793975,15.5582,24.75463,33.21129,38.5334986,26.147,19.8,19.865,18.52,26.9475,16.463,17.169,13.387732,54.54855,55.2487,55.23535,37.637,36.42657,42,34.9345,7.45,40.955,32.5,30.2,37.1137,85.5,11.75,9.885244,19.14144,2.285,13.396778,26.35,25.675,34.21712,33.41476,32.245,27.495,5.65,27.4125,4.35,12.43,9.565,18.015,8.4,23.8,27.501,8.1,33.36,35.302844,0.11,0.14,0.073,5.8965,2.5443,9.9,20.9805,26.68,34.5,34.619,3.38575,32.2096,39.45665,32.15,22.3,11.38,11.84,19.127,29,37.021165,19.28,35.1,29.4625,29.18,31.2758333333333,18.765,35.325,27.1025,32.3383333333333,15.12375,23.82875,12.68,9.86,18.869,26.5075,10.945,37.67,14.2191666666667,27.275,21.265,17.881,34.045,12.68125,31.56,3.75041666666667,30.8625,19.14,27.5375,21.38,38.6475,26.795,33.9575
39,5.85,4.2,21.0575,26.3325,26.34475,17.925,35.875,10.4,19.7285,27.6385,22.0535,8.475,16.047,6.373,5.36475,4.793,9.7255,4.19675,42.877,13.8,26.18825,14.001,18,14.001,14.35,16.15,12.8,14.4,18.725,9.375,32.6,5.39,2.2585,1.7315,46.935981316,2.365,34.065,4.5267777445,19.615,10.21,33.31165,13,47.682375,29.4833335,47.3,39.2,18,24.35,4.6,8.201,10.8,35.95,17,20,29.093,29.387,4.4199,5.6,38,8.625,19.176665,21.236665,22.746665,18.828335,29.8,13.49,11.842,49.78054,23.6,16.355,9.01,27.176,38.611,43.484,89.346,37.2125,7.295247,30.17,25.7,16.702,27.501,38.473,25.8355,19.4,22,3.11357528333333,13.16,33.32782,35.5,45.4,5.9527645,0.420833333333333,4.2,40.16,25.84986,33.95903,31.359915,46.61532,23.759605,15.545995,24.7088,33.2,38.47522595,25.9845,19.81,19.87,18.525,27.00125,16.6215,17.378,13.41786,54.7393,55.96345,55.5098,37.580155,36.46622,42,34.993,7.4,40.935,32.45,30.2,36.9904,85.5,11.7333333333333,9.8158065,19.14144,2.37,13.396778,26.35,26,34.38924,33.3456,32.305,27.505,5.65,27.275,4.33,12.4,9.55,18.04,8.4,23.8,27.2505,8.1,33.383,35.2821155,0.11,0.14,0.072,5.8,2.6205,9.9,21.042,26.69161,34.5,34.59975,3.38875,32.131,39.3565,31.9,22.15,11.375,11.8225,19.1025,29,37.03467,19.2755,34.9,29.561,29.12875,31.42,18.7775,35.245,27.0525,32.1520833333333,14.685,23.2816666666667,12.4983333333333,9.69666666666667,18.902,27.155,11.13,37.58,14.19,27.14,20.9191666666667,18.0333333333333,34,11.8175,30.98,3.517,30.155,18.9775,27.5325,21.3,38.595,24.3175,33.9
39,5.825,4.1,21.015,26.36,26.3095,17.96665,36.15,10.4,19.688,27.5965,22.038,8.5,16.0575,6.37,5.3835,4.855,9.723,4.2785,43.163,13.8,26.194,13.5005,18,14.001,14.35,16.1125,12.875,14.45,18.775,9.1625,32.6505,5.39861115,2.216,1.72775,46.899275029,2.48,34.6033333333333,4.5922874715,19.66,10.166,32.9691625,13,47.704625,29.6166665,47.216667,39.15,19,24.35,4.6,8.201,10.9,35,17,20,28.712,29.3804166666667,4.43137,5.1,38,8.22,19.09,21.581665,22.733335,18.901665,29.6,13.476,11.837,49.781095,23.401,16.33,9.01,27.1505,38.7465,43.409,89.346,37.2125,7.2950125,30.3105,25.5,16.6285,27.501,38.56,25.9595,19.4,22,3.07296423333333,13.4675,32.762265,35.7,45.4,5.95279475,0.299166666666667,4.1,40.1556546,25.75307,33.87429,31.342985,46.5900725,23.57297,15.53257,24.49563,33.2,38.511588015,26.401,19.815,19.86,18.525,27.03375,16.7975,17.587,13.5042,55.16875,56.4481,56.28755,37.528905,36.54997,42,35.225,7.4,40.84,32.4,30.25,36.97115,85.6,11.7333333333333,9.652596,19.14144,2.285,13.396778,26.3,26.2,34.36168,33.39396,32.35,27.51,5.65,27.2,4.3,12.4,9.53,18.055,8.4,23.8,27.1,8.05,33.4055,35.213532,0.11,0.14,0.071,5.707,2.7085,9.8,21.349,26.635225,34.6,34.575,3.3951435,32.05745,39.2844,31.775,22.15,11.4,11.7975,19.115,29,37.03333,19.24,34.95,29.5175,29.3066666666667,30.9766666666667,18.7775,35.16,27.6966666666667,32.77,14.06825,23.035,13.1345833333333,9.195,19.001,27.075,11.036,37.595,12.6433333333333,26.69,22.2733333333333,17.945,33.9175,10.632,30.825,3.464,29.7916666666667,19.5779166666667,27.2633333333333,23.405,38.72,26.645,33.945
39,5.85,4.15,21,26.3625,26.32,18.0335,36.35,10.4399,19.649,27.4885,22.069,8.5,16.06775,6.366,5.4025,4.8775,9.7175,4.28125,43.1115,13.8505,26.194,13,18,15,14.3,16.125,12.925,14.45,18.85,9.025,32.6505,5.385,2.13,1.725,46.859532377,2.28,33.71,4.6386284545,19.605,10.155,33.4516625,13,47.5825833333333,29.4666665,47.216667,39.1,19,24.35,4.6,8.201,10.9,35,17,20,29.03,29.361,4.56988,5.1,37.95,8.27,19.045,21.638335,22.69,19.26333,30.05,13.445,11.8315,49.671675,23.05,16.33,9.01,27.2,39.561,43.3185,89.346,37.2125,7.30544,30.4255,25.5,15.82,27.501,38.639,26.059,19.4,22,3.03666318333333,12.855,32.502525,35.6,45.4,5.94664175,0.242083333333333,4,40.1556546,25.532155,33.601735,31.261645,46.368815,23.49074,15.49823,24.41161,33.2,38.52791385,26.2505,19.825,19.85,18.52,27.07375,16.932,17.727,13.536,55.7809,57.1574,57.4925,37.51475,36.502885,42.05766,35.1795,7.4,40.78,32.35,30.2,36.92425,85.6,11.7333333333333,9.4281695,19.14144,2.255,13.396778,26.35,26.125,34.51612,33.44648,32.345,27.51,5.65,27.125,4.3,12.4,9.53,18.065,8.365,23.8,26.901,8,33.424,35.222814,0.11,0.14,0.071,5.6,2.79965,9.7,21.053,26.649775,34.6,34.564,3.404,32.0091,39.242525,31.725,22,11.4,11.785,19.11,29,37.04717,19.166,35,29.508,28.96,31.49,18.6925,35.0633333333333,27.6366666666667,31.80375,15.2958333333333,22.48,12.55875,9.335,18.912,27.085,10.966,37.3225,13.3783333333333,27.11,22.22,18.1425,33.88,12.53375,30.55,3.426,29.4833333333333,19.39,27.165,21.45,38.715,26.3175,33.6375
38.5,5.825,4.2,21.05,26.45,26.4475,18.11775,36.4291666666667,10.49385,19.657,27.348,22.1495,8.5,16.078,6.362,5.4215,4.9,9.712,4.284,43.078,14.1,26.1945,13,18,15,14.35,16.125,12.95,14.41425,19,8.9375,32.6505,5.425,2.216,1.7225,46.811487664,2.5525,33.655,4.6569691305,19.5675,10.1325,33.5775,13,47.525875,29.3166665,47.191667,39.1,19,24.35,4.6,8.201,11,35,17,20,28.879,29.3513333333333,4.50948,5.1,38,8.38,19.041665,21.68167,22.706665,19.256665,29.75,13.415,11.827,49.556615,22.901,16.33,8.985,26.925,39.741,43.15,89.717,37.194,7.298644,30.4685,25.5,16.548,27.5505,38.674,26.1115,19.4,22.05,3.02756595,13.41,32.14914,35.55,45.4,5.959471,0.113333333333333,3.9,40.33791685,25.47951,33.43599,31.09205,45.67346,23.47221,15.51468,24.311755,33.10405,38.536932695,26.025,19.82,19.84,18.515,27.07875,17.0215,17.797,13.615833,56.38135,57.86645,58.29275,37.474915,36.41119,42,35.2095,7.4,40.725,32.3,30.15,36.7783,85.6,11.7333333333333,9.2762495,19.14144,2.24,13.396778,26.25,26.1,34.38924,33.47352,32.295,27.525,5.65,26.9875,4.3,12.4,9.53,18.015,8.34,23.8,26.7505,8,33.5165,35.512782,0.11,0.14,0.07,5.525,2.87795,9.6,20.84,26.68,34.6,34.553,3.401,31.96065,39.2052,31.6,21.9,11.4375,11.77,19.1,29,37.041665,19.256,35.15,29.5005,29.3133333333333,31.354,18.745,35.09,27.0833333333333,32.55125,14.9966666666667,22.3725,12.95875,9.215,19.056,27.5025,10.791,37.415,12.39,27.2258333333333,21.813,18.3541666666667,34.0025,10.553,30.29,3.362,29.7233333333333,19.32,26.6366666666667,20.885,38.515,26.245,33.625
38.5,5.9,4.15,21.045,26.445,26.536,18.003,36.4416666666667,10.5,19.69,27.2665,22.122,8.475,16.08375,6.372,5.43775,4.9515,9.704,4.274,43.027,13.951,26.191,13,18,15,14.35,16.2625,12.9,14.4,18.95,8.85,32.6505,5.38,2.216,1.72225,46.782380326,2.35666666666667,33.83,4.667924463,19.5225,10.123,33.205,13,47.43,29.1833335,47.1833335,39.1,19,24.35,4.6,8.201,11,35,17,20,28.713,29.3863333333333,4.4348,5.1,37.85,8.225,19.086665,21.68667,22.67667,19.20333,29.85,13.383,11.8305,49.456845,22.65,16.33,8.985,26.6505,40.047,43.308,89.717,37.1755,7.300167,30.489,24.5,16.7065,27.501,38.7415,26.14,19.4,21.95,3.0124622,13.1375,31.91407,35.6,45.4,5.9527645,0.0570833333333334,3.9,40.33791685,25.45504,32.9336,30.99949,43.59927,23.37252,15.51139,24.35178,33.1,38.519122695,25.8505,19.82,19.84,18.51,27.075,17.084,17.797,13.648,56.63425,58.6859,58.65835,37.439495,36.335775,42,35.275,7.4,40.58,32.3,30.15,36.7439,85.7,11.7333333333333,9.2034955,19.14144,2.22,13.396778,26.25,26,34.24936,33.44232,32.26,27.57,5.65,26.8375,4.3,12.4,9.515,18.005,8.34,23.8,26.701,8,33.527,35.236015,0.11,0.14,0.07,5.46,2.9421,9.5,20.843,26.68,34.6,34.531,3.39919,31.9362,39.157425,31.55,21.75,11.47,11.7475,19.21,29,37.03233,19.3215,35.3,29.4785,29.22,31.6866666666667,18.6875,35.04,27.285,32.595,14.25,23.21,15.17,9.10333333333333,18.92875,26.875,10.7195,37.245,12.4616666666667,27.2475,21.7286666666667,17.6241666666667,34.0875,11.77,30.095,3.321,29.94625,18.5525,26.7466666666667,22.635,38.59,26.255,33.845
39,5.9,4.1,21.02,26.3975,26.53225,17.861675,36.425,10.5,19.6935,27.2545,22.1185,8.475,16.0895,6.382,5.454,5.003,9.696,4.264,42.972,14.0505,26.192,13,18,15,14.35,16.375,12.875,14.4,18.95,8.8375,32.6505,5.38347265,2.301,1.72125,46.738375053,2.26333333333333,34.49625,4.682439227,19.4825,10.1355,32.908325,12.5,47.4844583333333,29.1,47.2,39,19,24.35,4.6,8.201,11.1,35,17,20,28.592,29.4001666666667,4.43905,5.1,37.9,8.34,19.098335,21.69833,22.655,19.22333,29.8,13.445,11.8425,49.3929,22.5005,16.44,8.97,26.4505,40.478,43.282,89.717,37.157,7.315399,30.516,24.5,16.491,27.501,38.7705,26.108,19.4,21.95,2.983765,13.34,32.154335,35.6,45.5,5.951261,-0.00499999999999999,3.8,40.37435465,25.358045,32.566825,30.9616,43.469815,23.275785,15.50003,24.30787,33.1,38.02849177,25.7,19.82,19.83,18.51,27.075,17.1055,17.867,13.6551,56.8247,59.4506,58.83955,37.660085,36.29536,42,35.298,7.4,40.52,32.3,30.15,36.7287,85.7,11.7333333333333,9.05428,19.14144,2.2,13.396778,26.15,26,34.52288,33.50576,32.2,27.455,5.65,26.675,4.285,12.4,9.49,18.005,8.34,23.7,26.55,8,33.593,35.482017,0.11,0.14,0.069,5.41,3.00665,9.4,20.846,26.680665,34.6,34.51175,3.39658275,31.931125,39.13015,31.675,21.7,11.46,11.725,19.1745,29,37.031665,19.2635,35.35,29.4795,28.98,31.4591666666667,18.5075,35.1,26.4666666666667,32.56,14.36,23.8075,15.114,9.02333333333333,18.6341666666667,27.3425,10.653,37.39,11.735,27.14,22.03375,17.9575,34.0825,13.7875,29.89,3.288,29.565,19.44125,27.38,22.20875,38.415,26.485,33.825
39,5.9,4.1,21.03,26.3725,26.526,17.7966,36.3375,10.5,19.7015,27.216,22.103,8.475,16.0895,6.382,5.454,5.003,9.696,4.264,42.9575,14.1,26.19225,13,18,15,14.3,16.35,12.9,14.35,18.9,8.75,32.7,5.4070835,2.301,1.72125,46.713472116,2.24125,34.995,4.6932356815,19.443,10.17,32.9275,12,47.547,29.0166665,47.2,39,19,24.35,4.65,8.201,11.1,35,17,20,28.527,29.4041666666667,4.5333,5.1,37.85,8.32,19.095,21.71333,22.693335,19.486665,30.2,13.445,11.8605,49.30623,22.4505,16.44,8.95,26.3,40.196,43.6805,89.717,37.157,7.315751,30.53,24.5,16.3205,27.401,38.7795,26.1095,19.4,21.95,2.95767975,13.19,32.75344,35.6,45.5,5.95333525,-0.0766666666666667,3.8,40.4474481,25.311015,32.440565,30.90033,43.369295,23.26439,15.43804,24.28403,33.06531,38.659262595,25.575,19.815,19.84,18.5,27.075,17.1585,17.867,13.6725,56.8127,60.2214,58.99715,37.66017,36.269985,42.07535,35.373,7.38333333333333,40.465,32.25,30.25,36.7038,85.7,11.7333333333333,8.862161,19.14144,1.64,13.396778,26.15,26.025,34.52496,33.48548,32.16,27.44,5.65,26.6375,4.27,12.38,9.48,17.98,8.3,23.7,26.4505,8,33.655,35.914436,0.11,0.14,0.069,5.37,3.06985,9.3,20.8505,26.68,34.65,34.4925,3.39025,32.033375,39.118325,31.725,21.55,11.365,11.65,18.9905,29,37.103995,19.1865,35.7,29.5805,28.6733333333333,30.9425,18.4175,34.9625,26.69,31.0791666666667,14.67,22.8,13.89,9.17,18.6991666666667,27.66,10.601,37.425,12.0216666666667,27.045,21.27,17.95875,34.2375,12.4966666666667,29.38,3.3,30.115,19.52,27.44,22.61,38.47,26.705,33.66
38,26.3500005,22.15,18.8375,24.715,25.0975,15.915,36.2083333333333,12,19.02,26.369,20.1625,10.1,40.537,7.704,11.9625,9.3265,13.232,9.137,57.059,20.5,35.37325,18,22,31,13.15,12.8875,11.4,12.6,17.9,8.5,38.75,5.11333315,1.96,1.747,45.810742035,2.75,31.8966666666667,4.5780311945,22.46,9.7625,28.86625,8,52.753,21.133333,35.3,39,23,31.1,8.7,37.6,49.051,33,19,26.481,29.0365,29.0483333333333,7.6314,10.35,40.8,4.363,16.44667,12.793335,23.89167,19.601665,27.401,11.909,13.88,51.4702,17.15,14.965,7.2,21.8505,31.311,37.2,88.9945,38.454,12.78841,27.0925,18.6,18.5685,23.8,34.2165,23.1245,20.8359167142857,21.4,3.28173583333333,13.78,28.977,35.7,42.9,5.986707,0.244166666666667,3.5,41.64,26.37847,34.47399,32.155465,45.3901125,23.38012,14.671325,24.71222,33.1,35.4473784,23.3255,19.86,19.68,18.22,26.0725,16.376,17.727,12.5883333333333,52.2712,49.0207,51.25335,35.220105,36.000235,42,33.9175,6.15,42.745,31.09165,29.7,37.7643,84.9,12,9.216364,19.14144,6.26,18.387,23.55,26.85,30.37328,33.58532,30.5,26.09,13.7,22.575,3.87,12.165,8.83,15.315,7.59,24.75,25.8,7.65,34.9885,31.071655,0.09,0.08,0.046,5.17,2.99505,8.8,19.3465,27.12001,27.5,27.2105,5.14554875,30.798075,38.21145,30.95,21.95,11,11.6125,14.641,28.001,38.52733,17.952,40.6,28.1855,29.11625,30.685,18.3375,35.77,28.77,31.56,22.17375,22.27,21.714,7.5575,19.2385,26.8066666666667,9.70875,37.72,13.3775,24.985,20.6533333333333,18.095,36.68,9.698,26.63,2.993,31.47,18.71625,28.09,20.6333333333333,35.265,28.135,33.14
