"BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Ca3","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-MA2","CA-MA3","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CR-Fsc","CR-Lse","MX-EMg","MX-Lpa","MX-Ray","MX-Tes","PR-xGU","PR-xLA","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-BMM","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-BZo","US-CaV","US-CdM","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-CZ2","US-CZ3","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-Ho1","US-HWB","US-IB1","US-IB2","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KL1","US-KL2","US-KL3","US-KLS","US-KM1","US-KM2","US-KM3","US-KM4","US-Kon","US-KUT","US-LL1","US-LL2","US-LL3","US-Me2","US-Me3","US-Me5","US-Me6","US-Mi1","US-Mi2","US-Mi3","US-Mo1","US-Mo3","US-MOz","US-MRf","US-MtB","US-MWA","US-NC1","US-NC2","US-NC3","US-NC4","US-NGC","US-NR3","US-Oho","US-ONA","US-Prr","US-Rls","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rws","US-SCd","US-SCf","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UC1","US-UC2","US-UiB","US-UiC","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xDL","US-xDS","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xNQ","US-xRN","US-xSB","US-xSE","US-xSJ","US-xSL","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN","US-xWR"
30,32.04999975,8.2,20.66,26.685,25.3325,15.06,26.725,7.8,31.353,19.164,14.7225,12.6,20.779,6.675,5.239,14.608,5.502,3.977,41.5065,17.4,24.151,19,10,8,13.9,14.925,11.725,12.6,15.7,27.725,51,2.50444515,5.371,2.112,50.997757782,3.71,35.122125,3.972034822,20.51,9.83,26.1575,5,39.314,27.3166665,41.6166665,31.85,11,30.2,4.5,10.6,10.9,34,15,14.174,16.058,28.7823333333333,12.0546,51.7,51.2,2.201,19.99667,11.76361,25.295,20.64,27.1505,13.014,7.2575,49.77709,6.9,10.68,4.76,24.5,40.6005,39.04,89.4025,81.42,6.545714,17.703,7.9,1.773,9.5,22.2695,22.0475,20.1517722857143,18.45,7.97905363333333,10.62,33.22565,36.1,45.6,17.90074025,1.11416666666666,5.65,33.68783,25.932175,30.971295,32.58218,33.64762,23.120225,14.35901,24.21741,33.108025,31.5811012,10.8905,19.365,19.705,18.49,20.80625,16.317,10.499,11.4472,60.0361,60.70515,56.1981,36.820045,35.78001,38,31.485,5.51666666666667,42.925,24.95,29.3,28.3202,84.85,0.342,7.368425,19.04832,10.905205,14.591,22.4,7.3,26.54764,22.19004,27.785,20.68,14.7,14.8625,3.97,11.14,15.48,21.1,6.115,13.201,12.45,8.4,41.0315,37.7839745,0.08,0.06,0.021,7.971,4.53235,11.5248879,9.8915,29.32187,20.5,27.90075,6.6355,32.098275,40.312725,32.475,18.2,10.1325,10,14.3095,24,34.17633,12.238,40.2,30.6355,29.7925,25.69,18.0325,29.175,26.56,32.035,35.0525,23.1125,25.388,17.9233333333333,25.4166666666667,25.16,10.68,38.78,14.405,26.445,19.50375,17.8983333333333,28.555,8.765,14.8816666666667,4.699,28.3525,18.8026666666667,7.77083333333333,18.08,32.89,26.845,32.6975
30,20,8.05,20.58,26.705,25.3105,15.032,26.575,7.8,31.344,19.089,14.7095,12.425,20.6925,6.676,5.241,14.569,5.505,3.9695,41.5065,17.4,24.14225,19,10,8.5,13.9,14.925,11.75,12.6,15.625,27.65,51.4,2.52291665,5.371,2.091,50.963024907,4.13916666666667,35.2370833333333,3.970835798,20.5655,9.825,26.14125,5,39.3845,27.3,41.533333,31.85,11,30.2,4.5,10.7,10.9,34,15,13.837,16.056,28.7561666666667,12.4854,51.7,51.15,3.7665,19.44483,11.75,25.22,20.533335,27.35,12.941,7.2545,49.73798,6.9,10.68,4.77,24.5,40.5905,39.012,89.421,81.42,6.561938,17.7715,7.85,1.8175,9.65,22.2675,21.962,20.25,18.45,7.95284758333334,10.245,32.853555,36.1,45.6,17.886391,1.06166666666666,5.65,33.58982613,25.94176,30.965505,32.572615,33.61636,23.11767,14.35652,24.2571,33.1,31.5529638,10.822,19.365,19.71,18.505,20.8,16.3045,10.499,11.36574,59.7752,60.75305,56.23335,36.82,35.72002,38,31.494,5.46666666666667,42.9,24.95,29.3,28.29825,84.8,0.341833333333333,7.366616,19.04832,10.905115,14.591,22.2,7.125,26.40308,22.15156,27.8,20.675,14.7,14.5875,3.97,11.15,15.48,21.09,6.125,13.201,12.35,8.4,41.021,37.752572,0.08,0.06,0.021,7.9225,4.56205,11.35848575,9.8545,29.33293,20.8,27.8815,6.58,32.101375,40.31535,31.975,19.125,10.15,9.9925,14.299,24,34.214,12.2655,40.25,30.4685,29.615,25.8,18.045,29.31,26.91,31.8216666666667,35.68,22.92375,25.096,17.7033333333333,25.1966666666667,24.445,11.865,39.12,14.23,27.64,19.34,18.8391666666667,28.65,8.7075,14.7916666666667,4.685,28.49175,19.1275,8.305,18.52,33.92,27.06,34.69
30,20,7.85,20.53,26.6625,25.33,15.047,26.425,7.8,31.336,19.025,14.7195,12.4,20.606,6.677,5.243,14.53,5.508,3.962,41.5105,17.4,24.1365,19,10,9,13.9,14.925,11.75,12.6,15.6,27.6,51.1505,2.51708315,5.371,1.834,50.952987159,4.50333333333333,35.3520416666667,3.9633007715,20.548,9.815,26.1275,5,38.0715833333333,27.3166665,41.5083335,31.85,11,30.2,4.55,10.7,10.8,34,15,13.508,16.147,28.7398333333333,12.4237,52,51.1,2.168,20.27333,11.87139,25.285,20.66,27.35,12.7935,7.247,49.70302,6.9,11,4.77,24.5,40.5805,39.0565,89.421,81.42,6.653388,17.8145,7.85,1.956,9.65,22.2655,21.9215,20.25,18.45,8.04061436666667,10.985,32.681655,36.1,45.6,17.87726675,1.12,5.7,33.666785,25.96008,30.96088,32.56039,32.76981,23.10226,14.343405,24.23521,33.1,31.5248264,10.82,19.365,19.71,18.51,20.7875,16.0875,10.405,11.624,60.2051,60.92625,57.0382,36.82,35.72,38,31.4915,5.46666666666667,42.885,24.9,29.45,28.32195,84.75,0.3415,7.366616,19.0630094472,10.905,14.591,22.3,7.125,26.4946,22.12,27.785,20.675,14.7,14.6625,4.03,11.15,15.465,21.08,6.19,13.201,12.2,8.3,41.0135,37.7245165,0.08,0.06,0.021,7.9355,4.56505,11.3169715,9.8565,29.33666,21,27.86225,6.524,32.068275,40.38735,31.85,19.1,10.1275,9.97,14.3018,24,34.189835,12.2715,40.3,30.49,28.3825,26.48875,18.03,29.2375,28.0033333333333,31.88,35.725,21.5483333333333,25.135,17.8333333333333,25.505,24.875,8.55,38.63,13.97,27.685,18.2766666666667,16.9225,28.58,9.324,11.48625,4.635,29.1854166666667,19.5345,7.85333333333333,18.37,33.83,27.025,34.14
30,20,7.45,20.61,26.735,25.3305,15.058,26.225,7.8,31.327,19.0655,14.727,12.375,20.51,6.681,5.25,14.407,5.51025,3.9695,41.495,17.4,24.14325,19,10,8.5,13.9,14.925,11.7,12.6,15.575,27.525,51.15,2.50708365,5.457,2.018,50.947951912,3.88375,35.467,3.971497195,20.5225,9.81,26.155,5,38.221,27.4166665,41.7083335,31.9,11,30.1,4.55,10.7,10.8,34,15.5,12.6125,16.219,28.729,12.3774,52.67335,51.1,2.203,20.606665,11.88667,25.27833,20.72667,26.4505,12.769,7.245,49.715785,7.05,11,4.76,24.575,40.6275,39.099,89.421,81.4385,6.619163,17.8375,7.85,1.962,9.3,22.2635,21.9185,20.1201352857143,18.45,8.0592203,10.39,33.210735,36.2,45.6,17.839643,1.1725,5.85,33.73089461,25.982165,30.94427,32.56129,32.63891,23.130175,14.350475,24.253955,33.1,31.8071976,10.8075,19.37,19.72,18.51,20.72875,16.142,10.249,11.600699,60.4402,60.9151,57.3404,36.82,35.75068,38,31.4755,5.5,42.91,24.9,29.45,28.4175,84.6,0.341333333333333,7.413675,19.06166300184,10.90451,14.591,22.3,7.175,26.49512,22.13648,27.76,20.675,14.7,14.75,4.03,11.19,15.44,21.08,6.2,13.201,12.25,8.35,41.008,37.700689,0.08,0.06,0.022,8.142,4.5629,11.3169715,9.972,29.33794,20.8,27.85675,6.468,32.050975,40.364475,31.65,19.05,10.1275,9.98,14.3046,24,34.060165,12.256,40.3,30.4075,28.78,26.385,18.0025,29.1783333333333,26.545,31.8766666666667,35.425,21.84025,24.8405,8,25.24575,24.95,6.27,38.5275,13.72,27.35,20.1733333333333,18.2106666666667,28.54,9.1725,11.315,5.085,28.55125,19.6641666666667,8.07666666666667,20.04,32.0433333333333,26.715,34.3325
30,43.85000025,7.2,20.65,26.75,25.355,15.0645,26.05,7.8,31.323,19.1075,14.772,12.325,20.414,6.685,5.257,14.284,5.5125,3.977,41.491,17.35,24.1505,18.5,9,8.5,13.9,14.9125,11.7,12.6,15.525,27.425,51.1,2.4995835,5.5845,2.122,50.973257533,3.695,34.9086666666667,3.9740916475,20.5025,9.815,26.12875,5,39.132,27.5166665,41.733333,31.85,11,30.1,4.55,10.7,10.8,35,15,12.677,16.326,28.7458333333333,11.979,53.1,51.45,2.266,20.16167,12.07639,25.23333,20.72333,26,12.925,7.2585,49.725625,7.7,10.965,4.76,24.75,40.656,39.1445,89.421,81.42,6.5225855,17.8545,7.8,1.9565,9.2,22.2615,21.557,20,18.45,8.18203963333333,10.535,33.253335,36.3,45.6,17.820088,0.946666666666667,6.1,33.76004,25.950055,30.961435,32.519665,31.418885,23.139895,14.35199,24.275305,33.09666,31.8071976,10.808,19.385,19.71,18.54,20.8,16.0375,10.249,11.633666,60.3244,60.78185,57.3542,37.27,35.77458,38,31.452,5.6,42.9,24.9,29.5,28.39115,84.7,0.340833333333333,7.473674,19.07351370912,10.90373,14.591,22.3,7.2,26.56116,22.15052,27.72,20.665,14.7,14.875,4.03,11.215,15.415,21.05,6.225,13.201,12.2,8.4,41.003,37.6916625,0.08,0.06,0.022,8.441,4.560869035,11.5248879,10.066,29.33999,20.85,27.88425,6.41075,31.9625,40.38125,32.05,19.25,10.1,10.0725,14.335,24,34.126335,12.2415,40.15,30.753,29.29,26.15,18.0425,29.29,26.6025,31.495,35.525,21.942,26.6725,7.9775,25.558,24.95,5.50625,38.53,13.08,22.525,19.315,17.8366666666667,28.77,9.33125,11.152,4.76583333333333,29.1758333333333,19.36,8.35416666666667,20.275,32.0433333333333,26.3075,33.58
30,43.974999,7.2,20.625,26.74,25.429,15.1,25.8875,7.8,31.314,19.67,14.8145,12.3,20.3405,6.685,5.251,14.0335,5.515,3.9695,41.4875,17.35,24.15725,18,9,8,13.875,14.925,11.7,12.6,15.525,27.5375,50.9,2.53611135,5.798,2.13,51.029508477,4.38166666666667,34.8226666666667,3.9606786815,20.4925,9.825,26.09375,5,39.098,27.6166665,41.7583335,31.9,11,30.1,4.55,10.7,10.8,35,15,13.429,16.474,28.7611666666667,11.9592,52.6,51.9005,5.6155,20.16667,12.23944,25.128335,20.691665,26.3505,12.974,10.43,49.77389,8.1,10.965,4.77,24.95,40.498,39.2505,89.421,81.42,6.683512,18.13,7.8,1.917,9.2,22.2595,21.193,20.0389464285714,18.4,8.21502593333333,11.1575,33.31183,36.2,45.7,17.81077025,1.06625,6.3,33.77,25.96117,30.986695,32.56899,31.26015,23.13633,14.347555,24.29472,33.1,31.7505232,10.848,19.38,19.71,18.545,20.8,16.0935,10.28,11.778334,60.1835,60.64865,57.06155,37.27,35.76754,38,31.456,5.63333333333333,42.89,25.05,29.3,28.4912,84.7,0.340666666666667,7.561472,19.09488,11.00564,14.591,22.3,7.2,26.39112,22.12348,27.685,20.66,14.675,15.2,4.07,11.23,15.39,21.025,6.24,13.201,12.3,8.4,41.001,37.6463585,0.08,0.06,0.022,8.703,4.55065,11.5248879,10.1265,29.36,20.7,27.92825,6.35925,31.880825,40.355725,32.275,19.575,10.1,10.145,14.2984,24,34.187415,12.253,39.9,30.9,28.28,26.81675,18.0325,29.2091666666667,26.6066666666667,31.95,35.595,23.56,26.054,8.435,25.758,25.425,5.3475,38.16,13.285,6.93,18.93575,17.228,29.21,8.7975,11.246,5.20375,28.4475,19.27125,7.805,20.1125,32.1316666666667,26.985,34.3
30,43.87500025,7.2,20.7425,26.7875,25.44,15.09275,25.825,7.8,31.307,19.6465,14.845,12.25,20.267,6.685,5.245,13.783,5.5175,3.962,41.4835,17.35,24.15925,18,9,8,13.9,14.925,11.7,12.6,15.5,27.525,50.75,2.5158335,5.883,2.13,51.109689198,3.95666666666667,34.6236666666667,3.9437634165,20.4855,9.845,26.03375,5,39.051625,27.8,41.8,31.45,11,30.1,4.55,10.7,10.8,35,15,13.588,16.628,28.7778333333333,11.9436,53.5,52,5.733,20.74333,12.21472,25.224995,20.70333,26.7,13.006,10.372,49.84802,8.5,10.95,4.79,25.1,40.289,39.4,89.421,81.42,6.576581,18.403,7.85,1.733,9.2,22.2575,21.552,19.950123,18.4,8.29836185,10.72,33.45808,36.1,45.7,17.769501,1.21916666666667,6.4,34.00816,25.98957,30.94977,32.57298,30.6175,23.141865,14.367955,24.28761,33.098425,31.7505232,10.85,19.37,19.71,18.545,20.81875,16.055,10.405,11.8672,59.8905,60.241,56.85175,36.88,35.8049,38,31.4375,5.7,43.045,25.2,29.3,28.7128,84.7,0.340666666666667,7.601913,19.09488,11.047335,14.591,22.3,7.4,26.336,22.1146,27.635,20.68,14.65,15.3,4.1,11.215,15.36,21.025,6.24,13.201,12.3,8.4,41.0025,37.5423895,0.08,0.06,0.022,8.925,4.517007296,11.7306041,10.207,29.36001,21.05,27.99975,6.32275,31.8451,40.34475,32.8,19.85,10.1,10.095,14.273,24,34.201,12.2825,39.65,30.691,28.72,26.31,18.025,29.31,21.9675,32,35.8,21.1566666666667,25.3,7.92833333333333,26,24.775,5.4175,37.9733333333333,12.35,7.065,18.9875,17.4516666666667,28.78,9.55583333333333,12.0275,4.66,29.649,18.895,8.32916666666667,20.07,33.0558333333333,26.85,33.79
30,20.0500005,7.15,20.695,27.0125,25.4305,15.115,25.6625,7.8,31.29,19.6215,14.88,11.925,20.2055,6.68,5.2385,13.4745,5.5165,3.9655,41.4835,17.4,24.1595,18,9,8,13.9,14.925,11.7,12.6,15.525,27.4625,50.9,2.4894445,5.883,2.133,51.194858257,3.84333333333333,34.6406666666667,3.9356260865,20.496,9.87,26.2,5,38.99925,27.9166665,41.8083335,31.45,11,30.1,4.55,10.7,10.8,35,15,14.6345,16.843,28.7779166666667,12.1471,53.4,52.1505,4.133,20.833335,12.368055,25.42,20.89,27.051,13.006,10.407,49.99005,8.8,10.94,4.815,25.275,40.182,39.43,89.384,81.42,7.1522515,18.1325,8.4,1.859,9.1,22.2555,22.208,20.15,18.4,8.32674276666667,10.12,33.68365,36.2,45.7,17.761893,1.40854166666667,6.5,34.017655,25.992245,30.970945,32.56703,30.6213,23.18455,14.373435,24.271875,33.18185,31.8071976,10.906,19.36,19.71,18.54,20.81,16.0915,10.436,11.90847,59.37355,59.6386,56.31535,36.879475,35.880675,38,31.4455,5.73333333333333,42.965,25.15,29.45,28.54665,84.7,0.340333333333333,7.620357,19.09488,11.03227,14.591,22.4,7.4,26.40412,22.10288,27.58,20.675,14.65,15.25,4.1,11.2,15.44,21.075,6.28,13.201,12.5,8.3,41.007,37.604595,0.08,0.06,0.023,8.9925,4.48005,12.1356188,10.2345,29.379,21.2,28.1015,6.28625,31.8696,40.3453,33.1,20.125,10.1,10.06,14.2953,24,34.2455,12.411,39.5,30.584,28.425,27.705,18.0125,29.32,16.4166666666667,32.605,35.455,21.9336666666667,24.68,8.19666666666667,24.803,24.99,5.6175,38.39,12.1008333333333,6.795,19.16,17.5366666666667,28.565,10.1066666666667,13.17,5.20125,28.66375,19.6675,7.95875,18.955,32.74875,26.95,34.7975
30,20,7.2,20.69,27.0275,25.4765,15.1529,25.625,7.8,31.289,19.6335,14.9005,11.85,20.144,6.675,5.232,13.166,5.5155,3.969,41.4755,17.5,24.162,17,9,8,13.9,14.9,11.75,12.6,15.5,27.4375,50.85,2.462223,5.883,2.132,51.301058982,3.905,34.597,3.9377082655,20.5005,9.9,26.33625,5,38.959875,28,41.833333,31.45,11,30.1,4.6,10.7,10.8,35,15,15.361,17.062,28.7825,12.0625,51.9,52.05,4.2975,20.87,12.238885,25.583335,21.00333,26.8,13.006,10.407,50.0232,8.7,10.99,4.84,25.4,40.1325,39.4,89.384,81.383,6.7033005,18.4845,8.45,1.821,9.6,22.2535,22.596,20.1,18.4,8.35200913333333,10.3725,33.806165,36.2,45.7,17.72555275,1.5025,6.6,33.99300875,25.99141,30.98357,32.60562,31.365415,23.244555,14.37094,24.2886,33.146,31.8071976,10.932,19.35,19.705,18.565,20.8025,16.071,10.562,11.977497,59.0981,59.3061,56.02995,36.87961,35.92008,38,31.439,5.73333333333333,42.9,25.15,29.5,28.5216,84.7,0.340166666666667,7.611133,19.08090936936,10.98105,14.591,22.6,7.5,26.49304,22.18508,27.5,20.7,14.65,15.4125,4.13,11.29,15.43,21.19,6.3,13.2505,12.65,8.3,41.016,37.6107315,0.08,0.06,0.024,8.987,4.44265,12.3,10.212,29.371385,21.4,28.184,6.24975,31.862625,40.35315,33.2,20.45,10.1,10.1425,14.3107,24,34.224335,12.4485,39.45,30.9,28.67,27.29,17.9925,29.4025,16.6575,32.1266666666667,35.4,22.8520833333333,24.925,13.4,24.602,24.97,6.02,38.525,11.9833333333333,7.44,19.03625,17.26375,28.835,10,13.9566666666667,4.44916666666667,29.06375,19.6370833333333,7.90666666666667,19.9204166666667,33.7133333333333,26.535,33.8475
30,19.9,7.2,20.6875,27.025,25.505,15.1335,25.7375,7.7,31.29,19.546,14.913,11.8,20.1005,6.6675,5.2375,13.0615,5.516,3.98,41.4485,17.45,24.15975,17,9,8,13.85,14.875,11.75,12.6,15.475,27.3875,50.8,2.48583315,5.883,2.125,51.366198219,3.8475,34.4911666666667,3.967671514,20.4975,9.92,26.3225,5,39.1887916666667,28.0166665,41.833333,31.45,11,30.1,4.6,10.7,10.9,35,15,15.832,17.0125,28.797,12.0048,51.65,52,2.39,20.92833,12.47,25.71667,20.94833,26.6505,13.054,10.407,50.0802,8.55,10.98,4.84,25.4,40.0645,39.4415,89.421,81.383,6.601518,18.169,8.5,1.796,9.9,22.2515,22.99,20.15,18.4,8.35652778333333,10.76,33.82054,36.2,45.7,17.68924,1.53541666666667,6.5,33.90507,25.99302,30.996765,32.62262,33.958025,23.241805,14.368355,24.2909,33.12899,31.7788604,10.9375,19.34,19.695,18.555,20.85125,16.109,10.6555,11.9672966666667,58.9244,58.8911,56.2044,36.85507,35.94,38,31.457,5.73333333333333,42.93,25.15,29.5,28.49665,84.6,0.34,7.609289,19.06474606536,10.962525,14.591,22.6,7.5,26.46392,22.26,27.425,20.725,14.65,15.675,4.1,11.3,15.44,21.205,6.3,13.3,12.75,8.3,41.026,37.711258,0.08,0.06,0.023,8.9455,4.4029,12.4,10.201,29.38455,21.3,28.25825,6.2145,31.881325,40.35055,33.15,20.5,10.1075,10.0875,14.3269,24,34.185225,12.489,39.4,30.8265,28.3633333333333,25.9433333333333,18.015,29.2575,16.3283333333333,31.7383333333333,35.31,22.1,25.904,18.4333333333333,24.444,24.9,5.89,38.495,11.9816666666667,7.49,19.43275,17.3515,29.1,9.33,13.3,3.955,28.55375,19.49,7.585,19.9316666666667,33.54625,27.325,35.18
30,19.9,7.2,20.675,27.055,25.50175,15.1555,25.825,7.8,31.29,19.4185,14.9155,11.8,20.057,6.66,5.243,12.957,5.5165,3.991,41.414,17.4,24.15725,17,9,8,13.9,14.875,11.7,12.65,15.45,27.3875,50.9,2.512084,5.713,2.07425,51.336127821,3.795,34.3121666666667,4.0169831305,20.495,9.935,26.31625,5,39.31325,27.9666665,41.8,31.45,11,30.1,4.6,10.7,10.9,35,15.5,15.5595,17.0145,28.8386666666667,11.9496,51.65,51.8,6.315,20.99,12.49,25.803335,20.93667,26.701,13.086,10.406,50.08538,8.3,10.98,4.83,25.3,40.052,39.35,89.421,81.383,6.547698,18.9105,8.55,1.786,9.4,22.2975,23.142,20.122071,18.4,8.31472935,10.1525,33.79861,36.2,45.7,17.6462395,1.445,6.35,33.9055629,25.9762,30.99234,32.54943,34.06631,23.23248,14.37308,24.2363,33.15752,31.7788604,10.974,19.37,19.685,18.55,20.85625,16.2095,10.687,11.870697,58.96595,59.1032,56.40315,36.83,35.95008,38,31.463,5.7,42.91,25.15,29.5,28.46845,84.5,0.339833333333333,7.5908855,19.09488,10.934205,14.591,22.6,7.5,26.46704,22.2462,27.345,20.74,14.65,16.325,4.05,11.28,15.45,21.215,6.3,13.3,12.85,8.3,41.039,37.699778,0.08,0.06,0.023,8.87,4.39695,12.3,10.069,29.43145,21.35,28.2885,6.1795,31.91785,40.337775,33.25,20.55,10.125,10.0275,14.3311,24,34.16211,12.5135,39.5,30.8875,28.86,27.407,18.0125,29.4233333333333,15.86,31.9033333333333,35.135,23.97,27.11875,8.41666666666667,24.366,25.14,5.765,38.23,12.12125,6.5675,19.442,17.17625,30.6,9.645,12.54,5.27375,28.24,19.7466666666667,7.93666666666667,19.855,33.7225,26.61,33.875
30,20,7.2,20.6125,27.005,25.537,15.14775,25.875,7.8,31.281,19.3265,14.921,11.725,20.03,6.663,5.2375,12.849,5.5145,3.983,41.394,17.4,24.154,17,9,8,13.9,14.8875,11.75,12.65,15.55,27.375,53.6,2.5308335,5.542,2.0675,51.30473414,3.85,34.469,4.0642003845,20.49,9.935,26.32,5,39.3821666666667,27.8166665,41.8,31.5,11,30.1,4.55,10.7,10.9,35,16,15.491,16.688,28.84975,11.891,51.3433,51.8505,4.384,20.87333,12.454535,25.753335,20.935,27.1,13.118,10.4055,50.09551,8.05,10.93,4.83,25.15,40.348,39.6,89.421,81.383,6.4684765,19.0345,8.5,1.767,9.6,22.359,23.169,20.15,18.4,8.27336425,10.82,33.624425,36.2,45.7,17.6154625,1.330625,6.2,33.8538121,25.937985,30.99208,32.530245,34.112885,23.212485,14.376195,24.22565,33.1612,31.72223625,10.975,19.35,19.675,18.54,20.8,16.267,10.6555,11.8946,58.9935,59.85995,56.4033,36.82872,36.21489,38,31.5105,5.66666666666667,42.865,25.15,29.5,28.44275,84.6,0.3395,7.539443,19.09488,10.86875,14.591,22.7,7.5,26.453,22.325,27.25,20.77,14.65,16.15,4.03,11.28,15.45,21.34,6.3,13.3,13.101,8.3,41.05,37.604501,0.08,0.06,0.022,8.7545,4.4259,12.25,10.04,29.44001,21.35,28.272,6.144,31.95755,40.342625,33.325,20.5,10.11,10.01,14.59825,24,34.14234,12.4605,39.55,30.8775,28.605,27.17,18.08,29.2533333333333,16.935,32.245,35.025,22.054,25.3166666666667,13.1866666666667,25.7583333333333,25.07,6.0425,38.29,12.7733333333333,12.065,18.81,16.84,29.08,9.3925,11.504,5.21166666666667,28.6675,19.4829166666667,7.93,20.01,32.825,27.52,31.545
30,20,7.2,20.61,26.9575,25.535,15.1235,25.8875,7.75,31.273,19.266,14.885,11.95,20.003,6.666,5.232,12.741,5.5125,3.975,41.3905,17.4,24.151,17,9,8,13.9,14.875,11.75,12.65,15.575,27.3625,59.1505,2.56,5.457,2.02875,51.362802058,3.65,36.5955,4.0923342375,20.4805,9.93,26.31375,5,39.364125,27.6666665,41.8,31.45,11,30.1,4.55,10.7,10.9,35,16,15.51,16.048,28.828,11.8329,51.9,51.8505,4.381,21.10666,12.485,25.758335,20.89,27.151,13.1495,10.36,50.124505,7.85,10.85,4.88,25.025,40.3755,39.5,89.421,81.383,6.98329,19.0665,8.5,1.753,9.701,22.353,23.267,20.1498142142857,18.4,8.23818815,10.885,33.50022,36.2,45.7,17.59354775,1.26041666666667,6.1,33.78760295,25.944855,30.982735,32.46719,34.09214,23.1454,14.37193,24.272985,33.2,31.72223625,10.9785,19.375,19.69,18.53,20.80625,16.2715,10.624,11.8962,59.06315,60.00745,56.3577,37.043445,36.168875,38,31.5035,5.65,42.825,25.15,29.5,28.52415,84.6,0.339166666666667,7.48828,19.09488,10.85826,14.591,22.7,7.5,26.38488,22.27688,27.115,20.77,14.65,16.4125,4.03,11.28,15.45,21.315,6.24,13.2505,13.2505,8.4,41.055,37.5667245,0.08,0.06,0.022,8.63,4.4472,12.2,10.02,29.425,21.4,28.2335,6.10825,31.9534,40.351225,33.2,20.475,10.085,9.965,14.681,24,34.13133,12.4235,39.7,30.7765,28.0875,27.74,18.11,29.3833333333333,25.66,31.8866666666667,35.01,21.7529166666667,25.19,13.3975,25.775,24.84,5.99125,38.15,13.04,6.64,17.5475,17.255,29.52,10.2533333333333,11.344,5.335,30.183,19.59,8.065,18.85,33.39875,27.75,33.645
30,20,7.2,20.685,26.9775,25.54,15.11625,26.025,7.7,31.273,19.215,14.835,11.825,19.9905,6.659,5.2385,12.627,5.512,3.9685,41.3865,17.4,24.157,17,9,8,13.9,14.875,11.8,12.675,15.6,27.3625,60,2.5672232,5.371,2.0315,51.422388137,4.37833333333333,35.86,4.0994625035,20.47,9.92,26.30125,5,39.2276666666667,27.583333,41.783333,31.45,11,30.1,4.55,10.7,10.9,34.6,16,15.104,16.197,28.7523333333333,11.8001,52.4,51.9005,4.419,21.22667,12.515,25.65667,20.89833,27.3505,13.1495,10.27,50.13733,7.75,10.85,4.8,24.9,40.477,39.324,89.421,81.383,6.98929,19.076,8.5,1.7465,9.5,22.347,23.3035,20.15,18.5,8.21352736666667,10.2975,33.348625,36.2,45.7,17.55945975,1.39833333333333,6,33.766111,25.907745,30.97144,32.259285,31.8213,23.08522,14.37634,24.256055,33.17972,31.72223625,10.9915,19.365,19.685,18.52,20.80625,16.3715,10.624,11.970636,59.29315,60.03985,56.2679,37.434775,36.125805,38,31.4905,5.63333333333333,42.78,25.15,29.5,28.41355,84.8,0.339,7.539443,19.09488,10.835165,14.591,22.65,7.5,26.37552,22.25608,27.12,20.785,14.65,16.575,4.03,11.25,15.45,21.29,6.225,13.2505,13.3005,8.4,41.0265,37.5405005,0.08,0.06,0.022,8.531,4.4575,12.2175026,10.115,29.41983,21.25,28.162,6.07325,31.978025,40.3447,33.15,20.425,10.065,9.948,14.4888,24,34.13449,12.3845,39.8,30.6745,28.985,27.4375,18.1925,29.41,25.6425,31.9133333333333,35.1216666666667,22.092,25.983,13.2391666666667,25.25,25,6.52,38.16,13.27,18.2,18.32,17.485,28.77,10.85,11.74,4.88375,28.53,19.6575,8.08,19.855,33.16,27.6725,32.8575
