"","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Ca3","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-MA2","CA-MA3","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CR-Fsc","CR-Lse","MX-EMg","MX-Lpa","MX-Ray","MX-Tes","PR-xGU","PR-xLA","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-BMM","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-BZo","US-CaV","US-CdM","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-CZ2","US-CZ3","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-Ho1","US-HWB","US-IB1","US-IB2","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KL1","US-KL2","US-KL3","US-KLS","US-KM1","US-KM2","US-KM3","US-KM4","US-Kon","US-KUT","US-LL1","US-LL2","US-LL3","US-Me2","US-Me3","US-Me5","US-Me6","US-Mi1","US-Mi2","US-Mi3","US-Mo1","US-Mo3","US-MOz","US-MRf","US-MtB","US-MWA","US-NC1","US-NC2","US-NC3","US-NC4","US-NGC","US-NR3","US-Oho","US-ONA","US-Prr","US-Rls","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rws","US-SCd","US-SCf","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UC1","US-UC2","US-UiB","US-UiC","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xDL","US-xDS","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xNQ","US-xRN","US-xSB","US-xSE","US-xSJ","US-xSL","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN","US-xWR"
"BR-Sa3",0,9845.89787624998,9828.37034750002,12065.60525,6386.08925,7424.27,18080.7866000002,3426.26983333333,24487.6321750001,8049.08650000008,5842.64955000001,8467.83745000001,19692.8265000001,4701.68750000002,17301.8317499999,17582.8812499998,8998.73500000007,11112.88875,20165.7140000001,6662.62950000012,16047.0275000002,3159.6065,6215.97199999999,16679.011,10663.9745,19245.4673749999,18718.0422000001,22358.3044,20856.5605,17715.1265,5043.52449999998,5502.6655,24991.9967472999,27882.9109999997,32157.38375,16353.5767293686,20050.8931666666,1213.97241666667,29818.9651918085,9577.63749999999,23906.5195,2891.53769999999,21915.418,2057.55770833333,6422.08975950003,8831.366923,1699.9265,14934.004,6262.72250000007,28332.0690000003,10919.675,12220.755,2244.464,16689.9295,5499.80000000001,4581.91250000002,3759.40745833331,14215.6241370001,26342.7524589002,3903.37149999999,24290.7929999998,7951.56169289998,12461.2742288999,6926.45178400001,8697.2359485001,2988.40250000001,21021.3015000002,22818.9850000001,10992.810495,15124.1544999999,19274.0014999999,26619.5915000003,9407.654,2751.237,2841.2945,59459.5475000012,22309.271,9430.50491850004,4489.23199999999,10791.7155,16708.8035,7556.37699999997,4140.912,6636.86700000005,6541.79879850004,13697.3765,26690.1860770826,22728.3740000001,2518.12416499997,1811.52349999999,3936.07349999999,13053.3845627499,29849.885486111,25513.3765000001,1799.873909135,7180.15239,1943.36974499999,3024.83531,1857.68160625,9708.89262499989,18622.4884605001,8535.16493299496,2784.01510500001,1002.94377653,11484.9125000001,11850.3464999999,11436.7815,13022.3615,8632.01633333334,17202.5799999998,16772.429,20659.1991855833,9444.67155,10091.5845499999,9346.26350000002,1354.745025,1033.42999,1315.742705,2226.14849999999,22396.8015,3447.7585,2388.32065,2033.92755,1248.71190000001,49446.9735000003,14271.0766666668,24917.4763834998,12673.9513695238,11982.1330015,20410.2630594999,10231.0495,14366.9265,1124.70426,4479.63142899999,4601.62549999996,8436.27750000009,13089.6824995002,11283.6169999999,29120.3565000001,21562.7215000001,18467.2015000001,11239.4315000001,22795.8764999999,12404.4715,5575.35850000002,25516.9979999999,3089.35199999999,1806.8963395,34268.1549999999,34255.6974999997,34328.9639999999,23944.4655000001,28111.3603392668,20649.0225580499,17897.9639999999,5700.55751000007,6783.58300000001,4843.27175000002,15898.9401482798,2296.48945,1894.619725,4211.69750000003,7578.52000000013,23770.7322000001,22779.9352499999,12746.250585,6951.38949999999,1462.438565,13309.241,4319.47550000001,4197.84050000002,2827.34816666667,4891.99750000001,11918.3923333333,1339.19324999999,4609.13449999996,1878.50420833332,1889.74116666666,6673.3498333333,5022.35525,19105.6831666669,5172.04949999999,4729.88608333332,22408.6886666669,1066.74116666667,9596.52029166673,10809.12375,10920.6145000001,12193.5811666665,1389.65141666667,22134.1735000002,6837.89858333327,29081.0880833332,2552.82941666666,12276.1437083332,10836.1940833332,10775.9813333333,1025.91,3386.24533333334,1449.51258333333
"CA-ARB",9845.89787624998,0,6654.14983774999,10771.2043735,8150.5029145,9128.78417325001,13520.1917355,8249.70011925,14959.302583,5505.44010325,7147.72151425,7450.36191199999,11819.775039,8654.73220849999,10795.016291,11018.2525325,7270.56388625,5791.22013025,12582.8522685,9610.42158075001,9906.40452999996,8639.25836425002,7512.45105899998,11256.9845205,8458.34056425001,14493.134153,13130.4468395,14034.097128,14127.866028,13069.1751355,7221.58760225,10584.194957,17195.88994235,14617.909528,18865.643278,15229.108878537,9894.09835908332,8883.46963258335,16820.5231885805,10249.009108,14224.325528,9147.12848466668,14880.0735279998,7070.751692,7803.75843525,7594.87494000002,8585.94057000002,10687.981533,9138.74994125003,15945.657528,7755.73951524999,5992.56497425,8982.81846100005,12545.1421265,7875.29362875001,8737.48104524999,9670.32103958333,6984.78513975,16002.7241539762,8090.19135225,15497.1220295,7999.26131065,11061.1014564,8898.6147615,9022.35008899999,8202.4266215,13794.862528,14511.503028,9326.20643674999,11274.391558,12645.81012275,15461.345028,8094.42203624999,8421.92054274999,8419.70348049998,53989.46919975,23228.0429715,6069.03903124999,8768.82960274999,9170.87701700004,13678.3986305,10268.86504025,5932.5350995,9571.27807124999,7544.29292172619,11520.30008,15697.9455575658,14318.722528,7966.20559125,10404.79988875,9635.39993250002,5671.737882,17015.0052641111,13834.350028,9172.01594127998,10107.784894,8719.97265450001,7915.23524224999,7848.51828749999,10563.36111275,14113.1269985,10528.490477245,8246.9617515,9308.863531315,8915.23451775,11207.729951,11015.5401075,11354.1449855,9331.60093991666,12110.4391395,12876.1491355,13645.03413175,14394.96139825,13274.3910065,14602.37933675,9700.06083849999,9621.62884024998,9824.41208950002,8660.70750274999,14489.5166946666,10544.5550225,9885.47838774996,8541.26592875,9039.43786825,45172.3254302501,8539.96326891666,15088.9890845,11362.8507893598,7181.75514875,8654.42989974997,9192.02505499999,11944.8000835,10135.8344225,7971.86979125,8631.9402625,7993.06011725001,8569.925828,10397.2875655,16323.790028,13351.710028,11125.8800365,10535.47508075,14787.840028,10548.8985585,7698.93946024999,14375.328528,9682.36519199997,7885.62148525,21081.078528,21056.621028,21130.414528,13755.278528,15494.7566323815,12978.72811615,12092.281526,9314.70389424999,8027.39999375,9086.08552324999,7866.81295215,8306.24489925002,9767.82053124998,9110.72513725002,7715.32503324999,14326.824378,14326.800278,8952.92202000001,8957.649119,9182.910381,10099.96950025,8656.94984000001,8849.58716849999,8883.41594533333,8842.16840983332,11156.57024275,9599.30337458333,8749.61363925001,8717.73882233333,7294.38185316666,10013.3131605,9384.98304141667,11714.1483598333,8304.96132291666,9617.06538183332,13072.7636961667,8628.62209233335,8313.09881916665,8509.25839133335,10703.899276,10773.237882,8224.19913616666,12694.1964446667,8060.34009233332,16315.1029446667,9068.99374041666,10776.9651094167,9696.73636658334,10472.2945645,9506.30408391668,8204.95170941667,6088.24409391666
"CA-ARF",9828.37034750002,6654.14983774999,0,9344.18902799999,8955.591923,9314.24842349998,9460.11257950004,6628.48758599998,8544.04434549992,8046.5149745,6388.27938,6457.788408,5887.75000649999,7267.47570399999,5549.77301450002,5604.021261,4125.08536249999,2049.0647295,5782.27235183333,16039.0340335,6571.26924249997,6664.31984000001,5488.7508325,6988.96548400006,5320.29109649998,10060.0593105,9090.52182050002,9329.66217049996,9531.40181350004,9250.27501999998,7525.05003199998,17611.8757045,8922.80978370001,7141.31402049998,11054.2662705,22731.3047971189,3786.63541816667,9184.1602405,10064.3213002505,7987.56565800002,9635.75602049998,7854.23259283333,8638.86652549991,10429.987174,9920.71655450002,14542.52482,9195.88413850005,5662.97350950007,8012.400063,8663.35752050004,5953.55447299999,4988.39252750001,9196.35150600003,9924.21607300009,4681.15343950001,6444.63947599998,8727.37302133334,4451.4307795,21598.20145435,13695.469326,7811.9065205,9107.78150259998,8141.31557739997,9377.852995,9698.54904050002,7971.58444150002,9867.72460949996,8803.39206450001,17183.9882795,5835.65205,8467.67513849996,8925.44502049999,6940.58196949999,11036.4734095001,11485.1843745,55506.3467639999,37872.5288719999,4581.14432800002,6958.6584615,5513.20200350003,7980.8900445,7302.708496,6903.65510299997,7959.17003499998,7118.21455392858,8725.95020400003,8689.46890214912,7703.26752049998,6680.241483,10657.050117,15522.6000095,4480.58003849999,10247.5349788333,9186.10002050002,8999.42031514503,7228.03135099999,9097.7866265,8803.50989849997,10084.25924075,7590.31649099999,10305.518185,7768.842689285,9049.28010050002,9868.26243922503,5612.63206550001,7987.6599245,8000.63018549998,7967.39000549999,9416.74834766664,9209.67468750001,8478.54648500001,9807.48268558334,19472.844133,18837.5984165,19613.58104,11542.6177825,11045.998194,10943.886556,9661.20611000003,9305.84171016664,14285.7449005,9263.14043849999,9673.13989850002,10490.4990675,48820.349764,5996.26974616666,8702.31759950004,7984.43373590944,4574.0703715,9042.49020949998,8808.39999099999,5712.42498649999,9438.47468000001,6009.44068400001,5206.56986499998,5013.65493049999,5407.8205255,7202.65003549998,9504.69002050001,9499.21004250002,8754.69504150002,9486.93534999999,8802.53003049994,7710.09220900001,4911.9029735,9526.07852049993,12986.581883,10985.305625,13427.0885205,13402.3520205,13476.0825205,8983.07502049998,9830.66434163152,9519.89749370001,6389.35302250002,7878.406991,10258.6000865,10146.5777905,4096.36269557501,9014.81030399999,12088.5029015,6089.32502449999,4618.84993649999,9781.32572050004,9759.3482705,8588.64007549998,9130.70202499999,10101.206435,6723.94651349998,13404.000238,8583.12955599999,8405.19743000001,8811.13957166666,7797.45178500002,8800.46054766666,8095.70227283335,9667.76908916665,10344.2574153333,7619.03551150002,8743.61711333335,7143.97419116666,7600.7064695,7743.40081933332,8438.39827050002,10345.5845686667,7065.93565516665,5525.61001599999,8240.18304083334,7913.65667266665,9211.97946816666,7897.1305205,5912.51162083332,9594.46168716667,8503.3489265,8491.30306516666,6315.94507533332,8063.65037749999,10640.2298315,6900.67923266666,10834.2437434999
"CA-Ca1",12065.60525,10771.2043735,9344.18902799999,0,2157.22975,1716.99,2421.791325,4882.53708333334,5721.65581499999,3910.26125,4554.18035,3926.5211,4910.67575,7664.28000000001,5686.67625,5854.40675,9196.74974999999,10531.3225,6675.14983333333,24316.89525,3211.49525,8139.15850000001,6868.81624999992,3494.36425,4413.14474999999,2328.94537500001,2245.46295,3645.14339999999,3060.5964,2290.98525,5873.53824999999,20808.9622499999,6318.36758045,8546.93575000004,11818.2025,35456.51752099,7918.41666666667,10126.8270833333,9523.80037558001,1799.82025,4731.15175000001,6743.6801875,4724.84574999998,9349.34433333332,2307.9855355,8477.82878449998,13006.2342500001,3604.64125,5555.35774999998,8526.76474999998,5096.38625000001,4694.58125,8048.84775000003,2113.34325000001,5112.07675,6001.54075000001,8088.46212499999,6860.998277,26178.0594500499,8772.99925,5849.73374999999,2444.6045654,2263.6827984,2580.583639,1446.6999965,4344.55825,3353.36874999999,5127.89975000001,28605.93679,2932.20474999999,2787.21874999999,7088.60625,2556.26924999999,7733.89525000001,8059.59775000002,79890.48525,38145.38325,9703.0828155,3194.39125,3452.49775,4025.71025,2399.81725,3892.66875,1800.70525,3473.59230489285,1551.72125,7328.69136839912,5641.11600000002,7296.82393,15292.12875,21178.4137499999,14392.75642425,9718.65947222222,5518.55324999999,8375.94527382,3171.544645,9236.60064499999,5950.80002,15567.50076125,1860.74028,2392.487415,1315.204900305,6047.12276500001,9573.84464950002,3440.65625,2653.19125,2436.58125,2652.73125,1328.94633333334,1795.25325,1457.05775,2937.32187375,21961.50235,16291.6331,21399.12635,12572.27569,12419.61906,11517.6587375,6453.56874999999,3899.07308333333,20780.44125,4486.93385,5306.8866,8123.33884999998,68677.9362500001,10415.0330833334,5480.9206975,2698.88714599904,6377.29791150001,14354.6457185,1469.21325,3932.82925,8191.91771000001,5383.282537,6452.77125,4556.86625000001,4406.02974949999,1000.68725,8904.48024999999,3536.54975,1561.46974999999,936.84625,3957.83324999999,2391.19175,4428.75075,5223.67324999999,16444.76625,6564.3574755,13946.14475,13930.4942500001,14003.84675,4794.30625,7854.95293926701,3149.1663898,3538.08700000001,3776.963245,3863.82075,3016.91875,17140.961266795,5627.44749999999,12562.614125,5225.74625,4509.45124999999,4382.61470000001,3842.348,2149.886275,2019.76675000001,13512.402225,3423.03075,9192.96875,4014.24325,5834.86391666666,3004.1535,2830.01075,7523.30708333335,2439.53091666667,6103.75387499999,5437.5165,2049.34525,2442.22741666666,2840.01475,3560.72408333333,4708.50575,3525.23275,10556.49075,1133.92920833333,2349.65941666667,449.586250000001,1470.7905,5785.28716666667,4044.69508333333,2989.31166666667,9014.52683333334,6982.42566666667,849.502624999999,1706.76658333333,1992.37633333333,10276.35875,2102.92125,9236.3625
"CA-Ca2",6386.08925,8150.5029145,8955.591923,2157.22975,0,803.48025,5555.05589999999,3634.50258333332,9016.71832500004,3883.47375,5084.88865,5983.95369999999,8966.09875,7629.25199999999,8738.51999999999,9496.26049999999,10112.76475,11391.0175,11216.5330833333,17924.70025,5589.07925000001,5278.10649999999,7402.00549999994,7294.55149999998,6721.16424999998,6024.895875,4865.59305,6939.26415000003,6330.58134999999,4829.2175,5322.7175,14465.46825,8912.4665484,11107.74675,14141.9825,29048.5642667236,9616.22425000001,5187.98758333333,11863.004654589,2757.13275,8018.018,3017.1303625,7684.78225000005,4994.37166666667,1733.2809895,6901.318167,7318.51575,6871.46375,5876.27575000001,11044.98725,8265.42175,7173.12000000001,4279.79675000001,4891.47075000001,4915.33,5692.96525,2868.21154166665,9841.174602,26914.1234726762,6035.68725000001,8838.2105,1653.1208659,2886.0272654,1420.0399555,753.6475105,1674.93675,6708.09599999997,8279.90825,22258.88833,5418.86674999999,5270.3705,9872.03125,1793.6265,5116.75825000001,5017.47075,73740.4102500003,31793.99425,11322.023043,3238.23175,6063.97,6682.48925,3627.72725,4138.85875,1500.754,4536.15805852381,4349.97425,10720.6595012658,9405.78575,4137.732105,9080.59424999998,14882.6042499999,15113.659775,12106.2441388889,8269.58399999998,5148.44340611999,2236.12499,3860.82053,2481.627755,9439.28375625,2677.157475,5767.12589149999,1994.774972995,2670.82095,4695.784728525,5035.90675,3878.75424999999,3744.62175,4071.10425,822.932833333332,3743.32025,4244.57824999999,6024.23208775001,15522.23365,12423.21285,15000.20705,6723.09790000001,6568.14029000001,6769.0276,3355.64875,7023.05024999999,14408.87925,2713.865,2703.53560000001,4228.7236,62241.4617500001,12161.3886666667,8552.678632,4173.25707838064,8369.35150099999,15574.05958,1284.32825,6139.00625,3841.51583,4912.50560300001,5780.43925,4546.29675,7053.4829995,2167.44525,11252.399,6162.00775000001,3459.2815,1703.07925,6717.047,5035.19875,5233.28874999999,8105.12925000002,10069.95275,3506.7461125,16271.4767500001,16255.5542500002,16328.9147500001,7828.969,10186.084939267,6062.57112445,7376.23299999999,2438.685665,2122.6985,1858.43575,18129.1948334225,2328.97515,7951.689975,3798.18925,5316.28425,7707.92614999999,7129.58474999999,2162.575475,1183.21675,7333.64041999999,5206.303,6313.92400000001,1583.98075,1940.40791666667,1447.11016666667,4114.42916666667,3776.83258333333,1716.75716666667,3084.98587499999,3223.73983333334,1680.6285,1528.63625,5489.99941666666,2690.35283333334,2423.54366666666,6188.86316666666,7442.11550000001,2355.820375,2080.81241666667,2228.85383333333,3049.924,2828.95091666666,6696.34733333334,3500.24616666667,11530.2156666667,2651.57516666667,2901.24070833334,2164.94400000001,3482.44916666667,5562.15258333333,1547.46758333333,4437.27125
"CA-Ca3",7424.27,9128.78417325001,9314.24842349998,1716.99,803.48025,0,4287.0362,3815.34966666667,8269.99883500001,3883.42625,5044.61495,5084.96210000001,8062.12375000003,7469.54675000001,8882.92549999999,8784.00675,9940.89425000002,11490.83525,9989.90875,18985.1415,5425.27524999999,5874.36350000001,6937.10824999995,6211.53175000002,6003.9045,4301.05562499998,4136.17455,5906.20364999998,5227.08124999999,4249.43174999999,5224.53724999999,15516.0612500001,8859.77012804999,11397.74575,14608.47175,30133.4043169477,10234.7171666667,6060.95725000001,12315.7327266185,2768.8905,7095.01374999999,3590.034725,7263.67624999997,5847.77354166667,1703.295224,7213.24375999999,8312.29800000002,5700.33249999999,5199.98075,11308.7044999999,7431.04925,6060.50275,4827.0745,3964.09574999999,4793.1035,4877.391,3814.72854166665,9233.588607,26329.1969166,6120.36174999999,8734.936,1822.2817009,3041.9904714,1550.806819,910.821736499999,1853.1475,5671.4035,7425.83224999998,23294.05514,5228.5775,4994.87500000001,9883.39599999998,2373.16875,5755.98225,5477.16975,74866.9654999996,32829.769,10862.220224,3164.63675,5220.22375,6216.80650000001,3079.99975,3880.67549999999,1371.0515,4165.70733765476,3384.38175000001,10278.0736763658,8277.01199999999,4502.98313999999,10146.6240000001,16006.9765,15396.05669325,12554.0589583333,8283.94724999995,5881.03720196501,2669.69306,4765.778745,2917.82859,10624.55462,2745.53653500001,4270.1072045,1983.078717995,2999.65733,5442.916225815,4743.60025,3591.36775,3388.76974999999,3670.85849999999,539.739666666666,3662.6545,3361.162,5159.57282866666,16624.83885,13081.17395,16081.8681,7742.93320499999,7655.639855,7601.27812750002,3843.38475,6348.077,15526.328,2844.81554999999,3193.92985,5048.65150000001,63360.6334999999,11651.37225,7970.5363635,3876.11249827744,8283.3468015,14917.330489,1241.733,5563.77924999999,4648.79090999999,4729.095977,5044.01874999999,4673.17625,6521.69724949999,1793.20725,11704.4885,5726.202,3469.38275,1265.69925,6553.95624999999,4205.69324999999,4584.27249999999,7970.17799999997,11110.22275,3855.21824599999,16737.46525,16722.0527500001,16795.39825,7140.043,10641.251689267,5071.21746960001,6193.354,2896.836665,2466.356,1666.46825,18516.937162995,2872.544175,8850.97527499998,4121.935,5179.18050000001,6740.24970000001,6090.08374999999,2326.075735,639.361499999999,8451.10100499999,4465.4925,6378.19775,1765.00075,2635.62083333333,1059.69075,3963.92366666667,4555.46425000002,1628.69766666667,3681.34595833333,3150.50516666667,1881.78041666667,1478.23983333333,5021.10591666667,2922.54958333334,2912.42575,5907.71308333334,7175.01908333333,1715.42829166666,2375.65041666667,1855.30224999999,2808.04908333333,3094.25758333333,6405.54933333333,2825.22158333333,11906.6559166667,3455.23474999999,2291.320625,2249.37575,3236.06700000001,6408.91525000002,1500.76783333333,5186.38375000001
"CA-Cbo",18080.7866000002,13520.1917355,9460.11257950004,2421.791325,5555.05589999999,4287.0362,0,8534.70605833332,3001.72406999999,5032.23215000001,4921.4768,3187.1864,2676.108375,8567.22489999999,3949.4751,3850.7388,7766.12629999999,9868.7558,4233.62315833333,30402.2026,1887.388175,13094.9226,6527.29992499995,2108.80202500001,3154.69325,499.947175000001,849.341374999999,1625.69962499999,932.8234,612.007249999999,8840.79144999999,26846.0353500001,4479.19545315,5898.07319999999,9839.09515000001,41528.6250391896,5755.61524999999,16030.3102666667,7540.7106583265,4149.075575,2560.3075,12308.2165,2374.9281,15285.717475,4308.7155035,10664.9179955,18521.81935,2575.28570000001,5584.15102499998,6041.32474999999,3324.20435000002,2876.25784999999,13704.5805999999,690.464475000002,5875.89404999999,6562.775425,13663.2900583333,4196.873962,27022.27745005,12702.2997,3830.53395,4343.9614229,2903.4336229,5337.24909399999,3200.7681155,8718.741025,1137.11425,2265.908875,34642.65796,1882.4232,1212.5531,4689.9165,4703.74325000001,12680.70885,13000.18385,85051.9595999999,44232.81235,8507.36121149998,5923.20909999999,2266.012575,2956.08225,4361.1671,7326.65214999999,4220.2853,5005.86006436904,1686.258725,4904.98887814913,2295.85065,9955.38481999999,20850.2246000001,26984.2956000001,13999.163871,7668.42471944443,3515.98545000002,13540.207847505,7707.536555,15081.179185,11260.9458,20794.36569125,4644.67682499999,413.8946655,5027.720667005,10432.514075,15831.3879475,3109.25685,4020.32835,4075.27195,3103.4644,3899.38885833333,1297.843775,1059.361175,1121.72048358333,28140.91155,22153.1385,27527.19835,18867.77003,18647.34468,17601.4902525,11510.9946,1959.52764999999,26747.8471,8412.57235,10086.58865,13931.31005,74919.0196000001,8850.56213333332,3096.370614,3719.80274770736,4569.7747665,13708.8683455,3251.33295,2626.44002500001,14084.86291,7938.814732,6749.33554999999,5462.7911,3385.6079745,1714.48895,6859.98239999998,1405.78415,940.661224999998,2626.34115,2155.3239,2178.845625,5101.89504999999,3266.67650000001,22567.3488499999,11480.373482,12060.8664,12045.6649,12119.7549,2692.176625,5951.707939267,923.419651550001,1811.766725,8769.28652999998,5455.0531,5224.93590000001,15977.3264384225,10479.486275,18807.314475,7701.26454999998,5749.51339999999,2514.90064999999,1966.748725,3337.05972,4672.97400000001,18920.6033,1750.435375,13176.94905,7802.36715,11238.1234333333,5352.686275,3546.91188333333,13203.3656833334,5530.37528333334,11381.1928916666,9425.44821666668,6206.64856666667,4455.226375,1042.97283333334,7581.13426666667,9848.14759999998,1645.15349166667,14394.9419,1653.99694999999,2462.83589166667,2623.28285833334,2110.12976666667,10363.8453166667,2010.91040833334,3691.08786944446,6907.70115,12788.9876833333,2043.66214999999,3136.92548333334,3232.47916666667,16422.4942666667,5679.48066666667,14479.6479
"CA-Let",3426.26983333333,8249.70011925,6628.48758599998,4882.53708333334,3634.50258333332,3815.34966666667,8534.70605833332,0,14815.5015083334,3250.60366666666,3022.22405,4491.28178333334,10372.3458333333,3652.99766666667,8041.92425,9241.82424999999,5592.07649999998,7047.10191666665,10775.2823333333,11794.7253333333,6766.25799999999,2671.23925,4622.12299999998,8418.64283333333,5898.00949999999,10248.8867083334,9773.2407,13116.8904,11661.9465,8478.59166666668,2969.44166666667,12343.681,16985.84085765,16825.7011666667,23132.44875,23102.8411665434,10644.16875,3925.32958333333,20662.3136757095,3414.56183333333,14577.9,2172.88536666667,13072.1586666666,4522.96391666667,4976.72499316667,11847.0958405,3317.79483333333,7778.73583333332,3801.66666666666,18619.3466666667,8047.0915,8589.73050000001,3002.58716666667,6995.14883333324,3282.27733333333,2956.03499999999,3443.39620833333,7911.15780366665,28752.7715270667,7617.56600000001,15488.084,5141.30649456667,6494.11996056666,4022.213364,4295.95544016667,2253.16400000001,11558.6986666667,13192.1565,16074.077595,7024.18166666667,10197.2875,17361.3991666667,5232.657,5454.50583333333,6166.15033333334,64928.4388333333,30733.543,7123.23415516664,1507.60933333333,5419.09466666666,8607.63566666666,3939.77933333333,2557.8015,2574.36866666667,1749.72821827382,5011.28333333332,17442.9838677825,12971.2975,2583.190255,5331.35833333333,9965.92083333334,11154.10353175,20829.6437083333,16447.5291666667,3129.313284805,2224.23210166667,2979.58293833334,2756.87969666667,4794.94990583334,2825.74560666666,9658.29316883335,3036.00484421833,2825.09742833333,3296.34926665999,5159.98766666666,4099.59416666668,3966.48166666668,4647.0725,4376.03833333333,8292.83250000001,8139.90466666667,11739.4908275833,17279.1787,15048.5880166667,17077.6493166667,5749.02321999998,4557.87534999999,4833.11334249999,3284.89666666667,13646.3541666666,9729.81249999999,3041.01226666667,3089.28448333332,3124.07986666666,57051.0041666667,10058.6295,15093.7356555,4572.21325302204,6599.67919649998,13302.4354801666,4893.27916666666,8301.83333333333,2694.53196,2356.73688066667,4194.91916666667,4303.67666666666,5577.82999950001,4785.50833333333,19892.4225,12274.5425,9394.27916666667,4522.27166666667,14276.8208333333,5250.85349999999,3442.8505,16462.8923333333,7433.40833333336,3989.2174555,25261.361,25245.5405,25318.898,14830.3246666667,19173.657939267,10943.0481643167,9476.13166666666,2317.56457666666,5098.60416666666,3946.06258333333,12236.661155545,2806.82336666667,6181.76695833334,2071.18333333333,3094.375,14564.6282,13808.29125,7212.78425166667,3666.2575,4218.46140166667,6721.8075,8015.70833333334,2749.742,2732.39866666667,2854.40508333333,3548.16133333334,2131.65291666667,2613.7435,3440.37687500001,4208.66958333334,2780.19175,3032.19558333334,9496.11583333331,2076.845,2276.72908333333,13407.6363333334,4817.95791666666,4212.53387499999,5189.0575,3906.51908333333,4029.47283333333,2703.32216666666,12670.7688333333,3286.31500000001,20058.8624166667,2719.15733333333,4117.77175,4629.10041666667,3465.93825000001,3959.60916666667,1783.65083333333,4803.60958333332
