SITE_ID,IGBP,GRP_LOCATION.LOCATION_LAT,GRP_LOCATION.LOCATION_LONG,GRP_LOCATION.LOCATION_ELEV,GRP_CLIM_AVG.MAT,GRP_CLIM_AVG.MAP,GRP_CLIM_AVG.CLIMATE_KOEPPEN,UTC_OFFSET,data_year_length,SC_source,NEE_source,FC,FC_F,SC,SC_F,NEE,NEE_F,LE,LE_F,H,H_F,USTAR,USTAR_F,NETRAD,NETRAD_F,TA,TA_F,VPD,VPD_F,WS,WS_F,SWC,SWC_F,SW_IN,SW_IN_F
US-NC1,OSH,35.8118,-76.7119,5,16.6,1320,Cfa,-5,8,-9999,NEE,0.337090748345882,1,0.800365046771618,1,0.144977754962355,1,0.29246520647958,1,0.802582420716404,1,0.873139117043121,1,0.959395676477299,1,0.947659993155373,1,0.93684405658225,1,0.903512149212868,1,0.94705395847593,1,0.960928587725302,1
US-NC2,ENF,35.803,-76.6685,5,16.6,1320,Cfa,-5,15,-9999,NEE,0.360472191797493,1,0,0,0.270917001338688,1,0.406105482536205,1,0.782413745892662,1,0.831507849580139,1,0.915936473165389,1,0.899567968845077,1,0.859586071558963,1,0.849530698551783,1,0.933856638675916,1,0.856574023366192,1
US-NC3,ENF,35.799,-76.656,5,16.6,1320,Cfa,-5,7,-9999,NEE,0.449921752738654,1,0.788259650495566,1,0.553860198226395,1,0.675762910798122,1,0.767939814814815,1,0.824074074074074,1,0.896420187793427,1,0.925453182055295,1,0.874951095461659,1,0.818531559728743,1,0.899321857068336,1,0.793573943661972,1
US-NC4,WET,35.7879,-75.9038,1,16.6,1311,Cfa,-5,11,-9999,NEE,0.353622106049291,1,0.770610322794789,1,0.44017094017094,1,0.606868724587171,1,0.728191643846984,1,0.790349348601776,1,0.895968176914779,1,0.884719110447266,1,0.862480292091943,1,0.799679487179487,1,0.880440419882167,1,0.285609078084806,1
US-Ne1,CRO,41.1651,-96.4766,361,10.07,790.37,Dfa,-6,20,-9999,NEE,0.70938854665754,1,0,0,0.943292265571526,1,0.881285649098791,1,0.953245493953913,1,0.91114533424595,1,0.953696098562628,1,0.977401323294547,1,0.976614191193247,1,0.980287474332649,1,0,0,0.960917180013689,1
US-Ne2,CRO,41.1649,-96.4701,362,10.08,788.89,Dfa,-6,20,-9999,NEE,0.688392653433721,1,0,0,0.911071184120465,1,0.88737736710016,1,0.951796714579055,1,0.924840292037417,1,0.947826830937714,1,0.975176819530002,1,0.973904859685147,1,0.978507871321013,1,0,0,0.957517681953,1
US-Ne3,CRO,41.1797,-96.4397,363,10.11,783.68,Dfa,-6,20,-9999,NEE,0.67324321241159,1,0,0,0.898408624229979,1,0.850045630846452,1,0.915582934063427,1,0.876397444672599,1,0.941318731462469,1,0.973893451973534,1,0.973300250969655,1,0.977686516084873,1,0,0,0.962816563997262,1
US-NGB,SNO,71.28,-156.6092,5.273,-11.27,171,ET,-9,8,negligible,FC+SC,0.249572210814511,0.625,1,1,0.249572210814511,0.625,0.266598220396988,0.625,0.334666609628109,0.625,0.382300935432352,0.625,0.607966860597764,1,0.604622975131189,1,0.324135865845311,0.625,0.38230806525211,0.625,0,0,0.605528462240475,1
US-NGC,GRA,64.8614,-163.7008,35,-9999,-9999,ET,-9,3,negligible,FC+SC,0.245795281582953,0.732638888888889,1,1,0.245795281582953,0.732638888888889,0.297298325722983,0.791666666666667,0.365981735159817,1,0.42355403348554,1,0.400114155251142,1,0.486681887366819,1,0.357229832572298,0.800347222222222,0.42355403348554,1,0.458333333333333,1,0.486643835616438,1
US-NMj,ENF,46.6465,-88.5194,394,4.73,854.01,Dfb,-5,3,-9999,FC+SC,0,0,0,0,0,0,0.388641552511416,0.625,0.466628614916286,0.625,0.467142313546423,0.625,0,0,0.392579908675799,0.708333333333333,0.383504566210046,0.708333333333333,0.30074200913242,0.625,0,0,0,0
US-NR1,ENF,40.0329,-105.5464,3050,1.5,800,Dfc,-7,22,SC,FC+SC,0.493050484767352,1,0.602696138087704,1,0.493050484767352,1,0.668357774532473,1,0.913791529755385,1,0.910738915256988,1,0.936566974970589,1,0.952884771408868,1,0.928765567319784,1,0.939824956391221,1,0,0,0.82163756034238,1
US-Oho,DBF,41.5545,-83.8438,230,10.1,849,Dfa,-5,10,-9999,NEE,0.413490053837029,1,0.584941600510996,1,0.579204306962314,1,0.588437585546126,1,0.723092891687198,1,0.732702573227484,1,0.92658431426225,1,0.926567205036956,1,0.918063920065699,1,0.732702573227484,1,0.949413723879916,1,0.898576512455516,1
US-ONA,GRA,27.3836,-81.9509,25,22.3,1268,Cfa,-5,5,SC,FC+SC,0.432302303558593,1,0.571268839777745,1,0.432302303558593,1,0.575090989993953,1,0.624619211153833,1,0.624676258171985,1,0.709767590448047,1,0.624676258171985,1,0.620899745570299,1,0.719465583533949,1,0.700993759056214,1,0.711912558330576,1
US-ORv,WET,40.0201,-83.0183,221,11.63,1499.1,Cfa,-5,5,-9999,NEE,0.496889671361502,1,0.749970657276995,1,0.770099765258216,1,0.494698748043818,1,0.500733568075117,1,0.855095852895149,1,0,0,0.943114241001565,1,0.900283646322379,1,0.854303599374022,1,0,0,0.787402190923318,1
US-PHM,WET,42.7423,-70.8301,1.4,7.2,1262,Dfa,-5,7,negligible,FC+SC,0.483674034950443,1,1,1,0.483674034950443,1,0.863238458528952,1,0.896786971830986,1,0.897276017214398,1,0.760824204486176,1,1,1,0.85348200312989,1,0.897276017214398,1,0,0,0.868080007824726,1
US-Pnp,WAT,43.0896,-89.4158,260,7.94,875,Dfa,-6,5,negligible,FC+SC,0.10852262360883,1,1,1,0.10852262360883,1,0.198082010582011,1,0.205106276226966,1,0.554586298120781,1,0,0,0,0,0,0,0.59004971720489,1,0,0,0.999521072796935,1
US-Pon,CRO,36.7667,-97.1333,310,14.94,866.34,Cfa,-6,4,SC,FC+SC,0.317918663016199,1,0.955852156057495,1,0.317918663016199,1,0.501269107916952,1,0.551448779374857,1,0.655701003878622,1,0.613406913073237,1,0.505703855806525,1,0.646674652064796,1,0.6095282911248,1,0.0074435318275154,0.0329861111111111,0.626454483230664,1
US-Prr,ENF,65.1237,-147.4876,210,-2,275,Dwc,-9,7,SC,FC+SC,0.335810194238039,1,0.594194042497719,1,0.335810194238039,1,0.594194042497719,1,0.626482857515317,1,0.62627916829618,1,0,0,0.855388801981489,1,0.854468126710989,1,0.854297027766914,1,0.681438208838483,1,0.857319775778908,1
US-RC1,CRO,46.7837,-117.0777,807,9,550,Dsb,-8,5,SC,FC+SC,0.397744069999306,1,0.686620172418924,1,0.397744069999306,1,0.688911816351028,1,0.68888205474152,1,0.696768881261099,1,0.850090772908999,1,0.696768881261099,1,0.696530788385036,1,0.696768881261099,1,0,0,0.797720260711699,1
US-RC2,CRO,46.7776,-117.0807,799,9,550,Dsb,-8,4,SC,FC+SC,0.479755043227666,1,0.678830451488953,1,0.479755043227666,1,0.685254562920269,1,0.684714217098943,1,0.689085014409222,1,0.892014889529299,1,0.689085014409222,1,0.688628722382325,1,0.689085014409222,1,0,0,0.897034101825168,1
US-RC3,CRO,46.991,-118.598,-9999,10,280,Dsb,-8,5,SC,FC+SC,0.459871031746032,1,0.625426587301587,1,0.459871031746032,1,0.629027777777778,1,0.631160714285714,1,0.633690476190476,1,0.773561507936508,1,0.633690476190476,1,0.631517857142857,1,0.633690476190476,1,0,0,0.797351190476191,1
US-RC4,CRO,46.758,-116.949,817,9,680,Dsb,-8,4,SC,FC+SC,0.494704610951009,1,0.613064361191162,1,0.494704610951009,1,0.615718059558117,1,0.615646013448607,1,0.626008645533141,1,0.812247838616715,1,0.626008645533141,1,0.625840537944284,1,0.626008645533141,1,0,0,0.889000960614794,1
US-RC5,CRO,47.01,-119.248,349,11,230,Dsb,-8,2,SC,FC+SC,0.474742439348621,1,0.590623961448986,1,0.474742439348621,1,0.596855267530741,1,0.671215520106348,1,0.673209538052509,1,0.772287304752409,1,0.673209538052509,1,0.597789963443004,1,0.673209538052509,1,0,0,0.830757726819541,1
US-Rls,CSH,43.1439,-116.7356,1608,8.4,333,Bsh,-7,4,-9999,NEE,0.486699826989619,1,0.718918204536717,1,0.688605344098424,1,0.710219627066513,1,0.733612072279892,1,0.742611014994233,1,0.8212346212995,1,0.821210592079969,1,0.821210592079969,1,0.817954632833526,1,0,0,0.8212346212995,1
US-Rms,CSH,43.0645,-116.7486,2111,5.4,800,Bsh,-7,4,-9999,NEE,0.432586024605921,1,0.684964917339485,1,0.644679930795848,1,0.670739619377163,1,0.725129757785467,1,0.741457612456747,1,0.778042099192618,1,0.778666858900423,1,0.778666858900423,1,0.76757737408689,1,0.772082852748943,1,0.778390522875817,1
US-Ro1,CRO,44.7143,-93.0898,290,6.4,879,Dfa,-6,13,-9999,NEE,0.445102477714607,1,0.683376324840317,1,0.721695795606093,1,0.750140380430968,1,0.77919474275286,1,0.916166561381343,1,0.925164069628694,1,0.972445953534077,1,0.930178283147329,1,0.982869200533446,1,0.0756431178493718,1,0.990296202709342,1
US-Ro2,CRO,44.7288,-93.0888,292,6.4,879,Dfa,-6,9,-9999,NEE,0.359241940389294,1,0.398798661800487,1,0.4184724756691,1,0.433223083941606,1,0.449741484184915,1,0.538631640308191,1,0.178299878345499,1,0.183520884022709,1,0.183520884022709,1,0.183406832927818,1,0,0,0.183508211678832,1
US-Ro3,CRO,44.7217,-93.0893,260,6.4,879,Dfa,-6,4,negligible,FC+SC,0.503764544832307,1,1,1,0.503764544832307,1,0.742642026009583,1,0.791210358202145,1,0.847379078256902,1,0.999985740360484,1,0.899997148072097,1,0.599760438056126,1,0.914969769564225,1,0,0,0.999957221081451,1
US-Ro4,GRA,44.6781,-93.0723,274,6.4,879,Dfa,-6,7,-9999,NEE,0.488593403728327,1,0.612395711119802,1,0.653019488984487,1,0.701106439838352,1,0.711111654282362,1,0.84846336853083,1,0.886406596271673,1,0.92918947985921,1,0.826856016164776,1,0.816337504888541,1,0.477985269195672,1,0.952279689740581,1
US-Ro5,CRO,44.691,-93.0576,283,6.4,879,Dfa,-6,4,-9999,NEE,0.53144250513347,1,0.794504334930413,1,0.827130390143737,1,0.851400296600502,1,0.875413529545973,1,0.973862080766598,1,0.983259183207849,1,0.991458475929728,1,0.988991558293406,1,0.987052247319188,1,0.828855806525211,1,0.990503080082136,1
US-Ro6,CRO,44.6946,-93.0578,282,6.4,879,Dfa,-6,4,-9999,NEE,0.395733515856719,1,0.733287702486881,1,0.765157996805841,1,0.795616586812685,1,0.814082819986311,1,0.924980036504677,1,0.989490645676477,1,0.997404745608031,1,0.997390485968515,1,0.989305270362765,1,0.8172199406799,1,0.997404745608031,1
US-Rpf,DBF,65.1198,-147.429,497,-0.8,450,Dwc,-9,13,-9999,NEE,0.287713247683235,1,0.616360397360292,1,0.519543316484134,1,0.545514778152204,1,0.731803741926425,1,0.750539700926706,1,0.753176776186465,1,0.918119032575119,1,0.918119032575119,1,0.743431444818871,1,0.92568800898624,1,0.859151221566976,1
US-Rwe,CSH,43.0653,-116.7591,2098,5.4,800,Bsh,-7,4,SC,FC+SC,0.3729815455594,1,0.78847078046905,1,0.3729815455594,1,0.535238850442138,1,0.557501922337562,1,0.809916858900423,1,0.397995963091119,1,0.932381776239908,1,0.932345732410611,1,0.809916858900423,1,0,0,0.927155420991926,1
US-Rwf,CSH,43.1207,-116.7231,1878,6.5,505,Bsh,-7,4,-9999,NEE,0.458525567089581,1,0.82351739715494,1,0.764705882352941,1,0.796136101499423,1,0.832636485966936,1,0.842464436755094,1,0.826977604767397,1,0.832876778162245,1,0.832876778162245,1,0.875348423683199,1,0.769800076893502,1,0.826977604767397,1
US-Rws,OSH,43.1675,-116.7132,1425,8.9,290,Bsk,-7,4,-9999,NEE,0.69851739715494,1,0.754841887735486,1,0.712250096116878,1,0.755094194540561,1,0.789564109957709,1,0.803873510188389,1,0.81225970780469,1,0.794466070742022,1,0.794454056132257,1,0.812271722414456,1,0,0,0.81225970780469,1
US-SCd,BSV,33.6518,-116.3721,275,-9999,-9999,-9999,-8,8,negligible,FC+SC,0.48125,1,1,1,0.48125,1,0.839244994438265,1,0.889752502780868,1,0.906312569521691,1,0.854463292547275,1,0.919299221357063,1,0.896106785317019,1,0.906500278086763,1,0.573998887652948,1,0.726133203559511,1
US-SCg,GRA,33.7365,-117.6946,465,-9999,-9999,-9999,-8,10,negligible,FC+SC,0.554320221829884,1,1,1,0.554320221829884,1,0.794505150758431,1,0.919655591078028,1,0.927571270272993,1,0.924973358146045,1,0.938392369560953,1,0.938137880209742,1,0.932083154395508,1,0.685477671210362,1,0.973904237777884,1
US-SCs,OSH,33.7343,-117.6959,470,-9999,-9999,-9999,-8,10,negligible,FC+SC,0.546452259388271,1,1,1,0.546452259388271,1,0.856775513882924,1,0.930216899153293,1,0.935354402930869,1,0.696107903484914,1,0.749752137975643,1,0.733523139974445,1,0.937411525186493,1,0.786653093901269,1,0.971820606214842,1
US-SCw,OSH,33.6047,-116.4527,1281,-9999,-9999,-9999,-8,10,negligible,FC+SC,0.482665380067971,1,1,1,0.482665380067971,1,0.840894751631665,1,0.934584939372571,1,0.939293042293397,1,0.880584907561065,1,0.94263855236439,1,0.860151316731262,1,0.939605855437912,1,0.682123524078659,1,0.963310729490857,1
US-SdH,GRA,42.0693,-101.4072,1081,-9999,-9999,Dsb,-6,6,-9999,NEE,0.484289461678832,1,0.999990495742092,1,0.591811131386861,1,0.604185675182482,1,0.604746426399027,1,0.563336374695864,1,0.919384884428224,1,0.932367700729927,1,0.932301170924574,1,0.608310523114355,1,0.932405717761557,1,0.93239621350365,1
US-Seg,GRA,34.3623,-106.702,1596,13.667,273.304,Bsk,-7,14,negligible,FC+SC,0.552205546864815,1,1,1,0.552205546864815,1,0.867500162951375,1,0.916568895841481,1,0.954304360578803,1,0.94004204145483,1,0.950658323556251,1,0.943211445704602,1,0.970827630035197,1,0,0,0.937703689219137,1
US-Ses,OSH,34.3349,-106.7442,1604,13.722,275.082,Bsk,-7,14,negligible,FC+SC,0.468411875896233,1,1,1,0.468411875896233,1,0.880597379741885,1,0.933352887498371,1,0.960639095293964,1,0.955225035849303,1,0.963930713075218,1,0.957025648546474,1,0.973202646330335,1,0,0,0.947334115499935,1
US-SFP,CRO,43.2408,-96.902,386,-9999,-9999,-9999,-6,3,negligible,FC+SC,0.321776155717762,1,1,1,0.321776155717762,1,0.43200653892944,1,0.43742396593674,1,0.399863138686131,1,0.570692670316302,1,0.571491027980535,1,0.571491027980535,1,0.572707572992701,1,0.570597627737226,1,0.570673661800487,1
US-Shd,GRA,36.9333,-96.6833,346,14.32,897.91,Cfa,-6,4,SC,FC+SC,0.329026922199407,1,0.956536618754278,1,0.329026922199407,1,0.523628222678531,1,0.549552247319188,1,0.63857517681953,1,0.623745151722565,1,0.617328313940224,1,0.635623431439653,1,0.61718571754506,1,0.00966803559206023,0.0416666666666667,0.628493611681497,1
US-Skr,EBF,25.3629,-81.0776,0,23.77,1259,Cwa,-5,8,-9999,NEE,0.483772530230436,1,0.657811430527036,1,0.449093086926762,1,0.644756730549852,1,0.662481462468629,1,0.662673967602099,1,0.70215890942277,1,0.816563997262149,1,0.665853867214237,1,0.518915411818389,1,0,0,0.816471309605293,1
US-Slt,DBF,39.9138,-74.596,30,11.04,1138,Dfa,5,10,-9999,NEE,0.471368428258489,1,0.703490096750639,1,0.532807365826944,1,0.701151195691858,1,0.740159501642935,1,0.761540480102227,1,0.999520810514786,1,0.99954933369843,1,0.999515105878058,1,0.99954933369843,1,0.598941219423147,1,0.997952035414385,1
US-Snd,GRA,38.0366,-121.754,-5,15.6,358,Csa,-8,8,-9999,NEE,0.430527036276523,1,0.967830253251198,1,0.597721309605293,1,0.60512206251426,1,0.65764031485284,1,0.889801505817933,1,0.946854323522701,1,0.967830253251198,1,0.967509411362081,1,0.82197553045859,1,0.84839151266256,1,0.94577772073922,1
US-Sne,GRA,38.0369,-121.7547,-5,16.09,311,Csa,-8,5,negligible,FC+SC,0.482943136181088,1,1,1,0.482943136181088,1,0.636637458926616,1,0.709884994523549,1,0.917853231106243,1,0.904219149324571,1,0.86473165388828,1,0.863590726542534,1,0.917864640379701,1,0,0,0.914943866374589,1
US-Snf,GRA,38.0402,-121.7272,-4,-9999,-9999,Csa,-8,2,negligible,FC+SC,0.279596920289855,0.852430555555556,1,1,0.279596920289855,0.852430555555556,0.631295289855072,1,0.769927536231884,1,0.774682971014493,1,0.690670289855073,1,0.722192028985507,1,0.705344202898551,1,0.774682971014493,1,0.778577898550725,1,0.749275362318841,1
US-SO2,CSH,33.3738,-116.6228,1394,13.63,553,Csa,-8,10,negligible,FC+SC,0.425873950346842,1,1,1,0.425873950346842,1,0.693233159912377,1,0.698863636363636,1,0.685760085797736,1,0.845934875867105,1,0.830406854691493,1,0.768950803212851,1,0.699474032493611,1,0.297588079591092,1,0.098730147864184,1
US-SO3,CSH,33.3771,-116.6226,1429,13.29,576,Csa,-8,10,SC,FC+SC,0.522824251551661,1,0.98302300109529,1,0.522824251551661,1,0.696490507484483,1,0.69668446513326,1,0.661264375684556,1,0.854925383351588,1,0.638029390288426,1,0.637943820737495,1,0.719599990872581,1,0.29980147864184,1,0.0999452354874042,1
US-SO4,CSH,33.3845,-116.6406,1429,-9999,-9999,Csa,-8,3,SC,FC+SC,0.425999847931873,1,0.996350364963504,1,0.425999847931873,1,0.747034671532847,1,0.747034671532847,1,0.747034671532847,1,0.930447840632603,1,0.982512165450122,1,0.959511861313869,1,0.74775699513382,1,0.964168947688564,1,0.889294403892944,1
US-SP1,ENF,29.7381,-82.2188,50,20.06,1309.77,Cfa,-5,12,-9999,NEE,0.42485169974903,1,0.619300897406647,1,0.353748383907522,1,0.415254962354552,1,0.420930298882044,1,0.659532093695338,1,0.898552171267777,1,0.896988364134155,1,0.882852308160316,1,0.611510381017568,1,0,0,0.863753897634801,1
US-SP2,ENF,29.7648,-82.2448,50,20.07,1314.41,Cfa,-5,10,-9999,NEE,0.287879824801533,1,0.511332010219911,1,0.24557441372388,1,0.682526918514463,1,0.688669130395109,1,0.528623733917328,1,0.999925860023725,1,0.999697737019801,1,0.982674057851994,1,0.960979560178848,1,0,0,0.999144538735286,1
US-SP3,ENF,29.7548,-82.1633,50,20.25,1312.35,Cfa,-5,12,-9999,NEE,0.355602137044642,1,0.645975929728496,1,0.342659137577002,1,0.700932580424367,1,0.703551600882196,1,0.695418853144726,1,0.999947714655107,1,0.999681534717469,1,0.993521370446422,1,0.822928549699597,1,0,0,0.9990968894973,1
US-SRC,OSH,31.9083,-110.8395,950,22,330,Bwh,-7,7,negligible,FC+SC,0.46573132577239,1,1,1,0.46573132577239,1,0.64382088384826,1,0.643853474123322,1,0.789589036631469,1,0.781677747360188,1,0.792799178725068,1,0.599824012514666,1,0.789589036631469,1,0.837879676704471,1,0.776096662755834,1
US-SRG,GRA,31.7894,-110.8277,1291,17,420,Bsk,-7,13,negligible,FC+SC,0.76597163425473,1,1,1,0.76597163425473,1,0.90381266149304,1,0.943887063447846,1,0.965312720716294,1,0.96021952086194,1,0.976670424784274,1,0.97517448925427,1,0.965115309869226,1,0.964545011866585,1,0.960355515001031,1
US-SRM,WSA,31.8214,-110.8661,1120,17.92,380,Bsk,-7,18,CO2,FC+SC,0.51793890348195,1,0.884296211331468,1,0.51793890348195,1,0.865690322212681,1,0.907040263118704,1,0.933085973022728,1,0.922189233806191,1,0.933516899609948,1,0.933516899609948,1,0.932547314788703,1,0.858355064496402,1,0.900082066166243,1
US-Srr,WET,38.2006,-122.0264,8,15.1,326,Csa,-8,3,negligible,FC+SC,0.354303428154632,0.789930555555556,1,1,0.354303428154632,0.789930555555556,0.576692803306589,1,0.589274860199368,1,0.93701373693168,1,0.931300145878921,1,0.931269754437151,1,0.931269754437151,1,0.93707451981522,1,0,0,0.931300145878921,1
US-SRS,WSA,31.8173,-110.8508,1169,19.4,388,Bsk,-7,8,SC,FC+SC,0.641427104722793,1,0.773029317818846,1,0.641427104722793,1,0.779553102897559,1,0.78624087383071,1,0.788992984257358,1,0.898656741957563,1,0.951039527720739,1,0.945984485512206,1,0.788992984257358,1,0.84722935204198,1,0.904346338124572,1
US-Sta,OSH,41.3966,-106.8024,2069,5.1,-9999,Bsh,-7,4,negligible,FC+SC,0.344360067963522,1,1,1,0.344360067963522,1,0.484575285781985,1,0.486320607510663,1,0.491209820035369,1,0,0,0.72555682698198,1,0.711652045262781,1,0.724643711640487,1,0.407330351260446,1,0.725129165366344,1
US-StJ,WET,39.0882,-75.4372,6.7,13.5,1121,Cfa,-5,4,-9999,NEE,0.470389436308412,1,0.573930155289689,1,0.575541517532477,1,0.573530879689706,1,0.577024541189556,1,0.569324226047029,1,0.51035977583527,1,0.739287293054031,1,0.576240249832447,1,0.582585879903603,1,0,0,0.727765340025953,1
US-SuS,CRO,20.7847,-156.4039,203,24.4,334,Aw,-10,4,-9999,NEE,0.292493725758613,1,0.417436687200548,1,0.315765457449236,1,0.347079625827059,1,0.348020762035136,1,0.497390485968515,1,0.493440565822496,1,0.498944786675793,1,0.492157198266028,1,0.497404745608031,1,0,0,0,0
US-SuW,CRO,20.8246,-156.4913,44,24.4,366,Aw,-10,3,-9999,NEE,0.374163625304136,1,0.562918187347932,1,0.514731599756691,1,0.527980535279805,1,0.529482208029197,1,0.579189476885645,1,0.558679288321168,1,0.57928451946472,1,0.576072080291971,1,0.57920848540146,1,0,0,0,0
US-Syv,MF,46.242,-89.3477,540,3.81,826,Dfb,-6,20,-9999,NEE,0.265754049737623,1,0,0,0.384009240246407,1,0.393332192562172,1,0.509402806297057,1,0.572333447410449,1,0.677643737166324,1,0.6814681724846,1,0.379095368469085,1,0.629936687200548,1,0.664887063655031,1,0.379471822952316,1
US-Ton,WSA,38.4309,-120.966,177,15.8,559,Csa,-8,19,SC,FC+SC,0.467665807440435,1,0.377487692164786,1,0.377487692164786,1,0.713973456876132,1,0.889136593748549,1,0.899885630021829,1,0.884622753239515,1,0.976815405694116,1,0.975035994612419,1,0.899598253680739,1,0.974362547025219,1,0.983991105847383,1
US-Tw1,WET,38.1074,-121.6469,-5,15.5,421,Csa,-8,10,negligible,FC+SC,0.245032621589561,1,1,1,0.245032621589561,1,0.435880326672142,1,0.459895975910211,1,0.939610137786294,1,0.9455755543389,1,0.945301806734191,1,0.945301806734191,1,0.939610137786294,1,0,0,0.945450086686741,1
US-Tw3,CRO,38.1152,-121.6469,-4,15.6,421,Csa,-8,5,negligible,FC+SC,0.301194682820125,1,1,1,0.301194682820125,1,0.778363200403836,1,0.890469880531718,1,0.893782601379774,1,0.798281591788659,1,0.882287985865724,1,0.866891721352852,1,0.893782601379774,1,0.850906528689214,1,0.847267794043412,1
US-Tw4,WET,38.1027,-121.6413,-5,15.6,421,Csa,-8,8,negligible,FC+SC,0.409016370066165,1,1,1,0.409016370066165,1,0.681988649326945,1,0.834752167465207,1,0.856826089436459,1,0.860619153547798,1,0.863014772986539,1,0.855293178188455,1,0.856826089436459,1,0,0,0.863371263974447,1
US-Tw5,WET,38.1072,-121.6426,-5,15.5,421,Csa,-8,2,negligible,FC+SC,0.31963658322354,0.678819444444444,1,1,0.31963658322354,0.678819444444444,0.40590689503733,1,0.45731774264383,1,0.829874835309618,1,0.785682916117699,1,0.810331576635924,1,0.810331576635924,1,0.829874835309618,1,0,0,0.806626043039086,1
US-Twt,CRO,38.1087,-121.6531,-7,15.6,421,Csa,-8,8,negligible,FC+SC,0.386397546419098,1,1,1,0.386397546419098,1,0.644500165782493,1,0.695733863837312,1,0.937465461980548,1,0.790851569407604,1,0.964722866931919,1,0.893899204244032,1,0.937465461980548,1,0,0,0.927580680813439,1
US-Uaf,ENF,64.8663,-147.8555,155,-2.9,263,Dwc,-9,18,CO2,FC+SC,0.330297845373891,1,0.568662864385298,1,0.330297845373891,1,0.454781368821293,1,0.574020912547529,1,0.557376425855513,1,0,0,0.983003802281369,1,0.981299112801014,1,0.977747148288973,1,0.805776299112801,1,0.973647021546261,1
US-UMB,DBF,45.5598,-84.7138,234,5.83,803,Dfb,-5,13,-9999,NEE,0.460158422725467,1,0.483743874983446,1,0.731041418355185,1,0.931457753939876,1,0.787991656734207,1,0.942942159978811,1,0.948599523241955,1,0.966324824526553,1,0.878248741888492,1,0.943004237849291,1,0.818997483776983,1,0.941336412395709,1
US-UMd,DBF,45.5625,-84.6975,239,5.83,803,Dfb,-5,13,-9999,NEE,0.442354489471593,1,0.395307740696596,1,0.747715534366309,1,0.902041120381406,1,0.868039001456761,1,0.913571050192028,1,0.910827208316779,1,0.937769004105417,1,0.917034995364852,1,0.913575188716726,1,0.819204410011919,1,0.876775427095749,1
US-Var,GRA,38.4133,-120.9508,129,15.8,559,Csa,-8,20,negligible,FC+SC,0.549844778823633,1,1,1,0.549844778823633,1,0.691546245967564,1,0.875088382164479,1,0.908085310884264,1,0.731848512970083,1,0.947169561182553,1,0.923143422157409,1,0.908019024260904,1,0.894408170931106,1,0.959628684431482,1
US-Vcm,ENF,35.8884,-106.5321,3030,6.4,646,Dfb,-7,14,CO2,FC+SC,0.348434852040151,1,0.794188339199583,1,0.348434852040151,1,0.643380915134924,1,0.712855233998175,1,0.858065278320949,1,0.711743090861687,1,0.862151284056837,1,0.851131697301525,1,0.895030797809934,1,0,0,0.764816353800026,1
US-Vcp,ENF,35.8642,-106.5967,2500,9.8,550,Dfb,-7,14,CO2,FC+SC,0.392113968191892,1,0.53328689219137,1,0.392113968191892,1,0.484014470082128,1,0.540693032199192,1,0.879868172337375,1,0.68965503193847,1,0.89374755572937,1,0.867300547516621,1,0.919717931169339,1,0,0,0.824920968582975,1
US-Vcs,ENF,35.9193,-106.6142,2752,4.6,550.93,Dfb,-7,5,CO2,FC+SC,0.506990056559022,1,0.862399653347929,1,0.506990056559022,1,0.818509396095603,1,0.857040229885057,1,0.902983032293377,1,0.952050264550265,1,0.907874931581828,1,0.863072432037949,1,0.927225871191388,1,0,0,0.95040822842547,1
US-WBW,DBF,35.9588,-84.2874,283,13.71,1372.05,Cfa,-5,13,-9999,NEE,0.411756704577366,1,0.338203805110924,1,0.2255949873631,1,0.683871279135074,1,0.68822398904802,1,0.685319257231115,1,0.85603148694187,1,0.868602569502949,1,0.784106465880371,1,0.847712194608256,1,0.452769587194608,1,0.864399045212019,1
US-WCr,DBF,45.8059,-90.0799,520,4.02,787,Dfb,-6,23,-9999,NEE,0.316284271713685,1,0,0,0.525971610522557,1,0.498725350156727,1,0.547464587549101,1,0.63052513589652,1,0.696668055390231,1,0.69478831885093,1,0.727053822957584,1,0.65815329524263,1,0.669382117208269,1,0.619998115303734,1
US-Wdn,OSH,40.7838,-106.2618,2469,3.3,-9999,Bsh,-7,3,-9999,NEE,0.368461070559611,1,0.844491332116788,1,0.480687347931873,1,0.492035431873479,1,0.491541210462287,1,0.495019768856448,1,0.562252889294404,1,0.597532694647202,1,0.58268704379562,1,0.577117548661801,1,0.597532694647202,1,0.560827250608273,1
US-Whs,OSH,31.7438,-110.0522,1370,17.6,320,Bsk,-7,14,negligible,FC+SC,0.678226755910067,1,1,1,0.678226755910067,1,0.884210354787327,1,0.921086401244954,1,0.955819628387875,1,0.950303701862949,1,0.851175902652452,1,0.851171828851473,1,0.955607790736991,1,0,0,0.956279967898448,1
US-Wi3,DBF,46.6347,-91.0987,411,-9999,-9999,Dfb,-6,3,-9999,NEE,0.333580444038929,0.708333333333333,0.41638153892944,0.75,0.360838655717762,0.708333333333333,0.38957953163017,0.708333333333333,0.391347323600973,0.708333333333333,0.394236618004866,0.708333333333333,0.466925182481752,0.75,0.466925182481752,0.75,0.466925182481752,0.75,0.456774635036496,0.75,0,0,0.349224452554745,0.666666666666667
