DATE_ID,HOUR_ID,FC,SC,NEE,LE,H,USTAR,NETRAD,TA,VPD,WS,G,SWC,SW_IN,LW_IN,LW_OUT,SW_OUT
1,0.5,3.2037,0,3.2037,10.4356,1.93735,0.41758,-9999,9.2075,2.52097414964464,5.591325,-9999,-9999,-1.386475,-9999,-9999,-9999
1,1.5,3.21595,0,3.21595,6.82345,1.3984,0.41449,-9999,8.8475,2.62456946281853,5.3451,-9999,-9999,-1.075775,-9999,-9999,-9999
1,2.5,3.2722,0,3.2722,5.0335,1.0551,0.36395,-9999,8.6825,2.61554673628919,4.97065,-9999,-9999,-0.97442,-9999,-9999,-9999
1,3.5,3.276675,0,3.276675,7.579575,0.6754875,0.3599225,-9999,8.37,2.95368004706319,4.673425,-9999,-9999,-0.9703775,-9999,-9999,-9999
1,4.5,2.87365,0,2.87365,6.91795,0.4523,0.3830175,-9999,7.923,3.0954794438518,5.1403,-9999,-9999,-0.791465,-9999,-9999,-9999
1,5.5,2.268275,0,2.268275,7.026875,1.850425,0.331915,-9999,8.035,2.88885778867722,4.88875,-9999,-9999,15.48905,-9999,-9999,-9999
1,6.5,1.350425,0,1.350425,11.97,4.3487,0.3334475,-9999,8.5575,3.09378776523466,4.9353,-9999,-9999,85.29285,-9999,-9999,-9999
1,7.5,-0.086484,0,-0.086484,15.0637,16.0449,0.344895,-9999,8.995,3.05167772599236,4.935225,-9999,-9999,173.050725,-9999,-9999,-9999
1,8.5,-1.2727,0,-1.2727,30.194075,34.8087,0.3543875,-9999,9.97,3.8330132943473,4.999075,-9999,-9999,261.976025,-9999,-9999,-9999
1,9.5,-2.4175,0,-2.4175,51.636675,52.8142,0.39196,-9999,10.4575,4.02841047382188,5.4952,-9999,-9999,349.59325,-9999,-9999,-9999
1,10.5,-3.74875,0,-3.74875,84.494925,82.47,0.4037175,-9999,11.2,4.69342095011169,5.681325,-9999,-9999,492.82385,-9999,-9999,-9999
1,11.5,-3.79645,0,-3.79645,123.35115,97.67625,0.48185,-9999,11.73,4.91531061235583,6.71945,-9999,-9999,515.782775,-9999,-9999,-9999
1,12.5,-3.762775,0,-3.762775,155.120625,111.02525,0.5021,-9999,12.1575,5.5578331508253,7.008975,-9999,-9999,629.721,-9999,-9999,-9999
1,13.5,-3.39255,0,-3.39255,169.1788,125.96375,0.499475,-9999,12.365,5.62861537188635,6.8887,-9999,-9999,621.199325,-9999,-9999,-9999
1,14.5,-4.04155,0,-4.04155,173.98105,118.19905,0.47512,-9999,12.435,5.27886383922687,6.5348,-9999,-9999,657.995925,-9999,-9999,-9999
1,15.5,-3.39405,0,-3.39405,138.9143,99.30675,0.4534225,-9999,12.5825,5.76432295588521,6.6421,-9999,-9999,555.0615,-9999,-9999,-9999
1,16.5,-2.816475,0,-2.816475,131.8177,79.80885,0.45214,-9999,12.5075,5.44086069643734,6.96525,-9999,-9999,455.280525,-9999,-9999,-9999
1,17.5,-1.6143,0,-1.6143,116.16325,72.372525,0.4293075,-9999,12.69,5.73020713787212,6.498425,-9999,-9999,383.209975,-9999,-9999,-9999
1,18.5,-0.7433575,0,-0.7433575,76.0203,50.544,0.41442,-9999,12.35,5.86763494784402,6.3258,-9999,-9999,236.55375,-9999,-9999,-9999
