"","BR-Npw","BR-Sa1","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SCC","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-Brw","US-BZB","US-BZF","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Dk1","US-Dk2","US-Elm","US-EML","US-Esm","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-Prr","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Twt","US-Uaf","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-Wrc","US-xCL","US-xJR","US-xNG","US-xRM","US-xTR","US-xUN","US-xWD"
"BR-Npw",0,959.805917278847,966.723763069651,1984.95164629332,2125.94378166603,1668.62202182427,1812.40533049861,2422.7797767003,1724.50901956149,2205.70692316938,1922.67601935051,2068.84430194557,2369.57971374148,2490.733551817,2395.37129479644,2190.31405424515,2062.17524454182,2140.73137576503,2021.37079098587,2481.83569837321,2106.19675333108,2276.99309507527,2258.96904417872,1788.78736550545,2325.0084533807,1952.90359515962,1954.24991547507,2096.13363668564,1718.71068668023,1939.29579938979,2354.54083953864,2562.25835231299,2577.76460939864,1793.17733412531,1884.34299909867,2465.73806594203,1709.35387462614,2005.63130168803,2201.55889213957,1665.35467190954,1952.32602754116,1996.28367300678,1496.42940900063,2185.5484711848,2084.10050736683,2051.03134207397,1345.83573584611,2049.85877700282,1656.04107956909,2050.35948933953,2189.74617022386,2096.90904468908,1856.35825469806,1892.00548762011,1790.20524232883,1759.01228488856,1342.70387528411,2169.42420478034,1887.27927916189,1911.51759934744,1791.23611309248,2082.97395015588,1912.28458686597,1844.12754015872,1826.75952006828,1863.18585324494,1947.75044160613,2023.02359671248,3215.2248511986,1782.52108330201,2581.66147520552,1864.88052213617,1833.35004384932,2319.20293509239,2264.69456829913,1216.10265805563,1877.13231558641,1470.8966137011,1944.55439173277,1590.14364031892,2281.15740632785,1905.4728233062,1634.70838846747,1932.01386677084,2321.51866772797,2044.87280757668,4328.28680755396,2675.68257298229,1385.74717592894,2513.45925596465,2445.89023978833,1888.91893694126,2196.13983862245,2433.54678258834,1729.85070807863,1638.41805376963,2079.92539910132,2084.34975426269,2105.58599775635,2155.93424398443,1599.48619017895,1435.72835012187,2014.36951735807,1235.62376448067,1499.65963039875,1489.96821609108,1806.32106475072,1888.54252001438,2346.75706447841,1896.29067952019,2002.61229852622,2034.478132193,1913.90197096361,2331.57517487002,1931.78859931812,2999.3741353639,1808.41642085245,2598.57267691219,2201.86734510253,1519.94871460538,1512.22073548848,1353.8715166597,2126.24203676356,2029.2075219937,1940.96454807071,1928.09406854704,3063.09166542529,2561.31341948284,1005.75967675841,1609.10116188231,1658.55584197937,1910.94715887823,1741.16147344174,1818.59375518834,1890.94586135044,1643.88539846974,1604.14463525317,1953.45349186473,1988.22959251234,1765.5376425775,1555.53420783593,1738.58208972974,1769.05721582326,1824.86244184713,1610.54252282525,2023.97318109004,2004.79045903029,2133.78483274603,1978.00920906541,2248.45480804923,1962.78963077587,1965.09469401135,2586.94739939187,1696.41793547377,2101.47745830595,2163.12810104065,1903.85300380543,1774.35014336851,1569.00715103598,2105.83815060233,1727.77644164801,1877.74162921576,2225.96303514615,2336.49000291851,2244.08049739723,1764.23555478551,1211.73958360558,1295.97977052763,2157.41078168145,1943.59994370346,2216.68186035646,2058.88492787914,1813.85231145839,1724.39553656768,2758.85759183681,1736.09657075363,2145.20064821828,1481.84718028687,1812.78664522519,1963.5000711767,1924.30448741699,2446.33780082015,2641.20382043606,1728.13208878154,2898.47063384571,2357.5345726138,2522.98861005149,1889.42836544479,2809.18685021523,1741.02488206463,2100.81457137533,2489.65992540135,1983.14260943597,1640.30163926597,1808.54279937941,1730.4989573806,1912.56183568512,2065.50310122198,1741.19755487859,2629.79226577765,2316.53929038867,2498.49986481209,1848.37631098351
"BR-Sa1",959.805917278847,0,540.121526170917,1905.25285908399,1913.2431668146,1627.93499091087,2172.62261232227,1929.70342764749,2098.81420727737,1847.64678553109,2030.19962034812,1969.71186767454,1938.9899043364,2222.8784523633,2154.97025254762,2005.60251004828,1899.99475885873,2006.47998927287,1979.88402677168,2065.3077752704,1917.52909026393,2073.012729751,1905.17987405236,1865.70595129189,2052.02508568433,1963.18268140813,2203.88073095086,2046.56037783102,1717.79969531134,1586.62504387613,1870.01911730673,2095.88459903373,2117.77888026272,1881.84890292718,2075.1841653958,2494.3273512554,1460.48448073384,1855.48780006563,2365.55294757885,1875.20054742149,1943.81576618162,1982.59258778382,1504.97811848309,2301.93751014842,2290.87222469465,1837.49422430161,1350.46903734139,2087.68623188728,1646.25969733937,2082.00122215968,2138.96115495699,2170.09139099269,1734.76364521865,1838.90420039256,1793.80102498906,1754.01730758303,1466.26508312246,2294.34326785897,2215.91443244554,2285.48864408165,1926.05261852881,1576.6603908366,1870.38765511343,1880.13759514674,1853.15269512147,1929.50790188041,1907.57844686387,2280.00022057611,2795.38749029592,1746.56345240021,2000.11935716046,1954.48280993785,1538.41831756679,2405.38230381239,1920.81933312063,1479.06001389002,1504.11102646975,1712.89753418139,2251.07011733908,1776.22606274279,2145.40809687308,1998.44576561263,1507.91045341824,1724.25552745871,2223.53699043233,2076.27568278195,4010.17616765524,2241.96329024171,1422.05393928451,2045.10527408033,2028.05136503918,2245.51479647411,1812.94628150262,2069.87366421294,1750.44974751516,1526.72194440939,2411.34865560656,2361.97763616253,2275.79897532139,2230.97855719339,1523.1821895784,1474.42807423397,1685.69640399177,1127.85964825305,1467.2960622379,1601.50679466653,2044.28619168123,1974.9913371872,2081.01138689906,2142.86679966332,2141.11386513501,2107.38267970675,2116.54990312867,1850.98171752721,1584.41436228762,2779.2607410751,1436.34139010411,2315.40841302163,1930.39562024962,1352.30932808889,1051.22256381157,1295.66337017424,1645.12190356545,1856.36409191438,1799.5979917183,1798.37067878681,2717.09369163758,2024.94594701849,1035.59106611577,1548.22262322693,1785.27447969041,2081.28604474902,1685.87557579257,1689.92382813515,2017.49800608167,1867.39823921316,1827.10641317653,1999.14756726324,1838.85431038236,1850.65965880531,1636.28985260756,1767.75701932763,1776.40976794327,1866.22476903661,1765.59787488591,2078.85669429478,2001.36431939002,1948.2130957229,2038.9878397464,2368.57114026588,2229.90807024943,2113.27821064654,2507.41895743659,1534.70253720028,2291.07552759501,2326.3738386874,1850.96147624058,1604.50241270948,1065.64020284056,1676.43744872907,1705.6487029189,1995.04416514666,2250.83781694878,2357.07440995257,2333.41414982049,1404.69577846511,1117.76057915072,1087.79786366335,2273.21163385307,2051.58887589832,2230.46136598285,2029.1423770014,1867.71719971712,1565.01687259691,2306.74647491133,1790.23310561125,1867.55740256659,1393.67146312922,1648.96360760471,1890.12188085719,2154.44932761299,1949.75027196471,2145.18863369032,2099.40019653634,2635.55011061622,2179.41650576074,2260.90972558207,1641.51490612253,2338.07423384043,1950.18057829739,2279.15633674331,2308.93201635634,2190.54427953814,1560.10702858718,1873.61570161484,1830.16077605053,1538.86100515181,2325.33828796713,1762.96061265267,2385.06217968147,1883.35352835946,2030.37308619807,1816.96386888314
"BR-Sa3",966.723763069651,540.121526170917,0,2194.21631238157,2200.8448140551,1795.09058630784,2300.35076859803,2166.47802600123,2221.27039127762,2100.95919208671,2257.86113986286,2204.43889068434,2189.15460215857,2505.66919975179,2432.75842623356,2263.47507269416,2157.65263003884,2279.51755261726,2193.90603127677,2343.493682343,2152.11245927221,2338.64997487082,2175.88602388754,2097.90360797365,2313.87235071624,2214.26912725428,2370.1118935952,2238.52108971323,1898.51492680779,1728.1975995516,2121.13192838231,2350.62685698171,2338.96797367795,2010.21811582477,2214.51594503399,2654.38835795981,1634.75330989305,2004.00475742875,2590.34598861208,2048.42317169654,2208.12010708973,2254.53588184092,1756.15532012401,2570.14997968433,2430.06577822143,1997.43314657539,1427.35209448959,2187.9031908805,1878.40093289535,2310.48851948556,2379.04182141336,2403.77628883693,1958.29719627191,2033.78970748203,1965.30945165802,1943.90444386196,1569.967374793,2560.99319104175,2358.57329051633,2430.945263406,2146.81508505692,1838.75779396886,2124.21778154829,2105.77316406748,2101.64405831311,2164.55556325159,1970.53376812946,2444.34024531131,3037.40755658598,1986.25750373374,2230.25778355266,2198.51614565432,1733.46963267907,2648.46128492533,2153.55056031337,1615.46752385931,1696.95764026755,1866.50146029929,2403.3879671111,1904.62362109085,2304.23448854586,2214.94146556677,1713.00666275039,1927.56817555804,2329.13069649392,2338.8189651135,4252.44021507959,2499.79165692588,1590.45917796835,2292.399762024,2260.73865253939,2387.61388399319,2061.8675438073,2330.34161036956,1906.65791196253,1718.67612228618,2566.047568659,2554.32291477317,2450.43279198719,2428.7566598545,1800.84733005901,1704.05450216975,1932.01141507407,1297.46947278051,1644.84589131026,1850.90196965022,2157.50723753476,2083.01176497583,2319.43699994703,2253.99795690324,2300.98608963151,2291.45235939336,2224.78275052819,2084.9450665372,1779.26598215988,3018.11016494463,1622.65789539258,2566.31925402993,2127.69712432323,1461.3448658861,1182.30378659468,1373.622885343,1839.2244683223,2024.31455898532,1961.98581770105,1985.87026839726,2966.96462484755,2239.71747245638,1172.08398823894,1791.99916058463,1969.21462570065,2274.68149206367,1941.49145740791,1955.87369651968,2215.63177331997,2016.90163774278,1962.89818896915,2252.81768520466,2108.26735731867,2019.24075781798,1827.51306028095,1959.88362724384,1951.29069138146,2065.99906487527,1952.44746876168,2365.99398987012,2293.03928833674,2224.91538063486,2304.79161190821,2592.9685531507,2388.86490510324,2262.02298012725,2716.23790183076,1770.3910641527,2486.77886843265,2510.01176107227,2041.20845281223,1821.22407647667,1321.31892548386,1879.69102007719,1942.06883722749,2144.53677026707,2416.98955211672,2574.40945259052,2473.55464780447,1666.56084254335,1237.17358357098,1227.03005257247,2485.02290208439,2264.84736267748,2485.58665319076,2272.25630756094,2120.65933228483,1757.26619187784,2559.47481054068,1964.61458250492,2008.20808239332,1567.00825664378,1784.13283127906,2012.68046359222,2338.38157245683,2192.31436726167,2381.77329741998,2233.33349698204,2876.12157400904,2390.51802617782,2499.17234723248,1846.23611491595,2563.33903043929,2108.71382638819,2452.01612843701,2536.44374400157,2357.26866399531,1817.82048099686,2136.01929496876,1951.02972393748,1676.91013606122,2462.74276339118,2008.02966297295,2623.90329605233,2106.32394447401,2268.92303292137,2118.74454467747
"CA-ARB",1984.95164629332,1905.25285908399,2194.21631238157,0,310.638158347328,1105.95342265789,1113.82355408782,1189.60116341942,825.28366891494,724.238908546368,535.693543173708,543.45063964086,1145.73404638998,800.026092934449,699.370498776903,611.736637181878,504.060062561136,399.92678655457,490.386759988343,927.535458107347,684.384792145048,668.866906413214,703.159363735934,321.593924487391,697.700043039643,340.929952563879,665.99303225225,605.833819278826,770.940332602202,1416.49676152298,1162.54799689443,1261.78087176292,1207.22328762616,582.00733422276,1231.29710936332,1188.47836704787,1216.35477491318,1363.11590555753,990.370318634207,855.81902012771,687.746854408383,635.92399811547,818.013457087498,699.393173083695,1010.87704197892,1024.77175647918,1714.51131057831,1669.11188600575,659.205237363075,584.7182898497,609.682707738912,616.947316432991,824.114292759551,950.568769889926,931.158237195629,850.080653972419,1441.38209224269,663.038486196295,830.412722803684,969.114751620587,697.152891545007,1388.19183597539,819.011890895701,853.468444640312,832.207149484011,861.114328329624,1337.80203609507,959.228941797912,1973.62821627747,834.323241457748,1665.58014053661,580.738861729355,964.980272614675,1099.42375126884,1152.52036895083,1138.61109051052,1274.34371565021,1087.99136600164,784.129537081238,1146.82418285646,1245.22836192658,518.918404277601,1017.71669081227,1349.79894985565,1423.3142204838,659.094602410165,2879.73473892731,1453.88160394138,1104.24645799245,1200.29898148903,1331.42393290902,1005.78586215421,1054.58323360653,1131.11955930953,977.762153805638,1006.1245662541,930.049635084929,888.819470096106,996.03048539611,963.090892386901,754.452575612771,941.584674198799,1045.27847613913,1489.83194589839,1285.23705279165,996.280975685803,1229.90103935726,1121.83478281881,1313.44733752939,871.212568768995,1131.05931420992,869.973524285552,1028.85572890507,1324.08013763146,1027.70034091857,1642.74426086596,1394.99704461779,1606.1388741644,1458.17586811967,1857.9028028935,1737.98010622659,1405.34889555116,1580.62583026286,1143.10700943967,1051.56165769012,945.225115110174,1766.41824194257,1463.01661968846,1640.50268409664,662.966463614856,1048.84547911537,578.542865005422,909.39557635366,892.900816455741,859.685873796767,888.669867370902,1183.89148694095,711.139448021651,643.670622876624,877.065132642246,967.94509468855,762.368891423565,841.924355825404,781.791527453336,816.991665231016,466.49833763256,562.546812299583,682.936579105679,707.818175694562,964.83082815157,1239.16626396086,1186.62413928084,1274.04444525981,720.586536249971,896.974293707636,909.49671615096,826.085473760494,997.972602371356,1821.80074517617,1213.75932814094,1263.01368970053,1154.94276943561,1176.92243179848,1145.29556330114,1270.49196713072,1236.54773020059,1717.99757654025,1620.26147924046,972.260669914417,916.101537676145,838.663773183672,916.699218149326,645.218623685266,878.668275862444,1275.10569453834,1034.42478645386,1588.95621996508,1617.97471266854,1361.30073368671,1517.62591228993,738.572765156825,1031.66297574668,1153.20745924418,1327.14840304747,1419.96111183277,1445.22772288232,1228.93785473053,1075.09092135707,1327.50103809003,682.993316126688,955.963663756774,1103.67537915474,884.06191451049,811.831562075104,889.077557816683,989.013943266495,1404.22622087178,1019.19028176858,506.402781083967,1295.53322986658,947.808045167147,1082.09812231027,420.280171996937
"CA-ARF",2125.94378166603,1913.2431668146,2200.8448140551,310.638158347328,0,1263.36744783578,1305.44247525992,990.314994647119,1071.0316014648,576.662469060923,673.608740369374,559.69778100487,964.401516031379,625.738838060478,574.393677713741,551.605083298713,504.567282687656,392.795590883557,515.448194698459,679.194717506717,607.133947803306,596.881045449573,561.205081576026,581.22942168807,560.515873487675,512.763356085879,925.928273600299,623.046986940479,843.826763557541,1345.59583015877,983.426524877163,1056.06252879657,1004.20818869229,701.212214349939,1408.21401523179,1195.28452720137,1212.20058578273,1370.4656992326,1193.79495893438,1047.45788546414,805.933585402793,793.0994601784,962.571245209502,869.940667518797,1131.42694508122,997.046757710944,1865.88641541561,1786.33200963154,803.64905811007,693.173027791455,613.804981822776,757.858024244616,889.356395631558,1015.94871764276,1078.65652715771,988.779836761431,1599.78719179444,854.818604826099,1061.55849188727,1168.76255467789,877.127660633786,1240.69747396102,887.631250871662,934.826195110519,943.93675488977,1010.7339364454,1361.65748884593,1180.24127941908,1746.15123653704,957.823049882189,1435.31632823707,735.556094509942,982.783138672687,1278.27998636107,1031.32478771464,1284.18214567917,1220.78786504213,1244.60413716909,1026.79380336008,1264.77812542144,1209.26044922992,735.604086051454,1020.83770211702,1284.34089366822,1367.62641094405,827.327740877571,2646.39196591225,1231.13699818084,1244.92268252456,983.469699010314,1161.02910369629,1228.89453260684,942.252868543676,928.651421888828,1121.51162062715,1047.01298586613,1170.81310225435,1124.41656941713,1154.95627647278,1080.14808179526,845.02966962181,1105.97266093639,993.760497920032,1520.34261987308,1322.61505877854,1201.51793845428,1395.71890107517,1195.3550513656,1166.42470709889,1016.63279195917,1216.66367705962,907.674462843561,1115.95885765278,1149.56293971487,927.536369718879,1456.93760052114,1389.27256059049,1416.33272253422,1491.38833135149,1909.32581104863,1715.97820728106,1493.28701931924,1401.22834658445,1253.00457019706,1156.38836788319,1050.31402778348,1576.42692910685,1252.28422811015,1758.16783601341,775.266828161328,1196.05080437459,815.905770004121,1014.34181056514,973.833298790399,1094.19712812828,1085.86212052423,1345.03959257508,863.338260409356,710.87822433365,1027.91393265983,1146.25684804481,932.749309870195,956.700395903304,941.128848249411,1012.56412996468,689.124787962451,681.978537294709,633.466793753614,906.185320406194,1142.61490918383,1467.76536131187,1356.01004614046,1237.69383789413,739.780114557553,1086.38683130554,1064.06121758751,929.288787574338,1037.64739818409,1692.35648564761,1091.94780135283,1334.77060642722,1294.43051201241,1243.51915832157,1269.11419691658,1358.27242169854,1108.49979603632,1801.17456362329,1607.46223896772,1120.46472624046,1075.5426079984,949.063595457633,983.938114910463,826.269699264803,952.326217187845,1024.09740077704,1166.5857450447,1652.62795067002,1723.53040168674,1452.09120184867,1638.35274784619,946.850925283165,826.386202566026,904.085571316293,1535.49981278264,1243.83335293655,1384.445008823,1089.50453153236,1072.60552312547,1061.73352109817,918.654640510124,1116.01534335892,1028.90443269714,1067.01356980866,886.785044864488,1029.81499199501,1129.56867287284,1329.56201743389,1201.27621500961,663.859427720759,1140.35077245999,767.936525070039,849.182359604753,545.398433991243
"CA-Ca1",1668.62202182427,1627.93499091087,1795.09058630784,1105.95342265789,1263.36744783578,0,963.422244983206,1513.69401694752,1023.09668720506,1237.27751782726,958.071486935855,992.486756454857,1417.77013313318,1379.43357773447,1305.68799733672,1138.05165129733,1030.60125796779,1119.6028174012,1044.41832666194,1446.96028744239,1107.7560155171,1248.90920723115,1267.30422243073,971.98788941066,1303.29626391487,951.299071500847,1014.44518589327,1115.21332090708,779.128865489987,1361.93884341636,1207.72280641027,1434.06742603483,1536.99036237042,845.644938311596,1111.43408922919,1625.49236010001,1178.50631922342,1575.74071000312,1224.57477412421,914.053436926368,1148.33489539067,1120.32997404713,942.525213611372,1397.71444141826,1310.32046377932,998.212655202172,1154.83120844754,1485.86078295736,1152.9122751314,1063.98743368632,1218.84570742078,1241.02086060764,1176.83157392783,1126.87369136942,1058.23276562958,1010.61854803898,915.406817134044,1323.01752284465,1088.26591220112,1184.45861645874,1084.51679200662,1357.11100197578,1085.65712185104,1071.23364879196,1013.28170375511,1082.25787056639,1342.37256459309,1097.26093034265,2289.27991002119,1139.70933031648,1681.47642647907,1032.46848277368,1036.48929328827,1291.70946229694,1372.10155414482,950.570237563718,1192.25171633951,1478.15087121895,1079.81986009208,1377.51176257064,1427.59863398305,940.081090819126,956.298251415623,1384.78651701416,1571.35366955703,1075.89637442605,3367.7654566262,1700.91311656136,976.08204292054,1404.42177931465,1457.63213616268,977.411386574165,1118.91262615298,1371.93411559768,1055.63701997135,1093.65738636594,1274.52652600135,1255.67791219256,1137.98205693328,1184.62442145352,935.35862897525,894.549789256,1288.44597945514,1056.3149272137,1089.36072757234,868.517620108887,1186.56327137089,1241.44341227636,1343.2671022393,923.086100433324,1010.52577734586,1022.18602421234,931.033768061946,1535.02550049713,1184.16472742557,2097.54248428431,895.129543077657,1880.74204345842,1535.3560933095,1298.34637586898,1304.3157398533,1108.17031549674,1619.56341441413,1272.04306844669,1191.51134257382,1136.90263944447,2191.70907538275,1774.01133917935,1175.01747125276,887.276341127599,1062.73431008658,943.05974890696,968.058711164181,934.902944383726,833.690546335339,973.416697616025,976.51332907096,1005.93458739738,1016.31596833505,990.690749916777,912.65959648885,884.846002114988,975.612397468558,983.495846236308,919.1796971646,998.913115171515,1070.05037759134,1192.05448645102,978.294662128913,1228.43632145084,1190.29365505205,1149.48423866455,1635.44531752786,1222.86168086259,1141.14861438058,1199.16046977697,1188.00373416078,1087.01123143607,1634.70661036339,1332.63531325538,1176.21289315216,1588.46208872733,1404.94480633179,1479.43273239673,1459.1113393474,1230.98772755244,1143.20979580277,1123.81586665085,1190.54551874391,1103.93062407684,1283.47398771308,1173.82541842081,1040.53188540487,848.509082634378,1717.54505644564,968.607853498482,1479.69660032356,1229.20885835398,1277.65619330249,1491.68460507577,908.90856367483,1473.03507899643,1568.20422880586,1172.15215172183,2027.26556242714,1572.49091291112,1609.38751394695,1155.09977504184,1858.25443948454,972.537393421414,1225.88843649958,1570.52015278665,1140.46087394888,1045.91015015392,1209.27187935865,608.521658430689,1457.66363402519,1164.954542456,955.123580064638,1806.62530558822,1392.96810595079,1557.86202116391,1063.63525730207
"CA-Ca2",1812.40533049861,2172.62261232227,2300.35076859803,1113.82355408782,1305.44247525992,963.422244983206,0,1828.77994564306,480.900130533767,1465.30954620255,860.878560466824,1083.389182051,1911.45786642828,1552.9380346549,1458.73132196212,1256.49937715848,1152.57299835666,1150.87633512057,993.3898004904,1687.36363895896,1227.21056905385,1349.43147556697,1545.16112941917,878.602276113039,1431.27550088975,896.73522168674,698.692729137271,1134.81299070884,978.025283119972,1842.32347123239,1781.17847788216,1936.98592966934,1862.83865643695,793.220167517308,1175.37224061411,1595.63287901637,1642.6404284489,1659.70623367885,1091.13233477712,671.412666377851,1225.94197112864,1171.465953974,1200.24471542228,1136.78525891141,1090.41104727309,1288.66042967316,1422.92789399288,1492.42539122563,1238.81033235745,1068.20610443731,1204.71936941497,1057.19550294918,1270.34593178061,1172.07389370259,1065.34113945694,1001.61930541434,1071.05513773596,1013.64649598662,460.044991891149,524.560943194899,912.480361611182,1927.98664649734,1087.76634598474,993.497864517793,1018.8314570461,960.487700320132,1507.79664884253,865.420197925853,2885.38826831558,1117.45777651202,2354.98912483194,973.826295377077,1501.81145797472,1418.95651712574,1703.77922811977,861.579218996173,1723.66238354923,1288.89336816406,551.681154964555,1232.46311317706,1747.79247493422,861.274424723805,1389.53878514474,1870.25757634096,1798.20500938475,1107.6000560069,3631.60525697683,2045.0221517816,1091.48623381906,1944.16178842577,2015.36741474476,559.102235036182,1612.23242432238,1790.44846457023,998.805283383517,1307.14710215065,622.667223242863,704.2006179403,1138.70585095829,1311.44173494812,1113.02073489544,1102.20324475431,1641.41854949372,1594.63213339238,1418.12072407432,963.705756920265,868.7277357227,1289.95661806236,1861.75438058825,887.865795364866,1180.41528607662,1206.96953344884,953.192919672049,1920.36944712443,1549.95895156239,2385.5618339442,1666.40396206613,2414.69350898393,1899.36464628071,1858.21021001398,2097.18641625878,1318.62341752764,2182.8960559733,1405.86399263285,1295.77212037327,1215.55485353507,2506.28379607711,2189.04259311938,1448.63084245466,1000.99884278099,1154.17774671947,662.042853204271,1077.10641085163,1197.40880901801,918.301703041416,755.864790789128,781.102094627447,1103.91182635099,1224.41182733469,876.895023438357,987.831461422513,817.994521021899,1011.25686196735,869.126787732893,857.869887325948,852.649359306469,1126.25988848917,1364.05433377905,1049.59164256378,1197.64101885563,1116.59337047079,1284.37098292728,1714.59291562067,1422.84579326382,1022.53959500948,1133.06934515705,1200.65075739371,1357.78368581412,2395.72541742455,1704.34100729013,1406.4853419517,1495.0964619459,1421.85886900051,1480.80274744371,1435.44733218112,1797.2984228413,1548.54882180196,1717.1061291238,1163.34277280086,1049.3510053581,1313.93389571234,1350.51010061712,1074.5574874259,1085.2068588894,2055.16158861194,1165.48267882845,1768.22076325067,1583.09250330589,1515.86161137652,1457.7441116699,571.271442916742,1751.34726545959,1889.67410177498,864.138196512664,2275.12311603319,2088.9106320191,1937.70380667401,1561.17156217161,2108.27406251855,819.656286839131,1115.03838661671,1797.98858328875,1012.40544208372,1243.05498526999,1079.59646156833,982.536124561759,1896.59893487827,965.611112357047,908.235224815286,1992.84310570349,1684.98916880683,1859.61162777629,1017.05336427318
"CA-Cbo",2422.7797767003,1929.70342764749,2166.47802600123,1189.60116341942,990.314994647119,1513.69401694752,1828.77994564306,0,1796.09065937219,573.853088402274,1360.24080342676,1103.01946940934,729.257432967313,828.116277276432,883.378341831747,923.881530916389,987.894670868803,1091.83919982551,1173.06168665105,608.625271136136,873.413551104079,919.071028586206,668.65551155271,1337.20172731045,746.534402177677,1330.60877501028,1737.23623379692,1137.59258352782,1222.79171948594,1152.63401832551,609.025117517015,550.831370948056,494.973151711741,1290.04773031715,1895.168204067,1731.83278281847,1158.5298211452,1484.27602360245,1794.75256812667,1511.72100564872,1332.25874954116,1368.65913996435,1476.57940103321,1728.67443127153,1668.39038901136,816.864031011247,1927.08087797664,1925.29862715599,1228.7744300473,1326.2246939762,1250.79726271514,1497.33501314073,1199.76739820183,1285.02119060962,1393.91652684702,1371.63406447992,1718.4768715616,1770.53746306099,1828.03808914148,1918.81984189159,1521.10138083101,728.643100043295,1321.31202226276,1385.65274569334,1395.25068736905,1487.56725325007,1276.10533562968,1785.43680427822,1383.05946726933,1341.74538069275,820.995242035011,1405.44091145789,1047.58812659172,1838.85962088048,684.928541740907,1635.30475595521,924.491082327725,1849.38132757054,1849.50100491922,1668.03946850047,1062.74601094,1442.4014316638,1229.31799391128,1296.29890068024,1205.20418744804,1350.73050415917,2407.85425279808,836.581235455904,1445.09238143789,603.082611733211,791.624774803222,1896.20343514065,703.407899476972,723.638140563059,1351.79653303956,1042.72509205296,2038.80403294449,1995.47989177357,1675.08000191534,1554.88270659736,1084.85745863946,1337.88048294802,922.928035282527,1462.6566960497,1392.33033903373,1491.50555115129,1566.8278749221,1352.93444282101,973.012749016865,1516.75690402718,1611.04666405943,1290.96096736509,1402.97688838095,569.418612201403,669.000330284935,1376.15376447275,1362.08100212535,1296.63786767452,1581.3592141301,1883.04160695232,1458.03892713145,1471.62279089175,825.397833922304,1349.19564715961,1284.91619740836,1230.86046676724,1240.38563810923,574.08568776725,1750.42740341603,1188.40871821385,1649.07640511676,1632.87725720716,1302.70787989839,1262.98551486455,1667.94288424001,1594.85768918673,1619.3922438101,1443.76607720281,1092.26136656794,1453.41934243464,1410.40115412722,1314.78244739006,1200.33252389901,1411.28050977428,1391.39000223528,1492.10631595819,1304.20272741673,964.173402544361,1573.28496671492,1716.62722155304,2007.29546565904,1840.09094350075,1546.1557677761,1030.66492823024,1638.4036730208,1612.12130814311,1332.83305482401,1077.85611266183,1314.23412057219,595.889242949819,1572.49634766762,1837.02259756608,1671.31722273757,1779.4952162713,1817.53888787983,971.418236999817,1700.98916176093,1447.39836395539,1658.02647463374,1538.71543633704,1439.85238865861,1372.80464024468,1511.66683077213,1016.13158028641,666.6928521266,1614.62052182812,1471.90225787977,1810.7997840222,1469.96067958176,1705.78215084445,1690.37650307226,365.283934589204,463.891357687598,2088.9883752772,1083.2177643539,1307.36729238043,915.13774942218,1050.83876792323,667.148577282897,1584.89558591703,1684.2282670427,1079.8550042889,1624.74153742836,1082.82171342758,1465.88521065247,1456.86401543806,1028.84528166293,1744.11561394734,1230.18388743515,966.074760738254,473.961370751096,497.16812178813,1156.55681772856
