"","BR-Npw","BR-Sa1","BR-Sa3","CA-Ca1","CA-Ca2","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SF1","CA-SF2","CA-SF3","CA-SJ1","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Blo","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-Brw","US-BZB","US-BZF","US-BZS","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Elm","US-EML","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha1","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-Snf","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-Srr","US-SRS","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Tw5","US-Twt","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-xAB","US-xAB","US-xAE","US-xAE","US-xBL","US-xBL","US-xBN","US-xBN","US-xBR","US-xBR","US-xCL","US-xCL","US-xCP","US-xCP","US-xDC","US-xDC","US-xDJ","US-xDJ","US-xDL","US-xDL","US-xDS","US-xDS","US-xGR","US-xGR","US-xHA","US-xHA","US-xJE","US-xJE","US-xJR","US-xJR","US-xKA","US-xKA","US-xKZ","US-xKZ","US-xMB","US-xMB","US-xML","US-xML","US-xNG","US-xNG","US-xRM","US-xRM","US-xRN","US-xSE","US-xSE","US-xSJ","US-xSJ","US-xSP","US-xSP","US-xSR","US-xSR","US-xST","US-xST","US-xTA","US-xTA","US-xTE","US-xTE","US-xTL","US-xTL","US-xTR","US-xTR","US-xUK","US-xUK","US-xUN","US-xUN","US-xWD","US-xWD","US-xWR","US-xWR","US-xYE","US-xYE"
"BR-Npw",0,25416.291,29050.1055,56408.9334,60953.98495,47256.95128,54288.1244329999,49548.786,52371.238,61900.6674250001,49383.43,55882.228,58827.028,58173.4745,64286.349,57370.8425000001,64835.784,67483.084,56809.666,51432.877,56029.8684999999,61721.7538950001,68441.475,52381.3605,56831.3045,55095.5385,61530.0059999999,59534.847285,70336.13155,56278.4271015,51269.879,46821.7295,47894.4455,45473.7125,46048.8440000001,58292.255,39228.068249034,30475.6495,40646.8146,39426.6321,52678.997361869,60172.9425304,44868.7394999999,45102.4225,41176.240665,95718.998,57656.6199999999,43046.95532,40032.174264,40804.3171145,50722.15,47882.1199999999,41599.2785,68109.3509999999,77248.7385,75894.2834999999,45340.465,58870.5,48910.4845,49432.9315,98591.491,72613.912,75978.5524559999,74218.4970000001,54606.2449999998,40444.9,60227.3571338,59167.7223261,60999.87473513,61850.7291661,43409.8899999999,39376.6003500001,43766.0575,48208.8209999999,46306.32713815,47603.99187191,51189.8000000001,54504.6711921,48626.707,42158.5019999999,30934.174,77933.3482230705,26709.815,81958.2375163404,47879.6515,61863.2949999999,29494.5975,30371.2895,52317.22,60640.8305000001,48984.561806625,43151.904,38796.0249999999,45708.86,46498.4169999999,45302.28386882,53302.5547161061,47307.3385,49009.5695,49727.115,47271.955,89035.7725,88009.7770000001,91894.8010000001,92735.54471215,43256.52768385,37021.454,42403.876161847,37026.927776606,43935.845637594,28392.799,28536.51832877,58504.5415,31004.025784,34424.3515263,52674.6011516999,46759.2644999999,45910.4435,45033.7975000001,45024.716782358,41879.8475,41590.872033401,49539.9990635,48658.3395,59427.9432800001,46051.538698,37106.5054309,34941.4639716,35786.543743,36972.591383,42008.8,42601.42,43339.335,42434.24,44042.79503342,26923.9184764,46751.735120571,38001.9295,57275.768145,57517.0875,55277.2406619001,53446.8675,53638.5505000001,55169.95450525,56565.50525,53436.846581203,53165.8313614151,55065.214895565,51651.43473996,58244.4261378,56113.9655499829,78961.1411993026,70542.7435,56397.7058867,58768.3628600001,51048.025,34958.84,32775.325,43104.1249999999,48151.1725,45771.04840495,46765.4368029,53432.205,37203.0865,30729.7355,42674.291,40460.959,45085.0455139999,43376.1011804999,37787.9595,44360.5355,42410.5975,29143.44,31551.568,28778.4345,41102.201,44767.5572,44080.2869000001,39844.145995,39531.39257798,41986.1870190725,48927.2853936,44075.551,39878.033293,42675.3478735,41832.8642355,44752.4923915,43859.725073,48784.12573,50346.892105,44008.7371,52948.05315345,43187.00666695,49660.632268755,36517.692,47951.7672711,54654.466,43813.6602251045,43865.20477185,49289.6037501951,36485.81,44082.8714534671,52678.8,52849.94,39309.805,40017.78,34046.575,34138.45,75462.28,75749.455,43499.225,43292.935,36575.1,36579.13,46392.57,48726.84,62367.675,61977.04,68039.075,68057.425,35770.12,35837.85,29279.75,28287.055,37092.92,35798.92,46357.315,45220.92,37930.63,37069.495,38391.80125,38412.3687499999,42725.29,42566.6,44015.765,43610,49025.6362499999,49494.365,40478.09,39850.255,57351.4300000001,57174.6300000001,40520.295,40189.155,37448.89,41186.8799999999,41263.18,45330.6475,46126.6749999999,43935.99,43376.735,40675.58625,40309.75,52915.025,51285.9400000001,39905.625,39106.535,43494.0667500001,44240.5425,90072.92,89424.475,51576.975,50874.83,42425.28,41306.655,52165.16,51537.915,60045.445,59773.2949999999,49400.35,48415.785,49337.225,49623.315
"BR-Sa1",25416.291,0,13981.949,42528.992,46141.91365,37499.538125,41203.160223,39367.7445,37475.778,48516.98682,39839.524,43765.3010000001,45581.8810000001,44938.3465,49296.424,43525.072,50464.1445,51804.5979999999,43304.5104999999,40476.503,43257.0655,47112.161905,53508.7430000001,40816.4455,43839.5195,43024.4105,48700.0105,46076.958725,55612.50255,44618.9555065,39509.3245,36094.4650000001,37587.549,37514.9985,37252.072,44302.337,36884.5731146606,24664.5105,30499.12865,29956.51875,41834.4452086791,44994.18957825,34046.876,32057.4145,31167.80897,81164.9315,48507.7555,31432.6154849999,33495.0009625,37353.3509835,39384.928,41232.1869999999,35486.1635,52726.2955,61751.776,60043.543,32230.481,46526.4015000001,37274.4565,38097.0155000001,84253.895,57168.87565,61345.629956,58070.3605,40371.3575,30494.3815,47145.8461978,47592.75914095,48296.78956873,48859.1555519499,37556.0149999999,41078.721705,32287.628,43679.4185,33122.4593346,40051.90421941,41222.3935,41068.1137220999,41921.6099999999,31810.1245,34013.6815,62345.0764208626,25589.837,66306.6704638135,47294.2125,48276.4725000001,22662.752,26733.964,52760.8610000001,52535.6045000001,40033.3795109999,28636.847,27722.832,32063.2215,37062.784,32387.818968405,41687.6083259628,34664.4285,36210.0605,35366.97,32720.5765,74317.4815000001,73058.9820000001,77890.9790000001,78072.4765956499,36068.0801252,36022.7309999999,31135.024408312,28371.5530094965,34907.79641216,24453.0375,26838.1477164301,46122.3525,28044.640571,32939.8246321,45323.2589833,37756.6015,36695.853,33750.0425,37473.564635788,34306.5895,36015.6067404915,48574.4992867,36289.285,62706.0354600002,42558.469388,25951.0967514,28405.2413767,25911.1964735001,32200.7065645,31751.8985,32000.2065,32920.5455,38700.9075,34757.99649395,24297.030023,37050.2339145325,28308.0275,45171.994855,45007.366,42718.85466795,41215.093,42669.3255,45276.38749215,43635.8845,40073.953133546,39265.094576025,41714.758002705,36814.796659195,43692.0698548001,43138.3497705175,63834.3849687086,56804.411,45599.8125375501,48604.953238,41971.9,30199.6735,30597.088,39456.4335,35530.028,36876.1963543,38370.7523583,40554.7765,27145.5205,33899.293,30827.07,31534.032,43893.9185295,37000.4899865,32503.062,40422,40103.8724999999,23425.848,23205.1965,22702.87,37415.474,40153.31935,42015.3330999999,36832.3253374999,34813.092130605,32526.6978586695,37827.2369799,38565.274,37909.3200405,35941.3186905001,40885.8077515,40664.1127235,36278.640277,39029.52434,39633.873955,35511.6979,47847.46296495,43726.51841235,49627.4422637549,28542.1045,36882.9000304,45211.8755000001,39867.226292587,42133.15332135,44868.858606425,28302.531,33917.0703497978,39114.3909999999,38948.4044999999,37083.233,37716.2945,25627.963,26154.249,60397.5435,60637.486,30995.726,30534.168,34378.331,34547.976,37385.878,38221.726,48595.073,48680.235,52828.2005,53157.9265,32011.7885,32089.244,25279.731,25063.927,27978.9765,27182.554,33085.6155,32542.233,31957.4505,32710.24,32810.67425,33245.07975,32954.4085,32747.829,35593.462,34585.8835,38671.88475,39376.098,30859.557,29946.503,44080.681,43784.85,35520.1085,35520.342,30895.329,33276.8975,33721.2045,42292.7520000001,43791.1155,38951.284,38225.923,37214.1965,36319.74225,40529.756,38984.5705,35945.517,35216.4145,39823.75525,41047.814,75931.3194999999,75372.1599999999,38718.15,38516.8765,34301.177,32662.2385,40665.0340000001,40119.899,46765.1794999999,46818.9245000001,38838.129,38346.9395,36713.1195,36018.302
"BR-Sa3",29050.1055,13981.949,0,38917.4856,40461.50495,34078.9804,36513.960453,35921.2675,33419.6435,44924.7131235,38380.8845,39242.017,39691.0095,39498.936,43095.3425,38555.152,44661.7005,45606.7514999999,41115.6814999999,37361.249,40615.039,41045.50459,47271.8415,35976.4505,40464.2135,38873.8875000001,44538.9979999999,41971.743465,50386.0125500001,41157.3238515,35752.948,32782.6125,35061.1285,35477.841,35055.313,39375.3804999999,38924.354807136,25143.292,30309.19355,29784.0646,40857.686624735,39204.52888375,32588.2865,31243.2415,30396.08647,72641.7955,48533.9535000001,28454.15809,32478.6451755,37936.8430365,35874.1995,39621.5595000001,34162.475,47126.47,55696.6259999999,53652.4395,28565.15,38659.0735,34080.713,34526.0395,75316.2725,50385.3603399999,56041.362256,52156.712,34907.3895,29719.9435,44026.6562831,44665.2552924499,44743.356220795,45474.5368716751,36931.0480000001,43683.95148,32055.0525,45464.5555,28832.944415,38463.48431891,38489.9105,37677.8583032001,41881.9595,31296.654,38296.759,55126.1644510925,28267.234,59571.1236681265,49224.825,46296.3725000001,22154.9855,28326.06,54943.0889999999,51831.208,38784.377369375,27324.117,25223.886,28329.9455,36187.372,27642.412713505,38106.2766089956,30434.953,32863.7995,31415.565,26928.521,69343.101,66829.38,71346.992,69714.5828551499,37190.6654566999,37467.85,29688.444936128,27624.498006174,33515.037897421,23567.5775,29849.09487668,42872.083,29209.14724,35652.0865735,43614.0714666499,34964.385,33767.6395,31386.8505,36301.018325913,32236.417,36639.1650271585,51780.00882135,31715.6605,65916.7494600001,43927.6126655,24841.248151,29133.2100194,24479.5278455,33082.7782645,30451.2785,30006.4205,30936.753,39580.3475,31465.979720485,25300.1262438,34224.9169036305,26957.18,41764.213625,42389.2185,40159.7832677001,38479.7605,39694.2149999999,43312.2082620501,42093.81935,36950.0730469035,36206.476519965,39102.391701915,33612.88273733,40366.9934543,39850.5435572,58916.9401856735,53383.7389999999,43558.13972665,45801.210954,41864.383,30531.734,32659.318,40268.458,33034.4515,36534.29949585,38187.3927172,37833.4565,24185.7,38048.0265,29869.1905,30603.515,44028.1510015,36380.310662,34568.692,41714.7865,42082.215,22172.8515,20654.8515,22064.115,38175.491,40121.4672,43655.6457500001,37591.917346,36096.92157683,31121.4876482101,34149.84278915,38921.367,37366.9100975,34140.7317494999,41138.7575749999,40808.7776805,35615.238361,35849.05549,37016.20056,34369.96345,49043.02153385,47800.43239005,51986.5046476051,27190.975,33063.54445715,45133.862,40873.4152903385,44254.02046605,46486.91306028,27033.3535,30279.5069806171,33530.0735,33140.2635,36779.41,37383.732,25252.142,26045.807,54485.92,54669.62,27505.599,27039.539,35857.4355,36147.5304999999,36851.4985,37485.5585,45263.3469999999,45401.208,47375.9405,47771.6255000001,33270.8275,33122.1305,27601.7575,27489.1025,25951.9345,25426.9645,31117.0825,30795.3475,33380.6615,33390.9015,33850.41375,34079.68425,32054.4875,32009.2875,34358.7185,34199.8485,37062.80875,37861.9125,28353.789,27471.393,41226.775,41417.1299999999,35221.236,35398.738,29045.3435,32842.1655,32913.6595,42644.846,43474.1135,38776.6144999999,38138.9545000001,37336.59025,37272.466,36694.8155,35043.049,37069.0715,35919.7165,40669.6187500001,42199.9830000001,69126.6095,68625.6445,34597.2915,34350.0835,33146.472,32130.99,36915.6875,36620.8705,43153.1625,43241.1235000001,35232.231,35097.141,34135.0465,33288.6575
"CA-Ca1",56408.9334,42528.992,38917.4856,0,17905.3437,17665.18273,16244.754224,15948.3117,16511.0618,17959.5490515,25046.3637,18179.54165,18803.84355,19133.7922,23858.3068,19204.37515,22377.0738,24754.536,17818.0157,16935.14765,17345.69865,22019.937565,24973.4557,17743.2825,17398.2698,17782.7558,18452.375,16601.15057,24420.79565,18234.8756815,16639.927,19154.1654999999,20732.1149,24895.1946,22595.7789,16534.1275,45054.726946972,41974.6832000001,30466.64705,32851.01685,33497.3309938945,20683.23610245,24773.26195,24522.35445,29906.221865,51722.9098,49364.2142,20672.148045,29205.296792,38987.266677,17480.4474,36712.1782,33753.05585,25396.3657,33343.83715,31986.81015,18207.0398,33908.5767000001,19591.4327,18982.5569,55017.0284,28680.84211,29029.744017,29103.7277,17021.3675,28288.48385,17712.105355,19466.0662096,18357.04328747,19344.93134475,39117.90115,58731.136855,26116.6412,47840.35565,24058.8993756,28327.22792159,25200.0048500001,19203.5460823,37016.17925,25473.8804,56123.1659,34220.4740590295,47511.7354,37992.3621574435,61626.14435,19238.8801,41189.33485,42945.2357,67727.6834000001,44703.6442,38342.796443375,22748.27285,27438.132,19139.76385,28157.0182,24286.47494268,16488.2215648626,18747.3458,19246.5068,19895.89865,20599.8105,46094.24355,44820.4579,50436.1545,49991.5848223,41092.43953945,48149.52385,27641.079519037,30941.280323241,28834.388929153,43592.0965,45981.509540045,19318.43995,45767.1974819999,49469.660911,35508.52885165,21171.7847,24110.89145,20006.8603,26896.209018164,28178.9717,37726.5351509325,60715.0016937501,20822.2719,78476.81132,45967.6361604999,30213.9965644,36126.8730866,30511.2885845,36194.066493,25974.8319,23475.3414,22349.8374,44384.05835,23028.69904189,45855.4939556,23682.683743815,27574.5497,15902.668925,15787.9217,16619.199276,17008.7721,17241.3819,27857.86318335,23844.1187,17172.297298562,18548.59109935,17044.655461695,17996.492260475,19362.4865733,19420.0819336335,33850.81712724,25103.6591,24793.1453118,27235.8172715,40188.16785,39764.08485,45294.72835,44927.5577,19253.76665,36985.5543816,41186.2785656,17521.5592,27456.42405,54363.5457,23267.2074,26835.8757,46575.4969199999,31586.106595,39756.38115,46194.1414,50013.04615,38575.7439,36022.1555,37413.6682499999,48057.3553999999,46384.63095,53188.06935,40245.8066835,44031.326170105,26925.1798878345,15310.7835725,37009.84925,41771.817258,30845.3731405,45874.161123,43238.0070115,35046.376507,19720.56889,18691.90079,26462.85755,54385.53915705,58664.8744693001,63175.184631635,30044.965,17005.31783345,29801.60105,48863.489154688,52707.93877005,54576.707775105,33227.2545,26285.3668448035,19842.65905,19833.95275,41663.2412,41444.32315,30523.6462,31000.01535,29183.2834,29489.33645,23770.6274,23054.52565,46281.9532,46261.3197,26552.45665,26980.4941500001,19376.28385,18921.35805,23191.12015,23807.89775,41405.6042,41541.58185,45893.5807,45266.67115,28954.02985,29678.71535,22969.39235,23579.5198,43503.38155,43815.4065499999,40357.7606,40854.2396,30176.257,29861.83235,31343.40035,31720.02985,30446.1715749999,30236.6330333333,25352.48125,24802.1067,18234.0109,17864.13835,42107.92705,42275.5804,30180.486,32723.0824,33129.14985,42894.9931999999,44573.4574000001,40848.7525333333,40659.0117,44236.1522,43952.33095,17300.4737,17427.6948,41355.64535,42147.73985,51797.5716000001,51970.3830333334,46164.00695,45134.6333,17758.4139,17938.782,30521.5334,30402.55255,16763.16,16918.0765,17843.54855,17607.81305,25752.65075,24414.56095,18283.9279,18355.6456
"CA-Ca2",60953.98495,46141.91365,40461.50495,17905.3437,0,24516.71739,15837.674124,21897.94125,15833.55375,16421.582286,32085.3992,16114.131175,13898.937075,14430.47765,14400.088,13829.32545,13836.302375,14610.2591,21493.9188,19166.96985,18582.7816,12425.312845,14703.04065,17103.2769,16937.85335,15514.7035,14534.549575,12724.397165,15701.02245,17633.0222875,17157.51645,24868.19515,27105.2431,35412.69945,32031.51885,12921.671125,54991.0397214364,47559.0367,36387.6831,40236.1106000001,39986.9561353626,15975.6569738,29244.7835,26362.8795,34977.65238,36416.571775,57313.0539500001,23478.38036,38404.9356269999,50621.0621555,21377.0636000001,48464.4337999999,43205.7245,15028.154725,20809.3738,20178.72725,20378.94825,34535.7306,24022.09545,22559.65795,39402.4560249999,16195.230065,19431.8192720001,18124.603,14782.9289,34892.9185000001,18537.788692,20291.4873821,16201.05107373,20829.477401875,49609.9105,69816.1275,29610.3391,60489.0270500001,25631.43754565,35865.04123109,33292.1793499999,18719.8718788,46563.3501,30091.66585,65511.3447999999,20686.2902782565,53394.8307000001,24272.62650519,73292.4731500001,21684.7909,45197.17125,50221.6428,79910.958825,53095.76835,49608.620530625,23722.3379,32018.10255,20241.49645,36940.3656,24405.53729092,18132.5083820404,18129.10335,18398.7071,19610.55675,20163.63785,33296.85255,31711.52285,36767.304,33894.07972295,51789.33738705,58615.3424,32021.0387632371,36310.727749835,36013.226980338,47298.1347,53668.146538565,21255.0722,52769.3109719999,59292.46940135,47171.96448165,24763.491275,31521.43035,23526.873575,36640.8374314141,38041.38945,48477.424656179,73310.8226945,27244.678875,91006.5481799999,58142.7788645,33271.3091949,42727.9457454,35964.5057385001,43325.5770550001,33810.50855,30391.54405,29788.89065,54624.2462,29790.09526361,51950.9654830001,30246.523072994,31594.8392,17456.422385,17597.00875,17591.7908401,19995.7379,20580.0495,35594.3936886,32212.549,18516.3488752915,16465.96054078,17472.30940047,14316.43659317,17549.3772204,17254.2082643635,22465.6962921475,25873.377775,33346.5887546,34179.1307105,46483.7794500001,48919.7881,54078.8322500001,57161.2484499999,21881.28785,45664.5359368001,49851.30385455,19374.25105,30450.7666,62043.0444,29833.6923,36796.9943500001,58777.6952445,42622.2467565001,49608.4665249999,59043.67345,62458.086775,42058.74595,36990.6545,41246.8747999999,58377.910475,56037.397225,64510.731725,50818.5690175,52750.578337655,30262.5653448018,18069.0441622,48348.10175,53580.0930135,41113.466013,58848.1911695,54107.154517,46089.1267385,26344.48618,26053.99049,33669.21315,65579.61761085,70250.2013473001,76051.2881066751,35907.4040999999,20246.30631085,39561.3572999999,59597.0543346545,65136.22759505,66066.999836815,39279.464225,28829.2319876869,19399.543425,18744.97175,51184.051025,51464.5052750001,35383.608025,36234.720525,17630.265125,17664.684675,27959.6822,26856.6911,55482.119,55628.355375,35088.2685,35287.4987,20727.01895,21267.4183,13684.82775,14344.4428,50603.85345,50758.9952000001,52463.2868499999,51956.2881500001,33647.19875,33833.4921,27928.62285,28032.5881,53079.69635,52768.3326,51131.52255,52463.2863,37244.742775,37386.4117749999,38953.4462749999,39488.25885,36932.1498999999,36551.57165,29773.28625,29032.5763500001,19324.0642,19837.7502,50253.4516,50799.94725,37750.7248,41598.5443999999,41789.41075,53985.26045,55740.2316,52948.0167000001,52629.9517,54644.356125,54751.359125,20380.101925,20142.480875,51999.9133,52619.9083000001,62356.6863500001,63474.68185,32582.63385,31791.48795,20454.9582,20610.01815,39912.84605,39481.48835,21317.4134,20132.7209,18150.02295,19092.35495,30906.184,29824.18305,23423.94095,22515.8327
"CA-Cbo",47256.95128,37499.538125,34078.9804,17665.18273,24516.71739,0,17708.445874,11593.58241,19619.3329,22518.333536,20928.72563,19127.35136,22444.80408,21211.781675,28481.22159,21433.75793,27166.121665,31173.240665,18412.833805,16574.207705,18124.484605,26288.69381,30067.352575,17708.544825,18180.542105,18540.261615,23690.73355,21148.593155,31683.306885,19153.1867075,15862.956625,14316.1847,12518.537555,16340.04782,15607.90677,21470.076695,36241.263273893,31006.029345,23425.39883,27136.773925,28739.859221441,23653.825349,20877.043395,22778.45221,22575.43439,61260.98676,43082.0370650001,18983.516705,21407.462877,29719.903895,15852.375705,30019.1990699999,25108.625,31340.83157,41598.7714149999,39891.688385,17008.322745,32561.5328650001,16754.5175,16450.411945,64557.0990450001,35995.79754,37181.282509,37756.895185,20243.28563,24069.61581,21397.5429437,20776.0369198,22638.28020757,21492.445261425,29456.1125,46351.701595,19668.122875,39611.924725,19940.2671866,24604.50861659,20918.666125,21503.4577091,28472.14808,18934.978755,44382.81828,43068.797600294,37345.99263,46453.223122457,50866.3576649999,21504.75071,32847.803995,34273.15952,56743.4284350001,38327.00403,31598.393387125,22057.59894,20946.916635,19033.505705,23519.99932,21417.89616347,17788.6765033224,17994.38747,19266.4202,18083.040695,19378.940385,54790.663475,53700.2523049999,58957.1335950001,59223.5003689001,32497.0723793,36677.576155,20296.564828957,23747.6298203335,23382.268570047,32270.18032,34327.59641339,20633.08283,33767.186993,38569.62054735,27645.66750665,15547.336145,18371.17405,17019.13916,19332.610273529,20866.27511,29131.2448222075,50884.4314064,18987.11268,67407.587935,37306.7535955,23670.3180532,28039.6160665,23927.2348485,27411.6233105,19204.259975,17342.96618,16706.30449,37030.0246100001,15822.145810195,34747.0976188,19819.789873372,19806.09287,18509.00366,19083.63325,16931.3005591,16064.753645,17573.36901,23798.8403532,21700.54343,17864.895927745,19424.40198784,18911.69975417,20731.25407662,22004.3206789,20407.629598218,41862.798021427,28307.382545,21670.9970146,25156.7511525,32759.16353,30983.907945,35502.275795,36869.57459,17380.990755,29883.8829259,33198.4753857,20677.03227,21325.786965,42270.249015,18188.778055,19884.260945,37345.633855,22904.172252,30090.061925,36360.287615,39652.093215,30096.412155,29883.9222,29652.39247,38502.72259,37451.223855,42035.9469699999,30745.531131,33869.017473655,20853.6224946397,15918.2784297,28829.711045,31967.219839,23969.8520805,35012.1443275,33046.2930155,29763.750277,14609.804165,15181.49344,18366.97628,44870.7857258,47275.5262117,53329.207753485,22693.86069,16633.1546588,24062.35785,38839.0107017885,43779.4535184,44649.283319445,24035.01497,18769.9615236892,20838.343805,21736.268535,32526.65793,32334.09108,23197.11556,23664.349325,36838.8003999999,37241.6125099999,21414.93588,20844.182155,35689.42803,35862.67781,21563.491765,22002.38217,22957.400895,22516.815,29746.17454,30034.53598,32940.621745,33014.460085,35293.30232,34110.04651,22184.056985,22763.48156,21241.71071,21089.696755,32449.27139,32695.62882,31132.3985583333,31723.0300933333,22424.417675,21181.115925,23947.92251,23918.09403,26292.61369,26259.753035,17997.86887,17617.456755,21000.905985,20966.780055,34734.316635,35017.476415,23596.6356,27214.408315,27256.32687,35959.729665,36427.620315,35120.41374,34701.05883,33981.94728,33458.5799116667,19099.811505,18279.486585,31562.86043,32754.699565,43310.5105299999,44072.1183766667,55236.1901099999,54061.7376699999,18348.326175,17769.509645,23844.9828,24649.796625,16911.63813,17388.24264,21461.292165,20983.88968,23260.49529,22550.427845,18643.311375,18071.606205
"CA-DBB",54288.1244329999,41203.160223,36513.960453,16244.754224,15837.674124,17708.445874,0,18019.111838,14646.859903,18297.044313,28071.283543,16450.566448,17099.3601,16107.005538,18145.385624,16542.110999,17814.393149,20077.504558,19802.624423,17995.020528,19178.438823,18142.132468,20979.770973,16381.377098,17764.422829,17296.076468,18924.813507,16622.251438,23502.19542,18102.6781945,14470.074863,18189.516512,18690.805348,25210.217574,22353.455704,14846.886633,45877.914395655,41584.149363,29557.176277,34023.563384,36729.68857471,16295.6832309,25609.612932,26325.146377,27670.327977,47717.507533,52437.683627,20912.9976330001,27147.117785,38037.144239,16277.117883,38656.287088,32052.837863,21347.838063,29819.705213,27895.434711,17243.501623,30987.983952,18049.074369,17579.484709,50992.814066,25865.272651,27914.416785,26892.335653,16430.075734,28104.527883,18867.4321168,19503.28369395,19307.78498413,19954.140906175,39071.089382,57055.9417280001,26952.651432,48443.981128,18557.36953805,29045.66861959,25501.675662,18268.7587863,37890.6170039999,24308.687443,54436.6813779999,30837.097646974,44249.444278,34193.2288842725,62479.1458070001,22744.7464140001,36417.870078,40105.8532069999,68428.3533369999,44989.0392880001,39204.843545,22452.836468,25248.229813,18226.058373,29073.200373,21319.113183045,18024.1808463181,18562.180678,19783.359603,16282.132963,16739.846638,43641.952103,41781.506398,46243.209498,45452.7087436,43583.72852535,49190.070198,25196.184660644,29902.1852237185,28316.701805654,37298.895184,43693.85188258,18428.416957,41896.620233,47280.47104125,34597.62604035,18583.882643,21655.026521,18631.151116,25148.135173568,29330.268698,36937.057590994,61124.0412199999,19843.160404,79636.234657,45792.9374665,27688.8859239,34047.7070442,27954.9506845,33742.883664,25237.475159,22455.622534,22366.682634,45418.089163,22408.462539805,41757.3664813,23535.390608621,24727.042848,17533.149958,18677.389416,18918.84187965,17254.83369,18848.445699,29888.788086,24710.226568,16475.29386426,18023.83827733,17004.980803755,15905.247636105,18058.7972197,17017.758315406,31953.1765660075,25941.948054,27629.8702591,30935.9890665,43025.6883029999,38757.614543,42431.264108,47035.559673,19606.525873,39260.82613395,42510.4682976,17995.1428630001,23149.508156,52341.278847,23434.401383,28419.464563,46812.3725674999,31441.767186,40589.537688,46963.7697879999,51188.846573,35363.715068,32302.006103,34257.650202,49683.331498,47784.212262,53430.811402,38521.6346955,44424.922006855,26212.6535251884,15242.29655675,35937.835958,41180.0952365,31963.373299,45044.6760205,42126.903335,36401.553105,19942.060958,19507.578138,26942.577813,53680.7730557,58518.5948066,63209.7212641851,27256.566982,17867.31914405,29666.208299,50145.4574067549,53700.3886506499,56121.040474605,30793.046062,21373.0977365096,17003.343174,17592.993074,42122.715542,42300.136492,27801.072888,28621.204388,27338.117033,27225.628883,22779.550257,22272.195307,45379.737043,45074.858343,28484.955118,29281.745168,18890.681228,19184.391278,20894.03013,21713.80528,39829.1622670001,40059.593417,42931.554218,41901.717203,26183.296254,26768.298954,23396.763033,23206.380183,42445.6818020001,42448.736302,42570.727143,42901.611493,29630.896932,28989.167282,30966.230352,31707.199002,34165.484967,34091.962717,24332.080583,23442.150273,18010.213008,18423.970558,42341.152838,42923.507788,28880.099177,32449.371543,32580.709693,43123.363273,43998.008123,41522.931478,41413.992478,44687.2030680001,44863.066468,17967.830443,17905.052293,40303.007752,41016.201712,50497.0966579999,51271.488658,43268.934501,42566.2467009999,17470.298838,17126.341288,31178.798588,31477.968938,17731.629978,17603.642813,17201.085032,18184.308032,23829.738557,23345.034357,19665.052466,18907.485609
