"","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRN","US-xSE","US-xSJ","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN"
"US-SO4",2464.5703118159,2926.4038477765,2453.36927100248,1767.7583913225,1649.27482147444,2040.23008223938,1576.55585436506,2296.67528465697,1708.5834098569,2679.71776895322,2248.29875572952,2132.22445999369,2489.75956635052,2492.8894778432,2017.39935893999,3356.73397652816,2143.2509117295,2763.40080490579,2566.75857045157,2023.20042350496,2065.64348506892,1546.15237566865,1557.33710370348,1440.73969061486,1450.17436366542,1493.88364677525,973.020452676215,1071.23720999835,868.850865084956,1406.50039770407,994.852571778303,1553.11960060881,960.490242517256,2408.27386778625,1360.17579657349,1589.46236151738,2516.8198089339,1484.04967385949,1634.32927630743,1974.33054716424,2013.13026771055,2139.8721068382,1427.02616893324,1978.62254409766,2045.5798866772,2023.05280083572,1995.49758263236,2558.63744835165,1418.9599715153,1264.70750772272,1655.6883144349,1513.18239983333,1731.08680446929,1039.31760928931,1497.44106463155,2918.13374370006,1305.23915884842,1006.43141443685,1961.4857622671,1976.71468001367,4433.98780387987,3630.10768234515,2826.56129571081,1493.85186189772,1702.55205657045,1183.30987417863,1469.62627818446,1693.88323940818,1527.73495180967,2290.67207778605,1894.78949541866,1026.36379146911,2322.57818197998,2607.0256543748,3348.09746265063,3518.72203555029,738.416392999999,880.727144490976,1940.75666178626,2160.81289592604,1905.45924592295,1682.43122142953,1590.80126970999,1311.37383889871,1438.48880197624,1375.61341267422,1195.72202656556,2073.58110755611,2321.18148683255,1039.54539693444,1772.09945536347,1747.33268926436,2139.32752945671,3846.32819964673,1680.25688129223,1670.88369178161,3272.92593054604,1411.65085797037,2265.00935959368,2266.10748591521,2157.23577383351,1889.50971965175,2307.83660563119,1610.80879644513,1505.67767299148,1105.21101271467,1284.65522625768,854.712758311367,1538.84033271386,2058.14852512959,1092.76431109883,2127.64630621367,1734.36900331521,207.519682034246,212.38064387375,0,1129.40837807765,969.499693378431,900.821378857243,1238.23760931792,1375.55915044547,2204.39781317865,1246.70562685221,1405.51545680474,2994.80937017418,1437.48563965358,1481.6039816434,1033.06694979955,1601.89412352988,2675.59477839531,1590.77395981636,2058.030201091,2007.67201650311,2135.07447750086,1704.60020197773,1842.6302619747,1785.35776827423,2254.84319671063,1641.25215838664,1788.92758617176,1095.58094410737,1673.61674396922,1797.61324686867,896.868532308372,2493.02719762277,1799.49717870917,1469.00938078651,1853.55138056703,943.323641160529,1043.92263984341,2388.72891849492,1409.00688708644,1345.10584160221,1993.37743018998,2096.51409319037,2273.62764398499
"US-SRC",2287.31638061402,3399.29986842518,2855.24812705298,1899.4073807522,1782.11196557214,2167.36775115897,1669.64261501811,2528.94182379039,1917.12366690719,2899.36525197042,2502.17827729346,2395.74348317475,2818.21532705683,2797.8577309856,2280.56344516108,3777.39405653292,2359.92393684564,2935.77475774835,2884.09118956087,2158.09886982247,2227.59531091686,1694.21910194721,1694.24973234348,1605.18960291049,1640.64691657885,1697.48712924581,1016.16995446423,712.598224300882,699.646984845154,1409.71540557772,976.878588618306,1620.00861003433,627.897447250701,2673.28699386981,1482.91612178387,1737.98754882174,2881.60546625966,1632.30102966836,2048.41663056383,1990.26713905282,2041.80422501608,2421.97231947048,1437.1404572662,2266.96465283743,2329.16472220637,2234.52131849729,2163.09368324327,2862.85160553847,1438.06129723549,1356.26111484491,1645.89941719134,1509.38483203541,1826.56601041806,802.712920741615,1743.870120161,3308.59135042501,1368.1189354761,1149.28286999762,2130.25713163719,2140.70703124115,4214.54884649215,3417.50598401958,3064.05443811662,1721.34819421743,1796.13805348293,979.708963701954,1218.6725339212,1938.57435161989,1743.68352562828,2684.45728075354,2026.31487828646,1144.67755746051,2631.32664171836,2952.23693618667,3810.56489833983,3995.81452663598,563.343517343178,482.849613546648,2074.59511143563,2356.63375140358,2114.78402844583,1822.5225328388,1722.84857325662,1432.14404605984,1481.06961545418,1443.79798095006,1347.48135584642,2268.80662428543,2671.31244699294,1374.51818039318,1899.8920209816,1890.96295241394,2348.52456558958,4020.56335094697,1837.62068419631,1419.75825360037,3604.82981034904,1718.92301489661,2504.91333065895,2546.85072782781,2422.94534316148,2155.4182529156,2525.17306939532,1738.90882110686,910.965200141881,1316.6375818863,1492.09245023523,719.461338139573,1655.69223684922,2325.13645412103,1269.81196145511,2394.77027313242,1888.80644154226,1099.50932657149,1091.56352645823,1129.40837807765,0,362.451092809648,356.87112567249,335.788927256291,1447.60307559941,2401.54691142664,1200.6663817272,1482.80127725117,3334.40683393282,1620.24335460998,1644.80220337355,1027.19196381079,1722.12373017087,3059.69990505153,1748.88375506965,2196.64437588742,2126.92329266275,2329.10508785365,1816.347340987,1994.78368248798,1730.94085993841,2467.36513651367,1851.39759082411,1613.50152249153,545.697524924891,1784.05139853306,2005.64991529273,900.852969826752,2890.95241704673,1843.39210078802,1561.99865550686,2081.76111045978,885.141968683315,445.489531651578,2603.66920631807,1403.22207597706,1715.29952486183,2125.57628618066,2294.12456146659,2504.61574995434
"US-SRG",2231.26357661189,3360.05929324239,2945.52884149551,1871.61453572088,1769.41620893651,2156.15768513834,1773.93877416022,2520.80259568118,2030.51050094937,2895.094280208,2622.14460919425,2522.36180231459,2883.86817543264,2904.71137344743,2420.24029296552,3719.9890108957,2426.59333976109,2932.40843654315,2954.89287691673,2291.63377835484,2332.22384164804,1677.91040426056,1687.03826570185,1652.27295152249,1630.77390980149,1645.0343389634,817.801704941068,742.13749242654,752.836556940913,1450.88947345776,1039.66837517856,1631.96573447415,616.848967957511,2660.83026981368,1413.50244636114,1619.01836580412,2862.93944491009,1722.97424677558,2141.97120163215,2100.24026373307,2140.60608884576,2411.6447787273,1423.79690611921,2286.6314953614,2311.34748874766,2217.93694368764,2298.47465627492,2860.26085776247,1355.78488398783,1234.78804999484,1641.05510163014,1486.28134852101,1774.91647720364,802.41040587067,1819.94946138672,3256.27920156869,1444.53143509092,1006.05859427081,2079.68365303915,2079.80174291337,4196.70925635349,3404.59733821193,3155.70196655046,1666.75003907778,1890.45641850354,985.041278965582,1230.02993810564,1887.57648986679,1703.25905507631,2656.07925135309,2029.74438903552,1213.01717034117,2612.91966597899,2929.16604062125,3807.49658205828,3978.89177105854,512.08125765409,393.605545851925,2067.98151507446,2346.82100902917,2085.15972174393,1883.34788486283,1695.34412884875,1392.48975291944,1497.32501836127,1436.5072602066,1300.33397072314,2250.20653624025,2636.81455850943,1248.37688625833,1867.33993231816,1841.25826752201,2300.5271682766,3960.75118272369,1826.01641037116,1425.2781882143,3600.36722432627,1634.96581818735,2489.95415912291,2524.17548663607,2438.74067059271,2210.03669597132,2623.04398590415,1693.09553267594,930.236841754929,1127.65394315348,1350.99539318594,513.853902605689,1666.20629817236,2345.86703285869,1316.37531860428,2332.40627670172,1832.6910458125,971.958512220887,925.36906469364,969.499693378431,362.451092809648,0,216.678260953715,356.74755997012,1537.3425905045,2398.1967485395,1115.95821056732,1432.90853480911,3429.77434329148,1674.02359866027,1659.70599459284,985.923370504113,1657.81661430816,3035.46728335931,1796.87976824241,2188.77564824598,2104.17358721245,2291.30600505263,1799.19906073189,1994.12976104221,1728.67891196776,2451.99750576236,1790.90417257726,1568.76020752596,614.101636545861,1765.27886174614,1979.53790423256,856.209537122686,2835.52761147649,1835.57643184215,1506.81693837089,2042.55289638148,771.554411642729,446.155338663212,2597.305659311,1349.87647655859,1595.43808324534,2125.88195029724,2274.17254611213,2501.13562172256
"US-SRM",2389.07706980255,3469.29011459601,3014.23535850454,2141.07562429247,2016.84375481563,2391.36141801172,1824.4529769439,2763.03698349884,2110.04765520975,3116.02401688899,2667.34966189511,2548.60413398142,2974.75268847807,2963.64182803757,2438.91736220199,3895.08456585787,2593.59540082259,3167.5573446357,3099.48163336626,2410.76728321672,2453.15615345047,1915.04440936952,1891.21575497537,1791.00467316532,1819.88363562503,1869.07778229384,904.700507656856,687.828920575508,614.102400980059,1603.26475032688,1118.3129812545,1786.21395095347,713.054066141611,2886.38936252583,1607.00234412347,1767.03051557034,3049.51421404456,1834.7439723629,2033.16040925926,2220.58417664266,2290.29116045037,2614.83855364565,1625.89386201222,2441.49245181002,2512.12950063903,2415.49122295044,2351.96708423611,3074.6965415172,1511.97088260885,1383.2701707549,1832.99876955212,1675.8063394279,1958.54468091833,892.759590116794,1907.30578011956,3430.595442233,1562.78439409313,1134.04243097038,2265.51061467465,2263.0210782142,4352.119640214,3560.90480833735,3244.17497411848,1847.09867318194,2029.89292523948,1093.13523346509,1355.92268541057,2083.96461402978,1907.8541881528,2837.06895906561,2269.69729511307,1104.61103360001,2818.86796168992,3132.50557262776,3889.84421582959,4058.93128321511,380.548777029143,394.656514569826,2253.4511516657,2515.79331982752,2272.14525829478,2015.83678251875,1930.2174195636,1563.91243984554,1683.78770703684,1623.20826155574,1460.04294274498,2439.15435587207,2854.8982056267,1403.16451075523,2047.56508519226,2024.85573584685,2471.57661564238,4127.80776489632,2045.59089403759,1547.35750796222,3799.4308609394,1767.82061364731,2714.36739566481,2735.26721637847,2604.38787480891,2316.14668140917,2758.30367079874,1931.56662122345,799.297963844117,1330.43962836445,1546.86692715443,629.835263545868,1873.62234944506,2516.58721914759,1341.67146402326,2512.67917667365,2018.22095232788,895.466663672323,852.686616193906,900.821378857243,356.87112567249,216.678260953715,0,419.569636955474,1626.2277666201,2638.2218748395,1262.55625192227,1617.98834304938,3494.50961017217,1770.33667396966,1808.1106481471,1090.26989203872,1858.62786099823,3218.46508418342,1954.22535485412,2381.08924254083,2358.62728898608,2535.1132245151,2002.48853404689,2228.70796818656,1868.65009330991,2677.2937199874,1993.83992701962,1725.52464435491,687.290014937311,1948.27206727165,2165.57419182744,947.332177805195,3010.58228134332,2069.94724073414,1696.34534098902,2232.87103236287,807.215284970005,297.724346848871,2828.58420910916,1516.7809429168,1807.97437007051,2362.13809222082,2456.26198987499,2734.85483655505
"US-SRS",2142.8368718056,3356.14035453716,2853.05835650213,1861.29738034668,1756.65673237921,2091.9526586583,1872.44865628967,2449.60946566336,2006.88241264038,2825.58742118181,2528.30717148586,2444.74473770662,2806.32969381902,2823.87634181203,2347.48916942603,3676.17878197867,2307.98736724922,2858.60789063467,2870.86288906704,2223.56902341802,2239.87830904572,1679.10978101524,1743.46271598319,1719.17515618677,1686.00019184266,1708.54017839733,1017.72106920396,845.144283641353,913.012116324424,1370.13542899063,1117.66623388547,1559.98659484601,711.470528142002,2596.38722936681,1437.01713545497,1704.9485287447,2807.12070238271,1683.21468686068,2345.78723794421,2087.03858992664,2120.18399974924,2348.99137864252,1363.43267112043,2220.83412286493,2254.95660841586,2151.42561473571,2251.0530128185,2790.18096935013,1470.60948893047,1389.82892008215,1539.83855546207,1477.844614425,1722.03420288687,809.577463149416,1884.18534370313,3212.49676702662,1418.21651562823,1150.62741632928,2033.52763338843,2037.91444598665,4100.15348893141,3306.46322260329,3057.4780240359,1639.73053621926,1817.20646595283,1009.53834979407,1176.94445222685,1854.50827283703,1687.01898120286,2598.24930805364,1956.39808054797,1374.72941315466,2553.65104133482,2872.33986002581,3821.93652827247,3992.79470215847,715.650493028266,586.131976081121,2006.27972150302,2282.76194203586,2028.19002473769,1811.09625179057,1711.14658885567,1523.75980589696,1541.79069131877,1536.92804717491,1512.71410561486,2200.09765084572,2563.60612438031,1447.8701254668,1802.96116186191,1787.31826226283,2251.35019319176,3927.29998905537,1756.91345791855,1405.83400475371,3524.33178521578,1838.96402343866,2429.10241791733,2460.4527295982,2361.07406019218,2125.41056300005,2499.01017530968,1670.5765982841,1025.23528349748,1231.81621810902,1338.7977367627,689.496646559717,1607.16534895943,2280.87166577595,1443.71683305032,2298.10308380154,1796.09538036423,1232.97189534364,1192.99589403729,1238.23760931792,335.788927256291,356.74755997012,419.569636955474,0,1535.6275059203,2322.4744784962,1166.70054510728,1383.38636023911,3350.52338745648,1814.28701045522,1782.33164484552,1093.05130070708,1638.89313082728,2974.26255732248,1805.35931757354,2145.23152602577,2039.29305056668,2223.24290260556,1735.42411429501,1922.99378573155,1668.11546655518,2382.16683676951,1730.30438175693,1508.74029491056,599.394360550014,1703.10435126756,1929.281557711,1002.10952711121,2793.10696619058,1828.87315029084,1446.4404252114,1992.86261056823,946.943738519166,595.050752100169,2529.65071493225,1301.69218863781,1705.40289045959,2047.98903053578,2222.95121695809,2428.8837028075
"US-Sta",2384.05702064023,1602.97059762163,1223.05499366151,854.670275840149,529.601084596743,902.881259817546,562.100006726789,1000.93874091139,626.671822648714,1330.89786969594,966.951864173566,901.291477552104,1296.43597824852,1266.63196230798,864.894595169133,1941.99065930532,821.519727006451,1401.43306953628,1173.44874474804,675.257034509176,757.349710870685,602.265217275198,608.930424749747,580.795413993509,582.031152313608,642.255971940876,1491.72524346447,1740.95806043467,1277.35756645349,1043.12358648525,831.453910531386,1191.20047300785,1073.26933778434,1187.51750672476,1001.76135017385,1398.60630557516,1288.32664044553,401.849432033328,866.701161846753,681.23040708219,724.962549243679,1258.99487633171,685.089202914431,940.134258741085,1007.88624250747,1261.2972017832,938.774407271429,1388.01491714037,724.381602719654,717.358124047086,834.76523172048,699.276881529989,1294.22357546354,813.369516178322,458.415791734525,1957.81793485035,489.123186542484,1175.62792236905,1530.22384511052,1585.14614839804,4315.61296401102,3488.62925985186,1431.46563078402,1018.88110065058,480.038620079808,1223.3190213985,1425.08433048639,1056.12583277315,782.277776050534,984.471629071315,662.452957998543,944.877116272814,1285.99323171041,1516.8977890016,1974.94348227638,2230.17756332617,1406.0626357135,1213.5511356259,1367.02971945199,1591.42617307547,1353.46242475757,602.099507629227,644.383920766794,463.66988457389,516.956965645284,475.312970225301,468.723086370744,1449.75269791237,1339.77279429785,962.659582285496,1305.39362110034,1302.69750703072,1671.0272195295,3481.28002654333,734.649342315566,1745.8752694972,1813.4981604138,590.693951548346,1074.81991101642,1078.55469197173,962.763047872209,747.151952182671,935.412072381404,682.065309732964,2273.84115208335,1255.93553577158,1246.25750149229,1313.96346599507,580.133555802127,864.711891452344,659.899814358625,1734.78724012977,1447.39739606942,1361.88338517624,1416.30597301771,1375.55915044547,1447.60307559941,1537.3425905045,1626.2277666201,1535.6275059203,0,895.758051025761,1231.03849835477,1143.01115770439,1800.82256232312,546.467328399893,552.730197188043,1126.55050674004,1115.00059633052,1350.73930856123,428.520077442443,1539.27664103756,1025.00499436342,1195.74968238528,1032.19296166136,682.705578890109,1615.47416526311,989.886760592551,1149.37479287172,1632.09690122939,1073.95172795683,1046.56278877974,1166.97128972112,802.575327693669,1526.54963766787,634.271623532898,1043.9290760297,1293.84484350847,1234.45566909512,1751.60237171664,1098.55786738716,1208.00656322252,862.02839552208,736.191470178744,1430.76124826898,957.999401218381
"US-Syv",2075.96064503187,1153.88886240259,848.943075635327,674.572129359595,592.795978730741,558.741244521782,804.813068258459,496.296933998479,740.078021625333,771.508913957777,817.540268210718,919.777542464707,999.053696368076,962.236102865687,944.82496808864,1154.27194185129,626.231554586801,692.148767619296,782.245849359079,756.035054694148,608.634900474846,748.788897962384,760.139486436673,828.051708062207,805.48080269118,771.19807138006,2119.90865539017,2564.76421447039,2268.72447751351,952.503788100351,1496.96504565785,925.817719227238,1877.26788252885,617.010702903532,1230.67447843718,1565.00715689666,725.558650058849,788.595810870142,1095.48402919063,810.707673169085,829.969575950823,755.928824881575,867.707938723043,703.995462653799,700.434899343697,796.213080412739,1061.44265562641,827.556069323094,967.579590087069,1076.61092959794,811.496143862279,820.207900206912,928.132556114866,1620.84162383777,956.417338664818,1470.88355668594,948.024814558564,1518.86489853808,1186.64924354028,1235.77667779732,4028.19332231685,3169.91858732143,1118.97872830131,951.375200391164,690.645873948425,1730.98906355729,1544.82920258725,954.941822820967,839.487401442621,613.70547989862,457.828387480354,1634.13729112229,793.359891049908,1008.6837883571,1659.08042503954,1818.88716075085,2399.64724512112,2174.73868978146,1010.71080194269,1319.24527273278,999.256359728677,581.686359622284,708.219231373285,942.503154607216,837.59962533297,834.286066256836,1053.96012384739,1101.00721089314,707.705106571631,1447.4181727623,1006.24471718592,964.814639867517,1258.31673456521,3122.30123306684,545.751687991161,1868.95749751711,1386.99517977499,862.311354452437,494.651063005255,585.022416116068,554.934741748338,465.317389943596,646.395614275113,736.262892008152,3501.46597257074,1616.27858268341,1365.55076602266,2233.99300380512,712.286146111516,588.290013874192,1180.97440684139,1447.6862074773,1202.27081704306,2189.29664835942,2247.58510023572,2204.39781317865,2401.54691142664,2398.1967485395,2638.2218748395,2322.4744784962,895.758051025761,0,1509.0442059605,1215.92539082335,1508.66846844512,749.882044508279,708.448648379557,1502.16746198969,859.242914916863,562.592443676618,873.952444553178,1306.95298826976,533.457994724655,600.298074441764,761.290625482061,428.728856754073,1308.23389360799,351.258173128431,757.64063857905,1344.62908594982,1974.51035207629,786.205561724177,770.38842806031,1578.46532264741,954.717519339083,561.567558273626,912.368086188003,922.454623362688,2042.072617823,2864.29303853106,364.227165973694,1179.30513681222,1013.1879743091,288.8820400607,1058.82186854685,258.644775109188
"US-Ton",1648.25499725417,2714.6057392253,2235.0446051152,1272.71722489031,1384.34858245421,1272.38593141055,1636.05479512944,1740.71182718041,1721.981578496,2174.47845070867,2224.74800472623,2193.26291906621,2358.78874827526,2347.37525986383,2119.02666632651,2439.74144262214,1876.46132957559,1968.63092824711,2270.72634132457,1903.1660131072,1813.01146272734,1369.78575678723,1393.89119121183,1402.34717038861,1337.88076950054,1227.96201258677,1247.42367455822,1328.68736392203,1162.88921815853,850.225544029999,859.352652525812,904.596992235181,1029.59037426873,1440.72306997351,470.66419301191,664.297174640585,1774.68025194927,1359.28153863939,2060.05068733003,1729.60507498866,1801.83025833234,1357.51849112907,1087.18401007738,1674.01393914504,1626.44989084818,1286.43606658757,2059.50577383057,1558.14144551687,857.316746093133,947.233576234097,977.312773079543,945.436200763262,949.263037041811,968.520008531451,1510.44486282893,2108.62299821752,1036.70864199404,547.66338383249,1111.88323983206,1118.90149777042,3626.32409292875,2811.36880120468,2621.42881125809,1075.8920134604,1461.68796855381,889.389554915208,874.01901153529,1138.66847891169,1041.1365515391,1874.57716571268,1447.24963363909,1208.78700767852,1482.69584927073,1723.66684992554,3250.15463737204,3502.77979055391,1234.4836998395,1051.68801219395,1073.45174729649,1308.30833197528,1080.37095352204,1360.97357604246,951.314408094055,1051.16099291284,1065.79511797627,1122.5838135174,1130.19598560262,1192.17755882777,1291.27529175349,1298.59455235586,945.105933849756,935.499227088341,1289.33545950584,2968.17029994876,1237.47979810376,1536.29675474648,2977.54328500983,1259.73569640449,1381.38240940398,1674.73829528959,1715.60467513943,1573.50089368942,2067.1651590016,1023.74470430009,1742.40816130753,1025.28677724721,940.564967357,1053.48428086525,1141.53938802164,1657.29801350978,1122.20269792139,1228.49376367561,810.631314611957,1223.79082748475,1241.43448270497,1246.70562685221,1200.6663817272,1115.95821056732,1262.55625192227,1166.70054510728,1231.03849835477,1509.0442059605,0,467.975818552952,2942.81230061805,1461.10280788522,1443.07905520829,412.131950223819,849.853627763501,1796.95302609444,1444.32268956763,1240.78181933852,1075.26661312731,1222.27367489336,919.038981277943,1405.48180049424,923.373869309149,1462.16451357249,1056.16985698886,1066.29030043077,955.34863322248,1122.44490895447,1115.02160665809,897.364440533414,1651.02317236051,1249.4236920843,911.824015521365,1081.14009326628,883.022663465395,1377.05283976858,1494.23361731236,867.731506241836,1071.30658721639,1484.94037002858,1242.90179312296,1627.92841877
"US-Tw3",1447.25488754362,2368.0345842756,1921.14456151878,1139.04927261662,1206.9087551013,1026.34308877319,1569.9654094456,1399.64151992216,1546.67892845132,1890.59810182525,1977.25003486628,1917.59452872856,2073.38589054261,2073.1683007183,1891.44673309494,2136.71937122781,1636.3495913241,1723.79922724519,1923.91070499348,1647.87635166524,1553.51515650283,1174.35302669242,1263.84943645907,1270.01450813636,1192.25704938319,1095.60414043947,1257.4486140065,1551.46335088517,1562.37694844268,719.693810782825,971.519068607952,706.166429958073,1131.92664675733,1196.40751016494,288.675663428006,478.597857314369,1449.38280963436,1140.34820117429,1995.89044021275,1626.34796458093,1685.39991740535,1060.20537269413,888.391645351424,1334.46029794192,1287.79023353214,954.631427213962,1883.71918841658,1232.09291035146,904.706584806084,1039.35299576005,924.510445440657,934.067347963951,704.543399172549,1253.21974718364,1347.42775191463,1810.17168685341,896.661031241672,846.247648226559,833.987160513775,841.185340697093,3396.73129887512,2570.98416982767,2324.673652954,922.378083131593,1193.26545661281,891.587437492149,741.395572290674,935.277412896147,831.052769342748,1564.53729866646,1190.06111689141,1391.39816492989,1193.96181662274,1443.67897452987,2953.50800964514,3200.42765161431,1587.95240087265,1364.00048400214,893.158163241823,1110.97379745658,833.202087105315,1156.04604758218,834.363489733487,1004.43135112433,953.830402505549,1064.21453340005,1093.16664648607,952.907145437887,992.404649933002,1242.18668527145,628.335536966133,639.430151689024,987.884030166396,2728.15160741929,975.591403941342,1329.80675275932,2614.31722517104,1207.06876855906,1098.70448986001,1355.89692095277,1387.36027302075,1275.24722327593,1802.68420886366,903.582243115341,2301.2621264162,991.717757287324,757.651788631981,1353.89910064505,878.04979083758,1331.96026128059,1047.13019247138,863.644502734182,502.602091133452,1398.98250418275,1428.82307515284,1405.51545680474,1482.80127725117,1432.90853480911,1617.98834304938,1383.38636023911,1143.01115770439,1215.92539082335,467.975818552952,0,2657.39470885328,1355.34989624888,1329.58220788617,647.34861135365,576.330435079684,1476.6049683275,1236.48709320598,972.22546119011,824.297383988976,960.366461720653,665.537125405866,1174.28153217735,766.013906430822,1150.15670010198,783.363125049039,814.535630534033,1282.31434669267,831.549332447292,840.504815389586,1237.68589389655,1349.3154046263,1066.78748480853,696.413306457931,834.093897758857,1272.45604830517,1830.53699809219,1190.59820353234,696.929181958768,974.039243817661,1234.52890996341,1013.9846630653,1327.99508415849
"US-Uaf",3215.79244423972,940.262741928119,1080.20211488285,1849.64624860875,1684.01231096054,1739.2071637626,1440.69634045723,1344.76763907405,1388.21662695512,1053.81393634846,1052.37705620863,1134.8018710724,745.208410706772,998.418380984305,1117.07744868246,1510.08862791603,1183.73570494136,1290.98075454679,942.636879542843,1269.68613944468,1190.80393700668,1780.45903100963,1750.57379641913,1767.72937858915,1832.8271493401,1939.2485585883,3017.19598671507,3395.02056405996,3006.5981541686,2329.69682640585,2406.10229095827,2344.39526830806,2803.14606725693,1844.11675327865,2574.99610392191,2938.20797770326,1524.50839537976,1777.62292006449,1297.27807471037,1288.30155126796,1322.32331653866,1909.74889814679,1957.0700970513,1490.80773732943,1554.05658043906,2064.08553683316,1115.72686863979,2146.33186546025,2272.04487327326,2254.6281495059,2119.29717381191,2089.07792210212,2292.3234752513,2605.35900891882,1708.51731091388,1839.94810808711,1976.7488770531,2961.94737533784,2547.75365624416,2607.47999026288,4217.59188457291,3312.33301745592,594.424533991031,2187.55206047676,1630.26023613569,2887.28377896473,2996.70507353441,2195.47294595046,2130.26053344984,1620.20995135174,1655.75332992044,2221.29010186467,1778.08332919409,1802.14798378409,523.352610087387,636.276275922777,3157.14715583952,3036.49100628929,2210.03758488395,2158.1001178592,2183.13465250283,1621.49423719964,2096.10538996366,2036.93947354101,2032.43983475881,1965.22256212087,2005.51634307141,2236.38212543907,2007.22948518076,2365.50056838474,2430.78665884173,2370.82122232135,2367.7121907202,3348.94646437233,1787.44228416444,2663.2114395322,501.661546334806,2019.37981355023,1790.08882045619,1475.39013546213,1428.22630391475,1446.62403743571,1026.84069299548,2051.62382420859,4350.24452242937,2743.83099035055,2796.25919388213,3254.1370187614,1896.58112387355,1511.81220960238,2001.07456019419,2202.87328043702,2580.6959628126,2971.32418642401,3037.65442353178,2994.80937017418,3334.40683393282,3429.77434329148,3494.50961017217,3350.52338745648,1800.82256232312,1508.66846844512,2942.81230061805,2657.39470885328,0,1678.37413541703,1689.68753410111,2809.25605180439,2358.21038881475,1593.98688478111,1795.11777723108,2492.33572258697,1924.50538181629,1850.18333611215,2201.0498991568,1615.01197014676,2569.5092946683,1642.93389552959,2220.90174555831,2739.46932309371,2958.4404837353,2122.34271719606,2111.15174502292,2545.1773586902,1896.01390680681,1774.41215200813,2306.47276908748,2259.17473719518,3091.20280461419,3703.97128504717,1627.12272683034,2555.3892877935,2368.25276546736,1529.42560873739,2198.90055374522,1534.04947174196
