"","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRN","US-xSE","US-xSJ","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN"
"US-Bi1",1643.40642759318,2294.28953747758,1975.39513823039,965.306405172396,1034.45298450745,1080.20470692506,1317.62356050421,1357.58565415899,1377.90875631426,1920.91825334841,1927.70286954387,1837.19525014567,1990.00933215989,2112.25684673086,1772.57967729092,2110.14431989331,1566.1548345044,1771.38984192722,1923.1333732103,1522.16226722718,1545.46706660422,1009.8622217415,1073.66133026149,1060.8943621922,999.863830991694,938.31345573011,1237.62542642664,1586.53035265845,1511.2936177391,810.589026057431,918.31752236264,825.983225534611,1088.81419581526,1216.28463939,0,502.641173097187,1447.10466739471,1063.2094360535,1748.36904153174,1521.46646059648,1564.70940699478,1088.81871928377,834.040803420602,1346.74481994755,1298.74979211674,990.724565708766,1716.6576272878,1227.66558814474,793.097744110336,918.846989569073,949.220941537464,896.602939796109,805.753232392024,1201.83845973796,1155.80952108944,1808.65040755361,832.958133597973,791.748067972155,900.820626647277,932.694320510449,3578.31496171294,2747.11227226689,2268.0648506726,956.84971549046,1161.47589659083,924.884723661943,913.020272956319,959.541678766157,776.360246382078,1531.60020801159,1125.33372717906,1256.48813171897,1201.62797207841,1443.12847740225,2777.28311623245,3022.59304002111,1562.79070519736,1347.85879720234,977.589008187906,1187.396553961,920.632169954089,1136.86144155038,732.606001502992,790.956373295193,748.272872061176,844.387286770379,868.517085919268,1001.51619143203,945.914216531649,1105.78065332269,717.67215484138,709.973605969432,1058.53797328539,2814.98353665105,936.607816853474,1373.67631285762,2548.62193674304,1088.80710065455,1114.04000261999,1394.9082085861,1416.07948338787,1281.44018978203,1826.54835358891,890.264118660392,2307.03612768657,915.418565834169,742.544393598204,1301.88373024091,846.769640998315,1323.68151302035,883.09227678112,940.210321794685,589.997979566209,1345.42662759276,1381.59357503779,1360.17579657349,1482.91612178387,1413.50244636114,1607.00234412347,1437.01713545497,1001.76135017385,1230.67447843718,470.66419301191,288.675663428006,2574.99610392191,1141.98812028993,1111.57407527503,606.860643875934,643.179703659107,1486.53361717817,1082.42504012132,1039.1649754623,811.47120178688,987.307520632197,701.397493914223,1108.18340545683,957.593203577492,1177.68961366643,842.243599468057,959.48942423016,1245.40540778482,893.399148432737,877.86889714131,1163.10910381047,1344.31437306044,948.713123524213,733.229772908737,885.493903883058,1234.82635413936,1798.18322006676,1223.64827784875,770.649129127323,893.195163021012,1196.93517037841,1062.72102586888,1314.80742702228
"US-Bi2",1667.38257326842,2571.11882185029,2211.73536557995,1421.23969429006,1479.1983887367,1344.6728698544,1793.72956631499,1731.50143827655,1801.71697592396,2166.13459480868,2324.80729057954,2251.01663806652,2424.20516503885,2427.90683566392,2194.50111326757,2139.94233014097,1977.62938955337,2028.00175244078,2281.89794701418,1949.55737376862,1908.27928589662,1455.6045889619,1497.32928677272,1500.73509264385,1432.2100331092,1326.7401318808,1477.3268368043,1777.10164354384,1679.12930800914,1052.44456135871,1206.51844467253,996.869061123868,1364.48373305336,1342.89955917938,502.641173097187,0,1669.14640497349,1419.23859058541,2171.56896226523,1898.64643447719,1970.32410505802,1278.39377443155,1196.75295461365,1612.96588134433,1557.52335867304,1238.41780740233,2183.29670046216,1183.99229899569,1096.61394296289,1207.87409845674,1246.01906579152,1217.48329252455,1021.06951596146,1467.28890195073,1586.00124039207,1739.16345110426,1167.89465480672,1028.66743673444,855.686349977806,835.462275369642,3263.13238367669,2529.97983551117,2643.46755868342,1198.90558509657,1467.21759766894,1179.76547706017,1063.11859439943,1105.60331455472,1127.9751942408,1873.83660207379,1508.76940854806,1544.33900572092,1379.47272157138,1415.82003224135,3099.27569900455,3414.16241339013,1729.06951360618,1584.5734040359,992.940689857043,1176.37130565825,1021.86550267302,1470.01016896151,1108.96297191564,1198.60070625431,1204.75657545581,1298.20931629469,1259.46495280666,1023.51033597054,1307.7204228396,1507.27756112914,884.459552967485,926.22994886682,1123.43201137904,2572.54748421438,1284.52993732424,1687.20118483471,2928.266453261,1372.22957966977,1343.95289370153,1631.7835636086,1681.73120420499,1584.23185119083,2187.98303466657,1207.93891822817,2411.80630161905,1272.10440232305,1104.02972768937,1581.36501467006,1143.48667214926,1588.82702396375,1257.02774020538,1075.84636614418,621.192433357663,1578.43105006371,1611.99035502786,1589.46236151738,1737.98754882174,1619.01836580412,1767.03051557034,1704.9485287447,1398.60630557516,1565.00715689666,664.297174640585,478.597857314369,2938.20797770326,1552.06147668091,1532.41887176727,837.195079402999,881.288071161571,1702.57305635322,1492.27149147353,884.029772909903,1189.24435805494,1359.28720350423,974.004100728087,1473.97313378942,1039.52768340598,1472.68539637701,1097.90927677961,1154.18414385431,1512.35468629227,1115.87952244735,1121.58044812645,1416.05138160593,1474.34852804392,1354.46072956761,1014.6131526645,1104.03303488128,1447.29949375657,1938.95289940193,1524.87132262203,1067.853342954,1220.33545534992,1580.37917745983,1108.54409255598,1640.03572184659
"US-Bkg",1705.69098137911,1108.7513412298,1143.52533794462,1217.68533074568,1082.05681392702,668.445242897637,1404.68439902743,776.670975477976,1307.12946985276,717.261912291289,1425.39648310726,1518.62830494523,1069.60440283902,1181.35159834323,1532.97577946247,851.030570305642,1243.32963237726,793.066670571222,840.386917232304,1299.62270541826,1151.99252543628,1122.34366201632,1172.44150172197,1242.28825035854,1184.07243933252,1184.87559548,2412.85338765067,2871.95733817425,2739.17684213198,1357.19630271046,1876.76468364731,1158.27309939742,2286.50021909904,521.864173374716,1447.10466739471,1669.14640497349,0,1180.53715501135,1741.12531855699,1303.17362785778,1389.06760485023,569.326380267074,1308.45959167982,621.395190774344,560.871124638794,792.737643494303,1618.08576705486,798.53632460359,1360.52147945658,1488.73697375815,1195.963455544,1252.19058685923,1096.88142371813,2092.56455350225,1397.17698319931,947.206302603665,1292.90367264668,1940.12206328238,1147.85073762856,1116.80507017011,3431.11195411935,2564.85838632414,1142.48879964902,1262.01876713044,1014.34180170994,2103.24650705321,1844.73414207753,1133.13538977846,1167.44157410239,947.476580299294,981.985846063446,2071.48897666344,405.334073280744,503.144504621398,1744.3510237189,1714.76526965423,2879.89643438265,2673.78809220364,825.755782483616,815.581360839614,783.570022457953,971.891300741202,1072.70572678056,1307.94684766761,1244.04721741097,1263.96854544418,1400.71078985421,794.926043893423,866.032962687923,1843.9905989151,1107.02681594211,1104.868700729,862.90891111404,2558.66455335999,947.978617197122,1967.1301422466,1429.8066547369,1293.015067953,530.383941223101,439.237015280087,611.881786449522,821.231660952677,1282.23848193843,1083.5239553033,3804.59550799939,1948.34789456471,1699.77464719048,2664.09610528006,1032.07544443337,651.124214447358,1542.34417911797,900.154134682724,1220.14032232302,2504.85123363438,2570.72915321108,2516.8198089339,2881.60546625966,2862.93944491009,3049.51421404456,2807.12070238271,1288.32664044553,725.558650058849,1774.68025194927,1449.38280963436,1524.50839537976,1258.53144267906,1211.20248951406,1895.68302624473,1180.15647607891,395.619409359301,1246.8687951461,1010.04960797046,794.081752922513,791.359466925079,993.325326952365,893.53117650645,1164.22792467842,663.261947619028,1153.94706371539,1523.3287210623,2474.16017250669,1012.97244188954,840.433333773869,2014.94131606148,575.466028113085,967.164684225599,1376.80490347631,944.482784206805,2519.03910122659,3281.71785784997,540.627796039345,1641.88051983659,1389.26702966536,859.798429341811,785.964335353603,716.218512562786
"US-Blk",2216.17968246226,1499.76675624856,1146.10074040883,771.343915334407,528.921660771843,805.58423880116,584.517673259222,900.016821949631,618.075236290447,1247.01046987287,930.668055824398,870.902007852459,1271.93261303019,1214.82331914022,850.209763637484,1841.70990379553,791.502923539122,1347.51081094794,1084.23292338866,683.502599312337,698.032825338717,569.02656370995,618.515111925195,560.705494473134,564.070206151339,611.662862760335,1537.36712434107,1876.10713196057,1570.15867443949,1030.04117320047,939.491834341507,1134.77685332932,1235.69733430018,1047.20473487511,1063.2094360535,1419.23859058541,1180.53715501135,0,932.379154680005,713.359071284117,734.500576062621,1128.42500453574,726.058466895413,848.967054049489,921.531490731585,1130.4208313345,999.217304572584,1233.05025076036,821.108101164989,823.136757382888,817.705277054091,742.592950541079,1166.59660139439,1057.77383403837,463.048022485934,1814.28616258084,556.139090310851,1269.93149952777,1380.78655150994,1425.16302320561,4163.23890072436,3329.92035443742,1362.9419553696,910.745419939389,570.260859204232,1288.69242809842,1380.73649225769,953.385077940837,725.459680152622,842.983293338368,590.550893085,1159.18502404954,1168.267806354,1399.49878673744,1951.80934220535,2175.42308328065,1631.98699074466,1390.1259053098,1264.50078468263,1548.46145674127,1222.94267833883,598.771126503056,556.351295888945,567.259159925138,571.761795872224,501.510391748079,582.421456488498,1338.80680290472,1132.73735014407,857.692148727478,1199.71504910584,1193.46138825348,1522.7297094172,3315.13807652256,666.899364866491,1665.28535286095,1761.84352744679,588.647681828195,1008.44095830702,1011.15078531554,869.771310661677,673.206588946649,847.556504895874,619.503457842591,2683.12123808111,1164.1668955024,1142.90778347801,1462.57343335378,503.829856021118,791.755184970558,679.168702017739,1625.52233650241,1344.07090731435,1474.66008774137,1515.84523045122,1484.04967385949,1632.30102966836,1722.97424677558,1834.7439723629,1683.21468686068,401.849432033328,788.595810870142,1359.28153863939,1140.34820117429,1777.62292006449,544.123838462377,546.030660080758,1287.47901298892,970.426500697035,1239.86064676753,591.264085240851,1424.00400306009,844.365916484098,1015.96501936862,934.555103266987,597.72559359206,1557.97639054218,921.571904392552,965.735245064249,1515.81875279599,1306.53075628204,970.235670324877,1029.28699053454,1015.18692816726,1335.05426989019,713.966303239217,932.957843543265,1134.47233873119,1388.44001819085,2013.96079458279,1030.56601116544,1122.10185982931,681.176399579152,712.864582462884,1305.51908895015,858.408321459
"US-Bn1",3118.53102007945,1357.26546042028,968.343134253337,1032.93961358258,804.976437190693,1506.38228073604,465.309694218203,1121.70791726216,518.905961859956,1252.56614003177,636.394568538684,567.179619102258,960.089831972622,986.527786733319,554.431175697842,1864.6654802986,632.975111916692,1274.06190315422,1054.51808909773,647.168246139294,708.200068004109,896.36370960327,821.601542662351,764.744846522614,854.268643477852,986.721302728448,1794.02402866057,2116.05102702608,1540.03982412418,1806.41772016552,1276.75950311793,2017.4035883309,1633.10076126413,1679.61562516776,1748.36904153174,2171.56896226523,1741.12531855699,932.379154680005,0,439.60106252769,424.880993952177,1836.26605333259,1207.5784937031,1399.59403631909,1506.75586394665,1841.53797645298,551.551045997187,1805.7188498114,1313.91062513753,1221.32055313613,1506.29065538624,1334.25863062198,2030.57945940383,1513.44253760866,712.467709633632,2509.65618505324,1089.80643729729,1870.12728335811,2215.2793416443,2279.35765311337,5072.36337990075,4210.91641768537,1005.5825208102,1762.90306417557,973.034055438403,1817.15721017798,2250.82121216404,1807.1339722966,1558.52456528262,1178.25825755183,976.099756706861,1022.96560136389,1880.98941757685,2076.14643805426,1428.85849764487,1598.54999222637,1675.79954732137,1662.94408647991,2131.03851865811,2434.26633865016,2128.97155949636,1046.42436191101,1252.91569120203,1037.85072573422,1070.35319966505,938.157574081341,933.261908941794,2225.923174227,1650.88712859777,1223.50504296061,2005.41969688704,1998.70206617509,2306.69655511856,4198.06309216154,1253.37948241409,2238.03757301746,1509.11844049581,944.966652821687,1523.20541268448,1503.34997831469,1315.07786615561,1049.0040800419,623.275807664943,1311.28153719548,2891.69448401101,1721.82471560566,1948.73846373579,1929.51167983334,1245.52886657745,1239.56364600949,892.784784925799,2522.15278096582,2292.53847862851,1628.07328770978,1672.11087744405,1634.32927630743,2048.41663056383,2141.97120163215,2033.16040925926,2345.78723794421,866.701161846753,1095.48402919063,2060.05068733003,1995.89044021275,1297.27807471037,621.008992136731,667.531317714541,1779.24488021214,1782.94703597636,1574.66214301876,960.931866451364,2367.75957193894,1448.18312555511,1556.72821084062,1697.46236805105,1124.52439131585,2480.19371907589,1267.23928121685,1753.47049068041,2396.49048930417,1813.14651273434,1777.4762771456,1878.44305423844,1325.2939869315,1980.18100896008,1009.66827582705,1693.36278370791,2002.09284517926,1802.30846482465,2156.21597114504,1395.10043987257,1871.90235145524,1381.10287408397,1008.19852037538,2156.90952521515,1152.74423451518
"US-Bn2",2764.88652513654,1133.37154278582,783.938454401658,896.606552544732,640.175483404276,1029.94867025676,470.037601376585,911.418842685149,524.379113353886,934.443732473587,546.863724269582,546.628059547496,931.193902903751,861.214260465034,560.714434078934,1551.65302227323,481.771382444833,946.234388355733,818.825598414789,470.651387378885,439.686677820592,767.581043709995,718.832068721647,719.758702584373,774.000559623592,832.360329374098,2022.32712150669,2327.70731088955,1828.87300617513,1443.36128362709,1225.36423972088,1621.14576598763,1630.27762460875,1245.42740663545,1521.46646059648,1898.64643447719,1303.17362785778,713.359071284117,439.60106252769,0,214.451815656842,1428.92736097572,948.367295708334,1067.81258666624,1092.25450524918,1510.86423102865,599.921585699828,1461.45264390516,1154.38604745291,1088.32591872907,1211.36341232177,1094.60712445791,1647.85422578518,1329.35990366484,697.803146241079,2130.72384210643,873.974194648613,1681.70446052485,1872.20962478768,1904.47140907119,4713.99072745209,3851.96034472543,906.197210774256,1330.68950361249,734.949602381884,1753.62576238847,1905.6318844985,1329.89990975908,1231.31917335515,911.778154393757,722.005536116436,1306.70965883823,1466.01331342951,1677.94985944547,1445.76841875198,1548.5460898669,1961.83889855173,1730.61551175286,1611.1056776835,1916.5491571944,1652.67479204737,740.403676701105,995.135177484584,979.948647320788,929.622518287499,857.337485418715,968.691501587251,1741.04526109535,1326.4713729584,1331.21724830808,1636.54307748397,1663.61615838454,1925.36551348576,3851.80741680861,957.182039549314,2146.44537273666,1293.06924724573,856.778993821187,1148.33737446889,1097.76761764332,932.820459089593,763.688512741971,481.527414196725,958.79568516091,3152.89882821236,1663.77436212527,1801.44753147919,1931.89021749954,911.86704287256,849.699020415388,950.346754723158,2147.15065825098,1913.16188205769,1956.43828537823,1989.01023434412,1974.33054716424,1990.26713905282,2100.24026373307,2220.58417664266,2087.03858992664,681.23040708219,810.707673169085,1729.60507498866,1626.34796458093,1288.30155126796,654.065909133449,668.965257184898,1662.18248004006,1427.03502679916,1212.65541689069,766.492596922656,1969.95226152988,1142.33075874368,1242.71719216735,1317.90250778451,853.092948732106,2009.58611131526,926.139386240883,1435.25760090286,2088.82090556958,1630.36666767453,1430.59467269999,1483.98660377423,1287.44955771123,1629.96522611733,778.218958926526,1359.83194208555,1645.206530338,1753.54021730805,2426.31773134646,1035.89879759878,1569.61721636734,1229.67827000601,756.769328383384,1705.39963153504,863.241305416792
"US-Bn3",2808.45322406318,1170.67042652047,808.744229713021,899.654760314294,646.682504001952,1146.18156303477,494.478125065805,918.169628926123,558.877238130576,950.083463503657,567.645831216057,554.725638860099,947.669795326623,916.6634898049,577.972272135261,1524.48966189231,486.53910799678,970.953720811647,865.070298426106,499.015852932066,496.31377730306,763.556728139427,737.089197110481,736.041264301319,781.240057478117,858.157426972606,2036.37506353645,2411.80479698483,1895.46506922147,1480.6715652478,1254.80388685388,1663.68106395311,1636.76036790558,1278.52577858316,1564.70940699478,1970.32410505802,1389.06760485023,734.500576062621,424.880993952177,214.451815656842,0,1526.13572629553,961.219925220722,1143.97273643881,1174.66592227446,1555.57401822602,637.669690933075,1505.29639624445,1193.3660680553,1107.93307931445,1234.08280670919,1139.99286452412,1684.36607359096,1327.046942768,697.869661032616,2113.40352950616,909.232687591807,1735.69261074255,1914.78947088749,1948.27434709762,4739.83698502254,3906.37025528357,922.238073648029,1381.76301389391,772.908046813531,1811.07365442417,1969.89023924864,1346.94379582696,1233.16827445799,919.378401828148,744.225517249054,1329.91469111085,1565.34295859939,1690.64838013387,1405.92922545526,1586.57227079638,2013.01494361788,1772.81004183806,1669.90430483106,1926.32134024625,1738.56961955442,768.477407575171,1012.74435193892,982.679416144971,933.823155913713,843.617524421418,963.218756676584,1796.10514219539,1361.12114617986,1290.96786091724,1716.09488285713,1717.58949238057,2000.37810220196,3870.08964161213,981.811158557799,2161.15363445408,1299.88661874071,809.88259702201,1205.13334213455,1181.69947387492,985.634422434966,811.211300951589,505.817448324231,965.677532092644,3220.4927500987,1711.35555937005,1783.31564176755,1944.61241018205,945.909500668011,898.998996379802,1014.43420778819,2226.29468176508,1973.4600079503,1995.20125816033,2030.35354340864,2013.13026771055,2041.80422501608,2140.60608884576,2290.29116045037,2120.18399974924,724.962549243679,829.969575950823,1801.83025833234,1685.39991740535,1322.32331653866,652.044937204634,655.134735860505,1717.6131891706,1483.32869286914,1268.81639795364,755.027495948273,2014.34790756532,1156.21290713425,1269.06153342983,1383.54408991391,864.411741329314,2115.74904474355,962.383894518406,1464.46344163335,2134.57298735809,1654.32551835187,1478.03113389065,1519.31839811235,1293.54481181963,1683.12686345627,785.585003371915,1401.43330013644,1686.2707680137,1818.80008827942,2489.35259952955,1096.29841722382,1574.91907141595,1231.23371357591,769.908370892345,1782.52909200282,864.422976105627
"US-Bo1",1432.22258280168,1516.98888003733,1332.42125636178,1046.60812172996,1049.46307721537,599.990736104027,1417.10709488747,845.470617721018,1369.76315273051,1019.39798440778,1541.01991345673,1639.12031770172,1396.09583626608,1384.0523145296,1646.5973207507,1234.04641767995,1318.69806472911,1003.96374859015,1052.49201702214,1384.76734998156,1210.02820312053,972.382671820715,1035.68699457833,1081.50486357217,1028.23147529769,967.050303344874,2045.09951830555,2431.58832937651,2294.41830585421,996.495352096689,1495.7440270966,759.106364196791,1887.67601938958,478.949652656794,1088.81871928377,1278.39377443155,569.326380267074,1128.42500453574,1836.26605333259,1428.92736097572,1526.13572629553,0,857.233621300135,530.918601999768,478.893069687982,383.72204088694,1701.72241406226,675.985578381698,1088.20927849683,1222.11098266371,911.419453207682,986.184126639464,654.633271411251,1787.55335935759,1439.8081843344,993.243558958102,1062.89857718818,1577.03177309531,725.2849943536,711.075805111351,3342.26285826407,2467.36774869287,1527.50187776377,1041.71981054607,999.759028757719,1621.8988979472,1342.13662810876,997.579087585623,1002.55548398002,1109.62876639593,925.937380708891,1675.87459069738,334.034972366758,585.562283736847,2093.77779805473,2259.96745819574,2449.01738313056,2220.4973904525,588.932381027583,746.11130612428,530.769583184445,892.076324476431,921.55397337034,1155.46444192321,1048.11798860981,1110.9099489551,1248.20934262632,507.357074556879,645.684635753628,1611.01567748762,677.251334374899,635.845097581846,582.671632097236,2461.58173607932,645.197851017414,1583.55650190522,1868.86609151502,1242.77737739484,478.508702222698,522.183937622439,599.073783227965,792.843020312249,1381.91918592892,950.855980594033,3377.64863510989,1626.55828028983,1370.77215519943,2247.06207777169,826.311460586474,661.628703005079,1125.08929106194,853.743050492367,815.671878784999,2152.03005869032,2207.54514514012,2139.8721068382,2421.97231947048,2411.6447787273,2614.83855364565,2348.99137864252,1258.99487633171,755.928824881575,1357.51849112907,1060.20537269413,1909.74889814679,1208.74146006066,1167.1817134488,1494.90279004477,727.5652551676,541.366735537294,1317.64694405096,715.99646842397,622.568921370197,587.233728653133,579.751843424876,794.476735030595,788.863261987115,698.122782161198,733.271100093728,1004.93376175402,2085.01743694341,659.524956081494,521.397169603991,1739.25521878682,568.043321913913,985.778171905574,931.186464886563,534.493857344883,2078.55202324923,2833.25262277288,558.250305413735,1152.93208561083,1209.53951565816,867.193934957014,568.288459321254,727.14832355021
"US-Bo2",1921.15275141775,1823.71263289973,1441.64821464082,741.76073062974,523.803630900427,919.343028278002,814.917538873685,1020.27820419241,853.567602911629,1372.17179970927,1171.29084913637,1138.08441294255,1422.06652123572,1471.33983624396,1077.28489778388,2054.90230400336,855.810767038768,1455.69990670308,1370.52221520664,913.108024813178,924.886974592397,479.138250374786,543.729310407143,572.93888596598,523.802403761052,466.52329549001,1305.16569075863,1604.99533032271,1390.96512434694,731.705372021398,780.606379626884,844.432638193659,1018.8084138439,1118.21867266156,834.040803420602,1196.75295461365,1308.45959167982,726.058466895413,1207.5784937031,948.367295708334,961.219925220722,857.233621300135,0,798.402924837488,814.115807051167,842.014952553413,1159.94028524083,1266.13071790467,785.919343078857,752.496966419303,805.742095114633,725.209862957942,838.658311165416,955.912835134001,891.374916179156,1686.85860941227,552.7942744611,1141.84730655139,1080.1090970098,1128.09604571179,3861.77519588227,3014.27019700762,1630.18972023415,956.591242715126,698.244124218874,949.619341158914,1085.01379256969,1007.94974372067,790.04822615756,1171.24445804348,579.926352184417,964.720947086233,1069.62512487943,1315.51035393637,2266.37143500503,2482.31935121723,1498.0414103116,1257.32916129472,1012.00485109959,1309.6761327348,992.731267259952,618.203380547214,786.650399244531,669.635628769686,669.598381373805,629.515943874526,711.778129552276,1047.21141823771,1186.93541411775,981.134800497188,856.251042220997,844.289544185451,1209.83041709419,3043.9757872564,406.70971757698,1267.16625229322,1888.92215795402,902.773861858068,967.98923579244,979.88169527378,939.534018017444,756.797781476341,1071.97781129271,831.796379323747,2340.49822107787,1030.81858573849,985.782484483441,1334.83948670274,527.054076079658,850.770041916124,536.299355627657,1386.88598306031,1117.22838301366,1441.27347320128,1489.77565561227,1427.02616893324,1437.1404572662,1423.79690611921,1625.89386201222,1363.43267112043,685.089202914431,867.707938723043,1087.18401007738,888.391645351424,1957.0700970513,685.761649747427,653.399025096196,995.860820841644,683.253355775466,1359.59168306141,816.872712463353,1214.81070267325,875.276788578214,999.830558528339,644.158867947813,588.950609982043,1225.32896501205,962.206580129643,690.964662040882,1104.0507216698,1164.88053028485,677.666157280348,792.171165589648,1003.16348859747,1309.20609869907,649.931597296899,566.448661658908,920.255008245777,1219.95636872296,1804.75106325777,1079.66066109257,665.977970538448,940.792848981328,679.184335422291,1070.83958092508,942.869370811236
"US-Br1",1763.4120399429,1228.39189112147,1002.45264688723,1093.85341482481,817.374975739404,667.948254677833,1090.54500994677,725.493959692513,1006.68903312127,807.431921019785,1037.72784602239,1156.01240712455,974.061989812403,912.616920017281,1158.72173917077,1420.63384768276,943.932003632795,992.755752234999,722.934742956158,969.48216746093,844.159007674155,781.394489009883,840.945158440257,860.157789271326,816.320066191233,831.507631911797,1922.30687008982,2288.57642318571,2138.87596547056,1012.73414203628,1339.9316178353,867.251813489718,1738.65397260938,712.204029587315,1346.74481994755,1612.96588134433,621.395190774344,848.967054049489,1399.59403631909,1067.81258666624,1143.97273643881,530.918601999768,798.402924837488,0,146.493244818157,659.39393361911,1369.99460756667,949.047415185982,1214.64994193044,1206.58747226141,1032.0558328507,1056.85485591991,938.805816174936,1584.60631569367,1103.24234962925,1237.53139938073,839.258391407271,1714.4271329392,1099.75228202436,1082.10858695345,3650.43674501559,2786.02631259506,1067.07630110924,1085.79509763836,702.93425870056,1598.82538097572,1449.70744021926,1094.46396577513,1063.26743650922,902.505659166689,772.103084520794,1524.30075549994,535.048067573214,802.105399970262,1629.48678998347,1832.72934220069,2265.57124755594,2064.39250702483,887.224583965892,1000.14490879437,796.077659420864,587.245055073793,1061.29261400213,1065.84743006386,1029.16786108202,1012.23729930744,1092.62355829953,863.429886777686,986.322115929961,1450.61276763507,968.339220088205,966.391433393469,959.338488329232,2797.1637565176,578.634596922135,1569.76908941949,1454.46773373059,1087.91692227624,558.242921313671,405.52439992052,401.303543488453,518.037344061141,929.398929395908,1019.25273081353,3230.8471233647,1558.65241362643,1455.43916064706,2109.56811444971,655.470377685828,409.137583186704,1008.51549507084,1119.83609646145,1152.8324796429,1973.35335891163,2034.84551337869,1978.62254409766,2266.96465283743,2286.6314953614,2441.49245181002,2220.83412286493,940.134258741085,703.995462653799,1674.01393914504,1334.46029794192,1490.80773732943,924.382908560318,895.803795074132,1620.16071834252,1002.70490584455,741.44351067513,988.868103704594,1045.49602207457,862.409761668742,799.992787120091,863.583471292331,645.257626068147,1079.5735208707,742.962391633892,865.589791070728,1247.95579968998,1913.98220222895,749.274529116874,718.662428979872,1553.72424972977,864.10981513206,895.378791132299,1015.81528205049,845.887548580164,1981.37303040398,2660.57896320262,663.552227532047,1245.79853121203,1209.67827569834,710.125661582861,867.885615426893,686.839039111232
