"BR-Npw","BR-Sa1","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-SJ1","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Blo","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-Brw","US-BZB","US-BZF","US-BZS","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Dk1","US-Dk2","US-Elm","US-EML","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha1","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-Prr","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-Snf","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-Srr","US-SRS","US-Sta","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Tw5","US-Twt","US-Uaf","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-Wrc","US-xAB","US-xAE","US-xBL","US-xBN","US-xBR","US-xCL","US-xCP","US-xDC","US-xDJ","US-xDL","US-xDS","US-xGR","US-xHA","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRM","US-xRN","US-xSE","US-xSJ","US-xSP","US-xSR","US-xST","US-xTA","US-xTE","US-xTL","US-xTR","US-xUK","US-xUN","US-xWD","US-xWR","US-xYE"
23.4,24.851,24.485,-23.815,-23.745,2.2865,0.4884,-4.331525,0.035,-11.9225,-3.155,-6.80627,-16.67,-11.2675,-24.7875,-19.8035,-25.961,-22.9795,-19.0895,-20.655,-25.4065,-17.107,-17.2135,-19.2895,-17.7103,-16.395,-15.37,-20.116,-15.2,-15.2,-15.75,-22.847,-19.346,-15.86725,-1.654,-0.332,-2.1685,-1.793,-0.386,-14.425,9.7856494835,16.11,-2.385,3.134,2.6556691755,-9.45325,-1.8315,-1.6465,-0.40825,-25.35,2.1,-5.2053,6.438,6.7065,-10.8,-2.25,3.739,-13.5945,-12.165,-18.582,-1,1.5,-6.4695,-6.4255,0.595965,-24.64,-13.676,-13.573,-10.22755,-1.6,0.0895,1.596428,1.456047,1.7143965,1.848677,6.45,1.6895,-1.93,-8.474,-3.0638505,-3.9511165,-4.6,-2.338,8.99,3.2005,3.7345,5.58,17.815,-13.28767,17.46,-15.30935,0.068,-9.25,8.751,8.8235,-0.685,-2.9285,-9.123025,-4.8065,5.85,-1.68541666666667,-3.8,-6.775008,-4.30936315,-8.245,-8.19,-5.4,-5.5,-21.03,-17.79,-23.159,2.72122985,3.5885,-3.51567,-1.66015,-2.04108,13.065,13.581875,-5.8835,-0.352296,0.3058105,-0.5835,-1.8525,1.057,-0.096,-2.96756666666667,-0.228,-1.2589745,-1.18671,4.22,3.505,5.77,3.59045,6.13783,3.727115,4.778283,-5.24,-5.2,-5.34,-6.105,-1.8417525,15.06,-1.65,-0.745,-13.4366665,-0.190881516153581,-0.673983136429797,-0.985141765170624,-0.216383303194561,-0.448503296518567,-1.4645,-3.974,-9.6958112705,-7.2109205,-7.1647,-8.117507,-7.950507,-9.114409,-13.6415,-4.4065,-0.397,-1.7435,12.915,12.165,13.04,8.42,-2.5135,-2.14334,-0.3999,-10.05,-0.04,18.5645,0.841,4.659,6.828,5.802,6.7755,7.795,8.55,9.74,7.965,10.75,5.276,8.03,7.8355,7.7914,7.7756514,-3.6355,-0.775,-10.83374,7.45,4.7645,6.54,6.285,5.613,4.37415,-21.9615,-6.0543,-6.2125,6.28605,-3.62408,-4.151955,-2.14214,4.229,-10.37327,-8.76,5.3775,-1.19363999999995,7.2667503,-0.4,-1.6944735,0.5225,4.628225,2.884075,0.541775,-20.855675,-5.313075,5.250775,-1.5245,-12.207525,-22.44415,9.139825,16.36395,4.70235,-4.787225,10.844275,1.7391,-0.06675,0.3488,-4.47935,0.7078,-10.154975,-3.578575,5.744875,3.721875,9.040675,7.7277,9.419825,-8.097975,9.5694,0.750025,-16.9077,-8.021575,-0.496,-9.6016,-11.519175,1.466025,-7.79005
23.265,24.419,24.05,-23.96,-23.8800005,2.36725,0.5335,-4.418225,0.08,-11.992,-2.865,-7.155755,-18.0185,-11.7545,-24.7005,-20.796,-26.5355,-23.5955,-19.703,-20.7225,-25.2595,-17.2955,-17.326,-19.1635,-18.03,-16.645,-15.29,-20.2805,-15.4,-15.55,-16.3,-22.978,-19.207,-16.20325,-1.908,-0.398,-2.1395,-1.8845,-1.15,-14.1275,9.72334815,15.735,-2.631,2.627,2.367004221,-8.480583,-2.5125,-1.786,-0.5334835,-25.02,2.05,-5.56255,6.766,6.5255,-11,-2.5,3.852,-13.9725,-11.4695,-18.633,-1.1,1.25,-6.4745,-6.4605,-0.2307625,-24.955,-13.838,-13.3425,-10.2325,-1.55,-0.009,1.5208615,1.348999,1.432582,1.592331,6.25,0.7655,-2.38,-8.0835,-3.4508735,-4.484933,-5.25,-2.5095,8.63,2.7615,3.853,5.309,17.445,-13.22,16.93,-14.938585,-0.305,-8.2,8.7445,8.6055,-0.8635,-3.1645,-9.04,-4.9915,5.75,-2.10769230769231,-4.1,-6.4415,-4.24274448333333,-8.53,-8.28,-5.45,-5.6,-21.49,-18.64,-23.170705,2.58313179683334,3.2635,-3.810763626,-2.72475,-2.51354,12.73,13.208655,-6.4005,-1.73374,-1.35471,-0.704895,-2.196,0.771,-0.3735,-3.16,-0.38,-1.365,-1.258355,3.595,3.2685,5.407,3.68764,5.822979,2.898812,4.32,-5.65,-5.61,-5.57,-6.295,-1.817439,14.745,-1.9,-0.955,-13.6566665,-0.350575763236492,-0.437266472710462,-0.531865115695496,0.00955277790711762,-0.440358766343877,-2.147,-3.996,-9.862312,-7.315932,-8.4759,-8.5340025,-8.736492,-9.6453,-13.7875,-4.6315,-0.4035,-1.8355,12.765,12.115,13,8.34,-2.943,-3.02315,-0.945314999999965,-10.35,-0.14,18.351,0.6185,4.362,6.7925,5.258,7.06,7.63,8.32,9.61,7.77,10.3,4.49,7.955,7.678,7.34365,7.4413773,-3.722,-0.9,-10.877,7.13,4.5655,6.273,6.037,5.332,4.04945,-22.071931415,-6.3109,-6.485,5.9722,-3.478515,-4.36575,-2.49901,3.9,-10.595985,-8.0285,4.8375,-1.21999,7.1495,-0.85,-1.878968,0.5345,4.321225,2.359975,-0.74655,-20.5637,-5.427975,3.991425,-1.683925,-11.587,-22.21955,8.6023,15.84975,4.262625,-5.155925,10.215725,1.0574,-1.040275,0.0237,-4.84485,-0.05915,-10.362275,-3.562,5.372925,3.52085,8.96485,7.9944,8.736425,-8.87665,9.5986,0.3527,-16.505275,-8.741275,-0.3685,-9.596125,-11.155775,1.590475,-7.67195
23.2,24.1825,23.9,-24.28,-24.1400005,2.319,0.6333,-4.48975,-0.1539505,-11.8815,-2.735,-7.46804,-18.53,-11.7865,-24.2245,-21.3635,-26.1525,-23.7755,-20.1785,-20.8135,-24.809,-17.126,-17.246,-18.935,-18.305,-16.74,-15.61,-20.253,-15.45,-15.85,-16.35,-22.9585,-18.98825,-16.30175,-1.938,-0.4605,-2.2135,-2.0985,-1.144,-13.63,9.5374098335,15.37,-1.801,2.458,2.4917443115,-9.0029685,-2.978,-2.3845,-0.70025,-24.775,2,-5.7796,6.243,6.2165,-11.05,-2.6,4.043,-14.214,-11.7425,-18.271,-1.3,1.2,-6.4535,-6.417,-0.582555,-25.025,-13.5985,-13.0325,-10.5935,-2,-0.02,1.6695565,1.347297,1.470101,1.473575,5.85,0.238,-2.58,-7.512,-4.045279,-2.734534,-5.35,-2.5375,8.06,2.8285,3.8735,5.0315,17.355,-13.59322165,16.78,-14.965355,-0.257,-8.55,8.529,8.102,-0.891,-3.1785,-9.1140935,-5.121,5.1,-2.10909090909091,-4.2,-6.730416,-4.50962661666667,-9.0495,-8.79,-5.35,-5.8,-22.01,-18.125,-22.935,1.9969127,2.74,-3.738864463,-3.074315,-2.7388917655,12.615,12.867115,-6.8815,-1.86118,-1.677285,-0.810901666666667,-2.431,0.865,-0.4435,-3.2265,-0.5189935,-1.501507,-1.36714,3.53,3.352,4.9215,3.22628,5.629293,2.810951,4.3863385,-5.74,-5.97,-5.84,-6.25,-1.92673,14.145,-2.25,-0.98,-13.735,-0.370793348539706,-0.675385100000028,-0.566886990017338,-1.08834157647024,-0.0334008822970873,-2.2245,-4.0775,-9.9768,-8.4101535,-8.0124426,-8.7335695,-8.973683,-10.165184,-14.06,-4.846,-0.618,-1.924,13.07,12.31,13.02,8.1,-3.1225,-3.16197,-1.406205,-10.25,-0.09,18.0475,0.44,3.9485,6.289,5.2995,6.665,7.575,8.21,9.425,7.41,10.18,4.225,7.6775,7.7085,7.37675,7.6547058,-4.2285,-0.775,-10.992665,7.08,4.229,6.104,5.6795,4.468,4.1099,-21.4857341,-6.59955,-6.85545,5.868,-3.56069,-4.58358,-2.10382,3.6,-10.649845,-8.329,4.3905,-1.58134,6.8125,-1.4,-1.8685575,0.463,4.079175,1.7362,-0.837925,-20.57845,-5.6874,3.3188,-2.279,-11.646325,-22.086,8.032625,15.08855,3.928225,-4.994375,9.514325,0.050225,-0.816275,-0.39455,-4.817975,0.7118,-10.359825,-3.737175,5.0382,3.2418,8.958775,7.63575,8.75735,-9.248575,8.66485,0.267825,-15.888525,-9.27765,-1.0927,-9.5187,-11.06765,1.749575,-8.04445
22.905,23.9465,23.515,-24.3249995,-24.2350005,2.362,0.6555,-4.61925,-0.1056342,-11.971,-3.19,-8.074035,-18.343,-12.02675,-24.386,-21.1125,-25.372,-23.8805,-20.323,-21.095,-25.1135,-17.15,-17.292,-19.4315,-18.575,-16.9,-15.755,-20.28275,-15.35,-16.28,-16.5,-23.0015,-19.26875,-16.15225,-2.1935,-0.689,-2.3065,-2.3125,-1.555,-14.1975,9.7010998335,14.675,-1.721,0.978,1.8214735395,-9.140668,-3.2765,-3.2625,-1.0005,-24.78,1.55,-5.8748,5.6955,6.16,-11,-2.7,4.022,-13.5365,-12.1145,-18.705,-1.2,1,-6.711,-6.6305,-1.5339,-24.89,-13.9435,-13.211,-11.949,-2.3,-0.1295,1.697205,1.2903825,1.416984,1.4936555,5.55,-0.4735,-3.29,-7.9075,-3.78886,-3.42755,-5,-2.9125,7.9215,3.2955,3.2325,4.914,17.58,-13.83132835,16.45,-15.346105,-0.398,-9.4,8.2035,7.465,-1.434,-3.1865,-9.06205,-5.403,4.8,-2.27916666666667,-4.4,-7.505349,-4.85839948333333,-9.22,-8.972,-5.65,-5.8,-21.885,-18.125,-22.8095,1.29351073,2.4235,-4.492048956,-3.2963,-3.3971,12.52,13.231705,-7.322,-2.39321,-1.734545,-0.808661666666667,-2.5865,0.9045,-1.0325,-3.44475,-0.66,-1.77,-1.60965,4.01,3.541,4.548,3.006445,5.108337,3.266083,4.197,-6.11,-6.23,-6.04,-6.275,-2.162725,13.91,-2.65,-1.095,-13.678333,-0.769260965983051,-0.44973779999998,-0.516062989128898,-1.04535903591579,-0.346346561008005,-2.8245,-4.411,-10.2045,-9.075156,-7.2205,-8.784212,-9.2064475,-10.507615,-14.081,-5.2595,-0.753,-1.871,12.69,12.18,12.645,7.76,-3.562,-3.85136,-2.174045,-10.45,-0.05,18.1005,0.2815,3.898,5.7825,4.909,6.91,7.51,8.135,9.305,6.9985,9.55,3.65,7.591,7.767,7.37425,7.282,-4.433,-1,-11.030835,6.751,3.8065,5.444,5.191,4.0495,3.81645,-22.00528565,-6.812,-7.014,5.635,-3.65498,-4.788725,-2.82844,3.485,-10.37123,-8.058,3.784,-1.99782,6.625,-1.8,-2.339249,0.4625,3.5902,1.3466,-1.365125,-20.497,-5.340325,2.67085,-2.476575,-11.7615,-21.8915,7.68305,14.416575,3.60725,-4.64965,9.00855,-0.1224,-1.12725,-1.15205,-4.85755,0.88345,-10.6344,-3.4435,4.3913,3.2288,8.764075,7.126075,7.62935,-8.869675,7.8356,0.469325,-15.434825,-8.972675,-1.252825,-9.589925,-10.768925,1.705925,-7.887675
22.735,23.7015,23.29,-24.47,-24.3850005,2.46,0.8459,-4.648775,-0.1564365,-12.2535,-2.665,-8.382995,-18.1585,-12.09375,-24.6185,-21.468,-26.377,-23.912,-20.312,-21.524,-25.691,-17.174,-17.358,-19.7245,-19.1,-17.05,-16.37,-20.25475,-15.3,-16.52,-16.6,-23.126,-19.3915,-16.09325,-2.3585,-0.751,-2.479,-2.4525,-1.6535,-14.8425,9.33579685,14.995,-1.988,0.556,1.201023785,-8.3669995,-3.256,-3.7345,-1.2755,-24.835,1.3,-5.8941,5.503,5.593,-10.8,-3.05,3.733,-13.461,-11.615,-18.891,-1.4,1.1,-6.9845,-6.8845,-2.5606,-24.695,-13.786,-12.7295,-12.798,-2.5,-0.134,1.523651,1.0378825,1.2573145,1.2527775,5.2,-1.0525,-3.42,-8.1595,-3.904168,-4.1603835,-5.85,-3.169,7.9255,2.921,3.0205,4.749,17.255,-13.83304835,15.85,-15.142155,-0.52,-9.4,8.5175,6.726,-1.6675,-4.0615,-9.2725,-5.637,4.25,-2.54615384615385,-4.65,-7.3356,-4.93827275,-9.125,-8.81,-5.7,-6.1,-21.82,-18.16,-23.07,0.658950409666667,2.189,-4.71218,-3.99,-3.6439,12.225,14.066055,-7.625,-3.142085,-2.308005,-0.6525,-2.82,0.834,-1.0485,-3.4465,-0.915,-2.14,-2.126545,4.48,3.2465,4.596,3.06328,5.50258,2.331097,3.8335,-6.67,-6.62,-6.47,-6.505,-2.354625,13.56,-2.95,-1.41,-13.93,-1.04108880000001,-0.795335710313566,-0.0603458090888012,-1.22792463684078,-0.637337100558796,-1.853,-4.3825,-10.358,-8.97126,-6.9392,-9.009816,-9.179703,-10.20125,-14.03,-5.414,-0.5695,-2.121,12.58,11.865,12.465,7.765,-3.6935,-3.986095,-2.934685,-11.65,-0.01,18.034,0.2015,3.9925,5.7295,4.442,6.705,7.58,8.09,8.76,6.682,9.02,3.695,7.598,7.4675,7.39045,7.1520703,-4.7595,-0.975,-11.25801,6.723,3.2715,5.3555,4.7785,3.9425,3.34155,-22.3595005,-6.8327,-6.9968,5.528,-3.64704,-5.02465,-3.105665,3.09,-10.2033,-8.0775,3.4405,-2.453755,6.39,-1.9,-2.706696,0.4685,3.576525,1.201525,-1.5345,-20.89635,-5.7332,2.70405,-2.4895,-11.7695,-21.6175,7.4967,14.168375,3.6695,-4.21195,8.598875,-0.16145,-1.334525,-1.629725,-4.712275,0.8559,-10.867525,-3.42995,4.128575,3.296175,8.137025,7.318875,7.415725,-8.8379,7.311425,0.311,-15.9303,-8.401875,-2.3685,-9.2856,-10.63335,1.452225,-7.9082
22.86,23.558,23.09,-24.4250005,-24.1899995,2.2475,0.6935,-4.76425,-0.23,-12.5,-3.3,-8.43733,-18.29,-12.54625,-24.4105,-21.484,-26.286,-23.618,-20.3415,-21.155,-26.393,-17.5,-17.454,-19.551,-19.520775,-17.18,-16.665,-20.68675,-15.7,-16.7,-16.25,-23.243,-18.8855,-16.33275,-2.481,-1.053,-2.478,-2.6585,-2.0205,-14.97,9.4166068,15.16,-2.282,0.424,1.073033198,-8.702334,-3.4835,-3.6115,-1.55675,-24.75,1.1,-5.93905,5.3285,5.4695,-10.75,-3,3.6455,-13.018,-11.4865,-17.6405,-1.85,1,-6.8335,-6.805,-2.80435,-24.61,-14.203,-13.1695,-11.98,-2.5,-0.427,1.621275,1.125763,1.0188921,1.254774,5,-1.3305,-3.81,-7.86,-4.376631,-4.624484,-6.7,-2.916,7.529,3.1965,3.0655,4.875,16.93,-13.78705835,15.85,-15.365485,-0.785,-9.5,7.8055,6.603,-1.969,-4.402,-9.1692215,-5.6825,4.15,-2.75454545454545,-4.68,-6.8087995,-4.91387823333333,-9.16,-8.95,-6.1,-6.3,-21.575,-17.57,-23.6862,0.392222143848334,1.3215,-4.9538525885,-4.42555,-3.95942,11.5535,13.68595,-7.797,-3.413035,-2.611005,-0.915235,-2.9285,0.8305,-1.117,-3.292,-1.04,-2.509,-2.098885,4.325,3.1405,4.5515,2.78938,5.2,2.786143,3.7332675,-6.95,-6.89,-6.89,-6.755,-2.640285,12.93,-3.55,-1.53,-14.258333,-0.726992537604389,-0.698501586066357,-0.11058080630832,-1.49753948495453,-0.390211932712106,-1.9875,-4.499,-10.408,-9.829859,-7.2182,-9.5715275,-9.010915,-10.034458,-14.575,-5.3905,-0.5735,-2.14,12.645,12.23,12.62,7.64,-4.2415,-4.33072,-3.11788,-12.1,-0.04,17.785,-0.0965,4.015,5.795,4.639,6.805,7.485,7.855,8.275,5.903,8.59,3.385,7.7575,7.396,7.20325,6.91461245,-4.8215,-0.825,-10.582665,6.569,3.429,5.381,4.8105,4.551,3.29975,-22.74718036,-6.64005,-7.06005,5.3895,-3.65062,-4.88652,-3.1763,2.535,-10.30235,-8.062,3.0425,-2.52562,6.01,-2.2,-3.1722185,0.386,3.5019,1.0255,-1.576125,-20.765775,-5.880625,2.50565,-2.502,-11.4118,-22.418675,7.247025,13.929625,3.91445,-3.72895,8.3147,-0.665675,-1.3413,-2.3074,-4.9805,0.866075,-10.89475,-3.610175,3.9719,3.187675,7.978375,7.249925,7.5012,-9.053225,6.858875,-0.1033,-16.039325,-8.326575,-2.605125,-9.156375,-11.118725,1.416,-8.344225
23.26,23.654,23.145,-24.6850005,-24.58,2.24075,0.52305,-4.921,-0.14,-12.8365,-1.785,-8.11364,-18.209,-13.05575,-24.151,-21.3845,-26.0365,-23.479,-20.4895,-21.0925,-27.3195,-17.552,-17.3015,-19.1885,-19.4453,-17.53,-16.58,-21.28025,-15.7,-16.2,-15.5,-23.079,-18.37325,-16.43525,-2.463,-1.216,-2.4825,-2.704,-1.903,-15.26,9.0765275,14.705,-2.626,0.229,1.779874149,-8.0236505,-3.86,-3.613,-1.699385,-24.66,0.8,-6.0008,5.3575,5.704,-10.6,-3.15,3.854,-12.87,-11.922,-17.605,-1.85,0.85,-7.1245,-7.108,-2.640225,-24.92,-14.721,-14.2335,-12.709,-2.5,-0.7385,1.6251485,1.236615,1.04372755,1.14408,4.8,-1.538,-3.85,-7.816,-3.898676,-5.14336616666667,-6.6,-2.818,6.599,3.366,2.357,4.7275,16.52,-13.705905,15.89,-15.64292,-0.861,-9.9,7.683,6.2565,-2.331,-4.2205,-9.186364,-5.4855,3.4,-2.625,-4.65,-6.612983,-5.02002323333333,-9.175,-8.6635,-6.3,-6.4,-20.88,-17.475,-23.68026,0.355829592666666,2.012,-5.1442,-3.9204,-4.01612,10.93,13.740775,-7.2635,-3.659565,-3.398075,-1.006,-2.802,1.013,-0.993,-3.20641666666667,-1.44,-2.7278635,-1.93968,4.3,3.1165,4.416,2.559165,5.02,2.174092,3.6685,-6.89,-7.07,-7.13,-6.92,-2.681735,12.79,-3.8,-1.595,-14.62,-0.799459057278057,-0.592632802798107,-0.372995908949122,-1.56195609662541,-0.324475616455118,-2.091,-4.339,-10.54848,-10.363145,-7.3242,-9.9677435,-9.4009625,-10.579725,-14.309,-5.421,-0.572,-2.574,12.5,12.2,12.795,7.555,-3.965,-4.890775,-3.453385,-11.5,-0.82,17.5395,-0.1795,3.7575,5.8465,4.4245,6.76,7.57,8.18,7.79,5.3815,7.95,3.505,7.6745,7.2445,6.5869,7.0851296,-4.758,-0.65,-10.496055,6.4905,3.212,4.8515,4.5845,4.021,3.0558,-22.70569689,-7.0241,-7.21155,5.217,-3.725215,-5.004525,-3.08181,2.1345,-10.24667,-8.258,2.8705,-2.70797,5.836414,-2.65,-3.136867,0.477,3.404875,0.342675,-1.081425,-20.98165,-5.9784,2.4062,-2.037725,-11.882775,-22.529725,6.942975,13.870525,4.070375,-3.76105,8.149175,-1.8225,-1.52265,-2.55395,-5.3934,0.4609,-9.7702,-3.5303,3.78955,2.98995,8.2605,6.9651,7.7394,-8.65005,6.8368,-0.39005,-15.999775,-8.1237,-3.4134,-9.217425,-11.666725,1.355775,-8.197625
24.515,24.378,23.575,-25.1350005,-25.1050005,2.36875,0.3668,-5.006,-0.125,-13.592,-1.945,-7.95661,-17.646,-13.413,-23.919,-21.148,-25.8025,-23.5885,-20.408,-21.2615,-27.362,-17.7895,-16.9325,-19.155,-19.292675,-17.9,-16.5,-20.77825,-16.15,-15.65,-15.6,-22.911,-18.529,-16.30175,-2.5315,-1.499,-2.609,-2.6045,-1.8665,-15.6525,9.5290094835,15.045,-3.2305,-0.08,4.964823873,-7.8168245,-3.994,-3.893,-1.772,-24.77,1.05,-6.03805,5.4365,5.84,-10.5,-3.35,3.7415,-12.5425,-12.111,-19.0865,-1.9,1.1,-7.888,-7.728,-3.22255,-24.67,-15.311,-14.694,-12.757,-2.55,-0.5445,1.5017395,1.0590658,1.151545,1.237078,4.6,-1.7315,-3.81,-7.862,-4.1667695,-5.66224833333333,-7,-2.782,6.962,4.113,2.545,4.267,16.71,-12.97461,16.1155,-14.871825,-0.7935,-10,7.3295,6.208,-2.1375,-2.869,-9.175,-5.6905,3.35,-2.71923076923077,-4.4,-6.70675,-4.84252373333333,-9.505,-8.96,-6.4,-6.1,-21.19,-18.03,-23.377355,0.0596761172483334,1.62,-5.353436789,-4.17245,-4.279418319,11.2325,15.017195,-7.2585,-4.20503,-4.1733,-1.14004333333333,-2.974,1.013,-1.033,-3.45873333333333,-1.47,-2.86,-2.071895,3.51,3.172,4.038,2.73994,4.518947,1.373834,3.8274635,-7.07,-7.19,-7.3,-6.675,-2.57114,12.2025,-3.65,-1.27,-14.425,-0.710787272135406,-0.519694749999985,-0.296202955457886,-1.56487944369843,-0.274617806328678,-2.2045,-4.0875,-10.761,-10.040785,-8.3021889,-9.740445,-9.317112,-10.42845,-14.492,-5.534,-0.8615,-2.366,12.595,12.145,13.17,7.84,-3.918,-4.93156,-3.676375,-11,-0.9,17.396,-0.193,3.717,5.545,4.158,6.645,7.55,8.38,8.185,5.1,7.88,3.27,7.701,7.174,6.4242,7.38974795,-5.005,-0.825,-10.789,6.395,2.957,4.498,4.36,3.9985,3.0368,-22.621,-6.8128,-7.2315,5.175,-3.78415,-4.879985,-2.80387,1.77,-10.22133,-8.2095,2.995,-2.35021,6.0605,-2.8,-3.1160425,0.414,3.3677,0.1995,-0.334725,-21.063925,-5.7231,2.16125,-1.88205,-12.92415,-22.17085,6.787075,13.86555,4.5646,-3.689975,8.055825,-1.928375,-1.7471,-2.5956,-5.4181,0.33205,-9.7201,-3.4984,3.982925,2.7883,7.58005,6.8475,7.388125,-8.453175,7.2985,-0.452825,-15.92955,-8.2746,-2.650175,-9.427875,-12.0375,1.382325,-8.618725
26.835,25.414,24.295,-25.2600005,-25.139999,2.302,0.53545,-4.83855,-0.214262,-14.099,-1.85,-7.543895,-17.0555,-13.84,-24.501,-21.5555,-25.4785,-24.658,-20.41,-21.2895,-26.647,-17.7035,-17.058,-19.662,-18.73415,-17.76,-16.54,-21.00075,-15.6,-16.1,-15.9,-22.8965,-18.54825,-16.5095,-2.5285,-1.4125,-2.719,-2.7195,-1.94,-15.66,9.978465,16.18,-2.3595,0.948,7.786575561,-7.2702165,-3.606,-3.359,-1.12813,-24.54,5.1,-5.6774,6.3185,6.129,-10.45,-2.55,4.199,-12.485,-12.5955,-17.5935,-1.3,1.2,-7.489,-7.5425,-2.7357,-24.705,-15.0075,-13.5315,-13.2045,-2.45,0.328,1.352779,1.420446,1.340216,1.462937,3.9,1.1515,-0.74,-7.76,-4.1676145,-6.1811305,-6.75,-2.809,7.5885,4.7445,3.6095,4.822,18.595,-12.456745,17.39,-14.88773,-0.1455,-9.3,8.4745,6.7,-0.9975,-2.312,-8.8689865,-5.59,5.05,-2.21363636363636,-4.025,-6.1038995,-4.16505345,-9.145,-8.7795,-6.1,-5.85,-20.35,-18.58,-23.2235,2.15796424,3.3655,-4.936634436,-4.10425,-3.24724,13.335,17.48674,-7.241,0.822085,-0.577953,-0.881948333333333,-2.741,0.6605,-0.8735,-3.4725,-1.74,-2.4305,-0.754339999999985,3.475,3.3955,5.468,4.0023,6.111292,3.062431,4.611,-6.79,-6.75,-6.6,-5.925,-2.5917325,15.3095,-3.1,-0.86,-14.835,-0.492895981682693,-1.20153925408249,0.0170240745544845,-1.27960560085097,-0.494082582261825,-2.3205,-4.0005,-10.4715,-8.8595115,-7.9357,-8.923781,-8.6160035,-9.3153965,-14.3725,-5.233,-1.0315,-1.952,14.755,13.46,14.595,9.42,-3.7465,-2.224195,-1.86231,-10.45,0.52,17.6515,0.5405,4.981,6.429,5.762,8.585,8.755,9.39,8.765,7,8.7,6.955,9.21,9.36,7.53615,9.7,-4.775,0.175,-10.80604,7.19,4.635,5.7275,5.579,5.7025,3.92445,-22.622,-6.7376,-6.8,6.53115,-3.60562,-3.65978,-2.46024,1.875,-10.02786,-8.2915,5.453,-1.061335,7.6135,-2.05,-2.89712,0.4435,3.49285,0.27275,-0.218975,-20.7,-5.65495,2.648175,-0.9781,-13.475425,-22.6,6.97075,15.2537,4.64915,-3.65345,9.292675,1.7594,-1.28775,-2.650275,-5.02575,-0.0174,-9.714225,-2.371325,4.04005,2.54085,8.149425,7.6259,8.632825,-8.2001,7.4519,0.862725,-17.094875,-8.070875,-2.307925,-9.245875,-12.5485,1.186075,-8.44605
