"BR-Npw","BR-Sa1","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-SJ1","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Blo","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-Brw","US-BZB","US-BZF","US-BZS","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Dk1","US-Dk2","US-Elm","US-EML","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha1","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-Prr","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-Snf","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-Srr","US-SRS","US-Sta","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Tw5","US-Twt","US-Uaf","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-Wrc","US-xAB","US-xAB","US-xAE","US-xAE","US-xBL","US-xBL","US-xBN","US-xBN","US-xBR","US-xBR","US-xCL","US-xCL","US-xCP","US-xCP","US-xDC","US-xDC","US-xDJ","US-xDJ","US-xDL","US-xDL","US-xDS","US-xDS","US-xGR","US-xGR","US-xHA","US-xHA","US-xJE","US-xJE","US-xJR","US-xJR","US-xKA","US-xKA","US-xKZ","US-xKZ","US-xMB","US-xMB","US-xML","US-xML","US-xNG","US-xNG","US-xRM","US-xRM","US-xRN","US-xSE","US-xSE","US-xSJ","US-xSJ","US-xSP","US-xSP","US-xSR","US-xSR","US-xST","US-xST","US-xTA","US-xTA","US-xTE","US-xTE","US-xTL","US-xTL","US-xTR","US-xTR","US-xUK","US-xUK","US-xUN","US-xUN","US-xWD","US-xWD","US-xWR","US-xWR","US-xYE","US-xYE"
-0.753745,0,-1.27,0,0,0,-2.1095,0,0,0,0.264,0.00044944425,0,-1.828,-0.647,-1.508,-1.8645,-1.814,-2.182,-0.99,0.01,0,0.01,0.0583965,-0.282,-0.7505,0,-0.165,-1.085,-0.655,0.0871154,0.023609,-0.014493,0,0,0,-1.073,-1.34,-0.67,0.015795,0.54495,0.018,12.85,-0.01567003275,0,-1.55,-2.3445,-0.12261,0.18,-2,-0.637325,-1.9714285,-2.684049,0,-2,0,0,0.0155,0.0605,0,0,-1.292,-1.335,-0.576,0.1944,0,0,0,-1,0,0.020971377,0.01655185275,0.04064529375,0.036063693,-2,0,0,-2.696,0,0,-2,-0.737499575,0,-0.05,-1.047,-1.638,0,0,0,-2.036201597,-2.096,0,-0.199,-1.349,-2.856,-1.425,0,-0.41355,0,0,-2.49,-1.14252,-0.000446158113333333,0,0,0,0,0.058,0.4095,0,-0.7858,-1.719468,-0.001540452,-1.5167892885,-2.24615,0,0.139,-0.2884452,-1.44,0,0,0,0,0,0.011,0,-0.227,0,0,0,0,0,-1.06674,-1.296457,-0.674214,-2.288,0,0,0,-2,0,-2.11883,-2.801386833,0,-2.7962325,0.635175,0.420075,0.2943925875,0.40455,0.483075,0,0,-0.1399705525,0,0,0,0,0,0,0,0,0,-5.035,-2.86,-2.725,-5.395,0,0,0,-2,0,0,0,-0.4365,-2.37069,-2.1380345,0,0,0,0,0,0,-1.96,0,-1.924,-0.62333,0,-0.080325,0,-0.9615776,0,-1.884058,-1.7629405,-1.960784,-1.10664,-2.3030615,-0.438522108,-0.46247,-0.63388,0,0,0,0,0,0,-1.2485,0,0,-1.20400165,0,0,0,0.675,0.675,-0.0249999999999999,-0.0249999999999999,0.3075,0.3075,-0.471666666666667,-0.471666666666667,0.735,0.735,-0.748333333333333,-0.748333333333333,-0.448333333333333,-0.196666666666667,0.37,0.37,-0.0975,-0.0975,0.1775,0.1775,-0.405,-0.375,0.3625,1.5425,-0.358333333333333,-0.358333333333333,-0.2925,-0.2925,0.355,0.355,-0.135,-0.135,-0.113333333333333,-0.113333333333333,-0.3975,-0.3975,0.2,0.2,0.3675,0.3675,0.15,0.15,-0.176666666666667,0.16,0.16,-0.871666666666667,-0.871666666666667,0.6825,0.6825,-0.199166666666667,-0.199166666666667,0.8575,0.8575,-0.178333333333333,-0.176666666666667,0.9,0.9,-0.243333333333333,-0.243333333333333,0.4775,0.4775,0.3075,0.3075,0.0216666666666667,0.0216666666666667,0.0199999999999999,0.0199999999999999,-0.286666666666667,-0.286666666666667,-0.533333333333333,-0.533333333333333
-0.66143,0,-1.06,0,0,0,-2.06295,0,0,0,0.189667,0.0013487625,0,-1.835,-0.636,-1.5195,-1.7385,-1.6645,-1.5785,-0.885,0.01,0.01,0.04,0.053766,-0.3545,-0.78,0,-0.225,-0.895,-0.555,0.135685,0.0390251,0.05797525,0,0,0,-1.0575,-1.536,-0.61,0.0154869075,0.567225,0.018,12.85,-0.015940233,0,-1.6375,-2.3765,-0.1449,0.18765,-2,-0.421735,-1.7428575,-2.556237,-0.5,-2,0,0,0.0155,0.0605,0,0,-1.3725,-1.3295,-0.671,0.19755,0,0,0,0,0,0.0170497125,0.01788901875,0.04005344925,0.03441584475,-1,0,0,-2.559,0,0,-2,-0.38779635,0,-0.0565,-0.8495,-1.615,0,0,0,-1.4718050565,-2.017,0,-0.088,-1.3865,-2.678,-1.351,0,-0.43605,0,0,-2.11,-1.3336225,-0.000746910873333333,0,0,0,0,0.187,0.195,0,-0.880017,-1.6267215,-0.001523667,-1.5809305,-1.1494,0,0.144,-0.3771534,-1.44,0,0,0,0,0,0.008,0,-0.209,0,0,0,0,0,-1.083675,-1.195705,-0.695766,-2.557,0,0,0,-1.945,0,-2.156251,-2.8063581965,0,-2.779024,0.63675,0.458325,0.3237970275,0.410625,0.4761,0,0,-0.153095,0,0,0,0,0,0,0,0,0,-5.025,-2.805,-2.73,-5.53,0,0,0,-2,0,0,0,-0.5575,-2.298851,-2.475619,0,0,0,0,0,0,-1.84,0,-1.942,-0.668525,0,-0.078075,0,-1.0742735,0,-1.666667,-1.875469,-1.895425,-1.257545,-2.1193875,-0.389598546,-0.455885,-0.59982,0,0,0,0,0,0,-1.1315,0,0,-1.213,0,0,0,0.75,0.75,-0.0225,-0.0225,0.2925,0.2925,-0.458333333333333,-0.458333333333333,0.695,0.695,-0.533333333333333,-0.533333333333333,-0.341666666666667,-0.203333333333333,0.475,0.475,0.04,0.04,0.175,0.175,-0.3025,-0.2375,0.395,1.125,-0.305,-0.305,-0.54,-0.54,0.4725,0.4725,-0.1075,-0.1075,-0.126666666666667,-0.126666666666667,-0.08,-0.08,0.16,0.16,0.59,0.59,0.16,0.16,-0.165,0.105,0.105,-0.926666666666667,-0.926666666666667,0.47,0.47,-0.095,-0.095,1.0675,1.0675,-0.075,-0.075,0.95,0.95,-0.02,-0.02,0.68,0.68,0.31,0.31,0.00666666666666667,0.00666666666666667,-0.00499999999999999,-0.00499999999999999,-0.343333333333333,-0.343333333333333,-0.448333333333333,-0.448333333333333
-0.55217,0,-1.16,0,0,0,-2.16195,0,0,0,0.188,0.000224690085,0,-1.909,-0.3725,-1.45,-1.5275,-1.524,-1.354,-0.978,0.03,0.025,0.045,0.0564855,-0.4115,-2.385,0,-0.19,-0.845,-0.425,0.171347,0.1246815,0.1613815,0,0,0,-0.9015,-1.442,-0.505,0.013725,0.59175,0.018,12.85,-0.0142570035,0,-1.565,-2.375,-0.162,0.1728,-2,-0.45561,-1.714286,-2.47955,-1,-2,0,0.0145,0.016,0.059,0,0,-1.1715,-1.226,-0.53225,0.19755,0,0,0,0,0,0.01862883675,0.0209725155,0.04247912925,0.03613944375,-1,0,0,-2.6145,0,0,-1,-0.479386675,0,-0.038,-0.989,-1.672,0,0,0,-1.565557219,-1.962,0,-0.151,-1.0895,-2.66,-1.2915,0,-0.43695,0,0,-2.235,-1.7001875,-0.00561850339333333,0,0,0,0,0.293,0.174,0,-0.833215,-1.650394,-0.0015239635,-1.5336032435,-1.523,0,0.1425,-0.292451,-1.44,0,0,0,0,0,0.005,0,-0.22,0,0,0,0,0,-1.23267,-1.18048,-0.6305925,-2.7825,0,0,0,-1.91,0,-2.3452435,-2.5991127835,0,-2.7962665,0.638325,0.4761,0.30643228125,0.407475,0.47475,0,0,-0.147235,0,0,0,0,0,0,0,0,0,-4.955,-2.865,-2.81,-5.55,0,0,0,-2,0,0,0,-0.4485,-2.1192525,-1.987997,0,0,0,0,0,0,-1.7005,0,-1.9155,-0.46639,0,-0.079875,0,-1.21054,0,-1.666667,-1.7629405,-1.895425,-1.10664,-2.0459185,-0.446047679,-0.45859,-0.61508,0,0,0,0,0,0,-1.4465,0,0,-1.053,0,0,0,0.685,0.685,0.0774999999999999,0.0774999999999999,0.2,0.2,-0.445,-0.445,0.44,0.44,-0.601666666666667,-0.601666666666667,-0.515,-0.36,0.485,0.485,0.06,0.06,0.0275,0.0275,-0.4375,-0.325,0.3125,0.7875,-0.348333333333333,-0.348333333333333,-0.435,-0.435,0.2125,0.2125,-0.1125,-0.1125,-0.0483333333333333,-0.0483333333333333,-0.1625,-0.1625,0.1525,0.1525,0.5575,0.5575,0.4975,0.4975,-0.178333333333333,0.1075,0.1075,-0.6175,-0.6175,0.7,0.7,-0.181666666666667,-0.181666666666667,1.0275,1.0275,-0.165833333333333,-0.165833333333333,0.8,0.8,-0.07,-0.07,0.5075,0.5075,0.22,0.22,-0.0233333333333333,-0.0233333333333333,0.04,0.04,-0.313333333333333,-0.313333333333333,-0.441666666666667,-0.441666666666667
-0.653405,0,-1.07,0,0,0,-2.05835,0,0,0,0.266111,0.000224802,0,-2.2335,-0.437,-1.753,-1.6765,-1.667,-1.82,-1.1845,0.03,0.03,0.04,0.0530265,-0.198,-1.26,0,-0.185,-0.53,-0.37,0.156234,0.09598675,0.0880599,0,0,0,-0.778,-1.494,-0.465,0.0140175,0.5751,0.018,12.85,-0.01298620125,0,-1.6015,-2.295,-0.208,0.185625,-2,-0.29951,-1.885714,-2.5051125,0,-2,0,0.0135,0.016,0.0585,0,0,-1.247,-1.394,-0.54425,0.19755,0,0,0,0,0,0.0176524155,0.0196887915,0.0409523175,0.03488287275,-1,0,0,-2.6785,0,0,-2,-0.53984105,0,-0.038,-1.2895,-1.552,0,0,0,-2.0497039255,-2.018,0,-0.099,-0.9695,-2.667,-1.5,0,-0.409275,0,0,-1.945,-1.793103,-0.00132892138666667,0,0,0,0,0.202,0.236,0,-0.8612317,-1.6060155,-0.001674965,-1.6570025,-2.05315,0,0.1265,-0.3834488,-1.44,0,0,0,0,0,0.0055,0,-0.232704,0,0,0,0,0,-1.24699,-1.197794,-0.8258065,-2.6625,0,0,0,-2.03,0,-1.867323,-2.397290125,0,-2.7590865,0.632925,0.46305,0.354921975,0.4203,0.4698,0,0,-0.148285,0,0,0,0,0,0,0,0,0,-5.01,-2.8,-2.5,-5.405,0,0,0,-1.5,0,0,0,-0.29,-1.5445405,-2.0255065,0,0,0,0,0,0,-1.72,0,-1.903,-0.45712,0,-0.078075,0,-1.1186455,0,-1.521739,-1.387847,-1.6666665,-0.9557345,-1.808163,-0.43080427,-0.46787,-0.594,0,0,0,0,0,0,-1.524,0,0,-0.9631214,0,0,0,0.6975,0.6975,0.0475,0.0475,0.2075,0.2075,-0.401666666666667,-0.401666666666667,0.6725,0.6725,-0.415,-0.415,-0.333333333333333,-0.2375,0.4475,0.4475,0.02,0.02,0.075,0.075,-0.3,-0.28,0.39,0.83,-0.323333333333333,-0.323333333333333,-0.125,-0.125,0.205,0.205,-0.0225,-0.0225,-0.135,-0.135,-0.3025,-0.3025,0.205,0.205,0.535,0.535,0.33,0.33,-0.216666666666667,0.1125,0.1125,-0.743333333333333,-0.743333333333333,1.0475,1.0475,-0.18,-0.18,1.0425,1.0425,-0.164166666666667,-0.164166666666667,0.7275,0.7275,-0.206666666666667,-0.206666666666667,0.3775,0.3775,0.61,0.61,-0.101666666666667,-0.101666666666667,0.0866666666666667,0.0866666666666667,-0.315833333333333,-0.315833333333333,-0.51,-0.51
-0.56686,0,-0.92,0,0,0,-2.1352,0,0,0,0.240583,0.00067421025,0,-2.1325,-0.522,-1.289,-1.864,-1.3165,-0.8865,-0.95,0.04,0.05,0.075,0.0592785,-0.206,-0.6105,0,-0.195,-0.715,-0.405,0.1082181,0.00661486,0.0228035,0,0,0,-1.0825,-1.4325,-0.38,0.016089732,0.58455,0.606125,12.85,-0.014663079,0,-1.6125,-2.2975,-0.1631025,0.1809,-2,-0.23216,-1.2857145,-2.2239265,0,-2,0,0.0135,0.0165,0.058,0,0,-1.1285,-1.2105,-0.825,0.1944,0,0,0,-0.5,0,0.0139832865,0.019271889,0.039095937,0.0334054215,-1.5,0,0,-2.642,0,0,-1.5,-0.54839365,0,-0.0505,-0.985,-1.25,0,0,0,-1.719747838,-1.93,0,-0.1585,-1.0205,-2.6435,-1.33,0,-0.42435,0,0,-2.185,-1.6089995,-0.000607426638333333,0,0,0,0,0.155,0.3875,0,-0.79101655,-1.571755,-0.00166387,-1.554,-3.612,0,0.1685,-0.3868827,-1.44,0,0,0,0,0,0.01,0,-0.2427555,0,0,0,0,0,-1.26247,-1.24254,-0.756493,-2.478,0,0,0,-1.985,0,-2.043327,-2.3394566265,0,-2.899155,0.636975,0.449325,0.3054498075,0.41805,0.474975,0,0,-0.15609,0,0,0,0,0,0,0,0,0,-4.86,-2.475,-2.405,-5.335,0,0,0,-1,0,0,0,-0.178,-1.4727015,-1.875469,0,0,0,0,0,0,-1.745,0,-1.889,-0.576895,0,-0.078525,0,-1.221987,0,-1.449275,-1.6129035,-1.503268,-0.804829,-1.822449,-0.336159903,-0.50932,-0.65264,0,0,0,0,0,0,-1.2065,0,0,-1.06064335,0,0,0,0.645,0.645,0.0974999999999999,0.0974999999999999,0.2325,0.2325,-0.35,-0.35,0.6375,0.6375,-0.478333333333333,-0.478333333333333,-0.296666666666667,-0.126666666666667,0.5375,0.5375,-0.07,-0.07,0.015,0.015,-0.16,-0.16,0.41,0.81,-0.343333333333333,-0.343333333333333,-0.36,-0.36,0.225,0.225,-0.1025,-0.1025,-0.05,-0.05,-0.285,-0.285,0.095,0.095,0.505,0.505,0.605,0.605,-0.136666666666667,0.0700000000000001,0.0700000000000001,-1.00166666666667,-1.00166666666667,0.89,0.89,-0.218333333333333,-0.218333333333333,1.0425,1.0425,-0.246666666666667,-0.246666666666667,0.85,0.85,-0.0374999999999999,-0.0374999999999999,0.5,0.5,1.18,1.18,-0.0716666666666667,-0.0716666666666667,0.055,0.055,-0.373333333333333,-0.373333333333333,-0.513333333333333,-0.513333333333333
-0.0535,5.0364,0.95,0,0,0,-2.1447,0,0,0,0.30425,-0.0005992425,0,-1.683,-0.6465,-0.954,-1.543,-1.4355,-1.203,-0.9335,0.03,0.04,0.09,0.05376825,-0.3125,-0.605,0,-0.03,-0.54,-0.37,0.001384165,0.05712575,0.013561495,0,0,0,-0.854,-1.2105,-0.495,0.014896458,0.56475,1.19425,12.85,-0.0126454815,0,-1.5995,-2.189,-0.072575,0.1998,-2,-0.168835,-0.914286,-1.6104295,0,-2,0,0.0275,0.0165,0.0595,0,0,-1.1675,-1.137,-0.8815,0.1944,0,0,0,0,0,0.0202226175,0.017802531,0.04000027725,0.03366690525,-1,0,0,-2.697,0,0,-1,-0.44549565,0,-0.0545,-0.8735,-1.353,0,0,0,-1.755896873,-2.2045,0,-0.16,-1.021,-2.5475,-1.1735,0,-0.4176,0,0,-2.055,-1.573608,-0.00279342585,0,0,0,0,0.1355,0.25,0,-0.6786096,-1.5615755,-0.0017433485,-1.538289,-2.06155,0,0.174,-0.42665835,-1.44,0,0,0,0,0,0.009,0,-0.265694,0,0,0,0,0,-1.244975,-1.145145,-0.7807,-1.438,0,0,0,-1.91,0,-1.889269,-2.5309266715,0,-2.9098795,0.6372,0.439425,0.3139156575,0.4131,0.47385,0,0,-0.123815,0,0,0,0,0,0,0,0,0,-4.955,-2.57,-2.49,-5.32,0,0,0,-1.5,0,0,0,-0.2645,-1.2571835,-1.425356,0,0,0,0,0,0,-1.725,0,-1.858,-0.729505,0,-0.07875,0,-1.3300095,0,-1.376812,-1.575394,-1.470588,-0.603622,-1.783673,-0.355676166,-0.508745,-0.621,0,0,0,0,0,0,-0.993,0,0,-1.0194954,0,0,0,0.5975,0.5975,0.1075,0.1075,0.32,0.32,-0.363333333333333,-0.363333333333333,0.5975,0.5975,-0.325,-0.325,-0.495,-0.3925,0.49,0.49,-0.1425,-0.1425,0.105,0.105,-0.0675,-0.07,0.54,1.9,-0.356666666666667,-0.356666666666667,-0.38,-0.38,0.4,0.4,-0.0875,-0.0875,0.0858333333333334,0.0858333333333334,-0.1875,-0.1875,0.1,0.1,0.515,0.515,0.13,0.13,-0.0883333333333333,0.105,0.105,-1.055,-1.055,1,1,-0.035,-0.035,0.99,0.99,-0.236666666666667,-0.236666666666667,0.9,0.9,-0.0666666666666667,-0.0666666666666667,0.36,0.36,1.0725,1.0725,-0.0283333333333333,-0.0283333333333333,0.0633333333333333,0.0633333333333333,-0.465,-0.465,-0.493333333333333,-0.493333333333333
36.19546,83.061,62.495,0,0,0,-2.0194,0,0,0,0.251833,-0.0009742725,0,-1.603,-0.6875,-1.108,-1.529,-1.5815,-1.616,-1.1735,0.055,0.1,0.1,0.0448755,-0.327,-0.557,0,-0.005,-0.715,-0.38,0.230413,0.0440482,0.0547297,0,0,0,-0.8005,-1.161,-0.63,0.346823353575,0.59985,1.782375,12.85,0.14784554025,0,-1.593,-2.244,-0.0621675,0.1809,-2,-0.105475,-0.971429,-1.50818,0,-2,0,0,0.015,0.059,0,0,-1.0065,-1.014,-0.977,0.1845,0,0,0,-1,0,0.020645991,0.020148849,0.04263818175,0.0363418965,-1,0,0,-2.76,0,0,-1,-0.3803558,0,-0.0275,-0.9155,-1.373,0,0,0,-1.3153935465,-2.046,0,-0.184,-1.029,-2.662,-1.203,0,-0.4023,0,0,-1.89,-1.665208,-0.000695098796666667,0,0,0,0,0.1905,0.214,0,-0.72175,-1.385762,-0.000794384,-1.5317968325,-1.3253,0,0.154,-0.4117782,-0.7975,0,0,0,0,0,0.0075,0,-0.209135,0,0,0,0,0,-1.233285,-1.065277,-0.905102,-1.319,0,0,0,-1.935,0,-1.3157935,-2.4486889,0,-2.679061,0.6372,0.439425,0.65655,0.4329,0.48735,0,0,-0.097275,0,0,0,0,0,0,0,0,0,-3.435,-1.945,-1.74,-3.275,0,0,0,-2,0,0,0,-0.309,-1.149425,-1.387847,0,0,0,0,0,0,-1.76,0,-1.883,-0.684965,0,-0.084825,0,-1.0499445,0,-1.15942,-1.275319,-1.143791,-0.754527,-1.553061,-0.3297423635,-0.492955,-0.58,0,0,0,0,0,0,-1.24,0,0,-0.975,0,0,0,0.64,0.64,0.1875,0.1875,0.4675,0.4675,-0.283333333333333,-0.283333333333333,0.855,0.855,-0.443333333333333,-0.443333333333333,-0.2825,-0.28,0.435,0.435,-0.2275,-0.2275,0.18,0.18,-0.0825,-0.05,0.485,1.85,-0.268333333333333,-0.268333333333333,-0.2375,-0.2375,0.32,0.32,-0.115,-0.115,0.126666666666667,0.126666666666667,-0.0875,-0.0875,0.1625,0.1625,0.4975,0.4975,0.2175,0.2175,-0.106666666666667,0.1375,0.1375,-1.20666666666667,-1.20666666666667,0.65,0.65,0.0425,0.0425,1.035,1.035,0.409166666666667,0.409166666666667,0.75,0.75,-0.11,-0.11,0.6075,0.6075,0.485,0.485,0.0316666666666667,0.0316666666666667,-0.0183333333333333,-0.0183333333333333,-0.373333333333333,-0.373333333333333,-0.476666666666667,-0.476666666666667
195.8261,227.02275,173.49,0,0,0,-1.4048,0.000536665,0,0,0.3354,0.019089675,0,-1.7885,-0.797,-1.249,-1.866,-1.6555,-1.557,-1.1005,0.035,0.08,0.13,1.05708,0.5945,-0.1265,0,0,-0.455,-0.31,0.2896335,0.04348015,0.1389445,0,0,0,0,-0.165,-0.585,29.5053134985,3.28275,2.3705,12.85,28.81674675,0,0.658,0,1.2379425,0.1845,32,4.4589,2.514286,2.2239265,0,8.5,5.177025,0.028,0.0165,0.058,8,5,-0.1585,-0.14,-0.805,0.1944,0,0,0,1,7.675,2.070744525,2.2623111,1.4175117,2.68947765,0,8.66943,5.4,-2.61,0,0,2,0.99886425,0.5,4.1285,3.398,2.498,6.25,0,2.95,-1.09458483,3.5315,1,2.089,0.054,2.1975,2.175,2.6807845,3.239325,13.5,10.6875,6.495,3.3559405,0,8.155,8.155,6.3,4.75,0.1875,0.23,0,-0.67250875,12.99365,8.074757,1.001438888,-0.591165,1.19583429,14.835,6.1989975,-0.33,4.799205,4.0772,0,0,0.0115,0.04,0,-0.121,3,47.112325,0,5.014,6.14800755,3.3571,6.4076065,6.157331,7.4815,0.9,1.2,1.2,7.325,0,3.7938775,5.441264,0.5,-2.647858,4.707,2.927025,5.223375,4.869,2.633175,0,0,0.632705,1.0031019,0.223164137,0.06524062,0.2581166,0.3154117,0,0,0,0,41.055,36.515,35.94,52.925,0,35.59212,48.943818,-1,0,0,5,5.675,1.7600575,1.875469,5.4665,5.427,5.6695,0,0,0,7.94,4.3265,4.326,3.3244,7.40686235,1.823175,3.90375,0.4933019,7.737075,2.7121,2.7381845,2.4509805,2.615694,5.742857,-0.365838886,-0.49488,-0.638,5.2943,36.029755,22.123746,3.5913915,0,1.2394435,-0.4425,7.718,57.848527,6.551310909,0.75,0,0,1.485,1.485,1.1375,1.1375,3.44,3.44,-0.420833333333333,-0.420833333333333,5.065,5.065,0.995,0.995,5.85833333333333,5.85833333333333,0.53,0.53,-0.0675,-0.0675,1.1125,1.1125,6.01,6.01,1.695,2.7,5.82,5.82,1.5525,1.5525,18.705,18.705,1.785,1.785,1.31166666666667,1.31166666666667,3.85,3.85,1.5475,1.5475,0.755,0.755,6.7675,6.7675,0.706666666666667,3.9075,3.9075,9.04833333333333,9.04833333333333,12.1775,12.1775,4.365,4.365,3.3,3.3,32.4583333333333,32.4583333333333,15.4775,15.4775,-0.0891666666666666,-0.0891666666666666,2.3525,2.3525,2.85,2.85,0.921666666666667,0.921666666666667,0.0283333333333334,0.0283333333333334,0.213333333333333,0.213333333333333,0.186666666666667,0.186666666666667
371.0547,368.358975,341.11,1.0827095,0.7615,0.6804,14.3265,8.065,5.9265,3.4415,1.40696,5.4214425,8.54,-0.477,-0.231,-0.6375,-0.6275,-0.7995,-0.7675,-0.874,0.14,0.18,0.24,20.873475,29.975,22.63,0,0,-0.405,-0.215,0.265148,0.104459,0.2702735,21.480975,13.93875,20.65275,23.42,24.485,0.32,96.680894985,81.09,54.06,72.2,170.487675,22.69611,89.299,61.396,65.37,0.202725,192,68.224,52.4857145,63.6503065,32,98.5,92.16,0.0285,0.016,0.0595,75.5,43.5,35.7915,34.5665,2.376,0.1944,0,0,0,35,97.85,33.5472165,40.54682925,26.2636335,30.100455,43.5,138.862,119.4,-2.1655,18.528235,99.9975,49,50.9735,80.75,77.3,100.14,90.25,108.05,0,72.35,-1.23484664,121.8,42,42.818,42.745,108.1,107.85,91.91580375,74.60775,110.5,58.7925,85.1,52.34517,0,76.5,76.5,94.85,74.75,0.158,0.228,0,-0.639445,145.89815,164.20955,60.970502595,40.0345,61.38,169.4,146.90435,4.7845,106.5762,145.3225,38.121,43.6705,5.054,5.6195,40.913,14.0337,78.497304835,168.5192,12.35,130.515,84.1508541,102.9395,105.9048,121.1062,120.25,52,53.05,53.8,128.87,12.69996,135.86325,103.520605,43.65,-2.572689,48.6675,42.435,41.058,49.5,25.4205,5.56,6.5,39.9815,43.49127,39.9815,36.45254,40.29177,40.40367,0,9.575762473,5.9276826,11.84,222.82,207.5,205.565,244.235,4.5365,148.704965,156.8112,32,44.1,118.6,78.45,78.667,57.327586,73.443361,146.4,159.95,153.05,54.5,54.82,53.11,130,83.96105,126.3,67.4235,124.545,64.6641,72.8775,35.371745,97.2604375,70.942029,84.6211555,62.843137,72.585513,88.6377555,-0.263476681,5.2489,5.41935,84.709,171.7975,77.956011,145.9425,30.25,39.791645,47.4065,149.35,186.6831,146.7,81.15,26.63439725,17.19,17.455,17.455,51.9625,51.9625,59.1075,59.1075,-0.423333333333333,-0.423333333333333,69.055,69.055,74.1983333333333,74.1983333333333,110.841666666667,110.621666666667,7.7175,7.7175,-0.1625,-0.1625,30.695,30.695,129.855,129.855,20.31,21.205,77.31,77.31,71.515,71.515,180.525,180.525,48.2475,48.2475,51.8883333333333,51.8883333333333,79.935,79.935,38.725,38.725,5.96,5.96,110.3125,110.3125,31.4416666666667,73.335,73.335,128.171666666667,128.171666666667,153.1775,153.1775,119.23,119.23,41.1975,41.1975,134.178333333333,134.178333333333,167.5525,167.5525,-0.1675,-0.1675,44.6825,44.6825,52.175,52.175,32.33,32.33,8.06833333333333,8.06833333333333,15.7966666666667,15.7966666666667,21.7133333333333,21.7133333333333
