"BR-Npw","BR-Sa1","BR-Sa3","CA-Ca1","CA-Ca2","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SF1","CA-SF2","CA-SF3","CA-SJ1","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Blo","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-Brw","US-BZB","US-BZF","US-BZS","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Elm","US-EML","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha1","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-Snf","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-Srr","US-SRS","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Tw5","US-Twt","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-xAB","US-xAE","US-xBL","US-xBN","US-xBR","US-xCL","US-xCP","US-xDC","US-xDJ","US-xDL","US-xDS","US-xGR","US-xHA","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRM","US-xRN","US-xSE","US-xSJ","US-xSP","US-xSR","US-xST","US-xTA","US-xTE","US-xTL","US-xTR","US-xUK","US-xUN","US-xWD","US-xWR","US-xYE"
597.585,565.422,453.975,120.35,106.27,172.869,94.1,122.0625,105.255,60.0995,148.975,78.8,72.0165,67.8235,64.032,71.287,56.662,39.7365,71.61,76.2,70.19,101.6245,78.8265,110.77,64.776,75.53,56.525,62.8316,37.455,68.6254,169.9,171.2,182.9,230.6,190.6555,86.1,412.70998335,405.65,256.1,244,300.9549127,165.6846,230.5255,249.6405,280.52,-2.33,308.5,211.07,299.614038,335.4584065,225,327.5,327.32,-3.8585,-4.059,-0.0645,239.5,327,254.697,264.8285,-5.417,5.51935,-4.53535,-5.2245,207,311.8,112.1385,114.4518,111.4168,119.0794,356.5,456.35,264.15,220.048,214.9203,159.0757,268.5,108.124,276.25,261.1,496.35,-0.837,437.8,-3.448655,449.1,123.5,430.43,380.05,455.95,339.6,328.25,273.1605,307,204,218.75,161.2098,165.017722166667,176.2,176.265,243.55,232,-20.735,-22.37,-3.18315,357.3276,429.9,275.64865,259.98431305,272.65,419.4,447.66645,172.65,412.4885,444.5965,260.51,231.61,150.75,210.1,281.96667,291.37,371.97566515,443.47559,180.4,495.83,358.0985915,341.3905,352.8424,343.61545,324.40335,263.25,254.15,249.2,379.35,234.2443,444.2542,188.47248335,235.15,128.33,101.6,133.35,81.61,130.7,154.164187,218.5,216.792,201.4463,168.758207,163.7583,143.7525,143.6705001,-2.0930328845,137.05,180.08,150.782815,319.355,390.735,423.29,408.32,147.515,336.907,357.910705,201.5,229.8,379.505,254.35,305.2145,364.2476015,289.487724,374,373.4,390.5,382.25,355.55,358.3,386.519,350.3271,403.25,384.546016,370.08473,276.67615,141.2657,325.286,395.981264,311.467037,400.134404,392.859815,338.676056,137.72,132.491,258.205,436.12336,462.309945,474.27922,277.115,190.7873,315.2585,382.6,437.208255,382.75,248.8,248.5705725,170.105,327.515,331.91,9.185,218.085,373.25,281.42,113.795,28.795,297.69,430.755,348.315,252.81,389.875,378.835,295.495,281.14,268.825,311.92,117.135,343.59,277.39,324.52,349.26,366.85,361.475,212.415,376.5,442.195,-27.715,180.2,231.58,154.55,107.06,276.99,203.41
656.78,583.494,452.1,136.35,122,197.421,119.605,158.03,132.15,74.3545,168.83,113.8525,106.6585,102.571,94.3715,110.4735,81.463,56.39,115.88,112.71,111.58,109.7,78.3725,131.16,113.495,126.565,95.58,108.0425,59.18,111.447,187.5,170.15,202.3,253.545,204.7825,110.2,425.50866665,467.25,299.35,302.60005,307.3087483,187.4663,293.855,302.35,330.495,-3.106,352,224.55,328.807636,367.81255,262.5,350.5,363.785,1.4105,8.845,6.1735,252,331.5,305.808,314.4745,-5.588,14.027,-2.9919,-4.3,272,316.7,135.6509,150.17915,143.85595,135.1084,437.5,523.4,292,340.4835,303.55815,259.3483,262,160.46,315.964,297.55,574.1,7.8764951665,535.2,-1.849055,514.05,120,503.315,484.15,514.0005,387.7,359.75,292.1135,331,224,246.6,183.68925,211.175509666667,187.5,184.8,271.1,259.45,-16.75,-15.88,-3.334,387.8168,457,340.60235,380.296505,337.5426143,481.705,500.1587,233.41,470.358,495.846,281.81,254.85,199.35,280.3,324.55,358.26,429.68659575,485.92541,231.8,573.435,412.605634,365.9995,406.052,365.33415,356.4431,308.5,293.8,291.5,428.1,302.7122,489.34765,226.2506,323.4,142.0595,125.35,142.4,117.45,162.4,210.75117,242.735,253.73472,248.72545,209.11,215.48205,175.775,165.3042,5.1023608185,188.45,207.095649,196.268365,341.9,421.16,456.855,433.42,209.82,369.44442,385.61482,247.5,325.4,474.075,283,340.0605,403.812733,315.190692,404.4,415.9,439.9,442.6145,437.2,434.2,433.4045,406.34775,447.65,423.0636105,406.69129,325.71798335,167.78575,363.9545,425.563107,341.068684,429.9326765,433.953983,389.1302815,172.37,156.93,283.13,469.62842,505.75894,530.550965,332.3795,194.1015,400.7095,428.6,470.438375,439.25,267.25,292.244475,221.78,400.94,357.92,17.43,205.2,460.64,305.43,133.04,44.04,363.3,465.275,425.37,282.27,451.115,411.025,273.77,306.715,308.48,373.89,148.795,378.23,374.67,369.34,374.82,395.465,403.98,184.32,381.78,481.52,-19.54,166.965,306.61,165.695,131.5,307.345,234.065
524.215,532.0505,402.37,118.45,117.4,194.719,107.23,156.8555,134.5,75.6775,179.88,130.503,108.2805,107.864,100.167,109.3005,85.665,54.961,132.435,135.75,124.15,99.55,64.599,117.24,121.065,146.145,97.13,115.1175,70.565,129.952,191.2,188.7,209.3,264.2,216.846,111.5,378.16458335,480.65,317.5,310.25,286.52508055,179.04365,309.43,301.55,343.905,-3.6655,342,208.435,324.87221,354.7933765,265.5,312,351.02,12.358,18.254,15.1565,230,322,320.0635,315.564,-5.32,15.0125,0.47625,-2.291,268.5,283.05,120.49465,160.4637,138.59845,147.50085,443,533.6,275.22,414.519,252.85315,270.11585,227,136.437,317.2465,301.85,608.4,11.9979931,580.85,-2.1194339535,517.1,124,525.39,524.85,526.5,393.7,343.57885925,269.8845,288,195,219.6,123.0125,192.534314833333,169.785,164.07,255.5,246.45,-15.85,-14.08,-3.69175,381.2066,455.2,350.694,389.89,346.7795214,474.3,466.8377,240.52,479.1575,496.002,274.27,257.929,209.55,237.85,323.64,384.19,411.5187192,470.75078,217.8,590.815,402.2357765,344.498,386.1625,349.6806,337.70775,309.7,298.65,294.1,413.69,299.0007,508.5343,221.84338335,303.65,121.25,98.85,142.2,119.8,163.6,226.085,253.65,230.275,248.92875,200.6465719,219.5243,164.24485,163.3015036,11.063590735,201.6,204.7789,217.714255,316.33,401.715,436.99,398.18,239.815,355.17061,367.21746,258.5,285.4,542.61,283.15,327.693,393.092542,304.268859,396.25,403.3,431.3,467.25,448.8,464.85,428.197,407.73905,437.3,406.120998,406.58963,299.8954833,151.62125,348.127,407.2002965,326.999322,420.4423415,424.233691,347.8767605,180.71,157.9,270.25,456.06041,492.31871,520.262565,330.31,183.64455,402.3085,421.4,449.62833,433.8,321.25,293.786875,199.64,400.335,356.5,25.005,199.555,457.9,287.03,134.54,43.69,409.35,502.395,448.97,219.875,448.795,401.61,252.86,294.53,307.455,373.87,161.49,372.585,388.53,346.295,348.59,359.51,411.785,172.46,397.785,457.155,-17.035,167.175,296.49,160.79,125.52,286.165,243.63
509.51,432.165,342.005,99.555,89.845,150.3945,94.67,129.404,121.25,56.007,152.29,92.884,85.0825,87.8635,79.39,93.5035,71.241,48.0955,131.19,122.195,114.165,93.65,51.631,95.1995,115.845,129.715,90.75,105.303,69.205,119.665,160,148.65,159.65,193.35,180.902,84.8,290.99,451.6,268.85,291.25,223.7310891,135.2571,274.9505,269.96,301.12,-4.435,288.5,154.1495,259.89752,289.274587,228,243.5,280.82,30.4665,24.1865,15.623,163.5,247.5,282.569,268.312,-4.73,9.0695,-7.1571,-2.052,194,197.2,75.137065,81.935235,92.09742,107.0306,390.5,475.7,232.45,412.955,253.7141,174.76,151.5,115.6365,269.0905,234.8,570.8,12.12181,545.15,-5.39863,467.3,78,479.34,504.3,474.1,349.1,278.0220915,214.535,231,142,145.55,98.72759,162.572401666667,116.6955,117.675,195.45,186.9,-17.135,-14.84,-3.944943,326.45725,422.95,306.45235,343.565,307.06,435.75,380.7994,209.915,422.5035,431.703,224.945,187.9,184.8,186.85,254.67,334.9605,324.5951226,397.284465,181.1,517.89,328.239437,262.551,314.95625,267.7246,278.8387,267.5,256.4,255.2,338.595,253.483,449.1404,157.18266665,260.9,87.9922,69.315,107.2,76.82,125.95,172.734782,263.17235,186.3411328,184.51915,165.88101195,183.18745,152.9918,147.68325,6.648257204,175.5,164.45,187.452185,246.79,329.665,363.365,318.475,220.23,295.93853,304.93721,243,295.6,525,223.85,265.373,323.6343885,256.720755,340.65,344.15,359.7,425.961,408.8,410.9,371.8295,353.1352,395.3,332.719117,367.609285,222.5858,123.76985,279.341,342.0991795,261.2763315,349.725699,351.345225,285.302817,152.47,141.172,207.34,392.16972,412.16883,444.813645,321.14,150.0602,376.486,373.18844845,378.497995,370.55,292.4,226.38391,210.045,353.835,274.64,16.71,136.33,421.66,226.19,112.03,33.78,402.3,419.08,405.59,156.15,404.06,349.54,243.68,260.59,278.47,326.985,155.17,329.045,362.61,290.14,275.205,282.52,365.05,121.085,339.82,364.49,-21.33,116,258.64,121.61,105.98,231.63,204.805
487.74,304.421,184.185,67.975,59.94,99.747095,63.51,84.9685,83.765,26.399,104.44,56.776,57.52,54.6295,48.007,52.1885,47.66,34.003,94.35,88.205,77.9,46.4025,24.478,52.445,81.995,86.665,69.3,70.14155,48.49,79.69115,102.35,117.1,105.05,142,126.98,45.99,178.3897717,381.9,187.3,224.665,136.872821,66.620355,197.11,182.5,222.545,-4.218,190,84.754,167.1059755,191.62675,137.5,120.5,179.22,31.7865,22.4495,18.021,90.5,167,191.258,186.4885,-5.464,-1.2281,-10.636,2.7865,116.5,108.7,22.140615,17.538425,37.2153,42.234685,294,361.45,168.62,356.675,181.4803,102.05855,54.5,70.7926,182.5,145.9,454.65,5.406082,467.6,-5.8049473645,351.75,18.5,369.265,426.2,344.8,250.4,165.099529,133.95,146,80,87.85,53.093445,89.2348945,53.288,48.9735,115.25,114.9,-15.87,-18.07,-3.2505,226.7933,332.35,222.9035,231.709085,216.35,328.3,278.54625,137.635,313.209,321.259,119.43,104.339,123.95,136.35,165.867,256.02,209.42468535,272.063685,108.25,378.34,220.246479,155.809,211.2906,178.4563,186.7417,187.4,178.35,177.45,218.39,182.5783,372.96855,75.32957333,202.4,35.1978,31.135,46.105,43.38,56.615,179.1089325,160.75785,99.142785,103.01075,80.71568965,99.16353,90.8342,87.928474535,-0.9753782495,133.85,124.453684,173.663005,142.04,205.485,240.77,197.545,156.4,193.71372,200.37996,171.5,206.5,391.81,128.801,161.3455,216.1262955,159.1721,254.85,231.35,265.2,355.3,354.6,326.7,266,254.29995,296.4,211.3533505,285.759965,126.391015,72.79983,170.754,226.9237935,165.511431,232.581821,222.867702,171.052817,110.65,102.45,116.45,281.09537,275.85244,299.268775,224.045,75.71355,280.77,277.5,258.12229,261.85,213.2,187.61901,115.34,265.62,164.81,6.4,74.32,309.885,127.24,74.435,15.125,326.315,344.2,288.05,99.4,310.01,251.885,160.62,179.6,201.87,220.835,109.06,195.385,268.475,177.87,167.9,161.59,273.005,64.275,195.485,230.405,-28.59,67.505,172.465,64.22,74.525,130.76,128.275
327.43,172.419,157.98,19.435,17.39,38.12745,11.21,29.766,28.885,0.705501,37.265,18.565,17.179,15.2135,12.335,15.373,19.8425,10.891,40.64,38.225,34.24,8.06165,1.1275,8.316,28.075,37.715,23.545,32.7733,17.41,32.3789,44.48,48.81,36.11,59.315,59.52,2.97,44.24365,282.15,95.315,113.06,15.799744385,7.642069,90.3545,73.3035,105.7875,-4.0185,59,6.751925,54.1032695,66.5535125,43.5,8,57.139,28.4455,12.417,11.459,22,75,88.069,78.0235,-5.7,-4.9288,-17.3685,-3.202,24,23.85,-19.53293,-20.153185,-10.0536645,-9.501627,137.5,202,78.705,226.416,96.31617,18.356805,-21.5,13.8451,76,33.725,291.95,-3.1534355,323.3,-13.51075,181.1,-33.5,229.15,288.45,183.7,108,38.762013,30.306,41,10,11.615,13.9882225,3.78636843333333,0.097,-6.065,27.4,24.1,-21.38,-21.975,-3.845384,86.398975,186.25,106.5779,126.95265,109.3817845,195.9,155.66215,57.653,168.9135,174.8315,21.538,24.111,71.85,88.45,38.565,147.22,60,107.412195,33.95,196.81,73.3699245,57.99005,72.84655,55.19859,64.294505,83.1,77.7,75.2,69,87.311785,249.75705,12.23520667,91.8,-6.9315,-7.208,-5.7275,-8.835,1.496,87.5984725,74.18175,18.48145285,30.0876,19.4399255,29.259375,18.44164,17.99414984,-9.67583495,68,53.600043,89.330665,5.71,65.66,97.225,49.5,70.8445,65.977126,69.8589695,68,94.6,301.215,30.21,44.3345,74.5862485,37.001681,133.3,98.05,127.1,235.1,244.75,225.15,132,126.25905,156,66.9399725,153.348481,33.730737835,14.094995,44.928,98.419977,61.7696885,90.6071305,61.284906,46.7862675,52.0405,47.306,15.1585,94.36077,101.8998,136.537055,119.49,11.975795,148.0075,139.500233,106.98076,112.0166061,100.55,83.5064025,36.06,133.5,66.49,2.895,7.625,147.82,12.87,33.895,-1.16,205.115,204.185,150.225,11.78,181.085,106.03,71.835,77.76,85.99,82.335,51.195,-2.015,138.47,54.755,44.2,39.28,149.29,9.315,62.74,80.55,-26.23,12.975,57.37,12.565,32.145,39.02,51.89
124.195,43.15,48.29,-6.599,-8.892,-10.38635,-18.655,-7.231,-16.005,-18.592,-16.15,-16.7685,-15.8785,-18.477,-25.4155,-19.843,-10.12,-8.484,-3.865,-1.015,-8.01,-12.557,-14.687,-13.8785,-8.695,-17.105,-18.025,-5.208,-7.4655,-16.011,-12.905,-5.1945,-15.24,-8.159,-4.326,-34.935,-55.093736665,145.15,7.5665,-0.14,-66.24176584,-39.785485,-3.6305,-7.6795,5.56265,-2.945,-66.5,-33.765285,-22.7146645,-33.153938,-25.5,-66.5,-15.6545,21.1745,-2.8975,-2.924,-14,28,-5.3905,-14.7715,-5.368,-23.15,-30.101,-4.072,-30,-32.93,-56.81363,-52.821485,-44.761575,-54.68702,9,29.385,-14.035,107.065,13.09923,-25.78522,-69.5,-14.2081,-13.6115,-23.79,115.2,-14.99357,155.65,-12.606660855,1.002,-70,71.354,126.95,-0.987,-25.715,-40.8926825,-23.223,-37.5,-36,-54.165,-11.954405,-42.0723366666667,-33.2895,-38.1,-19.55,-21,-27.545,-26.49,-3.2412,-31.11613,13.65,4.557702,11.7459755,1.41967948,57.26,24.52125,-7.974,25.6955,37.75905,-44.568,-30.9475,6.8095,8.765,-41.35,16.974,-28,-33.77834,-11.15,16.929,-32.535211,-14.29475,-9.697753,-20.93774,-13.61278,-13.4,-17.35,-17.45,-36.5,0.7454032,95.104555,-33.869148335,9.6,-38.81,-33.59,-46.28,-38.45,-48.99,-0.5447355,11.1555,-35.925255,-23.019415,-28.61192555,-16.80003,-21.31961,-22.035784935,-13.42012645,-1.485,-14.124035,0.09854,-92.71,-31.715,-25.52,-54.205,0.3135,-46.427591,-49.5291125,-20.5,19.8,164.4,-33.295,-30.403,-34.8978155,-43.146958,11.61,-15.275,-7.2955,112.305,128.4005,98.8,-14.25,-7.8805,-1.2775,-44.038096,15.22354,-22.634833335,-21.3195,-40.575,-10.6193035,-29.2983545,-11.9461655,-50.623748,-45.1359155,-0.41923,-3.1469,-50.1025,-27.017,-52.670262,-15.7707315,17,-35.61654,-2.4175,-6.1955,-38.1128305,-26.315,9.6,4.54302024999999,-26.34,14.84,-8.305,-2.21,-29.6,19.23,-55.13,-11.03,-9.645,67.93,48.71,15.16,-45.48,43.105,-23.26,-9.045,-5.86,-17.805,-0.14,-1.815,-80.17,17.92,-25.975,-81.74,-56.5,6.84,-23.23,-32.63,-62.89,-23.27,-19.86,-11.525,-26.415,-4.99,-32.74,-10.89
12.115,-25.9545,-12.285,-21.715,-20.1,-34.8829,-23.655,-27.3365,-31.65,-23.664,-52.11,-23.584,-24.9605,-20.1425,-22.8915,-23.501,-19.5995,-13.7495,-40.305,-32.514,-32.71,-13.608,-16.759,-14.169,-31.46,-55.06,-46.525,-38.61085,-23.475,-53.9402,-41.185,-36.695,-40.865,-47.9,-30.5175,-37.635,-81.25529,11.7225,-50.955,-56.418,-87.40199819,-39.473045,-57.448,-61.8245,-53.76755,-2.4795,-123.5,-37.56995,-46.2674495,-57.7822495,-59.5,-76,-52.8905,1.8925,-13.563,-15.21,-24,18.5,-61.6175,-71.6645,-4.7305,-19.285,-29.351,-4.022,-65,-57.42,-56.700895,-53.5903,-47.235455,-57.93056,-85,-82.55,-62.86,-9.441,-17.60507,-42.97619,-69,-20.835,-68.3215,-58.32,-16.015,-17.330691665,1.31,-11.02595,-93.65,-63,-31.397,-10.695,-103.9,-111.1,-78.58203975,-41.7635,-68,-45,-62.905,-14.647845,-50.8121338333333,-28.3,-33.8,-32.3,-31.7,-29,-25.81,-2.8808785,-93.439195,-76.383,-50.79628,-49.2454965,-59.354,-30.03,-32.74498,-61.0625,-46.4927,-65.3853,-65.6,-35.45,-27.495,-27.235,-53.473,-62.008,-84.321034475,-105.286525,-23.3,-106.35,-71.2676055,-75.82445,-69.818465,-59.67879,-56.75256,-57.35,-54.25,-56.25,-73.805,-61.472243335,-23.3149,-43.292551665,-37.1,-37.525,-34.69,-47.935,-40.06,-51.67,-64.2615,-53.186,-53.69855,-48.8712,-47.029,-37.37832,-33.76942,-39.21586171,-13.21165814,-62.385,-55.9643077,-74.7439345,-91.835,-65.835,-60.265,-83.81,-43.5455,-89.583006,-100.215835,-51.5,-13.1,29.102,-56.65,-46.4465,-76.097994,-59.9955535,-56.47,-84.2,-80.3,-4.725,18.275,-7.8,-95,-81.8427,-90.9,-55.2432415,-74.8138,-49.625995,-25.87641,-65.611,-51.4202325,-55.0449035,-52.886803,-70.3905405,-74.4823945,-32.1525,-37.744,-53.8005,-104.50255,-88.932398,-94.6111595,-43.013,-43.19866,-88.1775,-97.4,-96.7474935,-110.1,-41.25,-27.438839675,-5.58,-64,-45.81,-2.195,-18.15,-46.83,-53.96,-27.695,-9.37,-16.455,-29.76,-54.8,-43.04,-46.41,-81.74,-66.7,-69.45,-91.75,-73.3,-50.71,-49.555,-46.375,-48.98,-97.315,-43.595,-84.67,-22.57,-70.17,-65.8275,-24.295,-21.5,-67.38,-25.36,-20.17,-12.19,-26.925
-30.035,-32.651,-22.825,-21.32,-16.63,-32.5049,-23.435,-25.368,-31.43,-26.5725,-43.105,-22.4355,-24.437,-18.22,-20.7745,-23.5845,-18.013,-13.7345,-41.55,-40.39,-39.985,-13.3595,-15.996,-12.676,-35.78,-55.74,-45.115,-44.64675,-33.63,-56.8239,-42.84,-35.535,-39.1,-48.858,-32.0975,-36.44,-77.86822667,-61.77,-62.524,-60.1885,-79.516475425,-31.778495,-57.913,-59.7335,-57.015,-2.2755,-118,-37.044,-40.293015,-50.343027,-54.5,-80,-46.021,-2.5545,-18.272,-17.0615,-20.5,17,-62.099,-70.0645,-4.2665,-20.481,-32.813,-5.0925,-63,-54.415,-52.91151,-52.66691,-46.371375,-58.51975,-100,-80.2,-57.4,-94.821,-18.29312,-64.581005,-64,-20.38545,-66.9995,-60.58,-62.325,-14.679355,-60.125,-11.6606,-93,-59.5,-42.786,-70.175,-106.4,-109.7,-79.525,-42.2345,-63,-41.5,-69,-12.55769,-46.3745132333333,-28.35,-38.29,-31.7,-29.95,-25.52,-22.96,-2.927411,-86.24526,-78.6575,-54.04852,-49.54099971,-70.503,-39.8,-43.936045,-63.889,-43.48685,-66.2209,-65.7355,-37.7905,-31.535,-30.32,-51.31,-76.38,-82.81450268,-102.16798,-18.05,-110,-70.406369,-70.84235,-69.84105,-59.2034,-58.373295,-54.8,-50.35,-52.2,-75.305,-73.457995,-42.51605,-36.094531665,-45.85,-36.18875,-31.565,-42.35,-35.635,-49.04,-73.726,-69.45805,-48.178411565,-44.79118,-42.39683875,-36.12714,-39.422205,-41.917095,-14.893330485,-58.69,-62.9817981,-77.170256,-88.55,-59.17,-53.5,-77.81,-45.1745,-82.828508,-92.391365,-50,-18.6,-60.867,-55.175,-42.5475,-72.3692115,-55.910596,-53.04,-76.9,-79.4,-40.735,-23.87,-41.335,-93.8,-83.8259,-91.9,-49.788015,-76.46,-49.21453,-24.79932,-62.518,-48.140679,-51.9299675,-49.0108815,-66.270299,-73.6232395,-30.208,-36.2725,-52.67,-100.82102,-86.1357145,-92.329363,-58.215,-41.56013,-94.3655,-99.5,-90.5663115,-109.3,-43.9,-27.24675,-5.735,-65.38,-39.59,-2.21,-18.01,-33.19,-55.47,-40.155,-8.38,-48.68,-44.11,-35.9,-33.81,-44.02,-66.67,-59.22,-71.155,-49.655,-62.92,-42.82,-36.6,-34.31,-63.66,-91.085,-66.785,-65.81,-22.935,-72.685,-68.765,-20.725,-20.885,-37.925,-23.645,-35.36,-12.25,-26.35
-35.8,-31.996,-22.685,-21.82,-14.1295,-32.959665,-20.145,-25.2915,-29.825,-27.311,-35.935,-21.5855,-22.1995,-17.9535,-23.561,-24.2375,-16.2815,-15.0985,-43.135,-37.1,-41.12,-13.611,-12.809,-11.8025,-38.695,-52.615,-44.005,-44.7863,-35.15,-56.96415,-45.045,-39.87,-42.93,-50.81,-34.932,-29.285,-77.136175,-57.36,-55.0515,-59.5345,-74.405030315,-41.11305,-55.408,-57.346,-55.1,-1.9965,-112,-35.30135,-39.7381155,-46.777372,-61,-77.5,-40.3195,-8.1515,-17.246,-12.5885,-22.5,15,-59.181,-69.1185,-5.335,-16.13,-26.643,-4.3645,-51.5,-53.555,-56.506265,-49.68119,-45.4551,-59.00529,-99,-72.445,-55.45,-100.6815,-15.10544,-81.607005,-62,-19.9758,-67.468,-57.45,-64.7195,-12.519493,-59.805,-9.299635,-89.9,-57.5,-42.786,-65.54,-103.75,-104.6,-78.702678375,-39.0475,-58.5,-41.5,-64,-14.588655,-41.7606616666667,-28.7545,-39.305,-32.4,-31.6,-28.88,-21.69,-2.882,-81.63299,-73.605,-57.18886,-48.2799458,-65.785,-36.86,-41.241335,-63.9525,-38.10045,-59.0949,-65.1495,-40.789,-28.98,-29.045,-48.115,-76.472,-79.040744855,-99.419843,-16.75,-108.69,-69.7300645,-57.2032,-66.744,-55.8379,-54.20937,-51.85,-47.8,-49.7,-74.335,-74.146625,-42.655765,-41.431053335,-35.6,-43.90115,-34.44,-41.28,-34.245,-42.18,-69.7195,-58.2254,-47.959205,-44.88641,-43.1453117,-29.61733,-39.38756,-41.912445,-14.856751105,-68.725,-63.9858492,-72.7788355,-85.4,-54.63,-48.4,-75.38,-40.824,-80.541025,-88.463468,-51.5,-18.75,-67.9945,-53.2,-41.4625,-71.5540515,-53.1265055,-49.595,-73.4,-79.7,-40.595,-23.36,-38.8,-88.7,-81.15795,-86.7,-48.0432315,-72.565,-49.82106,-25.335,-59.46,-44.7595785,-51.483006,-48.1781565,-63.116426,-69.397183,-31.193,-40.8525,-54.23,-97.860764,-83.240488,-90.535169,-56.04,-43.18823,-86.9925,-93.05,-87.738753,-104.3,-45.1,-23.5782,-6.56,-69.68,-53.07,-3.15,-23.795,-29.73,-54.52,-36.715,-10.54,-54.57,-42.63,-31.985,-29.84,-54.91,-68.1,-67.505,-73,-45.11,-48.08,-39.12,-33.9,-26.99,-64.29,-91.04,-44.02,-66.88,-28.74,-67.59,-83.73,-25.33,-19.27,-55.93,-23.71,-34.495,-9.83,-24.285
