"BR-Npw","BR-Sa1","BR-Sa3","CA-Ca1","CA-Ca2","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SF1","CA-SF2","CA-SF3","CA-SJ1","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Blo","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-Brw","US-BZB","US-BZF","US-BZS","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Elm","US-EML","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha1","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-Snf","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-Srr","US-SRS","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Tw5","US-Twt","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-xAB","US-xAE","US-xBL","US-xBN","US-xBR","US-xCL","US-xCP","US-xDC","US-xDJ","US-xDL","US-xDS","US-xGR","US-xHA","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRM","US-xRN","US-xSE","US-xSJ","US-xSP","US-xSR","US-xST","US-xTA","US-xTE","US-xTL","US-xTR","US-xUK","US-xUN","US-xWD","US-xWR","US-xYE"
-32.905,-27.12,-23.095,-46.98,-24.59,-47.01575,-19.585,-55.729,-28.23,-20.4595,-47.45,-20.0625,-20.7825,-13.288,0.9805,-17.4705,-21.0655,-8.499,-60.76,-43.64,-52.66,-1.36125,-0.553,-2.66,-41.135,-26.35,-36.79,-34.5915,-24.07,-43.20805,-40.895,-39.68,-44.105,-52.362,-44.305,-0.505,-50.05211,-34.18,-41.5645,-31.8185,-66.87099427,-4.4751115,-44.796,-41.269,-40.71785,12.345,-85.5,-9.71035,-47.603868,-57.7949865,-33,-43.5,-51.966,-18.6795,-11.202,-17.64,-22,16,-35.6785,-31.4035,17.6,6.0278,-3.2905,5.994,-11,-32.2895,-35.83507,-37.590835,-35.93496,-45.742755,-51,-52.015,-41.74,-86.433,-22.487895,-28.445085,-38,-25.6349,-81.5,-33.73,-44.875,5.252844,-26.21,0.834195349,-72.925,-48,-17.8855,-32.56,-81.3,-90.9,-79.51041825,-32.9285,-18,-23,-43.32,-18.8553125,-42.7721011666667,-1.577,-3.2,-16.3,-10.9,-21.42,-6.515,-7.7052085,-61.25398,-55.078,-38.221,-35.387890805,-51.06950509,-9.5,-38.30093,-57.339,-27.0702,-40.58655,-73.818,-43.383,-44.74,-34.74,-56.175,-54.49,-44.973906615,-81.598708,-21.3,-88.7135,-80.528169,-8.317445,-16.96815,-16.999795,-38.61296,-33.85,-32.05,-37.4,-65.34,-47.492825,-20.02682,-29.074358,-28,-27.84,-35.62,-39.36,-30.465,-48.67,-80.8555,-65.7105,-39.328955,-35.800315,-37.9121783,-27.169945,-30.72089,-25.583415,-0.240411184,-83.555,-70.9115,-90.944,-70.49,-29.19,-29.17,-62.59,-38.28,-68.572016,-72.0919765,-42.5,-21.55,-43.354,-34.075,-57.285,-76.417937,-75.4548385,-50.9,-61.2,-60.91,-14.45,-9.2,-20.995,-55.1465,-58.4963,-62.29,-63.993689,-47.55,-34.05441667,-36.650035,-59.856,-56.7954575,-68.48547,-59.259126,-74.956169,-68.722887,-60.856,-60.831,-51.89,-83.4356315,-68.811385,-83.695813,-27,-35.867935,-65.9535,-64.94,-68.290142,-78.025,-21.45,-30.1119,-9.08,-52.1,-44.34,11.725,-24.69,-49.98,-64.26,-49.68,6.035,-39.995,-27.785,-51.97,-44.795,-46.18,-49.13,-46.895,-48.35,-69.665,-57.065,-50.46,-75.3,-50.49,-58.505,-89.75,-81.68,-65.075,-32.935,-42.605,-90.49,7.905,-28.66,-47.8,-41.61,-37.475,-45.7,-59.16
-32.295,-24.5395,-18.59,6.9605,5.1105,-6.831755,16.49,-1.846,8.725,30.1115,0.05,24.631,18.7195,22.27,31.266,5.9065,17.3345,29.43,-30.8,-8.3,-10.475,32.0655,32.2135,35.94,-12.29,-2.57,-16.02,-7.54675,-1.243,-13.37155,-18.825,-9.405,-8.095,-8.315,-1.994,36.315,-22.111993835,-33.305,-27.105,-23.3065,-12.528163375,59.69425,-33.754,-34.345,-29.35,28.94,-76,41.288,8.5050515,-8.0979655,-6,57.5,-18.603,-13.494,-1.88,-6.61,13,38,-16,-16.3675,35.545,42.998,17.961,31.545,3,10.775,30.11061,30.704565,21.815475,2.818383,-40,-35.095,-26.304,-84.5525,-8.060036,38.708165,17,18.9818,-61.25,-4.5435,-44.555,32.580398335,-24.39,28.0185,-53.905,18,-9.708,-28.855,-62.43,-76.765,-5.598112,12.9255,-1,23,23.25,24.490955,6.76490119666667,28.562,32.367,30.9,26.2,-0.0115,8.61,7.7500235,-33.598905,-34.987,-20.18746,-22.144711,-30.605,-3.224,-30.99787,-40.686,-14.71395,-22.37855,5.3245,17.905,-28.54,-7.83,-7.068,-44.737,-2,-28.3617165,7.1,-77.503,-28.697183,29.39845,4.1223,3.832508,-6.7415925,-11.7,-8.05,-14.65,-3.69,-29.486845,-14.18924,31.441153,-25.9,34.39,-5.519,6.175,-20.64,-3.3635,-69.0051118,-46.7515,0.01310935,2.508673,-1.782,-4.6544305,10.1296,7.246911,24.2677939875,-68.82,-62.5693094,-73.5305,-30.72,1.23,0.095,-11.875,-33.4,-35.196985,-25.901333,-13,-21.35,-39.262,0.9945,-19.1765,-16.581933,-25.2566585,-38.98,-50.175,-46.245,-10.085,-8.1,-17.1,-41.3335,-49.4566,-51.212,-11.68195,-38.166372,-7.5206250165,21.019,-25.683,-13.45175,-17.7655765,-0.580969,6.719717,-29.006338,-38.3195,-20.529,-19.6475,-28.3452115,-43.236795,-34.89819,-18.31,18.55965,-45.9115,-47.385,-19.0160575,-61.922162975,-7.1,-14.74885185,14.975,-47.41,-6.72,36.87,37.625,-38.59,-5.605,-23.58,33.215,-38.585,-17.765,-35.15,18.54,-37.565,-27.7,-18.83,-20.22,-58.95,-23.095,-23.82,-52.69,-37.94,-2.33,-27.13,-20.84,-61.87,26.485,14.985,1.44,35.855,33.53,-11.6,23.165,-12.655,10.175,-13.52
-23.84,41.644,26.04,95.55,71.125,63.921995,109.49,66.571,89.425,125.615,34.84,104.706,86.865,96.671,99.686,58.8745,79.7795,95.0245,26.07,54.62,49.605,100.972,107.29,119.13,49.285,50.08,34.57,40.3967,38.28,38.2115,46.92,66.605,65.79,75.45,74.916,102.95,80.57983917,-13.715,-1.6685,23.03,95.014177115,155.046,13.8165,9.1035,23.1979,50.855,0.5,154.615,98.1130315,97.7400155,66,218,112.385,0.0275,20.0825,13.1035,101,129,43.446,48.4385,61.46,46.577,68.731,31.08,58.5,92.4,131.74995,159.4839,135.11415,100.29255,24,35.57,45.5,-44.7885,55.15932,162.5134,130.5,133.1815,38.25,61.895,-8.24,85.656316665,-5.82,73.646313955,34.53,103,35.2945,-1.6555,28.75,3.8555,130.503883,115.98,75,124,142.2,133.613525,105.336233166667,145.01,140.435,131.1,113.7,21.965,31.255,33.320785,41.08478,48.5,41.30444,41.561,26.31,55.715,36.65166,24.786,52.24455,65.4698,141.19,128.613,-7.1885,75.5,104.39,23.475,83,78.40466,97.95,11.9035,62.9929575,123.36,81.633455,94.080835,82.50021,66,69.6,61.8,136.045,38.365855,47.2786,149.3485733,-13.9,156.45,74.965,104.6,61.345,106.25,-1.306,42.15,91.22102,83.9172,78.449195,49.7979,96.133465,89.674475,73.345646055,1.87,0.029563,-3.45542,57.065,67.23,71.245,91.265,6.874,39.078338,55.77453,41,-7.25,-28.716,80.4,71.3075,104.71122,90.987872,74.5,6.235,83.1,26.44,19.6,3.362,24.8,12.03955,20,107.7054585,18.7574338,60.90868333,125.3205,86.366,130.1364865,85.2037765,127.597848,107.861227,92.690141,40.8875,42.656,65.251,41.2274145,90.948557,92.418623,23.5,118.9708,23.4535,35.045,81.346053,17.325,50.25,50.108652,82.28,19.61,74.425,94.17,144.685,29.895,112.225,37.99,71.835,11.485,49.24,16.27,100.425,26.965,56.475,53.17,44.42,22.82,72.375,35.96,131.975,35.565,90.255,120.175,112.46,18.185,161.56,137.53,170.85,75.08,148.8,83.495,118.56,50.455,112.42,102.455
39.285,188.091,181.47,237.85,160.9,198.6685,239.16,197.6965,199.85,219.2365,100.67,206.8405,181.2325,188.0065,190.543,179.613,171.864,137.7215,130.2,162.5,161,164.44,206.795,202.4,139.85,146.38,123.07,143.6455,124.55,136.9445,139.6,209.1,207.95,235.335,227.137,202.65,268.554,72.3,64.245,135.775,215.92318405,295.26605,114.965,108.1455,135.4925,80.55,130,292.73,236.263062,263.4248365,181.5,372,266.43,25.9665,62.7805,47.0615,233,274.5,154.104,160.235,97.05,162.54,136.95,82.4,139,249.45,258.97095,307.85155,249.46935,257.02305,137.5,183.65,147.55,68.114,121.79975,303.07265,289,262.3865,191.75,162.85,139.2,144.465705,95.95,132.4884884,212.85,234,146.65,79.55,204.95,138.95,304.20159925,252.66,179.5,272,306.1,299.8591,217.483346666667,257.5005,253.92,270.85,242.85,67.595,67.84,70.74,179.74085,193.03,163.0158,152.7499936,130.7,187.2,171.3801,128.4655,191.071,231.4105,312.03,273.095,202.65,211,257.498,154.98,235.13662275,260.639275,256.45,192.935,263.2394365,252.437,205.7687,207.3196,215.7582,212.1,204.3,200.5,315.25,170.0105,179.4598,283.92306665,32.9,289.5,198.4,225.95,195.7,218.3,108.69,177.345,218.081415,185.8131,199.63136,149.10015,215.15555,203.67695,143.49727095,133.5,122.932339,101.15,186.155,212.875,222.405,251.435,62.626,182.32691,206.53327,150,31.7505,3.0935,199.25,211.013,279.6266225,233.471058,221.65,238.5,256.25,136.255,113.75,78.9,165,130.7391,165.55,287.968241,147.707262,169.5829,249.4639,249.292,313.2975675,229.631993,327.538712,296.393979,267.2922535,168.46,169.5935,196.865,284.868315,294.74711,294.41999,126.545,253.21105,160.0745,177.9,248.44367,173.55,177.1,152.7870525,164.57,156.12,216.94,150.3,283.4,183.865,254.955,155.66,127.185,124.51,200.065,119.51,240.23,170.86,204.955,185.045,179.735,138.38,208.83,147.365,311.635,137.45,240.82,288.405,285.145,158.85,294.595,291.73,346.85,135.15,282.38,240.235,243.76,168.24,259.44,261.055
190.395,356.545,351.77,368.9,274.9,350.109,378.77,337.9395,322.55,327.7985,182.08,335.1515,291.0725,314.2815,306.748,306.506,281.5735,299.0405,252.485,292.9,280.165,265.88,276.475,309.67,271.49,266.82,226.35,257.0655,221.95,255.0295,286.45,373.25,373.6,402.45,373.0325,320.05,413.01846665,198.25,187.74495,279.65,333.61821175,441.95405,61.66,194.33,285.9175,112.8,285,426.265,384.276502,423.2737315,321.5,509,423.11,66.053,83.9695,98.7575,364.5,400,300.836,300.971,139.85,218.08,212.66,168.7,251.5,417.3,378.19215,439.1367,358.72935,403.81105,281,364.85,268.99,258.0645,322.26625,466.1658,435,410.7705,333.75,312.9,313.15,215.3006,245.55,179.32910855,390.6,364,299.72,237.6,384.75,293.1,464.59416725,385.88,315.5,394.5,459.3,441.327425,327.647835,378.65,381.25,409.5,373.55,139.65,133.5,116.84375,332.61485,346.95,310.785,294.88567,265.7,318.5,346.3421,259.92,363.1475,404.129,471.525,402.0795,336.5,349.9,406.78,308.57,407.316599,438.872185,422.5,388.905,433.556338,367.641,363.185,342.34165,345.4172,370.6,348.3,345.9,490.225,313.9922,333.702,428.39945,162.65,405.75,306.25,328.5,328.65,313.8,266.74,341.365,355.9404,298.91285,348.815,262.54435,355.3845,340.2465675,215.84486965,284.65,282,233.91164,317.595,386.24,405.33,401.615,199.96,322.314615,344.816255,279,148.1,143.25,364.95,356.2785,448.801814,390.945252,381,400,410.05,270.65,243.2,212.45,331.5,290.81085,340,453.4675015,302.0129,291.35912665,393.0104,411.94,490.905632,375.309824,517.822834,471.779218,434.7535215,311.88,304.04,336.49,481.994325,461.26058,483.302,243.225,382.2234,318.5305,335.95,410.52775,332.55,335.2,295.3583285,238.745,310.805,373.77,200.97,432.905,382.16,399.36,295.16,198.2,279.55,350.225,316.79,391.16,333.2,368.085,346.71,333.42,271.73,373.55,284.52,470.315,298.68,404.94,452.915,448.755,322.865,449.005,464.495,507.77,197.385,436.37,403.78,375.27,307.665,387.045,414.51
338.66,485.402,462.2,470.05,373.65,486.554495,495.04,465.843,441.01,416.064,253.885,456.412,402.5035,424.682,411.8295,425.6935,383.449,402.0215,383.55,416.965,389.595,289.25,360.75,365.935,382.225,386.5,313.72,365.7245,317.85,381.731,416.05,521.2,517.95,540.25,513.0105,428.2,522.0015667,345.7,309.8,383.6,419.78021245,550.7715,340.4555,349.706,422.927,154.55,401.5,532.01,517.211089,560.1175165,451,622,561.025,124.123,128.0635,154.9675,471,500.5,424.462,438.7625,177.85,284.095,264.01,235.5,350.5,549.8,488.69735,542.4572,454.971,509.62575,449.5,535.25,370.745,446.1525,462.82825,605.33585,550,528.4485,449.5,470.45,496.5,286.8791,407.025,231.0253876,536.75,460,426.55,414.4,554.2,421.3,601.8,473.905,449.5,513,579.3,572.891375,431.797695,443.69,444.3,506.75,480.65,206.35,188.1,166.645,464.0791,479.55,446.248,440.9803818,402.73537905,459.1,492.44355,385.045,504.3515,545.951,604.61,511.499,490.6,476.3,537.235,456.112,551.5,578.26328,572.75,567.445,588.732394,504.1075,503.572,466.82233,424.037,506.65,487.65,470,636.265,459.89985,494.377,555.893,298.85,508.15,458.15,418.25,502.05,394.2,385.3,488.05,464.6934,382.1991,460.5954425,378.802,449.6256,453.4798532,279.163192225,395.35,424.55,345.9796,423.345,528.055,554.455,519.61,351.065,434.397335,449.71942,404,294.6,332.35,488.45,468.025,566.513547,497.5614075,439.85,525.9,557.15,401.45,377.655,352.21,450,433.25095,489.2,594.9312015,441.05809,431.63676665,486.604,556.112,629.079426,491.7062045,655.7875295,616.079556,583.5809855,456.89,459.3,449.72,592.27134,586.17611,634.56158,395.2115,487.254,482.294,462.3,547.77274,468.95,465.9,435.50632,294.575,466.75,510.6,290.26,526.04,550.065,486.34,417.16,261.18,446.25,493.995,494.295,520.9,489.565,483.975,501.035,481.01,376.64,514.19,405.07,593.34,450.16,552.655,581.55,585.265,457.84,546.67,598.55,664.48,269.89,554.6,535.81,496.91,439.88,547.05,533.535
464.345,520.9425,508.88,507.55,438.4,575.789975,589.22,521.445,531.25,483.0595,337.93,526.315,496.5525,514.792,502.8055,513.2995,465.064,476.1635,479.735,510.29,465.1,300.06,434.53,453.635,465.15,488.81,379.475,436.477,382.55,460.6395,507.6,619.65,625.75,643.25,584.251,497.2,593.4679333,444.1,435.75,543.55005,471.18913805,625.7442,454.2005,434.325,523.8625,202.1,475.5,576.026,611.653263,662.8369255,551.5,700.5,663.7,200.8465,203.8775,251.069,530,563.5,547.873,550.5885,229.2,299.885,323.91,312.55,447,632.75,576.7842,599.665,525.0587,577.4343,572,666.85,439.23,616.2725,566.8675,691.18325,615.5,612.7505,535,558.55,621.8,334.3752,526.75,330.39755815,639.6,520,528.095,542.95,656.8,501.9,702.425,543.98,536,582,682.25,667.96405,494.195346666667,536.7005,535.915,567.05,537,240.6,247.4,222.79,535.41635,571,548.0935,559.54625295,525.4775654,588.4,622.1893,470.17,625.209,650.535,690.975,585.686,628.1,584.3,620.995,575.98,656.66264415,669.44137,683.95,714.205,697.183099,565.9145,600.1318,566.72905,587.6014,608.3,588.7,565.4,718.42,569.6743,579.79,641.1708667,432.25,569.15,547.9,473.7,590.2,492.6,479.3,608.7,561.33925,460.7352,545.2196,469.27,546.0154,531.3778773,294.7085805,481.8,541.995135,434.2653,489.47,619.915,652.9,596.16,465.945,510.740615,515.6124,507,430.75,462.33,574.95,546.125,661.24934,587.8989375,525.85,626.7,651.95,497.05,491.1,482.35,543.206,536.48825,591.75,698.0190545,536.90008,531.95491665,560.20555,650.356,727.1392205,577.6335035,759.155872,727.0365865,683.408451,569.99,577.2515,531.07,663.28659,671.78646,724.46231,511.5935,563.4251,595.877,555.35,630.30177,568.9,553.55,553.1925255,381.19,569.85,616.895,284.08,600.39,668.635,565.53,523.5,334.355,602.87,600.645,618.21,620.41,618.135,567.895,576.12,585.115,467.75,618.295,510.105,688.775,563.575,659.94,663.09,679.705,543.09,627.395,667.72,760.23,316.47,636.415,635.12,560.91,534.99,633.76,614.265
547.99,527.775,536.82,558.05,493.9,627.13,649.695,596.225,586.7,481.3185,395.43,566.7245,508.686,544.732,525.7495,544.8155,520.59,541.073,520.37,546.315,512.89,417.69,457.895,504.63,521.9955,547.05,443.2,484.875,413.65,540.3965,554.4,678.25,676.9715,706,654.4135,574.95,627.13138335,512.6005,539.75,620.30005,496.2637,658.7107,490.07,477.4605,596.6965,224.1,520,572.8355,672.227787,729.207817,602,682,719.675,363.686,248.0615,303.3345,579,625,615.953,610.666,278.65,329.03,338.665,323.8,476,642.35,621.51555,636.1643,542.36865,607.36005,643,738.7,496.7,738.157,627.26715,730.87495,621.5,636.562,585,574.05,674.1,365.01225,607.585,299.385,632.8,540.5,580.74,649.65,724.9,544.7,732.97798725,551.11,554,606,711.95,719.928125,525.676158333333,499.3,500.695,598.95,568.4,314.35,272.8,259.6558,578.4362,614.7,627.88,623.1589,594.9877554,627.1,658.37065,532.555,692.3395,707.1845,748.55,622.801,719.5,621.5,667.6,622.65,682.85853135,715.562655,753.6,810.02,753.521127,586.078,654.45975,620.18305,673.14905,674.6,657.65,627.5,723.265,644.05125,626.27755,674.2730667,542.25,597.35,585.6,504.85,627.45,565,547.4,680.25,598.93203575,480.01515,567.92,518.83715,551.5713,548.84225,349.68307635,535.9,623.5,503.7,517.84,671.79,703.86,628.64,545.52,545.194,546.99082,559,549.7,575.78,608.8,588.1675,709.5509755,645.488011,627.45,680.4,712,566.25,532.07,550.38,593.5,589.68175,650.8,750.4618685,580.2905,602.668,605.597,697.118,784.0767585,635.1409605,818.924802,782.4333245,739.0140845,642.22,646.0965,568.36,642.73386,606.19635,699.394185,572.249,592.0903,652.1975,609.8,665.70796,620.221,639.95,627.191212,440.375,657.52,684.235,324.89,634.815,718.83,600.18,591.67,403.535,690.21,650.15,622.94,650.755,671.82,616.195,654.4,641.91,516.985,682.14,561.5,603.63,655.37,725.38,700.85,714.99,604.45,677.73,687.215,812.82,336.355,675.055,704.44,597.045,586.59,708.905,652.94
551.995,517.51,557.19,583.15,484.2,641.69,658.045,589.4625,598.65,478.7555,386.13,574.3905,532.7165,541.859,539.6585,523.569,500.7165,522.5355,544.73,557.21,500.99,402.985,453.785,503.93,538.85,573.95,530.7,484.7365,426.4,522.9245,583.1,688.75,682.517,718.1275,700.9175,567.7,612.9575333,542.5,599.69995,629.14995,487.69370865,658.54125,515.215,486.78,620.5835,275.7,501.5,559.1035,680.453452,732.798341,615,619.5,728.7,330.9545,306.3385,349.7535,573.5,611,651.366,631.0615,305.4,375.445,359.57,402.3,496.5,605.25,613.9227,616.6463,526.5403,588.51205,661,744.1,505.85,735.596,649.31725,691.34215,615,650.217,596.75,578.55,668.3,368.6272,655.8,311.60965115,576.7,530,622.735,690.65,700.6,520.1505,683.74138825,533.475,580,565.5,715.1,700.0464,525.95821,488.6,498.16,580.65,542.65,344,286,263.1201,585.4928,615.7,650.7924,661.8592,627.9,658.95,688.50185,573.08,711.4505,713.009,751.13,618.5955,759,648.9,669.71,639.6,689,698.456485,761.25,725.29,759.15493,549.4225,620.59805,597.68335,681.35705,703,681.15,649.9,613.445,664.663,637.98535,657.6164667,594.2,581.1,576.2,497.6,631,588.65,578.95,710.45,603.1355056,530.1928,586.19942505,519.4084,572.51045,574.61735,342.0630684,566.2,656.75,526.2,502.84,672.32,708.76,610.755,584.135,541.78615,536.0786,594.5,606.25,630.58,601.1,587.738,714.975212,656.557637,678.3,698.05,724.5,559.85,558.8,574.25,599,588.7368,663.9,747.14355,597.36905,620.0685833,613.998,694.24,788.959383,633.7519815,817.718016,772.602643,726.971831,675.4,665.575,561.58,610.581485,587.89547,683.646535,598,573.5449,665.951,603.6,659.220255,607.7,647.95,648.80315,425.635,698.04,683.8,352.105,607.225,748.465,569.27,619.495,377.44,719.3,677.985,644.78,624.46,709.62,600.38,649.32,671.095,529.51,685.54,602.53,599.855,660.79,733.77,695.5,707.82,617.32,660.055,666.585,805.375,335.36,618.79,707.47,579.475,609.6,711.41,636.11
494.525,453.4325,418.41,535.35,466.85,609.20002,622.615,545.965,578.785,463.677,427.935,552.877,525.1405,517.239,509.956,496.8975,539.9615,484.16,534.315,552.33,496.27,301.76,465.925,462.96,564.83,511.56,480.545,481.003,415.4,515.313,559.7,683.65,657.45,690.506,679.9135,524.8,548.7628,534.95,582.95005,658.05005,447.07250145,608.71495,496.3705,460.605,587.3985,309.5,449.5,537.754,632.8606015,671.883457,582,560,679.955,331.875,322.9125,304.183,514,540,623.581,599.986,326.5,404.41,395,420,421,568.55,572.87015,578.4628,485.3508,543.77665,613,673.8,438.65,566.809,631.6873,645.1201,550.5,633.9255,564.5,544.25,620.6,357.44011665,669.3,300.04248065,435.4,492,602.705,688.85,526.2,464.25,621.87163275,510.025,537.5,500,621.5,626.17895,494.4672175,427.1,432.385,542.75,523.95,350.45,298.65,315.225,535.3301,564.95,628.1011,626.0484,605.331423,598.15,628.5451,559.115,673.2255,676.2875,697.88,587.7305,744,608.15,629.445,641.738,644.98199325,602.664135,719.75,644.27,709.15493,497.2455,584.20215,563.93395,608.2272,677.6,659.1,627.3,502.8,644.58655,622.7325,592.76693335,609.4,532.15,544.9,456.55,585.1,560.35,568.1,685.7,563.155,509.0853,539.25418945,545.7819,558.88105,557.4984258,315.1580317,531.2,642.85,514.15,457.315,619.56,662.35,549.665,577.29,494.5138,491.0875,581.5,645.1,649.39,566.3,545.951,670.525447,620.2002205,648.8,656.15,697.2,488.75,505.95,583.153,556.5,533.54705,620.3,706.7338605,551.2152,568.32735,572.6143,645.32,741.6885935,597.431093,760.210367,711.82074,665.049296,635.505,644.8175,512.485,524.86074,535.68106,604.501665,587.5,526.69165,632.6345,559.5,597.33512,551.2,627.3,611.5804605,513.405,659.395,659.41,339.435,579.735,672.82,526.85,615.34,374.895,708.16,602.71,500.855,598.34,653.72,573.48,619.7,635.685,505.9,643.9,580.94,535.36,643.6,691.745,645.73,649.95,588.8,558.29,646.63,737.17,376.885,597.71,666.355,555.665,595.695,675.305,616.67
394.72,334.354,384.865,430,407.7,548.459965,547.385,491.4875,518.3,410.2575,397.865,499.1345,471.4145,507.2565,475.007,484.628,480.293,431.5085,532.975,499.36,485.685,316.64,380.235,402.31,528.33,529.5,477.575,467.444,393.85,525.3305,515.55,599.6,576.15,607.7425,590.357,464.3,429.95423335,485.5,553.3,572.8,377.3106855,526.8058,422.96,409.351,518.6365,318.4,365,412.706,543.1857345,576.824969,520.5,536.5,590.46,340.6355,328.262,302.895,434.5,483,569.0965,533.4695,340.3,406.2,407.9,418.6,382.5,495.7,486.76565,488.5655,406.16015,463.438,525.5,558.1,398.28,558.5045,555.1973,531.9139,459.5,556.6225,502,463.6,381.6,342.4381333,528.55,219.7542636,367.95,408,498.53,624.1,387.8,438.85,504.83373925,440.31,421,426,542.1,562.535775,425.237213333333,345.65,349.97,456.2,427.55,337.9,269.45,320.51865,443.03395,460.1,553.8,552.04372495,542.28927005,519,548.5437,491.825,583.591,573.1125,597.71,516.4,684.25,548.05,546.1761464,579.02,559.6170412,528.4325,634.65,603.49,617.645337,362.0145,505.89,454.55395,523.3059,603.3,586.6,560.8,373.21,586.9292,530.7656,499.76135,602.6,442.95,477.05,388.4,500.65,490.3,514.55,624.3,489.08925,467.2439,466.92312255,464.55695,491.85605,479.05835,293.9040612,493.9,580.25,471.15,370.89,524.21,559.5,446.675,532.6,403.31603,396.023375,519.5,617.3,563.74,464.4,468.901,589.663001,533.274608,582,573.95,608.35,415.4,480.2,490.1,468,449.6917,520.5,600.5835,452.953715,481.682085,502.357,559.709,649.293405,508.334417,655.9923345,601.8632805,554.5880285,570.905,574.9,429.895,452.171605,455.056715,566.218935,542.485,465.0231,529.0675,461.65,470.38443,472.4,587.75,581.233099,452.145,596.735,569.26,324.88,491.28,614.115,428.53,540.655,376.01,632.47,432.6,483.92,517.375,593.9,451.93,559.14,592.195,461.04,574.36,571.265,463.905,617.16,592.63,548.38,552.8,521.355,481.65,512.81,627.595,360.09,528.555,596.86,479.85,540.29,608.175,597.595
