"BR-Npw","BR-Sa1","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SCC","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-Brw","US-BZB","US-BZF","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Dk1","US-Dk2","US-Elm","US-EML","US-Esm","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha1","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-ICs","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-Prr","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Twt","US-Uaf","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-Wrc"
5.80360778613234,6.7775,5.94,0.1537465,0.092949,1.05,1.065,0.7002601,0.13716695,0.409,0.10245,0.506594,0.562509191947016,0.364513361757212,0.0209277394091211,0.264772748534861,0.142848283655668,0.1885,0.343,0.399,0.316,0.1055,0.13212,0.16,0.257,0.18374,0.019665,0.0519393,0.5295,0.0255,0.3935,0.727,0.401,0.14,0.6325451825,0.0535,0.3421,0.7058,-0.119313415,-0.1868773,0.2405,-0.011,0.367656,-0.415,-0.136,0.761336414101038,3.379308,0.88267,-0.113,-0.305021650135219,-0.19064973520456,-0.002,0.2615,1.205,0.169,0.055,0.9108895,0.5425,0.4423343845,0.5046538915,0.228,1.4115,0.5509005,0.8867775,1.40572,0.769777,0.338305,0.0095,-0.818707853586596,0.841545296002652,1.5899025,-0.409,0.24398085,0.292,1.185,1.0655,0.499613813086894,0.474,0.403655,0.662,0.397,-0.181,1.93454677003898,1.0585,0.729,0.284,0.364765,1.2580631980068,0.6935,0.94,0.4404,-0.444872723757042,0.253368118493588,0.553,0.591,0.7,0.3,0.379,0.407,0.375655476,0.0848835,0.106104,0.362945192,-0.049395,0.594,2.2405,1.36348557,0.5545,0.646186,0.2488925,1.221,0.5705,0.2895,0.321,0.977,0.929817523483054,0.5919905,0.65143,2.6915,0.257519898723199,1.67061,1.2576689965,1.4860255,1.6439355,0.938033,0.4,0.3,0.2,0.356,0.347033423702083,2.740865,0.226482579,0.66,0.244381,1.30030673294215,1.09281917159166,0.47944744996344,0.602282305855133,0.214556078260906,0.344518225,0.7561625345,0.13807,0.11856,0.2756575575,-0.048554,0.1241775,0.1697755,0.382661147,0.4066083345,0.5770657625,0.374459682,0.29,1.03,1.12,0.325,0.1445,0.14311,0.1379,-0.409,0.34,2.159,0.9865,1.9095,1.484899,0.682,0.228,0.2895,1.603,2.701,2.99,-0.095,0.2851,0.0761585608769157,0.37189289,-0.346,-0.035222367,0.2298168,1.20716,1.6978145,3.455962,1.6644875,1.192194,0.233654949668118,0.51417,0.63744,1.3253,0.312930123867942,0.434835101202266,0.762789766025816,-0.5,0.4438634,-0.061,-0.045074379705,0.37365,-0.0006930886964,0.1,0.580194119540619,0.736866348358813
9.17387035160284,7.1575,5.57,0.134971,0.129935,1.247,1.521,0.6858419,-0.025544355,0.3305,0.10585,0.506533,0.545,0.382375256241753,0.232821279970579,0.182091109342696,0.0986094667843111,0.23,0.371,0.378,0.336,0.135,0.225435,0.148,0.336,0.53092,0.031545,0.0920558,0.463,0.006,0.49,0.573,0.677,0.15,1.2978049355,-0.274,0.3117,0.6356,-0.151873569,-0.3019921,0.093,-0.0555,0.42582,-0.319,-0.113,0.85062202355913,3.616449,0.7650675,-0.0335,-0.319953936460765,-0.280504946234587,-0.1285,0.2845,1.091,0.129,0.103,0.9755285,0.517,0.446024135,1.075554904,0.296,1.168,0.624132,0.940782,1.56103,0.760675,0.321951,0.008,-0.70041474616259,0.793834288621334,1.6310035,-0.181,0.11659215,0.464,1.182,0.865,0.461525553043188,0.434,0.49898,0.646,0.302,-0.159,1.67013122051046,0.8605,0.607,0.226,0.3699725,1.22252349164722,0.75,1.02,0.5,0.0672006881595716,0.273827705087791,0.5495,0.591,0.6,0.3,0.335,0.292,0.2962356275,0.130334,0.095519,0.34026,0.0756,0.57391,2.1595,1.875900535,0.4825,0.440513,0.2421585,1.148,0.562,0.283,0.4005,0.979,0.997732140046474,0.484927,0.63426,2.507,0.359912663573921,1.444195,1.138686417,1.209434,1.128882,0.736156,0.4,0.3,0.2,0.356,0.239532059674731,2.868415,0.202402122,0.65,0.2965175,1.02863678761574,0.99857167575013,0.934585925335221,0.653755629246058,0.227839846266637,0.393151158,0.611110074,0.106554,0.1050955,0.140067842,-0.079658,0.146714,0.175018,0.377159997,0.258102756,0.761707152,0.389498326,0.235,0.965,1.275,0.27,0.3045,0.175445,0.146345,-0.318,0.35,1.769,0.935,2.373,1.230679,0.682,0.228,0.235,1.543,2.816,3.066,-0.107,0.2839,0.0746990373410897,0.40342406,-0.2465,0.182192291,0.3184796,1.3523265,1.75180875,2.84175,1.1309885,1.686452,0.0862972176950948,0.55113,0.63132,1.6008,0.340533394888096,0.836336591361407,0.557551183973175,-0.15,0.4807757,0.004,-0.055414331845,0.39818,0.001307672507,0,0.545836123979162,0.689233896416539
7.72630756337392,8.264,5.76,0.129871,0.1499885,1.32,1.1785,0.736132592,0.0542488,0.287,0.10473,0.506609,0.54,0.385322313559828,0.0709379164453294,0.216524323399429,0.0850584464779461,0.298,0.2185,0.369,0.345,0.098,0.44261,0.1645,0.376,0.41691,0.028165,0.0938279,0.441,0.122,0.4385,0.6705,0.722,0.15,0.7303805315,-0.112,0.2027,0.4147,-0.071411299,-0.4905881815,0.077,-0.009,0.357036,-0.3435,-0.113,0.775011290349487,2.9210908,0.74128,-0.136,-0.139206664578214,-0.306506623454052,-0.175,0.319,0.478,0.138,0.0745,0.934137,0.3425,0.458629591,0.9085496165,0.273,1.235,0.542737,0.8124955,1.04001,0.524984,0.3077695,0.044,-0.664360820601233,0.795135262886251,1.20869075,-0.318,0.28559175,0.675,1.049,0.885,0.342936035940585,0.4855,0.464033413,0.565,0.307,-0.113,1.76759527724491,0.8695,0.677,0.236,0.344684,1.13694884092921,0.569,0.9,0.4,0.00628867419902875,0.318792761718469,0.567,0.591,0.7,0.3,0.424,0.407,0.407,0.1056565,0.1288245,0.318048246,-0.0548,0.4466019275,2.1655,1.266304215,0.445,0.3588705,0.12556,1.1925,0.5495,0.2905,0.29,0.9745,0.946057570998285,0.569307,0.67187,2.891,0.129847143770832,1.819468,0.784678164,1.268122,1.059494,1.124676,0.4,0.2,0.2,0.376,0.12955113246504,3.04435,0.127139803,0.62,0.266576,1.116831923,1.27499394612535,1.03298206035247,0.424025175423445,0.205184134895986,0.26934212,0.627328871,0.1113595,0.083015,-0.078710149,-0.100472,0.144377,0.142888,0.3269144375,0.329619952,0.559972891,0.187622576,0.22,0.865,1.02,0.265,0.289,0.16893,0.19978,-0.386,0.34,2.045,0.965,1.5015,1.28472,0.785,0.228,0.184,1.77,2.81,2.984,-0.1275,0.27995,0.103043681088128,0.42450417,-0.212,-0.01254,0.2688254,1.66475,1.805803,3.112692,1.415387,0.6012915,0.18864809508862,0.56804,0.57079,1.29235,0.346883935853612,0.68983589329515,0.641123317396739,-0.065,0.4896373,0.005,-0.05415,0.36076,-0.004694832509,0.1,0.549794373197553,0.699066587123855
8.2524253219611,8.193,5.94,0.1722415,0.153926,1.22,1.64,0.707215827,0.17794,0.441,0.08665,0.507451,0.58129722989514,0.322968065362014,0.184134470904353,0.142387644343216,0.189971336687892,0.375,0.379,0.35,0.3585,0.114,0.213305,0.122,0.358,0.47859,0.03822,0.135238,0.452,0.212,0.445,0.6765,0.563,0.15,0.753939358,0.0135,0.2389,0.5752,-0.055648809,-0.5078632,0.1025,-0.027,0.410671,-0.304,-0.113,0.79401502417914,3.22603765,1.144284625,-0.022,-0.783322181956491,-0.400189084716421,-0.193,0.364,0.705,0.125,0.098,1.07558,0.2625,0.517544333,1.0555151255,0.3415,1.186,0.611445,0.832523,0.91624,0.535717,0.278632,0.015,-0.705353260275812,0.870467934800165,0.786378,-0.272,0.282829275,0.6175,0.955,0.743,0.389165645967246,0.466,0.56483,0.602,0.377,-0.1015,1.65700867383298,0.975,0.674,0.244,0.385785,1.30656844902519,0.5115,0.948236948142063,0.4156,0.610534950091972,0.315711854258649,0.563,0.591,0.6,0.3,0.39,0.14,0.225,0.102219,0.059929,0.324060915,0.7496,0.47663,2.184,1.61441865,0.533,0.365136,0.0858001,1.18,0.5475,0.309,0.3295,0.6425,0.896793527990794,0.529762,0.64784,2.269,0.0465575508099623,1.59861,0.981141114,1.325725,1.1729705,0.8388465,0.3,0.3,0.2,0.363,0.260233040012209,2.374435,0.304743665,0.64,0.2638245,1.12911927726275,1.169066917754,0.928680514528806,0.46506351411895,0.153441888434032,0.4330169025,0.697893962,0.1164055,0.14114,0.101618097,-0.034295,0.132641,0.157456,0.3360262775,0.3520235015,0.4726019985,0.1238516925,0.29,0.95,1.2,0.25,0.326,0.21244,0.140745,-0.34,0.395,1.901,1.063,1.757,1.079622,1.0095,0.228,0.146,1.906,2.419,2.963,-0.106,0.2695,0.078275152657278,0.37007411,-0.213,0.1783821495,0.2500134,1.0020275,1.85979725,3.0181785,1.48449,1.551534,0.0674179478401812,0.5975,0.60676,1.3463,0.305270099830379,0.553842189828784,0.446931274780359,-0.275,0.5033246,-0.06,-0.0375,0.411035,-0.01967754816,0.1,0.597457750551646,0.707546532079582
8.81710449541624,8.043,7.15,0.14087,0.1294235,1.138,1.7185,0.75882,0.11652605,0.35,0.118,0.507738,0.508611623010147,0.317336205686355,0.426243540815353,0.388487499426815,0.407282891625134,0.2425,0.3487,0.315,0.303,0.1065,0.32589,0.0975,0.309,0.36362,0.03346,0.133492,0.463,0.3415,0.442,0.6905,0.586,0.14,1.018728834,0.068,0.1718,0.3947,0.0168607215,-0.65542411,0.15,-0.019,0.415208,-0.275,-0.136,0.65611222110108,3.5309845,1.25317325,-0.068,-0.492302130185912,-0.127887172615275,-0.0645,0.319,0.9435,0.181,0.08,1.09577,0.2835,0.508884857,0.552423949,0.228,1.0805,0.6220435,0.8776945,1.0726025,0.471507,0.2671315,0.0495,-0.764854823914274,0.780305599736439,0.36406525,-0.386,0.0501608,0.663,1.017,0.988,0.378288944685152,0.543,0.642829675,0.561,0.343,-0.113,1.65850771803892,1.067,0.597,0.2085,0.401226,1.15444374327672,0.637,0.9,0.357379440115635,0.471225690340931,0.322168753055333,0.557,0.591,0.7,0.3,0.5085,0.173,0.23370279,0.129439,0.09432,0.350012592,0.33773,0.5067268695,1.9735,1.696209555,0.5125,0.450396,0.2728685,1.1555,0.5295,0.315,0.336,0.78,0.683681027341338,0.4499395,0.72075,2.4,0.215529985701795,1.233977,1.256846697,1.4660915,1.185654,0.9027095,0.3,0.3,0.17,0.317,0.293246772793104,2.6831015,0.2143272845,0.69,0.2029595,1.22908745629012,1.21941817093272,1.19858658630322,0.8346122647297,0.116488831269515,0.3588144945,0.904902406,0.102603,0.131758,0.121280916,-0.017686,0.1547135,0.1404035,0.346491942,0.314536737,0.613712864,0.166708813,0.31,0.955,1.16,0.215,0.283,0.222065,0.259485,-0.329,0.36,2.101,0.904,1.503,1.101191,0.682,0.228,0.3205,1.9035,2.342,2.8435,-0.1045,0.28765,0.0854058333473186,0.382571094,-0.165,0.131884113,0.41157745,1.3663125,1.9137915,2.813394,1.446827,1.61831,0.072598625,0.535125,0.581105,1.25495,0.37509814722465,0.634743272071675,0.844618127002052,-0.3,0.5463987,-0.152,-0.0336,0.399405,-0.02634369834,0,0.601472650346821,0.64215223854362
9.35495113049073,7.217,6.95,0.167309,0.136688,1.1805,1.393,0.79494,0.0660006,0.426,0.1183,0.5077995,0.481827487181206,0.409018392057417,0.258518041600363,0.461993121623073,0.0990347098430195,0.274,0.3184,0.3355,0.333,0.109,0.22184,0.109,0.335,0.28521,0.029725,0.1022015,0.442,-0.324,0.429,0.755,0.625,0.145,0.483665743,-0.101,0.2907,0.5531,-0.043350429,-0.3156556,0.0515,-0.0185,0.379134,-0.2115,-0.113,0.785960153059629,3.37846675,1.362061875,-0.022,-0.867428869051949,-0.158076637156338,0.1505,0.3985,0.739,0.158,0.075,1.01304,0.21,0.31829161,0.566430439,0.296,1.2465,0.547675,0.914639,1.33212,0.553376,0.2500075,0.0085,-0.726704947511695,0.828096322940062,-0.0582475000000002,-0.3065,0.13224655,1.016,0.973,1.078,0.264946514387767,0.4505,0.422626363,0.594,0.37,-0.159,1.23408605784539,1.051,0.6385,0.275,0.3876075,1.20568883743661,0.66,0.842242104828471,0.435844993056692,0.0813908573398568,0.162552435918305,0.57,0.591,0.7,0.3,0.487,0.333,0.3279721545,0.112041,0.0607147,0.3483261625,0.28434,0.51296,2.045,1.0933868,0.4745,0.305517,0.130926,1.13,0.531,0.314,0.34,0.9885,1.0427767712722,0.4768955,0.72626,1.761,0.345243415825875,0.889892,0.6270093495,2.094553,1.1224985,0.89709,0.4,0.3,0.2,0.3335,0.112668073594838,2.77398,0.310228691,0.675,0.198241,1.1741107554564,1.181862744,1.07039682415626,1.1248757695405,0.0364421392176322,0.366689921,0.594005734,0.128683,0.114746,0.1712447555,-0.0875155,0.153763,0.12958,0.328460952,0.5861965385,0.82029984,0.268738666,0.32,1.16,1.245,0.2,0.3,0.205865,0.16116,-0.3175,0.38,2.115,0.961,1.911,1.338826,0.455,0.228,0.086,2.233,2.661,2.45,-0.104,0.2487,0.104030755188372,0.42915543,-0.193,0.1567633215,0.27007555,1.592604,1.96778575,2.6086095,1.763943,1.452971,0.0721969495988549,0.48707,0.569,1.2595,0.308237689669082,0.731833966149511,0.738479336749524,-0.22,0.4812424,-0.1385,-0.06725,0.42238,-0.007983565359,0,0.686505273494072,0.551947839667544
5.22769364240363,1.178,1.05,0.131314,0.1478205,1.167,1.565,0.7960015,-0.0245285,0.394,0.12605,0.507206,0.426206866014534,0.354215503217388,0.109565351941161,0.43087914628164,0.110446979497153,0.33625,0.2881,0.343,0.332,0.124,0.235275,0.126,0.324,0.26775,0.031355,0.09425645,0.469,-0.552,0.437,0.622,0.559,0.14,0.886834294,-0.237,0.28325,0.5832,-0.2206055065,0.06189622,0.145,-0.0055,0.40659,-0.35,-0.136,0.64612639431966,3.225949,1.7335795,-0.0335,-0.694862616376561,-0.144192698209448,0.139,0.455,0.773,0.121,0.054,0.967686,0.091,0.524509104,1.040855941,0.1595,1.329,0.57433,0.84204,0.779089,0.551482,0.2442315,0.0165,-0.754542290373124,0.74338971490851,-0.48056025,-0.34,0.4381176,0.387,0.918,0.916,0.609871904525671,0.495,0.8482952695,0.568,0.4055,-0.113,1.72743453721938,1.107,0.735,0.2,0.37165,0.967179300807535,0.66,0.8,0.4716,-0.421879821658752,0.23387132279911,0.5605,0.591,0.7,0.3,0.317,0.396,0.251131911,0.102663,0.04661,0.3767361815,0.22649,0.5461306215,2.0965,1.70407303,0.5585,0.590591,0.0287418,1.1165,0.5135,0.3055,0.386,0.921,0.963375359162483,0.471602,0.68506,2.016,0.659687591630471,0.865452,1.0884222505,1.98473,1.345274,0.823225,0.4,0.285,0.2,0.3405,0.128313111933016,2.84231,0.2968523195,0.655,0.2208625,1.04173231723628,1.31610264601322,0.788241235534155,0.705942419100022,-0.0212947395151267,0.352139687,0.70695031,0.121601,0.094527,0.1836108175,-0.034705,0.1626975,0.153017,0.306376128,0.3019857495,0.707868416,0.197296574,0.31,0.995,1.315,0.165,0.1515,0.163965,0.20312,-0.181,0.365,2.275,1.147,1.951,1.554411,0.614,0.228,0.162,2.292,2.998,2.582,-0.101,0.2632,0.127325270034363,0.44265585,-0.107,-0.1072708235,0.4365666,1.198625,2.02178,2.403825,1.6340965,1.639717,0.0132823825,0.55009,0.603245,1.27765,0.366016682823057,0.612528801150116,0.883889682638825,-0.345,0.4499985,-0.1635,-0.0575,0.375635,0.00814350875,0,0.661539774438098,0.772366707763684
-2.0868021187922,-5.076,-9.1,0.1008545,0.156197,0.9894,1.505,0.79206,0.04896915,0.3095,0.1164,0.5075635,0.600600858020638,0.351916517685157,0.341246098638617,0.417373771817752,0.117464413638032,0.3985,0.2578,0.3335,0.3285,0.113,0.347725,0.139,0.3195,0.33423,0.0448,0.0637807,0.449,-0.066,0.4035,0.708,0.615,0.14,0.3944885445,-0.073,0.196,0.3823,-0.089158642,0.095391247,0.016,0.008,0.31144,-0.36,-0.136,0.875762346123169,3.115267,1.243027,-0.0905,-0.957467144733803,-0.181483662030422,0.3225,0.614,0.569,0.071,0.045,1.080645,0.55,0.37496949,1.515281443,0.273,1.433,0.520546,0.727029,0.771939,0.573002,0.120662,0.0235,-0.608854394103008,0.754591576000014,-0.902873,-0.386,0.4404311,0.196,0.8355,0.75,0.408667190841731,0.3835,0.488490938,0.294,0.309,-0.113,1.52296302040923,1.593,0.619,0.183,0.398251,0.623601103052345,0.523,0.95,0.4031,0.461128631416893,0.265516389609338,0.423,0.389,0.7,0.4,0.322,0.184,0.266186851,0.0405243,0.0182,0.344176761,-0.0706,0.57726,1.453,0.934550755,0.565,0.361394,0.128705,1.02,0.51,0.2945,0.3885,0.75,0.919442716315078,0.509347,0.5482,1.1905,0.849266526690265,1.2546645,0.859017794,1.052863,1.6045775,0.4114415,0.3,0.3,0.2,0.2755,0.101894287293507,1.54776,0.282240839,0.57,0.262454,1.09273298672473,1.11202228335651,1.01678842323499,0.907444226109673,0.0244417651916734,0.320008727,0.501774892,0.084303,0.137173,0.179777685,-0.048386,0.2119735,0.1560255,0.299600617,0.3909967345,0.627111528,0.306490023,0.15,0.18,0.29,0.14,0.28,0.20947,0.191345,-0.204,0.31,1.702,1.1705,1.59,1.651953,0.455,0.228,-0.073,1.938,2.074,2.8285,-0.124,0.2297,0.110285167571556,0.40762768,-0.217,-0.03,0.3821383,1.066333,2.07577425,-1.0992335,1.374488,1.350795,0.035611098694849,0.56533,0.607,1.0951,0.321671046968911,0.299032899826174,0.595754074023476,-0.3,0.4840894,-0.099,-0.068,0.300225,0.003835282602,0.05,0.619876347706214,0.497874993496141
-11.725707599815,-13.585,-14.27,0.088134,0.111783,0.4315,1.015,0.813297,0.2565155,0.313,0.1257,0.5071825,0.513620456429827,0.318501137553259,0.214607807108482,0.418150827247747,0.0947061752939204,0.46075,0.2275,0.3355,0.308,0.1515,0.365605,0.153,0.363,0.3459,0.03215,0.104145,0.477,-0.3065,0.386,0.625,0.508,0.14,-1.294228552,-1.0645,0.1048,0.3017,0.4372620435,-0.1594116,0.0585,-0.098,0.0518235,-0.237,0,0.845999320171547,3.004585,0.854272,-0.136,-0.564851474068342,-0.222843271389689,0.259,0.205,0.41,0.076,0.031,0.661048,0.7315,0.561117466,1.382706717,0.341,0.603,0.39477,0.77332,0.6055925,0.536031,-1.36405,0.013,-0.709348034648827,0.766020674267732,-1.32518575,-0.431,0.27757615,0.381,0.023,0.3915,0.289409212901718,-0.113,0.88535,0.0265,0.205,-0.113,0.470268386542114,1.144,0.6,0.168,0.479777,0.992073573051065,0,1,0.285568223743777,-0.890372946179293,0.0287947803578522,0.408,0.37,0.6,0.3,0.2895,0.229,0.345433274,-0.29404,-0.253896,0.361683472,0.20756,0.52269,-1.727,-0.36148309,0.595,0.22703,0.00357393,-0.198,-0.136,-9.405,0.179,0.099,0.969547113132166,0.457625,-0.0048791885,1.047,-0.189791258151116,1.646411,0.290366431,-1.0820685,0.339268,0.250598,0.4,0.3,0.3,0.2455,0.251540079002088,-0.555787,0.2200913325,0.35,0.310207,0.990735498520577,0.736509658,0.203833164547359,0.851203355278732,0.169178216300615,0.311441558,0.621537884,0.144737,0.1634895,0.323651548,-0.095791,0.16946,0.167098,0.300201113,0.2418551015,0.8309119245,0.024955385,0.06,-1.81,-1.985,-0.005,0.1405,0.11269,0.418595,-0.295,0.45,1.073,1.0865,0.3175,0.752447,-0.227,0.023,-0.887,0.971,1.92,0.63,-0.295,0.14515,0.0781870285257116,0.1127665,-0.35,0.2483016345,0.2646751,-0.5748195,2.1297685,-4.602292,1.0185775,1.2382275,0.0151456380370831,0.554425,0.654,-0.20577,0.510906587372918,-0.254844780407482,0.563871078003395,-0.285,0.4976714,-0.162,-0.18925,-0.10916,0.04092405012,0,0.729255450933377,-0.432270632147007
-13.6638041385735,-17.041,-21.04,0.106474,0.073853,-0.60615,0.7334,0.703338,-0.2819055,0.422,0.1314,0.506861,0.535,0.333968212628367,0.268496893305795,0.416329763585552,0.181969990103116,0.523,0.3365,0.274,0.262,0.1105,0.39239,0.099,0.384,0.273495,0.03829,0.108751,0.483,-0.7495,0.399,0.594,0.4915,0.155,-2.404202268,-1.653,-0.0087,0.52675,0.3374545115,-0.418284764,-0.035,-0.003,-0.509366,-0.283,0.773,0.653157568264939,-1.613609,1.084063,-0.068,-1.17557265160119,-0.210227574252413,-0.128,0.069,0.41,0.087,0.067,-0.1942145,0.6555,0.741828848,0.9933146465,0.205,-0.2465,0.354943,0.6869925,0.62121,0.439986,-2.223135,-0.048,-1.46112128153919,0.627927000680909,-1.7474985,-0.238,-0.3627137,0.089,-0.5235,-1.2825,-0.611144322972609,-0.944,0.60552,-1.1655,0.0565,-0.2495,-1.60066086118542,-0.899,0.6685,0.1,0.33469,1.05952969985123,-0.613,1.1,0.177920213115868,-1.46056393522004,-0.275481813288893,0.408,0.37,0.8,0.3,0.33,0.45,0.457307863,-0.572969,-0.5140105,0.158242501,-0.59853,0.38109,-5.6995,-2.301931295,0.503,0.385552,-0.570481,-1.003,-0.368,-9.16,-0.2055,-0.1505,1.09188712664566,0.4095315,-0.89262,-2.177,-1.16334727548109,1.529446,-2.790256859,-4.194118,-0.230438,-0.744427,0.5,0.4,0.3,0.172,-0.122039778670468,-5.3087055,0.1589530415,0.09,0.210638,0.781347002,0.489650090420926,-0.00699726057926372,0.715165524329043,-0.0760918519668496,0.12938952,0.579608221,0.09577,0.182607,0.1778909855,-0.272265,0.127903,0.053079,0.301383843,0.343446606,0.612906819,-0.158429337,-0.075,-3.32,-3.11,-0.08,0.181,0.115625,0.0355755,-0.3515,0.64,-5.067,0.382,0.441,0.708265,-0.681,-0.227,-1.377,-0.741,-1.996,-2.2195,-0.6145,-0.03775,0.000577890278983128,-0.5845954,-0.438,0.169497093,0.045193435,-3.330236,2.013194,-0.918366,0.942686,1.584613,0.1756205405251,0.63799,0.56405,-1.464,0.438587125303522,-1.69271521184759,0.193320954491618,-0.23,0.50710285,-0.158,-0.1528,-0.51378,0.092983499245,-0.1,0.835772135202868,-1.42163161362818
