"","BR-Npw","BR-Sa1","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-SJ1","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Blo","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-Brw","US-BZB","US-BZF","US-BZS","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Dk1","US-Dk2","US-Elm","US-EML","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha1","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-Prr","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-Snf","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-Srr","US-SRS","US-Sta","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Tw5","US-Twt","US-Uaf","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-Wrc","US-xAB","US-xAE","US-xBL","US-xBN","US-xBR","US-xCL","US-xCP","US-xDC","US-xDJ","US-xDL","US-xDS","US-xGR","US-xHA","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRM","US-xRN","US-xSE","US-xSJ","US-xSP","US-xSR","US-xST","US-xTA","US-xTE","US-xTL","US-xTR","US-xUK","US-xUN","US-xWD","US-xWR","US-xYE"
"BR-Npw",0,2486.01779551939,2865.00011277296,3351.65316351311,3322.47417555357,3579.28517560798,3165.99660695696,3193.71447779669,3206.99340734004,3301.61325234874,2509.7250997044,3186.36588383953,3100.73736666194,3220.16261256829,3149.61375641836,3379.50863753821,3355.58492971047,3112.20367959058,3317.45087967224,3240.35547002369,3244.41934619048,3393.98890138805,3332.31095399144,3244.66549544212,3433.64420608675,3358.3024317722,3413.99530942318,3254.79678817426,3292.08943491111,3108.55536251006,3027.63117331169,3225.27936803354,3145.75003530135,3150.80925106905,3049.95499663081,3108.35596302465,3161.60761392114,3185.03594560463,3244.49250719538,3072.95499532084,2647.71234689145,2802.88188798999,1773.91513760154,1786.28206397449,3809.59709593619,3334.49259639634,2079.59651776934,1959.95848042066,2010.04505467623,4142.33131819365,2860.17070245993,2938.42497217371,1938.31045469907,1869.90490998162,2915.27124268031,3163.11607957769,3495.67273450351,3443.61679748349,3226.96166998668,3408.63031232814,2719.10334268755,2565.79571813312,2734.07386493363,2706.65805943776,2598.4419581964,4372.25192520502,3125.29234299599,3233.97953174374,3089.02149512198,3265.26622974974,2647.25466649389,3055.0901292716,3062.06285792111,2889.5965335849,2787.10571607358,2985.15746447743,3024.29195703913,3760.60580874704,3140.73436909441,2931.04339873054,2957.98961273859,2234.27293527486,2943.69278771628,3736.83043451861,2376.15374218754,2164.99386712544,2184.68249690791,2338.95685345258,3503.86442159789,2139.11524007067,3431.55520389605,3744.98495644986,2336.73890883706,1678.50255469291,1992.87624699949,3334.70356162859,3207.3630587168,3768.95452953399,3211.98855954444,2263.56052882651,2984.34316844597,3013.13555005185,3138.56055056828,2262.42455173653,2901.37257747255,2887.67697239364,2840.0666066468,2890.97593364407,3875.43186506294,3899.54354673935,4024.45822918952,4018.96471132908,4140.99593243284,3017.20584488826,2162.10342951,2738.32617376019,2184.55628362761,1638.06283176427,3014.48170303584,2389.50195311167,2737.71687904844,3175.17831204858,2517.89614034593,2565.35462876449,2834.29848448862,2437.56232730373,3003.4074315177,2730.77528377478,3378.12113886825,3205.06047753204,4210.34788094339,2487.90602115926,2052.55981248357,2345.26063890951,2377.65594761806,2820.09206782362,2549.87712881906,2528.26426771575,2510.94283258977,3805.63197410184,2830.30015332329,1497.20032616317,3178.58430534086,2289.66742139969,3281.61326829383,3108.81860645947,3071.32370204206,2746.42220490645,2658.34687312851,2487.38502766456,3695.76730518314,3641.3697639026,2977.40781208256,2958.70328731483,2982.74827219302,2852.46863969991,2999.00777649997,2980.45158672343,3638.41579556807,3819.45758155544,3575.76044746604,3626.98072027913,6459.96541169539,3074.57952724994,2868.21513159746,4918.05135097745,2261.04282854783,2956.9861870007,3396.69692410133,2740.08453398099,2156.80130615786,2014.46930598581,2425.37529161032,2250.15582138607,2455.98218777316,2196.88969565135,3379.65706634183,3466.48753284635,3069.25117761939,1877.91280571887,1694.84382200369,1729.35804393099,3954.70530644169,4591.87402766139,4575.49621860891,2020.09177933558,4614.7357522535,2650.77791141338,2814.46296611524,3269.03019074584,2633.84970272242,1896.75875891269,1969.31722441107,2118.90889978262,2061.45437660347,2019.71305596993,3292.81989619129,3239.97328550187,3199.0851455162,2114.49956027661,3888.15756285294,2831.44606883202,3730.7973145777,2599.9554341506,3455.88140336135,2451.54299216977,3777.77552848792,2584.03996821075,4346.48800171986,2225.80718516576,3318.24511332257,2998.13278721989,2931.64529691753,2232.97530627836,2615.078379227,3317.8593640959,3008.26672730309,2257.71022193221,2482.42261266847,3209.9107068044,3653.60269707762,2136.22382603588,1559.26747572793,3040.3915330426,3154.10827591215,2094.96540541739,3589.93315144486,2337.66467725876,2670.77953331518,3812.52375841861,3335.65321781491,2887.09078117057,3525.16896808436,2840.30507732603,3294.17811787675,4335.55654908686,4033.18140704528,4829.62609597419,3099.14473912203,2608.47783051286,3699.23587548116,3739.9831298159,3106.45090633866,2993.59859289502,3237.19406762674,3219.43690516891,2860.19390758125,2959.05966258388
"BR-Sa1",2486.01779551939,0,1327.02,1441.218575,1395.41016,1413.01095180755,1308.90647024492,1127.87529051058,1321.95111743002,1217.94,1081.425,1196.557389,1287.26512508667,1274.10494390217,1402.27,1444.16,1493.44,1457.53,1451.245,1392.02,1435.585,1268.715,1276.58499999999,1189.71,1505.23087329901,1387.075,1429.11,1327.144735,1516.815,1462.61,1257.58,1341.02503908123,1310.72019776735,1254.81302779073,1211.57710146469,1296.68627362015,1171.74521029443,1136.92796816854,1094.51062816058,1331.98133434083,2491.754132515,3493.04,1866.95960066743,1589.298429822,4271.097799102,1582.7709076595,1861.535,2194.325,1618.71273480051,2226.03999999999,3109.59500000001,1079.9357918063,1365.631329,1599.8823515,1195.76,921.805,1505.72,1395.595,1284.465,1320.3,1162.395,1315.015,1163.325,1151.755,1501.03066361015,3211.86000000001,1381.532135,1458.7138362,1368.859915,1438.7,909.775,1596.464821,1686.9356575,1750.4829185,1665.52068185,1009.035,3841.49786425576,3546.02,1042.945,1055.26907342489,984.698470991667,1453.445,1056.9209871,2621.32,1119.805,1239.205,1130.31,1291.37,1333.01242919,1327.535,1466.9364335741,1599.03,1609.315,1956.61,2048.52,1237.265,1233.2,1423.1953255,1187.265,1434.5,987.77577235838,1101.15678,1215.52482878764,2579.35525572437,974.375,962.455,1102.83894294475,1033.50651394798,1903.86499999999,1928.23677,2066.660740487,3929.54774456595,3506.652588428,1241.8443405195,1449.463343425,1123.22905022,958.605,1483.8369059427,1167.44,4100.084015333,4431.63967485181,1299.50208132035,1377.52414920038,1217.695,1265.58,1323.94025625524,928.969999999999,979.214334129791,1820.4298787,1370.56,1373.2233,997.342763999999,1232.351785234,959.651169736,1196.1005938045,809.267437316,1123.66745098455,1182.19229609065,1159.5118804126,1263.5,1056.26740995111,1721.7949275,1036.738183601,1559.895,1414.08271713283,1532.30369426031,1751.62306609556,2342.03097720885,1571.78895778994,1657.56356439738,1837.97677536788,1612.62129217259,1162.0219642345,1046.875456838,1076.9857202585,1227.5055829775,1291.86620304,1121.469327164,1407.95986197689,1650.29943048922,1512.14407986748,2030.52561018789,8468.6920404267,948.879135664846,1052.96844696782,3930.30137454542,1146.39,2880.83925657,3067.9542104,1251.715,1378.755,1022.21,1046.83,1149.035,992.8169825,1438.8579125,2377.735,2342.9,2339.215,1266.84,1405.43,1310.445,4581.88499999999,4147.24713915389,4414.13626378813,1172.4595055,4759.405373011,1532.125,943.8505093335,1159.70714313867,2349.271869,1534.540807,1542.513562,1489.6913205,1470.436379,1340.6266745,1447.40354276523,1065.65360084688,1104.07976096928,2607.135985,1211.06871665,1097.06035105,1211.4668534,882.459999999999,1524.587221235,1416.8325,3840.66264880378,1996.9240267,3481.73515506314,1160.74053582375,1028.36485046345,1321.075,1235.80295,1813.7955,940.65775,1475.05435,975.970750000001,1628.1836,1552.4711,1175.32275,1395.20845,1209.40125,1414.7052,906.060449999999,989.41585,1375.712,3929.51795,1299.8756,1007.5703,2937.4345,1119.60135,1225.79105,1079.1726,914.645650000001,935.741949999999,3337.41,1855.11225,5109.29395,1108.31385,1000.5751,1152.27885,1699.627075,1092.9309,1003.941,1185.1788,1182.97535,1257.1541,1218.22535
"BR-Sa3",2865.00011277296,1327.02,0,2924.28182999999,2862.83173,2846.6616105145,2716.99975465102,2449.4913076497,2816.68406206933,2577.27,1929.64,2559.1362525,2665.98893956452,2788.78846522749,2661.525,2860.655,2964.61,2836.995,2844.73,2754.705,2786.825,2610.545,2658.79,2540.525,3045.70273558028,2859.505,2918.265,2405.024635,3032.20499999999,2911.975,2689.045,2789.1162591177,2820.50322320033,2642.17585519423,2621.32758316927,2715.26294710326,2502.97466697708,2461.08041392505,2339.68443559811,2783.93126573883,1964.659917045,2526.53,1972.61282053309,1670.79923720663,3879.754291164,3127.733794916,2040.595,2391.02,1865.52720547447,4674.85000000001,2539.51,2333.52663134305,1716.801939,1795.2461065,2528.03,1826.185,1493.06,2714.66,2618.8,2616.195,2408.93,1906.865,2352.13,2322.785,2624.99320776055,6567.58,2780.077105,2919.7112862,2716.718685,2956.99,1930.255,1710.3180445,1669.544368,1942.205447,2067.89871485,1257.06,3070.52781708285,3420.695,1968.58,2162.85808374268,2210.635729925,2008.8,2261.3298201,2418.58,1810.03,1992.605,1758.75,983.045,2750.4099468709,1174.635,2877.86099691505,1468.64,2576.965,1670.715,1501.75,1359.52,1508.38,2524.498846,2482.52,2327.84,2130.04402483941,2408.89757999999,2584.29641061896,2729.93967243216,2188.615,2218.145,2272.61030927007,2266.83056631374,3657.74999999999,3682.45942,3810.6642735365,3204.85960689746,2818.184663069,1468.1768895635,1828.49353422,1349.46886775,1309.565,1834.55345049183,1998.19,3600.45516494773,3867.19332504456,2049.37899965927,2217.89919488656,2187.265,2093.04,2195.56898883737,1840.885,1498.04715440887,1487.7862009,2938.79,1570.1256,1249.563951,1980.473520766,1697.0292421895,2255.4998740095,1477.762721918,2051.93635067117,2157.80571450934,1963.60687404414,2199.315,2115.22099965553,1977.3605265,2233.918721747,2058.73,2860.56713689906,1750.50927290783,1765.9000056989,2126.00303231201,1821.15638839973,1786.07868558276,2319.03667977491,2315.99510021276,2431.4089773725,2232.342581783,2004.989946591,2545.2188737335,2514.522827885,2224.585639957,2729.53508946983,2453.06159442216,2105.6786933384,2395.37751410743,6362.83318684015,1183.77947282431,1118.53034674843,2715.13631017522,1962.98,2426.66815772,2503.8018857,2422.82,1884.535,1199.39,1820.505,1553.045,1310.254397,1523.926826,2232.84,2140.45,2166.94,1476.15,1850.99,1692.125,3644.67,3075.96992783895,3361.00448540071,1495.8496475,3695.6827414435,2127.29,1370.9620485465,2492.4696979616,2127.026262,1615.261922,1619.3696545,1495.0440305,1641.9223385,1705.8131775,2892.97260638383,2322.91968867962,2406.46286981508,2575.794155,1686.50936205,1529.99329065,1422.0294287,1549.015,3084.092502535,2293.3525,2834.31772872501,1673.45634915,2436.9104724369,1724.29237435156,2155.87759904571,2554.485,2604.39855,1768.0961,1809.40105,2956.57185,2087.7196,1505.12405,1736.3278,2367.96295,2676.9776,1580.1928,1565.78515,1543.18595,2160.65705,1284.22335,3314.2608,1816.52915,1508.81275,2921.95205,2410.9883,2189.96985,1593.56125,1394.74055,1520.4721,2886.72685,1902.7182,4115.07805,2432.13565,1266.49575,1555.41815,3716.124075,2385.39945,1564.47845,2573.17855,2383.65885,2348.74585,2248.84425
"CA-ARB",3351.65316351311,1441.218575,2924.28182999999,0,122.99385,430.534562027217,410.801444642284,419.334692283398,418.410096976294,307.06154,1143.54602,359.629059,374.516024637158,288.354823413272,401.20653,242.29277,280.74354,347.988595,241.516825,294.537775000001,282.874855,355.84647,302.263525,361.275025000001,279.891116345483,241.030315,228.475005,521.554595,463.968725,443.219115,454.494035,334.516034753942,362.19670174904,342.292109855228,467.381758073064,414.939535565434,399.771272469365,414.183454462695,520.598032159683,478.855466794297,3509.32281171,4855.977605,2346.60317710506,2173.48858037739,4125.958953288,434.096319669,2058.36229,2337.18087,2064.68141478312,768.511490000001,3678.150155,615.162618730501,1727.7962305,2008.1570655,475.242655,1008.51281,1972.25998,325.912775,364.100285,375.193645000001,723.850885,1201.25922,721.065890000001,755.776950000001,1192.03896096713,1140.696825,388.11748,433.6822572,402.78509,579.76575,1080.140045,1928.5403795,1804.7642395,1813.534454,1588.59386915,1353.17734,4212.54435274571,3180.53353,806.46224,674.409940821775,515.579700880555,1613.79776,598.0841781,2778.319155,1410.54606,1639.03617,1713.00518,2953.0315,378.95628383335,2855.485535,227.392333701407,1797.01039,1189.128565,2981.09977,3218.183195,1544.274655,1422.990695,582.696202000001,451.249925,1475.623055,629.669281928754,467.142595,382.169991605738,2346.32467389301,630.465654999999,654.182565,647.57666675721,611.703766816226,630.336455000002,617.382229999999,650.412751068,4188.21134934223,4020.4987047405,1204.237141528,1744.7768842,1457.01257286,1738.901055,2092.26367950945,805.309695,4410.44719007855,4760.87482810614,928.685741635298,1161.21183753448,1067.2986,992.157135,1254.18360229976,756.328940000001,1189.95456320436,2159.32856995,415.966515,2120.24209,1317.795407,1560.88202345,1418.8645496185,1192.6827606895,1469.08938723,938.286109656142,950.072647579475,1027.99593210836,836.679790000001,714.125464053873,2417.8096765,652.518834089,1603.544085,274.532567716694,1632.26805663529,1929.89749601718,2656.5565949066,1994.59949386828,1895.10786443582,1361.13287065046,784.682555714446,492.501256231,566.263443567,768.998070452499,648.065885785499,558.967570692499,568.633839551501,376.089261392992,834.653999059239,1027.82086009798,1638.01897649318,10373.1863949838,2862.27591206651,2932.0708941439,5104.08710779491,1256.21279,2994.04194393,3172.30296935,719.8997,1606.32638,2119.7552,1332.50446,1409.56053,1308.967468,1905.15615,3396.434755,3332.28796999999,3026.48498499999,2129.629005,2011.65974,1988.08016,5173.90545,5276.18075159587,5667.46441398802,1633.912356,5679.80701759,1353.118325,1375.4234859875,351.780059527891,2693.290994,1900.5872525,1957.0196495,1879.6856195,1781.7765225,1648.702859,258.377727226903,460.913140950487,402.723672101092,2873.91625,1210.9060963,1384.7540641,1485.27439375,1205.58593,333.949828385,1117.32169,4609.64783961075,2383.52481095,4605.86296958329,1568.53760066561,571.52358253951,480.783665,525.526885,2299.478105,1124.338265,236.58047,660.213744999998,2185.317755,2030.47687,441.57292,421.24395,1809.44379,2373.900665,1133.002435,541.562315,2257.559695,4246.00636,1453.315985,1217.564145,2656.46673,584.486904999999,676.18534,1268.291435,1312.469795,1138.12333,3524.168335,2117.783605,6276.76862999999,407.80611,1607.02238,1513.118405,833.946245000001,426.491785,1034.18039,322.73948,453.41589,724.98339,685.412685
"CA-ARF",3322.47417555357,1395.41016,2862.83173,122.99385,0,417.069448455975,403.802361720352,385.841030925381,414.7528251015,285.214895000001,1100.066015,345.1422615,350.022263443316,278.889043860274,382.040340000001,260.711805,303.82338,337.83821,247.37663,285.515735,289.179595,340.98408,290.81221,341.39982,292.740718171127,230.4024,216.438435,501.97302,488.87295,456.358915,461.095835,334.117000634533,358.262742077784,331.474357738661,456.729464900573,405.729774908616,392.251462871846,394.195757529545,481.213746577457,479.008222637818,3455.43734183,4788.60533,2306.77005397051,2146.05135034846,4146.586470692,445.248655734,2011.04591,2309.667185,2015.51201374751,803.046145000002,3641.06487500001,613.833055258249,1691.981855,1978.840074,460.38448,980.970654999999,1929.42296,316.151935000001,348.12711,349.951275,704.742865000001,1160.73414,687.30345,732.925885000001,1191.65889400811,1203.47641,389.415265,435.7612212,404.31889,590.646645,1033.951835,1883.407511,1765.255479,1778.728366,1545.20426855,1306.08553,4183.85463507763,3215.634765,765.24759,640.40136988546,493.069379930556,1564.32216,581.734332599999,2785.79209,1366.12717,1617.119585,1686.133615,2882.355225,354.63810142135,2799.210325,238.557263852489,1768.80684,1167.99006,2920.670455,3154.215535,1495.24676,1382.395355,557.692885499998,442.061655,1467.394395,600.557554630756,453.87301,366.096856504657,2320.99929801326,600.506205,616.44959,625.601383008999,588.526429819608,661.633180000001,643.186585,689.8554859415,4193.75991315213,4032.63348668551,1168.351112935,1705.611250145,1419.05385671,1695.063665,2071.36237814096,772.756605,4381.31237740676,4742.8123737161,900.380732553424,1135.34052310379,1036.685765,946.563535,1225.01898029167,719.454015000001,1146.61148332524,2129.5697825,424.88227,2084.306235,1274.3838795,1530.9160739965,1375.286392468,1187.121645643,1412.7617255805,905.626449887714,922.681721901472,992.107685742257,821.76603,687.446110424779,2394.005742,638.341003597,1580.965475,279.349404675257,1594.91070891678,1903.42026014933,2603.33798384043,1942.40671941673,1854.61908709778,1368.15003660886,771.871076111477,470.796964468,523.642018898,726.749521473999,627.720598068,542.865229807501,531.082596469501,357.285484856527,844.156344319497,1010.37255457446,1649.49043054083,10397.2487921617,2796.20544525348,2874.15697892754,5114.59354009744,1228.613925,2963.71155160001,3152.63908945,712.751825000001,1579.296475,2071.98064,1283.470155,1372.452475,1272.6465705,1866.4194435,3327.151595,3337.347485,2973.03044,2080.513715,1983.599675,1960.1299,5163.47939,5260.30919755269,5662.62972103176,1578.895606,5669.53417491701,1313.11289,1322.0702216875,324.825629836247,2633.963489,1874.4080525,1923.4932985,1843.2246875,1747.1336535,1602.8289705,265.054078630429,422.124190330246,380.089266103811,2842.062225,1174.37134615,1345.8994859,1459.3975536,1170.47894,349.797666735,1080.78557,4593.14671625365,2334.70247015,4585.47629476538,1513.66307421241,544.72844782293,481.477164999999,524.541594999999,2257.168265,1087.68499,238.65946,621.674110000001,2125.40454,1991.33078,414.511925,403.777895,1773.50663,2341.38388,1084.36908,506.036925,2202.756185,4238.02677,1420.060975,1173.002175,2668.050535,579.874455,640.95643,1240.263655,1268.133065,1087.18761,3542.49674,2126.19138,6285.064245,374.014179999999,1555.66156,1488.512885,840.216425,404.49741,988.783375,311.328175,425.65502,708.628820000001,652.262095
"CA-Ca1",3579.28517560798,1413.01095180755,2846.6616105145,430.534562027217,417.069448455975,0,452.789942315908,457.74909919692,474.89960690394,377.679523085603,1301.88126163506,463.582349488394,505.228852991325,384.247408235527,622.696213644237,347.469855814587,433.730528702854,615.830840741553,423.616029292782,503.832054635526,511.325456809906,341.820115878909,360.146866568404,459.013231272961,368.226652932566,323.744875310773,314.641348518086,747.703244036891,591.241387994388,737.999646595204,644.453880714507,419.260790784663,560.881578548338,517.286853082265,639.690571163262,595.111077777734,482.252629410073,466.717142961413,505.806882758011,692.421131152369,3780.49159949522,4901.82649990484,2522.14724006371,2360.44808768839,4602.7006212962,625.315954411737,2221.94508686587,2534.27106475937,2168.77096750242,528.679888063504,3906.21934234265,816.848058050221,1880.26545608863,2153.47327330425,706.149223216334,952.941034904451,1831.3348448971,422.967114346422,592.292003971176,462.089270639024,931.726779441928,1404.93708144441,969.914479988327,1005.84878040906,1481.61071742088,1070.83532889402,672.88085808185,677.357319087021,666.65289585087,602.727302582567,1225.04864638287,1920.86957929227,1816.71262941723,1861.70831921346,1688.26421105581,1439.47785996641,4526.65352484259,3507.40187961123,874.931913098013,840.557446230702,672.309563042408,1719.62236109926,779.022693820756,2976.08911319247,1567.25056505649,1867.59646609389,1921.67832662608,3032.37431981291,318.09538289508,3002.03980979897,412.851855968305,1748.64284575108,1464.56578491154,3071.5197190253,3333.16014425682,1523.14198172982,1453.32692094434,444.087737793691,451.029643088209,1746.54305174344,721.375864231901,553.727476815227,493.391972688384,2557.92435532811,744.234109985358,735.360054537816,865.870558791523,793.83328074839,434.618351215558,444.670770924244,472.58413581998,4485.94594924805,4275.32628201904,1239.33139548751,1851.7872399687,1443.56250377517,1875.55415037762,2337.07454654051,944.689214089469,4781.92975330881,5126.31293844942,818.808097814259,1297.6805861963,1213.3749655594,1027.57815340453,1420.26013686309,835.576670347482,1308.00560593108,2122.08321244084,500.42087116678,1881.99872306759,1380.1234350405,1805.74060102753,1583.31177031048,1460.53812587887,1493.72679743577,1170.15002289656,1197.90806295926,1259.10635092753,580.232057007259,920.455977736046,2720.66355249434,674.964584600774,1775.04021832717,506.080529442293,1581.4150100374,1915.44900712417,2690.72644880532,1977.93876299052,2006.33586375272,1360.84635515691,681.540020707918,687.290403793511,709.193860730428,926.685193001367,907.966911620184,797.13877677937,771.240751583221,360.539141864178,726.643920888765,899.890753868382,1698.74264343948,11195.2410534076,2786.01146241812,2906.49690667706,5450.36071638107,1453.33568241421,3161.41337721326,3326.65280131752,971.072318665931,1800.02968739617,2270.80313250923,1491.50106232988,1555.28165052235,1394.67144324125,1944.69437976532,3537.99592632083,3618.82468799266,3200.68687739943,2282.09654878006,2286.72220614318,2237.78114893305,5471.76539277267,5494.17038746105,5945.43245407185,1737.11798848736,5917.45791306419,1469.84261909952,1453.50232311773,433.07206524608,2684.47215728672,2041.78162481037,2057.91471600466,1958.8170420064,1890.38359222339,1789.38689294144,530.403943679074,511.634003065212,470.080998238332,2993.15103330938,992.332477283399,1452.40257486275,1427.71000082908,1354.20632311997,348.589701448731,1357.0547296777,4811.3620072284,2483.16077413465,4774.21485040106,1674.8817553948,652.312284073919,645.258947419166,623.879887323966,2397.80173251916,1313.33419655834,496.086755917634,812.022398106217,2263.11565376498,2112.27651641029,565.631268704998,348.97315452366,2010.29704813825,2584.11341877881,1180.2591086223,587.458614456094,2411.36920640497,4572.3340442958,1634.86255985718,1310.08332274356,2943.29592550224,483.519353077012,895.736557652628,1119.1242480474,1469.85335179624,1138.69466657424,3782.40293111051,2228.26205857321,6736.910604635,556.079156024678,1708.08724803157,1373.04441122198,624.624473428475,585.360073618761,1152.84149862557,439.044694916113,575.745122018901,868.708639510743,754.45598872143
"CA-Ca2",3165.99660695696,1308.90647024492,2716.99975465102,410.801444642284,403.802361720352,452.789942315908,0,391.392557725048,291.527763266343,350.160715926151,1017.98364953547,316.100496218963,333.067947216174,309.184021231508,452.200020838654,344.530431267857,399.174692376381,380.9148090265,339.43752133977,396.297054419978,423.002485973616,361.901465160606,329.695581042936,344.635219454904,390.261145236578,359.108054543627,383.98689138136,694.895505985568,401.108217960106,437.668046680931,361.851364690793,304.673991078629,310.182034031644,338.563477805226,395.344987511882,368.341598203918,378.064118986228,407.365117886902,517.040716498011,395.90197788415,3536.39197944775,4656.73312290184,2181.61981635503,2057.71531126999,3747.40064081347,437.467442851874,1924.63134310038,2198.53401256074,1939.11435194722,958.379620661693,3562.5580987848,525.301935080641,1641.59831292465,1942.17610635903,401.212451412096,934.523382612162,1820.56502693509,442.930762096711,443.455758684291,475.909877062665,656.23292606875,1185.84260207254,716.374873492101,740.211180418444,1014.69708104752,1331.33131730479,462.00283489353,493.866202895959,474.004888216933,516.227743651813,926.609003182144,1884.73211747258,1817.64459430605,1813.17320661519,1591.60073391058,1358.55822449322,4146.3493058651,2864.12411525985,853.289073734283,679.171223924343,486.927448975907,1468.87032893318,542.78001735915,2323.75935931096,1284.12299838463,1436.3841922025,1526.66599316663,2730.14736738002,477.15632491708,2619.63556207778,434.434558828915,1731.21910480258,1068.37478231713,2827.39255616468,3103.98958561774,1560.37782730461,1441.1180240304,728.652531994874,413.65708482301,1288.14320766423,639.496867535255,412.292083604108,449.540241593845,2266.71330606145,547.508963103193,557.352815475055,611.728031390617,565.547908131707,805.372393711008,780.031379236184,842.471855487556,3915.7554024964,3728.63299570851,1203.22961169414,1643.35895704411,1365.99870734322,1679.45941412399,1962.71554725773,844.966293736388,4358.34328120304,4722.81810147091,870.16284959424,1055.33219258381,973.765950921878,941.196733866479,1135.54900656088,740.716490169715,1151.11883955881,2120.29941687056,380.878353194391,1948.37318721171,1289.78039020597,1377.51039311047,1283.38585325477,1015.22287668142,1358.54757103925,880.708587926652,868.670529571872,981.218638713408,915.759562868601,671.710090585731,2292.5019790827,616.812235924345,1515.59758339383,403.375562744446,1560.91288931194,1840.55605204806,2527.52909036728,1878.43949664236,1852.02738620232,1274.88218496776,846.156925367702,505.29223369715,606.569081017586,810.938328079496,553.982927237165,552.096101789906,587.741636232989,583.008569887407,896.156796557176,1034.03807708915,1472.42748945111,9473.48197019879,2576.24282960119,2650.40543158017,4430.16098220293,1125.78353738737,2874.53266338863,3027.63284046034,669.499085494823,1485.23681474625,2032.94677332681,1188.50513652256,1359.3509410836,1268.07782656904,1808.76477179886,3292.47895696625,3193.92548828406,2862.84089514947,2014.44469897636,1901.54437135012,1860.45736511746,4905.4620207646,4915.13757294602,5216.10414271942,1519.26150867793,5372.64193424384,1326.73482106766,1294.63672480298,428.507667566581,2534.40160276472,1814.16779423643,1859.04347193501,1803.29788332036,1702.581072404,1574.36544158741,401.3758128361,498.783444587472,414.491656477257,2708.73017810656,1232.81468356453,1372.24257309012,1486.69141140097,1089.99712800722,408.970005736518,1052.77432341859,4325.48337185655,2363.96073351621,4266.04221017729,1431.54728241228,650.590466151093,438.303256863421,340.952284086682,2200.00061386291,979.061172018625,380.324524752913,689.180563065239,2086.44901805328,1976.01311830411,499.615161573272,530.060474044803,1690.56318267877,2242.63603713314,1148.53777363486,571.655540499726,2126.04721693158,3884.32215119904,1390.25158012575,1190.93640674092,2467.4170048335,608.246284110742,674.613328814645,1178.8405692245,1278.24502965136,1170.41203834156,2984.60581163831,1819.24793009165,5709.21738912454,434.708968190748,1543.55548244041,1477.98264443927,946.027450276096,428.923492776435,1081.16971496266,387.510060813424,505.576342384839,653.698750672162,637.933732707745
